t,N_f,N_g
10,100,1400
20,100,1400
30,36,432
40,36,432
50,36,432
60,36,432
70,36,432
80,36,432
90,36,432
100,36,432
110,36,432
120,36,432
130,36,432
140,36,432
150,36,432
160,36,432
170,36,432
180,36,432
190,36,432
200,36,432
210,36,432
220,36,432
230,36,432
240,36,432
250,36,432
260,36,432
270,36,432
280,36,432
290,36,432
300,36,432
310,36,432
320,36,432
330,36,432
340,36,432
350,36,432
360,36,432
370,36,432
380,36,432
390,36,432
400,36,432
410,36,432
420,36,432
430,36,432
440,36,432
450,36,432
460,36,432
470,36,432
480,36,432
490,36,432
500,36,432
510,36,432
520,36,432
530,36,432
540,36,432
550,36,432
560,36,432
570,36,432
580,36,432
590,36,432
600,36,432
610,36,432
620,36,432
630,36,432
640,36,432
650,36,432
660,36,432
670,36,432
680,36,432
690,36,432
700,36,432
710,36,432
720,36,432
730,36,432
740,36,432
750,36,432
760,36,432
770,36,432
780,36,432
790,36,432
800,36,432
810,36,432
820,36,432
830,36,432
840,36,432
850,36,432
860,36,432
870,36,432
880,36,432
890,36,432
900,36,432
910,36,432
920,36,432
930,36,432
940,36,432
950,36,432
960,36,432
970,36,432
980,36,432
990,36,432
1000,36,432
1010,36,432
1020,36,432
1030,30,360
1040,30,360
1050,30,360
1060,30,360
1070,30,360
1080,30,360
1090,30,360
1100,30,360
1110,30,360
1120,30,360
1130,30,360
1140,30,360
1150,30,360
1160,30,360
1170,30,360
1180,30,360
1190,30,360
1200,30,360
1210,30,360
1220,30,360
1230,30,360
1240,30,360
1250,30,360
1260,30,360
1270,30,360
1280,30,360
1290,30,360
1300,30,360
1310,30,360
1320,30,360
1330,30,360
1340,30,360
1350,30,360
1360,30,360
1370,30,360
1380,30,360
1390,30,360
1400,30,360
1410,30,360
1420,30,360
1430,30,360
1440,30,360
1450,30,360
1460,30,360
1470,30,360
1480,30,360
1490,30,360
1500,30,360
1510,30,360
1520,30,360
1530,30,360
1540,30,360
1550,30,360
1560,30,360
1570,30,360
1580,30,360
1590,30,360
1600,30,360
1610,30,360
1620,30,360
1630,30,360
1640,30,360
1650,30,360
1660,30,360
1670,30,360
1680,30,360
1690,30,360
1700,30,360
1710,30,360
1720,30,360
1730,30,360
1740,30,360
1750,30,360
1760,30,360
1770,30,360
1780,30,360
1790,30,360
1800,30,360
1810,30,360
1820,30,360
1830,30,360
1840,30,360
1850,30,360
1860,30,360
1870,30,360
1880,30,360
1890,30,360
1900,30,360
1910,30,360
1920,30,360
1930,30,360
1940,30,360
1950,30,360
1960,30,360
1970,30,360
1980,30,360
1990,30,360
2000,30,360
2010,30,360
2020,30,360
2030,36,432
2040,36,432
2050,36,432
2060,36,432
2070,36,432
2080,36,432
2090,36,432
2100,36,432
2110,36,432
2120,36,432
2130,36,432
2140,36,432
2150,36,432
2160,36,432
2170,36,432
2180,36,432
2190,36,432
2200,36,432
2210,36,432
2220,36,432
2230,36,432
2240,36,432
2250,36,432
2260,36,432
2270,36,432
2280,36,432
2290,36,432
2300,36,432
2310,36,432
2320,36,432
2330,36,432
2340,36,432
2350,36,432
2360,36,432
2370,36,432
2380,36,432
2390,36,432
2400,36,432
2410,36,432
2420,36,432
2430,36,432
2440,36,432
2450,36,432
2460,36,432
2470,36,432
2480,36,432
2490,36,432
2500,36,432
2510,36,432
2520,36,432
2530,36,432
2540,36,432
2550,36,432
2560,36,432
2570,36,432
2580,36,432
2590,36,432
2600,36,432
2610,36,432
2620,36,432
2630,36,432
2640,36,432
2650,36,432
2660,36,432
2670,36,432
2680,36,432
2690,36,432
2700,36,432
2710,36,432
2720,36,432
2730,36,432
2740,36,432
2750,36,432
2760,36,432
2770,36,432
2780,36,432
2790,36,432
2800,36,432
2810,36,432
2820,36,432
2830,36,432
2840,36,432
2850,36,432
2860,36,432
2870,36,432
2880,36,432
2890,36,432
2900,36,432
2910,36,432
2920,36,432
2930,36,432
2940,36,432
2950,36,432
2960,36,432
2970,36,432
2980,36,432
2990,36,432
3000,36,432
3010,36,432
3020,36,432
3030,36,432
3040,36,432
3050,36,432
3060,36,432
3070,36,432
3080,36,432
3090,36,432
3100,36,432
3110,36,432
3120,36,432
3130,36,432
3140,36,432
3150,36,432
3160,36,432
3170,36,432
3180,36,432
3190,36,432
3200,36,432
3210,36,432
3220,36,432
3230,36,432
3240,36,432
3250,36,432
3260,36,432
3270,36,432
3280,36,432
3290,36,432
3300,36,432
3310,36,432
3320,36,432
3330,36,432
3340,36,432
3350,36,432
3360,36,432
3370,36,432
3380,36,432
3390,36,432
3400,36,432
3410,36,432
3420,36,432
3430,36,432
3440,36,432
3450,36,432
3460,36,432
3470,36,432
3480,36,432
3490,36,432
3500,36,432
3510,36,432
3520,36,432
3530,36,432
3540,36,432
3550,36,432
3560,36,432
3570,36,432
3580,36,432
3590,36,432
3600,36,432
3610,36,432
3620,36,432
3630,36,432
3640,36,432
3650,36,432
3660,36,432
3670,36,432
3680,36,432
3690,36,432
3700,36,432
3710,36,432
3720,36,432
3730,36,432
3740,36,432
3750,36,432
3760,36,432
3770,36,432
3780,36,432
3790,36,432
3800,36,432
3810,36,432
3820,36,432
3830,36,432
3840,36,432
3850,36,432
3860,36,432
3870,36,432
3880,36,432
3890,36,432
3900,36,432
3910,36,432
3920,36,432
3930,36,432
3940,36,432
3950,36,432
3960,36,432
3970,36,432
3980,36,432
3990,36,432
4000,36,432
4010,36,432
4020,36,432
