t,cost
10,1747.2
20,1743.6
30,648.48
40,644.04
50,645.36
60,652.2
70,638.64
80,641.04
90,643.08
100,647.4
110,638.4
120,645.96
130,637.08
140,641.04
150,645.24
160,642.48
170,646.56
180,648.48
190,641.76
200,644.4
210,643.56
220,640.68
230,642.12
240,639.12
250,639.72
260,640.32
270,625.56
280,627.6
290,636.36
300,635.16
310,633.6
320,631.08
330,630.24
340,629.64
350,644.52
360,634.2
370,631.68
380,643.2
390,637.44
400,637.68
410,632.16
420,637.56
430,647.76
440,636.84
450,640.56
460,646.2
470,652.56
480,636.12
490,644.76
500,645.48
510,638.4
520,656.04
530,661.68
540,646.44
550,648.24
560,648.24
570,648.12
580,650.88
590,651
600,646.08
610,641.16
620,641.16
630,636.36
640,648.84
650,644.52
660,639.36
670,637.8
680,640.92
690,646.44
700,633.36
710,646.92
720,645.72
730,647.88
740,644.52
750,639.72
760,640.92
770,632.4
780,635.28
790,640.32
800,636.48
810,640.92
820,635.16
830,633.48
840,640.92
850,649.56
860,646.44
870,643.44
880,644.64
890,642.36
900,645.12
910,648.72
920,644.04
930,651.6
940,643.2
950,645.36
960,657
970,639
980,637.56
990,639.36
1000,637.56
1010,657.12
1020,653.76
1030,527.28
1040,534
1050,534
1060,525.6
1070,536.04
1080,532.32
1090,531.96
1100,533.64
1110,523.8
1120,532.68
1130,530.4
1140,531.72
1150,545.28
1160,532.56
1170,554.76
1180,539.04
1190,536.52
1200,547.44
1210,549.84
1220,546.48
1230,539.04
1240,543.6
1250,533.88
1260,526.32
1270,533.04
1280,523.8
1290,524.64
1300,532.92
1310,531
1320,526.32
1330,528.6
1340,540.12
1350,560.64
1360,605.76
1370,565.92
1380,525.6
1390,527.64
1400,532.32
1410,534.48
1420,526.44
1430,530.64
1440,536.76
1450,541.56
1460,526.56
1470,526.56
1480,531.36
1490,537.48
1500,527.4
1510,533.28
1520,541.2
1530,540.36
1540,534.96
1550,542.64
1560,552.36
1570,544.56
1580,539.76
1590,538.08
1600,528.72
1610,526.68
1620,528.6
1630,537.24
1640,531.48
1650,529.2
1660,535.8
1670,529.56
1680,523.44
1690,537.96
1700,528.36
1710,528.24
1720,526.32
1730,530.4
1740,523.56
1750,529.44
1760,556.92
1770,546.12
1780,544.68
1790,547.2
1800,537.36
1810,560.88
1820,531.96
1830,529.32
1840,529.2
1850,527.4
1860,520.08
1870,523.32
1880,525.36
1890,537.48
1900,530.28
1910,528.6
1920,534.84
1930,534.6
1940,529.68
1950,542.28
1960,536.88
1970,533.16
1980,531.24
1990,533.04
2000,527.64
2010,529.32
2020,527.52
2030,842.24
2040,846.72
2050,851.627
2060,852.267
2070,853.333
2080,847.573
2090,847.573
2100,853.12
2110,857.813
2120,858.027
2130,853.333
2140,849.92
2150,854.4
2160,851.413
2170,837.973
2180,846.933
2190,849.707
2200,849.493
2210,848.853
2220,853.973
2230,739.413
2240,745.387
2250,743.68
2260,739.627
2270,737.92
2280,742.187
2290,737.92
2300,737.92
2310,742.4
2320,741.12
2330,740.48
2340,737.493
2350,738.987
2360,740.693
2370,741.333
2380,750.507
2390,747.52
2400,747.947
2410,753.28
2420,746.88
2430,791.253
2440,791.467
2450,787.413
2460,783.36
2470,776.747
2480,778.453
2490,783.787
2500,786.133
2510,779.947
2520,783.787
2530,778.453
2540,777.387
2550,788.053
2560,791.04
2570,791.253
2580,788.48
2590,770.773
2600,764.587
2610,763.307
2620,759.893
2630,724.48
2640,727.68
2650,725.547
2660,723.84
2670,719.36
2680,730.667
2690,766.933
2700,764.373
2710,759.253
2720,752.64
2730,752.213
2740,750.507
2750,720.427
2760,727.253
2770,723.84
2780,727.04
2790,731.307
2800,732.16
2810,731.52
2820,740.267
2830,755.84
2840,737.493
2850,735.787
2860,727.893
2870,726.827
2880,726.827
2890,725.333
2900,725.547
2910,722.347
2920,726.613
2930,724.267
2940,721.067
2950,724.053
2960,728.32
2970,727.68
2980,727.467
2990,736.64
3000,806.613
3010,778.667
3020,796.16
3030,785.493
3040,780.8
3050,795.307
3060,811.52
3070,820.053
3080,817.067
3090,813.013
3100,814.293
3110,807.68
3120,808.32
3130,808.747
3140,801.707
3150,806.4
3160,808.32
3170,808.32
3180,811.52
3190,814.72
3200,818.56
3210,816
3220,824.32
3230,767.787
3240,787.2
3250,781.867
3260,764.16
3270,758.827
3280,778.88
3290,785.92
3300,778.667
3310,785.493
3320,792.533
3330,775.467
3340,772.48
3350,773.76
3360,772.907
3370,787.2
3380,764.16
3390,781.653
3400,778.24
3410,774.613
3420,783.36
3430,749.227
3440,753.92
3450,747.733
3460,736.213
3470,713.173
3480,739.413
3490,745.813
3500,748.373
3510,748.587
3520,747.733
3530,738.56
3540,744.107
3550,740.907
3560,744.32
3570,743.68
3580,742.613
3590,722.56
3600,735.36
3610,744.747
3620,745.813
3630,744.96
3640,745.813
3650,743.467
3660,741.973
3670,737.92
3680,737.707
3690,740.267
3700,738.56
3710,719.147
3720,724.907
3730,720.427
3740,727.467
3750,737.92
3760,746.667
3770,740.267
3780,741.76
3790,743.68
3800,711.253
3810,714.88
3820,731.52
3830,732.16
3840,750.507
3850,733.653
3860,735.36
3870,727.253
3880,738.773
3890,727.68
3900,721.067
3910,720.213
3920,717.44
3930,722.347
3940,721.92
3950,720.213
3960,721.493
3970,726.613
3980,728.32
3990,735.147
4000,731.52
4010,727.253
4020,725.12
4030,587.733
4040,586.027
4050,589.867
4060,598.827
4070,599.04
4080,600.107
4090,599.893
4100,601.813
4110,602.24
4120,612.907
4130,612.267
4140,612.907
4150,615.68
4160,609.92
4170,615.253
4180,599.68
4190,586.027
4200,584.107
4210,588.373
4220,589.227
4230,589.013
4240,589.227
4250,594.773
4260,593.067
4270,597.12
4280,582.613
4290,587.093
4300,586.667
4310,575.36
4320,582.827
4330,576.64
4340,580.907
4350,581.12
4360,576.213
4370,583.467
4380,552.533
4390,545.067
4400,549.333
4410,546.133
4420,542.72
4430,545.28
4440,546.133
4450,551.04
4460,552.747
4470,548.907
4480,551.04
4490,579.413
4500,572.8
4510,578.347
4520,567.68
4530,583.253
4540,583.68
4550,596.267
4560,601.387
4570,603.733
4580,606.933
4590,601.173
4600,602.453
4610,597.973
4620,589.227
4630,585.813
4640,584.96
4650,586.027
4660,582.827
4670,590.08
4680,585.813
4690,583.04
4700,580.053
4710,590.08
4720,589.867
4730,590.08
4740,585.387
4750,590.293
4760,586.027
4770,589.013
4780,588.587
4790,583.467
4800,590.08
4810,591.36
4820,587.947
4830,594.133
4840,591.147
4850,596.693
4860,591.787
4870,596.907
4880,593.707
4890,590.72
4900,593.067
4910,592.213
4920,594.56
4930,593.92
4940,594.347
4950,595.627
4960,594.56
4970,593.493
4980,591.787
4990,588.587
5000,585.387
5010,594.56
5020,586.88
5030,584.747
5040,591.573
5050,592.427
5060,592.853
5070,584.533
5080,587.093
5090,583.68
5100,587.947
5110,583.68
