MDTU,plaq_ss,plaq_st
1,0.750614,0.899503
2,0.752153,0.903633
3,0.753515,0.898624
4,0.75108,0.905156
5,0.754408,0.898961
6,0.75582,0.909234
7,0.752286,0.909999
8,0.761628,0.909565
9,0.764486,0.910268
10,0.761865,0.912879
11,0.759457,0.917572
12,0.759457,0.917572
13,0.755165,0.915572
14,0.757488,0.912095
15,0.753113,0.919718
16,0.747989,0.917672
17,0.751417,0.920613
18,0.755418,0.926702
19,0.757656,0.941676
20,0.763232,0.948759
21,0.766492,0.943133
22,0.766492,0.943133
23,0.766492,0.943133
24,0.766492,0.943133
25,0.766492,0.943133
26,0.766492,0.943133
27,0.766492,0.943133
28,0.763704,0.946706
29,0.765417,0.948163
30,0.765417,0.948163
31,0.765417,0.948163
32,0.772047,0.949996
33,0.772047,0.949996
34,0.770285,0.958646
35,0.769844,0.960122
36,0.772937,0.964438
37,0.769562,0.968972
38,0.766311,0.972714
39,0.763961,0.963326
40,0.771836,0.972046
41,0.77383,0.968985
42,0.778179,0.980347
43,0.779514,0.978266
44,0.773805,0.984597
45,0.787162,0.996957
46,0.785402,0.989703
47,0.791865,0.994847
48,0.80039,0.994978
49,0.799519,0.998982
50,0.798847,1.00008
51,0.799132,1.0064
52,0.79641,0.998419
53,0.79641,0.998419
54,0.79641,0.998419
55,0.8003,1.00781
56,0.803374,1.00743
57,0.803008,1.01505
58,0.812591,1.01095
59,0.817279,1.01493
60,0.817279,1.01493
61,0.817279,1.01493
62,0.814385,1.01853
63,0.814385,1.01853
64,0.814385,1.01853
65,0.814385,1.01853
66,0.814385,1.01853
67,0.814385,1.01853
68,0.810222,1.02306
69,0.813107,1.01396
70,0.813163,1.02434
71,0.818358,1.02735
72,0.818347,1.0267
73,0.823914,1.03093
74,0.819289,1.02762
75,0.821069,1.02926
76,0.828427,1.02481
77,0.83005,1.03613
78,0.829388,1.02513
79,0.827214,1.02977
80,0.827214,1.02977
81,0.838992,1.03482
82,0.841611,1.03136
83,0.843189,1.03482
84,0.836526,1.03742
85,0.835524,1.04379
86,0.835524,1.04379
87,0.835524,1.04379
88,0.838961,1.04368
89,0.837462,1.04995
90,0.840321,1.0476
91,0.837234,1.04403
92,0.833934,1.04213
93,0.837048,1.03865
94,0.842944,1.03825
95,0.841364,1.0438
96,0.841364,1.0438
97,0.840387,1.04398
98,0.841262,1.05155
99,0.843979,1.05105
100,0.847564,1.05368
101,0.848282,1.0475
102,0.845666,1.04702
103,0.845666,1.04702
104,0.849427,1.0395
105,0.849962,1.04587
106,0.850936,1.04024
107,0.850936,1.04024
108,0.86119,1.04563
109,0.86119,1.04563
110,0.867261,1.05282
111,0.864639,1.05781
112,0.864639,1.05781
113,0.864639,1.05781
114,0.861257,1.06198
115,0.862542,1.06961
116,0.860501,1.08117
117,0.856814,1.0771
118,0.862208,1.08305
119,0.862208,1.08305
120,0.867017,1.0877
121,0.864328,1.09832
122,0.863339,1.09494
123,0.862881,1.08613
124,0.862657,1.08198
125,0.859772,1.08075
126,0.861194,1.08224
127,0.858349,1.08093
128,0.85461,1.07702
129,0.85461,1.07702
130,0.852279,1.07108
131,0.860845,1.06372
132,0.856141,1.06467
133,0.855596,1.06791
134,0.855596,1.06791
135,0.855382,1.06751
136,0.856319,1.06666
137,0.856367,1.05922
138,0.856367,1.05922
139,0.859008,1.05875
140,0.856441,1.05596
141,0.859345,1.04655
142,0.859345,1.04655
143,0.859345,1.04655
144,0.859345,1.04655
145,0.859345,1.04655
146,0.854422,1.05979
147,0.855207,1.05955
148,0.853672,1.05824
149,0.857584,1.0544
150,0.857584,1.0544
151,0.861336,1.05542
152,0.86849,1.04904
153,0.865562,1.05299
154,0.865562,1.05299
155,0.865385,1.05425
