t,cg_iters
1,19959
2,19963
3,19975
4,20329
5,20093
6,20257
7,20501
8,19890
9,19898
10,20075
11,20003
12,20038
13,19842
14,19866
15,20065
16,20448
17,20231
18,20143
19,19812
20,19751
21,7209
22,7271
23,7213
24,7255
25,7222
26,7227
27,7278
28,7280
29,7331
30,7264
31,7295
32,7317
33,7274
34,7214
35,7216
36,7310
37,7337
38,7268
39,7255
40,7217
41,7264
42,7223
43,7256
44,7206
45,7271
46,7226
47,7116
48,7191
49,7217
50,7234
51,7203
52,7254
53,7191
54,7212
55,7238
56,7259
57,7306
58,7210
59,7186
60,7192
61,7243
62,7177
63,7142
64,7186
65,7253
66,7196
67,7216
68,7200
69,7114
70,7145
71,7214
72,7218
73,7189
74,7117
75,7189
76,7152
77,7158
78,7198
79,7184
80,7183
81,7147
82,7108
83,7173
84,7290
85,7223
86,7182
87,7178
88,7135
89,7109
90,7077
91,7231
92,7250
93,7132
94,7203
95,7220
96,7255
97,7274
98,7265
99,7212
100,7176
101,7111
102,7206
103,7187
104,7168
105,7151
106,7217
107,7279
108,7327
109,7258
110,7280
111,7209
112,7234
113,7220
114,7205
115,7145
116,7089
117,7222
118,7264
119,7199
120,7163
121,7109
122,7104
123,6986
124,7092
125,7148
126,7125
127,7135
128,7174
129,7173
130,7100
131,7123
132,7126
133,7213
134,7295
135,7196
136,7160
137,7203
138,7142
139,7089
140,7096
141,7263
142,7209
143,7238
144,7181
145,7247
146,7214
147,7218
148,7306
149,7168
150,7137
151,7257
152,7218
153,7286
154,7291
155,7210
156,7228
157,7289
158,7198
159,7163
160,7294
161,7222
162,7308
163,7341
164,7212
165,7166
166,7256
167,7340
168,7277
169,7285
170,7265
171,7241
172,7264
173,7328
174,7291
175,7257
176,7269
177,7213
178,7238
179,7297
180,7240
181,7275
182,7293
183,7291
184,7180
185,7121
186,7193
187,7230
188,7135
189,7181
190,7185
191,7218
192,7224
193,7212
194,7202
195,7200
196,7175
197,7137
198,7225
199,7284
200,7323
201,7251
202,7347
203,7319
204,7207
205,7173
206,7205
207,7177
208,7166
209,7205
210,7090
211,7103
212,7114
213,7066
214,7155
215,7081
216,7099
217,7144
218,7158
219,7109
220,7213
221,7278
222,7270
223,7222
224,7073
225,7190
226,7157
227,7133
228,7177
229,7149
230,7099
231,7114
232,7103
233,7199
234,7198
235,7257
236,7171
237,7251
238,7229
239,7192
240,7163
241,7165
242,7184
243,7296
244,7263
245,7246
246,7181
247,7241
248,7229
249,7183
250,7097
251,7109
252,7103
253,7159
254,7169
255,7108
256,7108
257,7199
258,7191
259,7124
260,7176
261,7180
262,7141
263,7123
264,7138
265,7175
266,7115
267,7084
268,7151
269,7116
270,7065
271,7087
272,7127
273,7172
274,7113
275,7129
276,7147
277,7088
278,7127
279,7186
280,7213
281,7178
282,7149
283,7102
284,7144
285,7147
286,7212
287,7157
288,7142
289,7146
290,7168
291,7175
292,7130
293,7163
294,7156
295,7115
296,7194
297,7162
298,7174
299,7110
300,7106
301,7081
302,7161
303,7273
304,7243
305,7167
306,7198
307,7113
308,7168
309,7138
310,7131
311,7215
312,7209
313,7132
314,7289
315,7160
316,7083
317,7047
318,7125
319,7054
320,7033
321,7025
322,7165
323,7126
324,7183
325,7171
326,7038
327,7104
328,7157
329,7088
330,7129
331,7145
332,7130
333,7172
334,7215
335,7217
336,7179
337,7169
338,7188
339,7191
340,7188
341,7176
342,7157
343,7234
344,7090
345,7182
346,7182
347,7143
348,7160
349,7179
350,7248
351,7282
352,7235
353,7163
354,7084
355,7073
356,7137
357,7153
358,7146
359,7176
360,7141
361,7147
362,7166
363,7035
364,7092
365,7103
366,7243
367,7208
368,7159
369,7223
370,7149
371,7244
372,7190
373,7148
374,7171
375,7173
