MDTU,min_min,min_max,max_min,max_max5
1,-0.370967,0.0119901,0.0345135,0.303019
2,-0.370967,0.0119901,0.0345135,0.303019
3,-0.370967,0.0119901,0.0345135,0.303019
4,-0.370967,0.0119901,0.0345135,0.303019
5,-0.370967,0.0119901,0.0345135,0.303019
6,-0.370967,0.0119901,0.0345135,0.303019
7,-0.370967,0.0119901,0.0345135,0.303019
8,-0.370967,0.0119901,0.0345135,0.303019
9,-0.370967,0.0119901,0.0345135,0.303019
10,-0.370967,0.0119901,0.0345135,0.303019
11,-0.370967,0.0119901,0.0345135,0.303019
12,-0.370967,0.0119901,0.0345135,0.303019
13,-0.370967,0.0119901,0.0345135,0.303019
14,-0.370967,0.0119901,0.0345135,0.303019
15,-0.370967,0.0119901,0.0345135,0.303019
16,-0.370967,0.0119901,0.0345135,0.303019
17,-0.370967,0.0119901,0.0345135,0.303019
18,-0.370967,0.0119901,0.0345135,0.303019
19,-0.370967,0.0119901,0.0345135,0.303019
20,-0.370967,0.0119901,0.0345135,0.303019
21,-0.314277,0.0613486,0.0676602,0.335122
22,-0.333768,0.057084,0.062791,0.332249
23,-0.357478,0.061291,0.0666659,0.33559
24,-0.318514,0.062845,0.0724471,0.340023
25,-0.342117,0.057789,0.0681681,0.333262
26,-0.342117,0.057789,0.0681681,0.333262
27,-0.308372,0.052334,0.0793235,0.323267
28,-0.346472,0.0618516,0.0791376,0.325558
29,-0.32212,0.0500549,0.0747768,0.329658
30,-0.325097,0.059868,0.0620077,0.346649
31,-0.339152,0.0485176,0.0669693,0.329571
32,-0.32521,0.0504008,0.0651587,0.331074
33,-0.323241,0.0472145,0.0520374,0.329216
34,-0.350642,0.048094,0.0721658,0.325491
35,-0.319066,0.0404387,0.0658336,0.320292
36,-0.347232,0.0376122,0.0741906,0.337045
37,-0.316864,0.0591622,0.0812644,0.317025
38,-0.323073,0.0468752,0.0736275,0.314741
39,-0.31357,0.0362211,0.0810145,0.326351
40,-0.316179,0.0252236,0.0823682,0.308684
41,-0.308844,0.028456,0.0731874,0.310527
42,-0.294698,0.0279288,0.0728707,0.309639
43,-0.324602,0.0238921,0.0868462,0.311912
44,-0.317326,0.028628,0.069178,0.305479
45,-0.317326,0.028628,0.069178,0.305479
46,-0.322258,0.025855,0.083656,0.309573
47,-0.322258,0.025855,0.083656,0.309573
48,-0.311666,0.0213038,0.0759062,0.300887
49,-0.344675,0.0226972,0.0704353,0.303076
50,-0.308411,0.0209427,0.0737936,0.310414
51,-0.328535,0.0400813,0.071626,0.350942
52,-0.341982,0.0392198,0.0651033,0.309628
53,-0.32426,0.029524,0.0694418,0.312785
54,-0.327838,0.024453,0.067482,0.313006
55,-0.327838,0.024453,0.067482,0.313006
56,-0.332242,0.040147,0.0688771,0.304404
57,-0.332242,0.040147,0.0688771,0.304404
58,-0.337556,0.0245389,0.0732074,0.302731
59,-0.332322,0.0178901,0.0674975,0.311331
60,-0.337926,0.0332833,0.0653885,0.299118
61,-0.372497,0.0229716,0.0725493,0.311183
62,-0.340918,0.0204945,0.0707481,0.305736
63,-0.341531,0.0185915,0.0650029,0.309909
64,-0.321273,0.0151029,0.0651646,0.305584
65,-0.327062,0.0356182,0.0563448,0.30689
66,-0.328572,0.0285303,0.0634256,0.308655
67,-0.325412,0.0314403,0.0669117,0.314332
68,-0.336914,0.0231151,0.0623692,0.316196
69,-0.336914,0.0231151,0.0623692,0.316196
70,-0.33612,0.0270842,0.0724814,0.308397
71,-0.358217,0.018816,0.0655991,0.332218
72,-0.37315,0.0286027,0.0672431,0.32364
73,-0.37315,0.0286027,0.0672431,0.32364
74,-0.344454,0.0133196,0.068185,0.306093
75,-0.336088,0.0320214,0.0636786,0.307736
76,-0.341548,0.0269332,0.0672693,0.307583
77,-0.334738,0.0317967,0.0743736,0.315784
78,-0.334708,0.0147855,0.0698448,0.298011
79,-0.334708,0.0147855,0.0698448,0.298011
80,-0.316089,0.0327046,0.0719834,0.311114
81,-0.341916,0.0137303,0.0729984,0.30255
82,-0.345897,0.00740943,0.0606672,0.301673
83,-0.348606,0.0123843,0.0751613,0.310167
84,-0.357328,0.0123001,0.0719143,0.299241
85,-0.359458,0.00745968,0.0717816,0.302334
86,-0.329043,0.015969,0.0587461,0.311233
87,-0.355617,0.00426245,0.0733519,0.2975
88,-0.360496,0.0136084,0.0641782,0.300198
89,-0.340437,0.00608092,0.0621916,0.298218
90,-0.355384,0.0217989,0.0560383,0.300856
91,-0.355384,0.0217989,0.0560383,0.300856
92,-0.355384,0.0217989,0.0560383,0.300856
93,-0.355384,0.0217989,0.0560383,0.300856
94,-0.336329,0.0079954,0.0661217,0.312094
95,-0.337886,0.0192998,0.0585973,0.296679
96,-0.340839,0.0239164,0.0666772,0.30713
97,-0.351735,0.0268419,0.0643169,0.305786
98,-0.377863,0.0209984,0.0516,0.301159
99,-0.341671,0.0178121,0.0625267,0.313105
100,-0.345915,0.01322,0.0613741,0.311833
101,-0.345915,0.01322,0.0613741,0.311833
102,-0.355434,0.0234508,0.0546939,0.316197
103,-0.374177,0.0172421,0.0564289,0.317728
104,-0.341375,0.0180055,0.0558446,0.297523
105,-0.341375,0.0180055,0.0558446,0.297523
106,-0.341375,0.0180055,0.0558446,0.297523
107,-0.339107,0.0145802,0.0569499,0.307778
108,-0.366817,0.0158921,0.0596211,0.300325
109,-0.337696,0.0142615,0.0558334,0.300743
110,-0.342248,0.0239934,0.0604012,0.313955
111,-0.368114,0.0105972,0.0591845,0.292996
112,-0.368114,0.0105972,0.0591845,0.292996
113,-0.353512,0.00813717,0.061022,0.295339
114,-0.353512,0.00813717,0.061022,0.295339
115,-0.343144,0.0250755,0.0596178,0.286465
116,-0.347328,0.000787648,0.0495849,0.296241
117,-0.349372,-0.00589917,0.0655659,0.307316
118,-0.358753,0.00260656,0.0525751,0.292043
119,-0.357755,-0.00111234,0.0634678,0.29783
120,-0.351719,0.00275686,0.0595794,0.315063
121,-0.371919,-0.00556379,0.0586278,0.300465
122,-0.371919,-0.00556379,0.0586278,0.300465
123,-0.375049,0.0012705,0.0638259,0.317559
124,-0.368256,0.0025638,0.0611095,0.302777
125,-0.368256,0.0025638,0.0611095,0.302777
126,-0.367214,0.00900448,0.0614615,0.290574
127,-0.342993,-0.000248093,0.0658914,0.298211
128,-0.348599,0.003441,0.0570281,0.29688
129,-0.351772,0.0209549,0.0592581,0.296269
130,-0.361941,0.00277424,0.0603474,0.299381
131,-0.344242,0.0097585,0.0533374,0.308123
132,-0.355741,0.00850639,0.06182,0.304037
133,-0.359522,0.00950912,0.0607179,0.296967
134,-0.340188,0.011145,0.0634012,0.302177
135,-0.362794,0.0196782,0.05399,0.296195
136,-0.381631,0.00451238,0.0583325,0.296813
137,-0.356318,0.00609034,0.0604163,0.29834
138,-0.356318,0.00609034,0.0604163,0.29834
139,-0.405503,-0.00119656,0.0569832,0.315217
