MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.97854,0.148565,0.23083,0.0082849
2,0.97854,0.148565,0.23083,0.0082849
3,0.97854,0.148565,0.23083,0.0082849
4,0.97854,0.148565,0.23083,0.0082849
5,0.97854,0.148565,0.23083,0.0082849
6,0.97854,0.148565,0.23083,0.0082849
7,0.97854,0.148565,0.23083,0.0082849
8,0.97854,0.148565,0.23083,0.0082849
9,0.97854,0.148565,0.23083,0.0082849
10,0.97854,0.148565,0.23083,0.0082849
11,0.97854,0.148565,0.23083,0.0082849
12,0.97854,0.148565,0.23083,0.0082849
13,0.97854,0.148565,0.23083,0.0082849
14,0.97854,0.148565,0.23083,0.0082849
15,0.97854,0.148565,0.23083,0.0082849
16,0.97854,0.148565,0.23083,0.0082849
17,0.97854,0.148565,0.23083,0.0082849
18,0.97854,0.148565,0.23083,0.0082849
19,0.97854,0.148565,0.23083,0.0082849
20,0.97854,0.148565,0.23083,0.0082849
21,0.978405,0.4353,0.678108,0.00347615
22,0.980261,0.484763,0.53559,0.00401834
23,0.977699,0.415224,0.603289,0.00898829
24,0.981097,0.410813,0.66916,0.00109683
25,0.983806,0.454862,0.687135,0.00165006
26,0.983806,0.454862,0.687135,0.00165006
27,0.98529,0.450504,0.76934,0.00330959
28,0.985373,0.414757,0.680783,0.00384121
29,0.980963,0.612037,0.513888,0.00535884
30,0.9796,0.567693,0.819097,0.00487394
31,0.979283,0.469832,0.732288,0.0104632
32,0.975437,0.5052,0.607683,0.0121266
33,0.976143,0.444953,0.754242,0.00158612
34,0.976308,0.544854,0.775267,0.00733754
35,0.981742,0.445965,0.751766,0.00179296
36,0.985081,0.427818,0.779357,0.00361631
37,0.986439,0.516394,0.690933,0.00747361
38,0.98473,0.636986,0.697064,0.00536347
39,0.987876,0.532423,0.647224,0.00767563
40,0.993846,0.568957,0.63505,0.00872208
41,0.993925,0.604068,0.540312,0.00540727
42,0.993969,0.616793,0.719496,0.00187141
43,0.990965,0.649775,0.694151,0.00722601
44,0.986303,0.575302,0.576624,0.00465
45,0.986303,0.575302,0.576624,0.00465
46,0.990565,0.60273,0.683682,0.0117888
47,0.990565,0.60273,0.683682,0.0117888
48,0.993232,0.54011,0.581295,0.00690905
49,0.98448,0.632501,0.39294,0.00612281
50,0.983876,0.630719,0.535053,0.00647636
51,0.983899,0.57825,0.460774,0.00731607
52,0.9844,0.666016,0.381704,0.00754354
53,0.989651,0.636332,0.425418,0.00130501
54,0.990358,0.641587,0.334106,0.00841824
55,0.990358,0.641587,0.334106,0.00841824
56,0.987586,0.6235,0.325906,0.00524064
57,0.987586,0.6235,0.325906,0.00524064
58,0.986555,0.507225,0.404213,0.00742237
59,0.985702,0.684302,0.367592,0.0124693
60,0.987184,0.778312,0.362515,0.00123645
61,0.983163,0.705589,0.268101,0.00340059
62,0.980945,0.656256,0.213546,0.00357153
63,0.975566,0.73507,0.203035,0.00448542
64,0.976956,0.515296,0.399617,0.00412289
65,0.979995,0.53799,0.297593,0.00264063
66,0.982258,0.622152,0.374839,0.00526817
67,0.984076,0.451314,0.353784,0.00483447
68,0.985866,0.456823,0.325284,0.00335796
69,0.985866,0.456823,0.325284,0.00335796
70,0.985229,0.357068,0.297625,0.00906523
71,0.982971,0.396379,0.291902,0.00244809
72,0.977318,0.392097,0.283467,0.00483919
73,0.977318,0.392097,0.283467,0.00483919
74,0.982648,0.414367,0.196432,0.0012118
75,0.984712,0.436709,0.108869,0.00442497
76,0.9859,0.396845,0.214153,0.003786
77,0.988872,0.46522,0.279266,0.00427581
78,0.983831,0.419862,0.182871,0.00450783
79,0.983831,0.419862,0.182871,0.00450783
80,0.986694,0.461688,0.225798,0.00204215
81,0.981949,0.404628,0.157702,0.00515209
82,0.978612,0.427748,0.110485,0.00752696
83,0.982771,0.378303,0.121956,0.00238535
84,0.985447,0.406716,0.181432,0.00634215
85,0.987648,0.627192,0.208423,0.0103869
86,0.983292,0.52098,0.154684,0.00504842
87,0.987733,0.583437,0.109738,0.00485726
88,0.979437,0.600813,0.16362,0.00274955
89,0.979463,0.597922,0.244499,0.00547415
90,0.982558,0.540745,0.205491,0.00535461
91,0.982558,0.540745,0.205491,0.00535461
92,0.982558,0.540745,0.205491,0.00535461
93,0.982558,0.540745,0.205491,0.00535461
94,0.982953,0.712874,0.192492,0.00474426
95,0.98031,0.669396,0.164715,0.00495202
96,0.977623,0.590453,0.147871,0.00801516
97,0.97889,0.532206,0.193431,0.00224116
98,0.976473,0.405749,0.242285,0.00244343
99,0.978312,0.470821,0.284055,0.00488833
100,0.975469,0.514741,0.292758,0.00458836
101,0.975469,0.514741,0.292758,0.00458836
102,0.975927,0.5152,0.248991,0.00446484
103,0.970155,0.538733,0.265179,0.00993363
104,0.976541,0.509655,0.218036,0.00798985
105,0.976541,0.509655,0.218036,0.00798985
106,0.976541,0.509655,0.218036,0.00798985
107,0.981296,0.570234,0.227335,0.0016788
108,0.978462,0.505462,0.221716,0.00891621
109,0.976486,0.567903,0.233964,0.00664518
110,0.977333,0.699131,0.182583,0.00210007
111,0.976487,0.651086,0.126912,0.0076779
112,0.976487,0.651086,0.126912,0.0076779
113,0.979962,0.657722,0.0864412,0.00413741
114,0.979962,0.657722,0.0864412,0.00413741
115,0.980008,0.627766,0.0649383,0.00679109
116,0.979006,0.657183,0.0826434,0.00381159
117,0.976456,0.486661,0.105431,0.00721032
118,0.976307,0.408075,0.164895,0.00242722
119,0.974893,0.462475,0.231244,0.00647667
120,0.978661,0.48275,0.19465,0.00521022
121,0.978623,0.466233,0.248188,0.00260154
122,0.978623,0.466233,0.248188,0.00260154
123,0.97892,0.323708,0.183825,0.00582916
124,0.978732,0.337863,0.254562,0.00923032
125,0.978732,0.337863,0.254562,0.00923032
126,0.979961,0.392316,0.272916,0.0034659
127,0.977184,0.358682,0.249569,0.00822873
128,0.971425,0.456112,0.119536,0.0038831
129,0.972215,0.375591,0.119873,0.00734309
130,0.977469,0.379721,0.137387,0.00761418
131,0.976806,0.377946,0.115228,0.0046938
