MDTU,susyTrans,Im(bilin)
10,-0.0657828,-0.000544947
20,-0.0657444,0.000433808
30,-0.00317278,-0.000634815
40,-0.00206313,-3.60978e-05
50,-0.00301859,0.00116026
60,0.00382828,0.000552137
70,-0.00266597,-0.000101311
80,-0.00303333,-0.00037734
90,-0.00150522,9.74342e-05
100,-0.0033975,0.00108444
110,-0.000624912,7.02549e-05
120,-0.000431754,-0.00152543
130,-0.000661547,-0.00020289
140,0.00491402,-0.000591838
150,-0.00349931,0.00103769
160,0.00104751,-0.00155027
170,-0.00519994,-0.000468658
180,0.00250703,-0.00143587
190,0.000404606,0.000714895
200,0.000199369,0.000610847
210,0.00215393,-0.00128804
220,0.0010274,0.00043996
230,-0.000456072,0.000775579
240,0.00506525,-0.000501708
250,0.00122884,0.000808606
260,-0.00336911,0.000996552
270,0.00130413,0.000664044
280,0.00171498,0.00105037
290,-0.000656021,0.000313475
300,0.000669176,0.000340401
310,0.000669036,0.000947147
320,0.00383094,-0.000890364
330,0.0015086,0.00133195
340,-0.00244573,-0.00117655
350,-0.0035337,-0.000508038
360,0.000372974,0.000115728
370,-0.00278,-0.000217384
380,-0.00468143,-0.000721651
390,0.000372273,0.000192448
400,-0.00161513,0.000123628
410,-0.00488478,-0.000305608
420,-0.00227671,-0.000365869
430,0.00620227,-0.000659557
440,-0.00214307,-0.000331822
450,0.000257085,-0.000892892
460,-0.00509152,0.0015518
470,-0.00486486,-6.45476e-06
480,-0.000616865,4.14377e-05
490,-0.00745648,7.07031e-05
500,-0.00266677,-0.000856425
510,0.000725715,0.00148343
520,0.00682544,-0.000629746
530,0.00322368,0.000387835
540,0.00526122,-0.000141355
550,0.00213427,9.43099e-05
560,0.00147244,-0.000737321
570,0.00321122,-0.000335162
580,0.00086706,0.00105016
590,0.0021203,0.0006016
600,0.000359965,-5.98586e-05
610,-0.000610908,0.000971157
620,-0.00249073,0.000703288
630,-0.00376995,-0.00109569
640,-0.00104399,0.000753507
650,-0.00215357,0.00042787
660,0.000745995,-0.000428576
670,-0.00351963,-0.000219316
680,0.000199038,0.00119878
690,-0.000727738,0.000587702
700,0.00049389,0.000305273
710,0.00240738,0.000205778
720,-0.00126656,0.000339564
730,-0.00322516,-0.000564519
740,-0.00309523,6.35191e-05
750,0.000880409,3.44708e-05
760,-0.00378609,-0.00044607
770,-0.00271088,0.000368744
780,0.00449829,-0.000195236
790,0.000128711,0.000802986
800,-0.00281722,-0.000104996
810,-0.00300656,0.00202379
820,0.000250625,-0.000473355
830,0.000423798,-0.00012411
840,-0.000959776,0.000119267
850,0.000674754,-0.000940008
860,0.000231511,0.000146985
870,0.00234134,-0.00110937
880,0.000667663,-4.59287e-05
890,-0.00084775,-0.00101987
900,-0.00122247,0.000156048
910,-0.00137576,-0.000720204
920,0.000237924,0.000229604
930,-0.000791167,-0.00096955
940,4.5029e-05,-0.000151022
950,-0.00287206,0.000637679
960,-0.00012203,-0.000717966
970,-0.00155661,0.000805257
980,-0.000888163,-1.73644e-05
990,-0.00163184,-0.000134233
1000,0.000449597,-0.000286843
1010,0.000321257,-0.000975953
1020,0.00102815,5.15183e-05
1030,0.00217361,-0.000149448
1040,0.000327613,4.91212e-06
1050,-0.00220831,0.000708478
1060,0.00135448,-0.000750461
1070,0.00302557,0.000255565
1080,-0.00380015,-0.000765379
1090,0.000211888,0.000704588
1100,-0.00110086,-0.000373756
1110,-0.00403345,-0.000146902
1120,-0.00334791,-0.000269287
1130,0.00414062,-0.000317976
1140,0.00214063,0.0011626
1150,-0.00158946,-9.47073e-06
1160,0.00246689,0.000594468
1170,-0.0008934,-0.002126
1180,4.50073e-05,-0.000401221
1190,1.92832e-05,0.00147285
1200,-0.000250858,-0.000301328
1210,-0.00028292,0.0012448
1220,-0.00540368,0.000754579
1230,-0.0012231,0.000639624
1240,-0.000789708,-0.0006416
1250,-0.00230703,-0.000656076
1260,-0.00249247,0.000516082
1270,0.000147938,0.000137967
1280,0.00384144,8.85332e-05
1290,0.00116347,0.000416437
1300,-0.00119044,0.00150336
1310,0.00140178,-0.000543503
1320,-0.00226399,0.00044598
1330,-0.00156407,0.000356512
1340,-0.00477194,0.00071484
1350,0.0020555,-0.00109559
1360,-0.00365262,0.000792826
1370,0.00256858,-0.000412042
1380,0.00103974,0.00188958
1390,-0.00181473,0.000524116
1400,-0.00177025,-0.000255996
1410,9.00052e-05,0.000174928
1420,0.000552648,-0.000532862
1430,0.00171938,-9.73938e-05
1440,0.00256628,0.000290273
1450,0.00136835,0.000169394
1460,-0.00114766,0.00106921
1470,-0.00537514,2.40158e-05
1480,-0.00324579,-0.00058303
1490,-0.00250045,0.00142767
1500,0.00133767,0.00104662
1510,-0.0050278,0.000861246
1520,-0.00195659,4.60328e-05
1530,0.000359253,-0.00163465
1540,0.000733046,0.00128736
1550,-0.00450941,0.000284804
1560,0.000173554,-0.000351296
1570,-0.00125313,-0.000384759
1580,0.00203414,-0.000205039
1590,0.00141186,-3.82176e-05
1600,0.00080357,0.000979337
1610,-0.000560447,0.000503998
1620,-0.00169982,-0.000718747
1630,-0.00237932,-0.000353115
1640,0.00518376,-9.87869e-05
1650,-0.00348746,-0.0016869
1660,-0.00127534,0.000592834
1670,-0.00133127,0.00124364
1680,0.000898908,-0.000701158
1690,-0.00256976,-1.98543e-05
1700,-0.00327932,0.00147622
1710,-0.0040372,0.000668834
1720,-0.00222936,-0.000778041
1730,-0.000147876,-0.000925205
1740,-0.00376051,-0.00024557
1750,-0.000661403,0.00120027
1760,-0.000141481,-0.000709251
1770,0.00167469,-0.000769376
1780,-0.000675183,-0.000593195
1790,0.000250751,0.000397369
1800,0.00391524,-0.000301951
1810,4.49975e-05,0.000333199
1820,0.00597136,-0.000968041
1830,-0.00609183,-2.14892e-06
1840,0.00324633,-0.000237854
1850,-0.00125477,-0.000332496
1860,-0.00271738,0.000104387
1870,-0.000109272,0.000595156
1880,-0.00252028,0.000439193
1890,-0.000862121,7.62379e-05
1900,0.00416784,0.000491594
1910,7.7092e-05,0.000380139
1920,0.00243313,-0.000771348
1930,-0.0035356,-0.000910583
1940,0.00257037,0.000241635
1950,0.000373014,-4.84917e-05
1960,-0.00423448,0.000361275
1970,-0.00271635,-0.000418317
1980,0.00195745,0.000142186
1990,-0.00176062,-0.000593045
2000,0.00257324,-0.000366862
2010,-0.00565572,-3.98345e-05
2020,-0.000553523,0.000781182
2030,0.00105966,0.000938401
