t,cond_num
10,5.93196
20,5.93196
30,5.91315
40,5.95391
50,5.99082
60,5.94834
70,5.96311
80,5.95367
90,5.96894
100,5.93727
110,5.95697
120,6.0013
130,5.97546
140,6.00847
150,5.98633
160,5.96977
170,6.00622
180,5.97875
190,5.99069
200,6.00089
210,5.9513
220,5.99964
230,5.97948
240,5.9713
250,5.96175
260,5.96991
270,5.98736
280,5.99218
290,5.95698
300,5.92473
310,5.93744
320,5.96493
330,6.02174
340,5.99422
350,6.0024
360,6.02147
370,5.98306
380,5.95919
390,5.96746
400,5.98633
410,6.03398
420,5.96307
430,5.99682
440,6.01358
450,6.00665
460,5.94324
470,5.97464
480,5.99976
490,5.96755
500,5.96383
510,5.94257
520,6.02172
530,5.93822
540,5.97076
550,5.97461
560,5.93736
570,5.9801
580,5.94963
590,5.93127
600,5.98991
610,6.00334
620,5.96447
630,5.97071
640,6.00973
650,5.92894
660,5.9836
670,5.94535
680,5.9214
690,5.93568
700,5.90865
710,5.90666
720,6.0115
730,5.95595
740,5.9654
750,5.96973
760,5.99064
770,5.93972
780,5.94094
790,5.96819
800,5.93117
810,5.98752
820,5.91098
830,6.00904
840,5.97455
850,5.94294
860,5.96969
870,5.93926
880,5.98128
890,5.92844
900,5.99548
910,5.93883
920,5.9569
930,5.95936
940,5.98454
950,5.99582
960,5.95788
970,5.95858
980,5.93255
990,6.00466
1000,5.97311
1010,6.0049
1020,5.97141
1030,5.98597
1040,6.03033
1050,5.96091
1060,6.00312
1070,5.98851
1080,5.97121
1090,5.95679
1100,5.97517
1110,5.97212
1120,5.9677
1130,5.94863
1140,5.96536
1150,5.98216
1160,6.01786
1170,6.00079
1180,5.95251
1190,5.98163
1200,5.95944
1210,5.97399
1220,5.98941
1230,6.10411
1240,6.00637
1250,6.0363
1260,5.96558
1270,5.98525
1280,5.98113
1290,5.95613
1300,6.02718
1310,5.95449
1320,5.98257
1330,5.9971
1340,6.01091
1350,6.02446
1360,5.98984
1370,5.98514
1380,5.95864
1390,5.96115
1400,5.94927
1410,5.97
1420,5.99506
1430,5.96121
1440,5.96796
1450,5.96057
1460,6.00591
1470,5.97143
1480,6.01019
1490,5.9534
1500,5.98002
1510,5.9871
1520,5.97715
1530,5.95978
1540,5.99689
1550,5.98264
1560,5.98997
1570,5.97315
1580,5.9859
1590,5.97498
1600,5.97318
1610,5.96902
1620,5.97574
1630,5.9655
1640,5.97287
1650,5.94285
1660,5.9499
1670,5.95656
1680,6.00653
1690,6.0108
1700,5.95513
1710,5.96097
1720,6.02575
1730,5.96754
1740,5.93934
1750,5.99216
1760,6.01134
1770,5.97709
1780,5.98799
1790,5.98197
1800,5.99743
1810,5.99516
1820,6.01877
1830,5.92655
1840,5.96697
1850,6.00328
1860,5.9802
1870,5.98965
1880,5.98588
1890,5.96743
1900,5.95685
1910,5.99993
1920,5.99194
1930,5.97717
1940,5.95375
1950,5.98491
1960,5.98205
1970,6.00312
1980,5.97369
1990,6.02205
2000,5.97203
2010,5.93991
2020,6.00523
2030,5.98482
2040,5.96645
2050,6.02657
2060,5.93506
2070,5.92986
2080,5.92847
2090,5.95615
2100,5.93376
2110,5.99237
2120,5.97358
2130,5.99645
2140,5.98379
2150,5.98346
2160,5.99013
2170,5.95732
2180,5.96922
2190,5.984
2200,6.02169
2210,5.97069
2220,5.98912
2230,5.98271
2240,5.92862
2250,5.9466
2260,5.98772
2270,5.98502
2280,5.96497
2290,5.97312
2300,5.99652
2310,5.99302
2320,5.9829
2330,5.98809
2340,5.96938
2350,5.97587
2360,5.97439
2370,5.94466
2380,5.98619
2390,5.97579
2400,5.95058
2410,6.00804
2420,5.96677
2430,5.9464
2440,5.93503
2450,6.02361
2460,5.95951
2470,5.96795
2480,5.95321
2490,5.97073
2500,5.98215
2510,5.952
2520,5.94937
2530,5.98098
2540,5.95032
2550,5.97437
2560,5.9819
2570,5.95447
2580,6.01855
2590,5.95201
2600,6.03739
2610,5.93166
2620,5.97983
2630,5.98184
2640,5.92926
2650,5.92723
2660,5.96101
2670,5.93307
2680,5.98936
2690,5.99067
2700,5.98345
2710,5.98043
2720,5.96176
2730,5.9604
2740,5.944
2750,5.9588
2760,5.96482
2770,6.00393
2780,6.00653
2790,5.95913
2800,5.95135
2810,5.964
2820,5.97932
2830,5.98178
2840,5.98502
2850,6.02569
2860,6.01226
2870,5.99326
2880,5.95702
2890,6.03308
2900,6.00164
2910,5.98842
2920,5.97153
2930,5.9589
