t,deltaS
1,3.239
2,4.475
3,3.904
4,4.169
5,4.137
6,3.618
7,3.198
8,4.289
9,3.766
10,3.383
11,4.032
12,3.717
13,4.556
14,3.624
15,3.416
16,3.568
17,3.304
18,3.754
19,3.661
20,4.121
21,3.5
22,0.4641
23,-0.4876
24,0.2617
25,-0.6942
26,0.5156
27,-0.7534
28,-0.7244
29,-0.03394
30,-0.5547
31,-0.1098
32,0.2651
33,0.07943
34,-0.3535
35,-0.4804
36,-0.1704
37,-0.616
38,-0.5767
39,0.0182
40,-0.699
41,-0.0921
42,-0.1276
43,-0.4271
44,-1.37
45,0.05365
46,-0.1441
47,0.1729
48,-0.1954
49,-0.06728
50,-0.1319
51,-0.5666
52,0.1067
53,-0.7069
54,-0.5884
55,0.3761
56,-0.058
57,0.4394
58,-1.185
59,-0.4569
60,-0.3386
61,-0.368
62,0.4486
63,-0.3134
64,-0.5992
65,-0.08627
66,0.06845
67,0.1193
68,0.07694
69,0.243
70,-0.3477
71,-0.1948
72,0.4611
73,0.3992
74,-0.1335
75,-1.155
76,0.1181
77,-0.5634
78,-0.4746
79,1.019
80,0.6179
81,-0.2518
82,-0.6705
83,-0.7617
84,0.06215
85,0.6946
86,-0.08451
87,-0.2258
88,-0.005028
89,-0.7898
90,0.1399
91,0.1518
92,0.3165
93,0.4366
94,-0.7973
95,-0.3043
96,-0.6526
97,0.207
98,-0.3795
99,-0.05805
100,0.5505
101,1.103
102,0.1312
103,-0.6973
104,-0.2425
105,0.1852
106,0.1687
107,-0.2435
108,-0.9026
109,0.3313
110,-0.4107
111,-0.6066
112,1.02
113,-0.005749
114,0.7903
115,0.1252
116,0.08153
117,-0.3549
118,-0.2194
119,0.07163
120,-0.2153
121,-0.03878
122,0.5399
123,0.1605
124,0.1262
125,0.5492
126,0.3216
127,-0.1248
128,-0.8893
129,-0.304
130,0.323
131,0.09642
132,0.1697
133,0.5275
134,0.5107
135,0.2629
136,-0.5664
137,-0.01771
138,0.7753
139,-0.4015
140,0.1907
141,0.4409
142,0.6246
143,-0.1178
144,0.1527
145,-0.4461
146,1.385
147,-0.3764
148,-0.4375
149,0.6151
150,0.5081
151,-0.9132
152,-0.4012
153,0.8467
154,-0.2939
155,1.141
156,-0.0144
157,0.7418
158,0.4007
159,0.148
160,-0.6902
161,-0.9459
162,-0.1756
163,0.8929
164,0.1246
165,0.1189
166,0.06616
167,0.3037
168,-0.1927
169,0.4746
170,0.1265
171,0.2127
172,-0.3741
173,-0.6002
174,-0.2873
175,-0.202
176,0.01302
177,0.3556
178,-0.2531
179,-0.4831
180,0.4924
181,0.7502
182,-0.5854
183,0.3976
184,0.5119
185,-0.3313
186,0.4363
187,0.5047
188,-1.011
189,0.4333
190,-0.9158
191,0.06504
192,0.08485
193,0.8247
194,0.7137
195,-0.291
196,0.1821
197,1.128
198,-0.1246
199,0.05086
200,-0.3701
201,-0.08431
202,0.004877
203,-0.07911
204,-0.4794
205,-0.04453
206,0.1903
207,0.4857
208,-0.6417
209,0.3093
210,0.1352
211,0.8483
212,0.0274
213,-0.04274
214,0.2595
215,0.1672
216,-0.1066
217,0.5641
218,-0.192
219,1.138
220,-0.2323
221,0.1295
222,-0.1423
223,-0.0277
224,0.5416
225,-0.5076
226,-0.1997
227,-0.3116
228,0.2502
229,-1.087
230,0.7901
231,0.4105
232,-0.6565
233,0.9677
234,0.6136
235,0.2285
236,0.6436
237,0.7605
238,0.488
239,0.1416
240,0.4431
241,-0.1588
242,0.02499
243,0.2194
244,0.3518
245,-0.2089
246,-0.3822
247,-0.06201
248,-0.02279
249,0.0338
250,1.119
251,0.3917
252,0.03917
253,0.4715
254,0.5492
255,0.02974
256,-0.2448
257,0.358
258,0.06588
259,-1.049
260,0.1823
261,0.2275
262,0.2312
263,0.6311
264,-0.3461
265,-0.5029
266,1.313
267,1.116
268,0.4141
269,0.3871
270,-0.2939
271,0.1848
272,-0.2126
273,-0.07651
274,0.4032
275,-0.1853
276,-0.4145
277,0.06142
278,0.3303
279,-0.01498
280,1.002
281,-0.5747
282,0.6152
283,-1.062
284,-0.65
285,0.365
286,-0.7457
287,0.5489
288,0.8658
289,0.4847
290,-0.2058
291,-0.1331
292,-0.1978
293,-0.5138
294,-0.0006252
295,-0.07884
296,0.1328
297,0.08492
298,-0.3739
299,-0.3249
300,0.02785
301,-0.4446
302,-0.2986
303,0.3291
304,0.2088
305,-0.7372
306,0.03564
307,0.1099
308,0.1667
309,0.4351
310,-0.1147
311,0.2107
312,-0.9176
313,-0.435
314,0.616
315,-0.3009
316,0.2459
317,1.108
318,-0.2003
319,0.7467
320,-0.6608
321,0.1924
322,0.1743
323,-0.01398
324,0.4319
325,0.09263
326,0.5039
327,0.4732
328,0.1924
329,1.011
330,-0.4699
331,0.1225
332,0.7327
333,0.9823
334,-0.2582
335,0.3184
336,0.3265
337,-0.1643
338,0.3151
339,0.4162
340,0.2388
341,0.2677
342,0.2338
343,0.09523
344,-0.264
345,-0.449
346,-0.7005
347,-0.3354
348,-0.6479
349,-0.302
350,-0.2316
351,0.4008
352,-0.2819
353,-0.1285
354,0.3921
355,0.3051
356,-0.1262
357,0.6853
358,0.12
359,0.1769
360,0.464
361,-0.4358
362,-0.4276
363,0.9946
364,-0.8106
365,0.4339
366,-0.3279
367,-0.4247
368,0.7747
369,0.2132
370,-0.2121
371,0.3434
372,0.4195
373,-0.0519
374,-0.8587
375,0.2434
376,0.4148
377,0.02046
378,0.8086
379,-0.7052
380,0.4897
381,0.06485
382,-0.4947
383,0.5028
384,0.0815
385,1.185
386,-0.7123
387,0.8755
388,-0.4404
389,-0.2275
390,0.5968
391,-0.3935
392,-0.06073
393,-0.1277
394,0.4189
395,0.7148
396,0.06262
397,0.8731
398,-0.2957
399,-0.2324
400,-0.9436
401,1.066
402,-0.08196
403,0.8818
404,0.5307
405,-0.6637
406,0.5785
407,0.48
408,-0.4476
409,0.8869
410,0.6863
411,1.413
412,0.4957
413,-0.01585
414,-0.69
415,-0.1433
416,0.8439
417,-0.1337
418,-0.3852
419,0.03553
420,0.3508
421,0.5762
422,-0.2884
423,-0.528
424,-0.04311
425,1.129
426,0.3805
427,-0.8817
428,0.8458
429,-0.1697
430,0.3763
431,-0.5791
432,0.847
433,0.9761
434,0.01616
435,0.2462
436,1.111
437,0.6204
438,0.2094
439,-0.5246
440,0.3286
441,0.9188
442,-0.0419
443,0.136
444,0.1993
445,-0.3297
446,0.1969
447,0.2192
448,0.4584
449,0.3947
450,0.2683
