MDTU,S_B
1,0.910154
2,0.910154
3,0.910154
4,0.910154
5,0.910154
6,0.910154
7,0.910154
8,0.910154
9,0.910154
10,0.910154
11,0.910154
12,0.910154
13,0.910154
14,0.910154
15,0.910154
16,0.910154
17,0.910154
18,0.910154
19,0.910154
20,0.910154
21,1.00262
22,0.993989
23,0.998018
24,0.999029
25,0.99748
26,0.99748
27,0.99783
28,0.998505
29,0.996295
30,0.998023
31,0.996891
32,0.99926
33,0.998777
34,0.997564
35,0.996711
36,0.996992
37,0.997801
38,0.998913
39,0.996497
40,0.998603
41,0.99756
42,0.999761
43,0.998659
44,0.997707
45,0.997707
46,0.999506
47,0.999506
48,0.997765
49,0.998386
50,0.997768
51,1.00002
52,0.997807
53,0.999629
54,0.997131
55,0.997131
56,1.00012
57,1.00012
58,0.998223
59,0.997602
60,0.998384
61,0.997678
62,0.99838
63,0.997281
64,0.998589
65,0.998849
66,0.999231
67,0.997176
68,0.999556
69,0.999556
70,0.998402
71,0.998887
72,0.999817
73,0.999817
74,0.999695
75,0.998264
76,0.99839
77,0.99911
78,0.99734
79,0.99734
80,0.999907
81,0.998134
82,0.997432
83,0.997583
84,0.997984
85,1.00088
86,1.00014
87,0.998656
88,0.997828
89,0.998935
90,0.997893
91,0.997893
92,0.997893
93,0.997893
94,0.997785
95,0.999259
96,0.998721
97,1.00051
98,0.999184
99,0.99888
100,0.998267
101,0.998267
102,0.996967
103,0.99896
104,0.998661
105,0.998661
106,0.998661
107,0.998299
108,0.997179
109,0.999363
110,0.998056
111,0.999108
112,0.999108
113,0.997944
114,0.997944
115,0.999255
116,0.998585
117,0.999312
118,0.997098
119,0.997364
120,1.00017
121,0.999638
122,0.999638
123,1.00077
124,0.998856
125,0.998856
126,1.0005
127,0.999711
128,0.999046
129,1.00153
130,0.998002
131,0.998605
132,1.00004
133,1.00002
134,0.998137
135,0.998535
136,0.998435
137,0.998571
138,0.998571
139,0.998734
140,0.998734
141,0.999849
142,0.999979
143,0.998942
144,1.00096
145,0.998954
146,1.00013
147,0.997779
148,1.00048
149,1.00048
150,1.00048
151,0.998711
152,0.99912
153,0.99912
154,0.998527
155,0.998527
156,0.998819
157,0.998819
158,0.998819
159,0.998819
160,0.998654
161,0.997606
162,0.998732
163,0.998732
164,0.999297
165,0.998692
166,1.0008
167,0.99957
168,1.00002
169,1.00002
170,1.00002
171,0.999817
172,0.999927
173,0.998704
174,0.999774
175,0.999432
176,1.00017
177,0.999828
178,1.00066
179,1.00039
180,1.00039
181,1.00039
182,0.998043
183,0.998551
184,0.998551
185,0.99868
186,0.99881
187,0.998708
188,0.999454
189,0.998904
190,0.9994
191,0.999088
192,0.998385
193,0.998385
194,0.998733
195,0.998806
196,0.999127
197,0.999712
198,0.999375
199,0.998726
200,0.999947
201,0.998437
202,0.999483
203,0.999129
204,0.997936
205,1.00079
206,0.999399
207,0.99984
208,0.998376
209,0.999349
210,1.00063
211,1.00063
212,0.999068
213,1.00035
214,1.00007
215,0.998607
216,0.999936
217,0.999936
218,0.998838
219,0.99827
220,0.999185
221,1.00039
222,0.997695
223,0.998984
224,0.997732
225,0.99773
226,0.999809
227,0.998132
228,0.999188
229,0.999416
230,0.999416
231,1.00018
232,0.99812
233,0.999749
234,0.998675
235,1.00006
236,1.00006
237,0.998338
238,1.00075
239,0.999091
240,1.00047
241,0.999568
242,1.00053
243,0.998464
244,0.998464
245,0.999417
246,0.998722
247,0.999614
248,0.99925
249,0.998907
250,0.998907
251,0.999957
252,0.99881
253,0.999709
254,0.999739
255,0.999683
256,0.998752
257,0.998752
258,0.998743
259,0.99924
260,0.997921
261,0.999091
262,0.999326
263,0.999658
264,0.998961
265,0.997997
266,0.997997
267,0.998378
268,0.998378
269,0.998378
270,0.999919
271,0.999498
272,1.00176
273,0.998871
274,0.998871
275,1.00031
276,0.999351
277,0.999325
278,0.999325
279,0.998536
280,0.998536
281,0.998669
282,1.00066
283,1.00068
284,0.998616
285,1.00047
286,0.998761
287,0.998761
288,1.00035
289,0.998716
290,0.999358
291,1.00089
292,0.998904
293,0.999496
294,1.00056
295,0.998249
296,1.00005
297,0.999904
298,0.999419
299,1.00008
300,1.00119
301,1.0003
302,0.999956
303,0.999694
304,0.999281
305,0.998246
306,0.998988
307,0.998736
308,0.998995
309,0.999019
310,0.999474
311,1.00091
312,1.00042
313,0.999336
314,0.999623
315,0.998854
316,0.998446
317,0.998446
318,0.998096
319,0.99906
320,0.999576
321,1.0008
322,1.00093
323,0.9996
324,0.9996
325,0.999151
326,0.999151
327,0.999151
328,0.997553
329,0.997553
330,0.999285
331,0.998983
332,0.999713
333,0.999713
334,0.998246
335,0.99862
336,0.999491
337,0.999468
338,0.999007
339,0.998483
340,1.00083
341,0.99882
342,0.998157
343,0.999464
344,0.998941
345,0.998089
346,0.999193
347,0.998698
348,0.999226
349,0.99944
350,0.998661
351,0.998661
352,0.998719
353,1.00023
354,0.99767
355,0.99767
356,0.999876
357,0.999376
358,0.999433
359,0.997634
360,0.998177
361,0.999563
362,0.998559
363,0.999272
364,0.998359
365,0.998831
366,0.99818
367,0.999007
