t,cost
10,766.933
20,763.947
30,766.507
40,767.787
50,772.48
60,779.093
70,761.6
80,756.267
90,752
100,728.107
110,723.84
120,730.24
130,732.8
140,733.867
150,742.613
160,738.773
170,746.667
180,744.747
190,741.76
200,744.96
210,770.56
220,793.6
230,790.827
240,788.267
250,784
260,786.133
270,763.947
280,770.347
290,781.44
300,768
310,763.947
320,780.8
330,795.307
340,796.16
350,795.52
360,791.253
370,791.253
380,798.507
390,795.307
400,782.08
410,778.24
420,776.107
430,772.48
440,768.427
450,774.4
460,774.187
470,772.48
480,771.2
490,772.693
500,767.147
510,766.507
520,770.133
530,783.36
540,771.627
550,789.12
560,789.12
570,785.28
580,787.84
590,789.333
600,801.28
610,792.747
620,804.053
630,793.173
640,796.8
650,793.387
660,794.027
670,794.667
680,795.947
690,796.16
700,796.587
710,787.2
720,789.76
730,782.08
740,784.853
750,777.173
760,781.227
770,777.173
780,776.107
790,781.867
800,780.587
810,790.187
820,789.333
830,787.627
840,786.56
850,794.027
860,790.4
870,785.28
880,788.907
890,794.027
900,783.36
910,783.36
920,790.4
930,791.253
940,791.893
950,799.787
960,803.627
970,809.813
980,794.88
990,798.933
1000,798.293
1010,788.267
1020,773.973
1030,765.44
1040,787.84
1050,792.533
1060,795.733
1070,788.907
1080,774.827
1090,776.32
1100,762.027
1110,759.467
1120,769.067
1130,772.48
1140,786.347
1150,784.64
1160,785.92
1170,770.773
1180,795.52
1190,797.44
1200,781.44
1210,732.8
1220,723.2
1230,741.333
1240,747.947
1250,740.053
1260,754.773
1270,742.827
1280,753.707
1290,752.213
1300,755.627
1310,750.933
1320,747.733
1330,748.16
1340,752.427
1350,750.507
1360,746.667
1370,743.253
1380,738.987
1390,739.627
1400,734.08
1410,782.08
1420,783.147
1430,785.493
1440,790.187
1450,783.36
1460,790.187
1470,791.04
1480,789.76
1490,797.013
1500,787.413
1510,785.28
1520,783.573
1530,781.44
1540,791.68
1550,791.893
1560,793.387
1570,789.333
1580,791.68
1590,796.373
1600,786.773
1610,798.933
1620,794.88
1630,798.72
1640,788.693
1650,789.333
1660,797.867
1670,793.387
1680,794.027
1690,792.533
1700,795.307
1710,795.307
1720,788.267
1730,794.24
1740,794.027
1750,797.867
1760,803.84
1770,788.48
1780,797.44
1790,799.573
1800,794.453
1810,769.92
1820,767.787
1830,759.04
1840,759.04
1850,766.08
1860,768.853
1870,769.28
1880,766.08
1890,765.653
1900,762.453
1910,765.653
1920,769.28
1930,770.56
1940,762.453
1950,762.24
1960,773.973
1970,771.627
1980,769.28
1990,762.667
2000,761.6
2010,753.707
2020,752.64
2030,758.4
2040,759.04
2050,761.813
2060,756.053
2070,753.707
2080,756.053
2090,750.933
2100,752.64
2110,758.827
2120,759.893
2130,759.04
2140,757.76
2150,756.693
2160,757.547
2170,762.88
2180,756.907
2190,754.133
2200,759.253
2210,793.813
2220,791.253
2230,786.987
2240,785.067
2250,782.08
2260,783.573
2270,782.08
2280,780.8
2290,785.28
2300,787.84
2310,790.4
2320,792.533
2330,792.107
2340,795.307
2350,789.547
2360,777.173
2370,767.36
2380,777.813
2390,788.693
2400,779.52
2410,721.493
2420,722.133
2430,722.56
2440,718.507
2450,720
2460,734.08
2470,731.307
2480,725.973
2490,732.373
2500,732.373
2510,722.773
2520,731.307
2530,726.827
2540,730.453
2550,729.173
2560,734.293
2570,724.267
2580,730.453
2590,732.373
2600,727.893
2610,813.867
2620,811.307
2630,813.013
2640,817.92
2650,812.16
2660,809.813
2670,808.533
2680,812.587
2690,818.133
2700,817.707
2710,814.72
2720,799.787
2730,798.293
2740,815.36
2750,816
2760,816.64
2770,813.227
2780,821.333
2790,820.907
2800,816.213
2810,814.72
2820,818.347
2830,820.907
2840,815.787
2850,817.493
2860,819.413
2870,818.987
2880,817.28
2890,816.64
2900,823.467
2910,821.547
2920,806.613
2930,808.533
2940,813.227
2950,818.773
2960,812.587
2970,803.84
2980,807.893
2990,805.333
3000,801.28
3010,693.333
3020,694.827
3030,694.4
3040,697.813
3050,754.773
3060,756.907
3070,760.747
3080,758.187
3090,753.28
3100,749.013
3110,747.733
3120,741.76
3130,734.08
3140,737.28
3150,737.707
3160,746.453
3170,783.147
3180,785.067
3190,783.147
3200,777.813
3210,770.773
3220,780.16
3230,776.747
3240,774.187
3250,773.547
3260,775.68
3270,776.747
3280,774.4
3290,777.6
3300,770.773
3310,769.067
3320,765.867
3330,768
3340,766.507
3350,769.067
3360,775.04
3370,773.12
3380,773.12
3390,777.387
3400,766.933
3410,737.28
3420,738.56
3430,736.213
3440,738.347
3450,741.973
3460,741.973
3470,743.467
3480,731.307
3490,743.893
3500,742.4
3510,749.44
3520,736.213
3530,740.267
3540,752.427
3550,750.72
3560,746.453
3570,746.667
3580,749.653
3590,747.52
3600,745.6
3610,793.173
3620,794.667
3630,795.733
3640,798.933
3650,795.093
3660,797.013
3670,791.893
3680,786.133
3690,782.08
3700,788.053
3710,789.12
3720,787.413
3730,796.16
3740,803.84
3750,809.813
3760,800.427
3770,804.907
3780,802.133
3790,806.4
3800,802.773
3810,708.053
3820,705.067
3830,703.36
3840,707.2
3850,708.053
3860,704
3870,706.987
3880,717.44
3890,722.347
3900,717.227
3910,718.72
3920,716.16
3930,718.507
3940,707.627
3950,717.44
3960,718.507
3970,712.747
3980,706.133
3990,698.667
4000,698.667
4010,775.467
4020,765.013
4030,771.2
4040,776.96
4050,772.48
4060,771.2
4070,778.88
4080,778.24
4090,769.28
4100,771.84
4110,770.56
4120,771.2
4130,766.933
4140,763.52
4150,749.013
4160,731.52
4170,730.027
4180,736.64
4190,736.64
4200,737.067
4210,722.347
4220,721.92
4230,726.4
4240,724.48
4250,732.8
4260,730.88
4270,739.627
4280,763.307
4290,762.24
4300,759.253
4310,756.267
4320,757.973
4330,763.52
4340,760.533
4350,760.747
4360,809.173
4370,763.52
4380,763.307
4390,761.813
4400,760.96
4410,783.787
4420,780.8
4430,779.093
4440,784.213
4450,791.467
4460,806.187
4470,808.533
4480,810.88
4490,812.8
4500,810.027
4510,803.627
4520,810.027
4530,808.533
4540,806.4
4550,802.987
4560,805.12
4570,802.987
4580,799.36
4590,798.293
4600,803.84
4610,762.453
4620,780.16
4630,773.76
4640,770.133
4650,766.933
4660,759.893
4670,757.76
4680,765.44
4690,760.533
4700,762.453
4710,758.613
4720,743.467
4730,728.107
4740,722.56
4750,722.56
4760,751.787
4770,761.387
4780,759.467
4790,755.627
4800,605.653
4810,602.88
4820,604.8
4830,602.453
4840,603.947
4850,606.08
4860,605.013
4870,603.093
4880,580.907
4890,577.067
4900,583.253
4910,583.253
4920,583.893
4930,581.333
4940,581.333
4950,565.333
4960,570.453
4970,581.76
4980,579.627
4990,582.187
5000,599.68
5010,604.16
5020,598.4
5030,598.4
5040,600.107
5050,562.133
5060,573.227
5070,569.387
5080,581.547
5090,559.147
5100,585.813
5110,605.653
5120,606.507
5130,598.613
5140,587.093
5150,593.28
5160,602.027
5170,596.48
5180,596.267
5190,597.76
5200,539.52
5210,540.587
5220,540.587
5230,544
5240,541.013
5250,546.773
5260,532.907
5270,538.24
5280,555.307
5290,595.2
5300,594.773
5310,596.907
5320,595.84
5330,590.293
5340,593.707
5350,604.587
5360,611.627
5370,608.853
5380,608.64
5390,609.92
5400,540.373
5410,535.253
5420,533.333
5430,532.48
5440,536.747
5450,592
5460,593.28
5470,588.8
5480,588.16
5490,589.867
5500,579.84
5510,588.16
5520,588.373
5530,585.173
5540,596.48
5550,575.573
5560,561.92
5570,570.24
5580,570.667
5590,567.68
5600,584.32
5610,588.16
5620,593.92
5630,593.067
5640,592.853
5650,587.733
5660,586.027
5670,584.32
5680,587.093
5690,581.76
5700,579.84
5710,574.72
5720,575.573
5730,573.013
5740,573.227
5750,583.467
5760,578.987
5770,590.507
5780,596.693
5790,596.907
5800,570.24
5810,591.573
5820,560.213
5830,581.76
5840,571.52
5850,563.413
5860,564.907
5870,560.64
5880,551.467
5890,542.933
5900,593.067
5910,603.52
5920,604.16
5930,583.893
5940,580.907
5950,538.453
5960,538.24
5970,560
5980,560.64
5990,553.6
6000,571.093
6010,551.467
6020,551.04
6030,552.533
6040,561.493
6050,541.653
6060,560.427
6070,574.72
6080,567.467
6090,570.453
6100,571.093
6110,561.92
6120,564.053
6130,564.48
6140,561.707
6150,574.08
6160,574.293
6170,577.28
6180,578.133
6190,578.133
6200,579.84
6210,578.133
6220,577.28
6230,574.72
6240,569.387
6250,573.227
6260,575.787
6270,580.907
6280,580.907
6290,578.347
6300,545.493
6310,547.413
6320,546.773
6330,546.56
6340,546.133
6350,631.253
6360,625.067
6370,654.08
6380,635.947
6390,633.813
6400,580.693
6410,576.427
6420,570.667
6430,578.773
6440,597.76
6450,861.227
6460,815.787
6470,828.587
6480,816.853
6490,790.827
6500,613.547
6510,610.56
6520,615.893
6530,615.893
6540,612.693
6550,586.453
6560,585.6
6570,585.173
6580,587.52
6590,590.08
6600,599.893
6610,593.28
6620,590.08
6630,590.507
6640,581.12
6650,567.68
6660,578.347
6670,583.253
6680,578.347
6690,578.56
6700,606.507
6710,611.627
6720,616.96
6730,613.76
6740,615.68
6750,618.667
6760,619.093
6770,623.573
6780,624.64
6790,619.307
6800,610.347
6810,607.573
6820,613.12
6830,610.56
6840,612.693
6850,598.827
6860,586.24
6870,593.92
6880,580.907
6890,595.627
6900,612.053
6910,613.547
6920,617.387
6930,620.373
6940,608.64
6950,556.373
6960,558.293
6970,558.933
6980,558.507
6990,556.587
7000,653.867
7010,649.813
7020,650.027
7030,653.653
7040,654.933
7050,599.04
7060,574.507
7070,572.373
7080,586.453
7090,593.067
7100,590.72
7110,594.133
7120,592.64
7130,591.573
7140,592
7150,576.427
7160,574.507
7170,580.267
7180,579.84
7190,587.733
7200,537.6
7210,538.027
7220,533.333
7230,540.587
7240,531.2
7250,595.84
7260,597.973
7270,598.4
7280,598.4
7290,593.493
7300,664.533
7310,667.52
7320,661.973
7330,669.653
7340,664.107
7350,660.267
7360,664.747
7370,668.8
7380,682.667
7390,687.36
7400,682.88
7410,675.2
7420,673.493
7430,663.04
7440,643.2
7450,524.16
7460,527.36
7470,529.92
7480,528.427
7490,557.867
7500,557.867
7510,553.387
7520,553.173
7530,551.253
7540,554.453
7550,555.093
7560,554.667
7570,551.893
7580,558.507
7590,556.8
7600,574.08
7610,571.093
7620,568.533
7630,567.253
7640,567.253
7650,582.613
7660,590.507
7670,586.88
7680,572.587
7690,555.947
7700,538.667
7710,531.413
7720,528.213
7730,542.72
7740,548.053
