MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,2.06594,1.86084,0.897436
2,2.06594,1.86084,0.897436
3,2.06594,1.86084,0.897436
4,2.06594,1.86084,0.897436
5,2.06594,1.86084,0.897436
6,2.06594,1.86084,0.897436
7,2.06594,1.86084,0.897436
8,2.06594,1.86084,0.897436
9,2.06594,1.86084,0.897436
10,2.06594,1.86084,0.897436
11,2.06594,1.86084,0.897436
12,2.06594,1.86084,0.897436
13,2.06594,1.86084,0.897436
14,2.06594,1.86084,0.897436
15,2.06594,1.86084,0.897436
16,2.06594,1.86084,0.897436
17,2.06594,1.86084,0.897436
18,2.06594,1.86084,0.897436
19,2.06594,1.86084,0.897436
20,2.06594,1.86084,0.897436
21,3.04935,2.77314,1.26816
22,2.84185,2.5937,1.1614
23,2.9531,2.68688,1.22536
24,2.91978,2.66535,1.19206
25,2.81881,2.60669,1.07277
26,2.81881,2.60669,1.07277
27,2.80891,2.60537,1.04977
28,2.79269,2.56297,1.10919
29,2.66458,2.44587,1.0572
30,2.73197,2.50803,1.08327
31,2.72234,2.51068,1.05242
32,2.63748,2.44566,0.987442
33,2.64218,2.46616,0.948255
34,2.58833,2.43599,0.874893
35,2.50684,2.3739,0.80552
36,2.51668,2.3938,0.776792
37,2.47042,2.34914,0.764555
38,2.45128,2.28816,0.879261
39,2.44035,2.27963,0.870997
40,2.32259,2.11449,0.960907
41,2.2571,2.05265,0.938702
42,2.29318,2.10621,0.906947
43,2.28401,2.09976,0.898727
44,2.28014,2.09829,0.892301
45,2.28014,2.09829,0.892301
46,2.18808,1.99389,0.901186
47,2.18808,1.99389,0.901186
48,2.13775,1.97727,0.812649
49,2.20684,2.05447,0.805795
50,2.20867,2.07693,0.751386
51,2.33236,2.19573,0.78656
52,2.23566,2.099,0.769667
53,2.23076,2.06624,0.840817
54,2.20817,2.0426,0.838925
55,2.20817,2.0426,0.838925
56,2.23393,2.0383,0.914201
57,2.23393,2.0383,0.914201
58,2.20388,1.98081,0.96616
59,2.14112,1.91807,0.951526
60,2.17709,1.97338,0.919511
61,2.15471,1.93803,0.941706
62,2.20357,1.97011,0.987092
63,2.14999,1.91822,0.971042
64,2.19555,1.89502,1.10877
65,2.14585,1.82517,1.12846
66,2.12772,1.80455,1.12729
67,2.20742,1.89033,1.13989
68,2.19892,1.86053,1.17204
69,2.19892,1.86053,1.17204
70,2.18286,1.85607,1.14885
71,2.20374,1.8594,1.18284
72,2.23847,1.93841,1.11951
73,2.23847,1.93841,1.11951
74,2.18367,1.94498,0.992708
75,2.30072,2.00308,1.1318
76,2.27249,1.9168,1.2207
77,2.21847,1.91305,1.12332
78,2.08829,1.82931,1.00728
79,2.08829,1.82931,1.00728
80,2.15791,1.93343,0.958352
81,2.10634,1.85179,1.00377
82,2.11051,1.87637,0.966169
83,2.08275,1.86279,0.93159
84,2.04794,1.83413,0.91107
85,2.06625,1.84223,0.935723
86,2.0349,1.81028,0.929357
87,1.9526,1.76172,0.842019
88,1.98275,1.76273,0.907785
89,1.9835,1.79294,0.848317
90,2.01639,1.82673,0.853757
91,2.01639,1.82673,0.853757
92,2.01639,1.82673,0.853757
93,2.01639,1.82673,0.853757
94,1.96292,1.79525,0.793797
95,1.95761,1.81422,0.735434
96,1.96854,1.8168,0.757885
97,2.11485,1.95029,0.817882
98,2.16335,1.99219,0.843349
99,2.11631,1.93784,0.850631
100,2.15171,1.97693,0.849457
101,2.15171,1.97693,0.849457
102,2.14609,1.97588,0.837636
103,2.08388,1.90937,0.834804
104,2.10793,1.93262,0.841634
105,2.10793,1.93262,0.841634
106,2.10793,1.93262,0.841634
107,2.06149,1.88211,0.841064
108,2.06017,1.87507,0.853475
109,2.02583,1.8648,0.791526
110,2.01069,1.86943,0.740351
111,1.91892,1.78955,0.692647
112,1.91892,1.78955,0.692647
113,1.92666,1.80782,0.666186
114,1.92666,1.80782,0.666186
115,1.83883,1.72083,0.64811
116,1.84087,1.76446,0.524855
117,1.87994,1.76112,0.657754
118,1.87047,1.74648,0.669697
119,1.85573,1.73291,0.663908
120,1.82908,1.72401,0.610989
121,1.88073,1.78499,0.592422
122,1.88073,1.78499,0.592422
123,1.93099,1.83128,0.612497
124,1.93844,1.81306,0.685845
125,1.93844,1.81306,0.685845
126,1.92623,1.7973,0.692856
127,1.92511,1.75859,0.783214
128,1.86034,1.7093,0.734254
129,1.88489,1.74256,0.718552
130,1.90913,1.76957,0.716509
131,1.91165,1.78182,0.692475
132,1.98761,1.86968,0.674453
133,1.95761,1.86486,0.595423
134,1.93806,1.81878,0.669414
135,1.9549,1.84547,0.644884
136,1.88492,1.79622,0.571419
137,1.92038,1.82344,0.602446
138,1.92038,1.82344,0.602446
139,1.98661,1.86772,0.676921
140,1.98661,1.86772,0.676921
141,1.97186,1.86353,0.644581
142,1.98874,1.89168,0.613728
143,2.00849,1.92012,0.589217
144,1.96761,1.91111,0.46812
145,1.92812,1.86031,0.506863
146,1.94857,1.86561,0.562531
147,1.99194,1.93468,0.474181
148,1.9661,1.8889,0.545538
149,1.9661,1.8889,0.545538
150,1.9661,1.8889,0.545538
151,1.94657,1.865,0.557572
152,1.96229,1.88601,0.54183
153,1.96229,1.88601,0.54183
154,1.9294,1.84698,0.557892
155,1.9294,1.84698,0.557892
156,1.90465,1.84869,0.458289
157,1.90465,1.84869,0.458289
158,1.90465,1.84869,0.458289
159,1.90465,1.84869,0.458289
160,1.91681,1.85663,0.476542
161,1.84382,1.7807,0.478317
162,1.85733,1.79634,0.472069
163,1.85733,1.79634,0.472069
164,1.88337,1.81864,0.489524
165,1.93707,1.85811,0.547436
166,1.92507,1.86699,0.469275
167,1.92687,1.85359,0.526338
168,1.95832,1.88246,0.53978
169,1.95832,1.88246,0.53978
170,1.95832,1.88246,0.53978
171,1.96048,1.90883,0.447043
172,1.97405,1.90225,0.527548
173,1.92306,1.88809,0.365084
174,1.97108,1.93345,0.383342
175,1.94879,1.91509,0.36083
176,1.97626,1.9437,0.35726
