t,deltaS
1,0.9115
2,0.9156
3,0.8789
4,0.923
5,-0.02537
6,-0.004718
7,0.0164
8,-0.01657
9,-0.09731
10,-0.009915
11,-0.41
12,0.01135
13,-0.2152
14,-0.1049
15,-0.1209
16,-0.3516
17,0.04917
18,-0.2396
19,-0.008982
20,0.04951
21,-1.233
22,-0.08811
23,0.08997
24,-0.439
25,0.01396
26,0.4895
27,-0.7053
28,-0.9783
29,-0.2284
30,0.5404
31,-1.991
32,-0.1352
33,-0.2863
34,-0.1422
35,-1.106
36,1.219
37,0.08031
38,0.6616
39,0.7056
40,0.2034
41,0.138
42,0.765
43,-0.5026
44,-0.59
45,-0.3128
46,0.4261
47,0.7969
48,-0.6285
49,-0.2887
50,-0.1841
51,-0.955
52,-1.357
53,0.4463
54,-1.034
55,-0.3198
56,-1.381
57,0.2531
58,-0.5483
59,-0.04451
60,0.2019
61,0.8478
62,0.1152
63,0.5087
64,0.6796
65,0.8714
66,1.545
67,-0.3655
68,1.192
69,-0.02668
70,1.43
71,0.6542
72,-0.4062
73,-0.5727
74,-1.68
75,0.2425
76,-1.588
77,1.198
78,0.4843
79,0.149
80,0.6612
81,0.8439
82,1.767
83,1.144
84,-0.4647
85,-0.02554
86,0.4745
87,-0.7804
88,-0.01872
89,-1.058
90,-0.04431
91,-1.491
92,-0.1941
93,1.155
94,1.241
95,0.5139
96,-0.009079
97,-0.2639
98,-0.372
99,-0.5799
100,-0.08617
101,-2.297
102,0.4379
103,0.8037
104,-0.2997
105,0.7678
106,-0.3254
107,-0.4735
108,-0.3323
109,1.274
110,0.4523
111,0.8243
112,-0.6156
113,-0.2118
114,1.02
115,0.5811
116,-0.8992
117,0.3635
118,-0.1336
119,-0.3726
120,0.04504
121,-0.7386
122,-2.275
123,1.428
124,-1.181
125,-0.6008
126,0.359
127,2.382
128,0.5518
129,-0.8242
130,0.2825
131,-0.7903
132,0.3306
133,-0.5408
134,0.5386
135,1.893
136,-1.099
137,-0.3897
138,-0.3477
139,-0.9611
140,-0.165
141,0.7871
142,1.447
143,-0.5077
144,0.2667
145,0.3288
146,0.8534
147,1.015
148,0.9088
149,-0.2205
150,-0.1945
151,-0.3945
152,-0.1774
153,0.8683
154,0.0463
155,0.4168
156,-1.044
157,-0.4353
158,0.3022
159,0.946
160,0.441
161,0.3193
162,-0.2755
163,-0.1972
164,0.9376
165,-1.907
166,0.4119
167,-1.116
168,-0.04041
169,-0.105
170,-0.7193
171,0.8243
172,1.948
173,1.349
174,-0.969
175,-0.3386
176,0.6546
177,-0.02308
178,-1.31
179,0.5215
180,-0.638
181,1.684
182,0.05083
183,0.225
184,1.44
185,-1.326
186,1.468
187,-1.026
188,1.561
189,1.033
190,1.269
191,-2.25
192,0.3457
193,-1.24
194,-0.0007815
195,0.3386
196,1.094
197,1.299
198,2.985
199,-0.5101
200,-0.7117
201,0.6652
202,-1.647
203,2.137
204,1.202
205,1.079
206,1.878
207,1.876
208,-0.01594
209,0.8742
210,0.4048
211,0.1057
212,0.02437
213,-0.4748
214,1.293
215,1.649
216,1.387
217,0.6319
218,2.077
219,1.176
220,0.52
221,-0.06347
222,-0.5505
223,0.9428
224,-1.411
225,-1.031
226,0.6371
227,0.6594
228,0.4018
229,-0.1699
230,1.035
231,0.03449
232,-0.1103
233,-0.6668
234,0.2798
235,-0.109
236,0.4698
237,1.195
238,-1.451
239,0.3821
240,2.125
241,0.2979
242,-0.6207
243,-0.009643
244,0.3926
245,1.078
246,0.6144
247,-0.4969
248,1.383
249,1.813
250,0.2067
251,0.4329
252,0.2616
253,0.7172
254,-0.6141
255,0.1603
256,0.1422
257,1.561
258,0.746
259,-0.3788
260,-0.6948
261,0.8694
262,-0.5018
263,-1.515
264,2.154
265,1.183
266,0.6289
267,-0.3089
268,0.1301
269,0.7885
270,0.07605
271,2.083
272,-1.647
273,0.3656
274,0.1365
275,-0.1849
276,2.543
277,1.087
278,0.07456
279,0.4177
280,-0.5373
281,1.855
282,0.501
283,-0.03848
284,1.175
285,0.1757
286,2.967
287,0.6089
288,0.4952
289,2.938
290,-1.007
291,0.5673
292,2.205
293,0.6093
294,-2.123
295,2.537
296,1.424
297,1.914
298,-0.8311
299,-0.1772
300,2.981
301,0.3897
302,1.159
303,1.565
304,0.09835
305,0.8162
306,-0.1802
307,0.5573
308,-0.7216
309,-0.7496
310,0.5957
311,2.638
312,-1.159
