MDTU,plaq,Re(det),Im(det),link
1,0.740391,0.674642,0.206325,0.0809109
2,0.740391,0.674642,0.206325,0.0809109
3,0.740391,0.674642,0.206325,0.0809109
4,1.19276,5.28355,1.40232,0.118026
5,1.04059,3.829,1.06408,0.10427
6,1.01364,3.93301,1.11447,0.101235
7,0.979226,3.6322,1.05563,0.0979068
8,0.956857,3.65551,1.06363,0.0959148
9,0.937439,3.38327,1.00308,0.0940498
10,0.914482,3.30197,0.976889,0.0920006
11,0.893973,3.16995,0.951296,0.0900748
12,0.895308,3.14243,0.95854,0.0901727
13,0.901943,2.99944,0.90564,0.091219
14,0.91202,3.0205,0.903946,0.0923071
15,0.882073,2.87959,0.870128,0.0893345
16,0.865605,2.68027,0.822964,0.0880599
17,0.865782,2.67806,0.829636,0.0879195
18,0.832771,2.4717,0.779276,0.0847366
19,0.832904,2.40946,0.766303,0.0851231
20,0.895784,2.54519,0.77522,0.0914261
21,0.836371,2.23931,0.708547,0.085821
22,0.838666,2.27658,0.719431,0.0859716
23,0.805835,2.24621,0.717783,0.0827495
24,0.823031,2.26095,0.729196,0.0843916
25,0.790064,2.12063,0.692334,0.0813864
26,0.789591,2.20069,0.71704,0.0809695
27,0.772602,2.16824,0.703787,0.0794248
28,0.773641,2.07722,0.680607,0.0797658
29,0.799985,2.10353,0.669719,0.082635
30,0.791347,2.07104,0.671361,0.081603
31,0.773372,1.96026,0.635372,0.0800432
32,0.771564,1.99623,0.646228,0.0798063
33,0.729412,1.82242,0.611948,0.0756745
34,0.746547,1.84314,0.603605,0.0774859
35,0.75198,1.81626,0.59538,0.0782394
36,0.747789,1.82953,0.604477,0.0778353
37,0.747789,1.82953,0.604477,0.0778353
38,0.747789,1.82953,0.604477,0.0778353
39,0.771993,1.87515,0.603854,0.0799275
40,0.75745,1.80721,0.590342,0.0784587
41,0.749035,1.80063,0.597739,0.0777817
42,0.729559,1.74943,0.59041,0.0755849
43,0.740082,1.66935,0.552543,0.0770524
44,0.709431,1.56359,0.53707,0.0741286
45,0.694512,1.46673,0.516937,0.0730852
46,0.694512,1.46673,0.516937,0.0730852
47,0.704804,1.46719,0.505558,0.0741257
48,0.705419,1.50676,0.521886,0.0741946
49,0.675396,1.44664,0.509637,0.0711512
50,0.690172,1.49252,0.517476,0.0724539
51,0.689398,1.48347,0.513849,0.0724626
52,0.720479,1.52432,0.514027,0.0759464
53,0.731192,1.52524,0.509238,0.0769792
54,0.723357,1.50966,0.50686,0.0759292
55,0.737876,1.54994,0.516426,0.0772808
56,0.767323,1.55347,0.505089,0.0806303
57,0.767323,1.55347,0.505089,0.0806303
58,0.741956,1.5275,0.503933,0.0776832
59,0.76529,1.49609,0.484975,0.0809863
60,0.72615,1.3913,0.464184,0.0768514
61,0.75168,1.45674,0.478892,0.0794272
62,0.735346,1.41441,0.473003,0.0778173
63,0.735346,1.41441,0.473003,0.0778173
64,0.735346,1.41441,0.473003,0.0778173
65,0.735346,1.41441,0.473003,0.0778173
66,0.735346,1.41441,0.473003,0.0778173
67,0.722016,1.44274,0.48165,0.0760682
68,0.722016,1.44274,0.48165,0.0760682
69,0.691421,1.36442,0.466447,0.072721
70,0.708431,1.42995,0.478151,0.0741644
71,0.708431,1.42995,0.478151,0.0741644
72,0.726751,1.45546,0.483014,0.0764196
73,0.736598,1.43657,0.475691,0.077448
74,0.760381,1.45661,0.469834,0.0802355
75,0.760381,1.45661,0.469834,0.0802355
76,0.724901,1.35113,0.446134,0.0767023
77,0.724901,1.35113,0.446134,0.0767023
78,0.741583,1.41415,0.463596,0.078293
79,0.721509,1.36364,0.461592,0.0764231
80,0.721509,1.36364,0.461592,0.0764231
81,0.721509,1.36364,0.461592,0.0764231
82,0.746089,1.49273,0.48411,0.0787705
83,0.746089,1.49273,0.48411,0.0787705
84,0.714987,1.41174,0.467459,0.0754905
85,0.715048,1.41794,0.467536,0.0752529
86,0.715048,1.41794,0.467536,0.0752529
87,0.710248,1.36263,0.458902,0.0752273
88,0.677159,1.27572,0.439542,0.0717064
89,0.665156,1.28041,0.447185,0.0702424
90,0.672316,1.32157,0.458019,0.070957
91,0.661763,1.27242,0.44419,0.0700397
92,0.670563,1.29281,0.439998,0.0704792
93,0.670563,1.29281,0.439998,0.0704792
94,0.670563,1.29281,0.439998,0.0704792
95,0.690661,1.33804,0.454593,0.0728833
96,0.748466,1.45329,0.470852,0.0788915
97,0.780315,1.47076,0.462892,0.0824585
98,0.779744,1.45982,0.459569,0.0820641
99,0.724125,1.30542,0.430593,0.0767074
100,0.692045,1.22839,0.414098,0.0733576
101,0.691035,1.20666,0.41399,0.07331
102,0.684162,1.23306,0.419946,0.0720359
103,0.669044,1.22351,0.424732,0.0702327
104,0.661279,1.20521,0.418283,0.0692334
105,0.689851,1.24197,0.422833,0.0719729
106,0.743765,1.29988,0.424347,0.0781883
107,0.688761,1.18502,0.409101,0.0729295
108,0.698824,1.19173,0.407405,0.0740171
109,0.715211,1.21987,0.41249,0.0760215
110,0.726645,1.22483,0.411008,0.0774432
111,0.726645,1.22483,0.411008,0.0774432
112,0.722685,1.22239,0.402263,0.0769433
113,0.765626,1.33858,0.425725,0.0808858
114,0.765626,1.33858,0.425725,0.0808858
115,0.765626,1.33858,0.425725,0.0808858
116,0.761456,1.2538,0.400079,0.0808508
117,0.812845,1.39474,0.432052,0.086085
118,0.806363,1.39391,0.430943,0.0851413
119,0.83341,1.47544,0.45542,0.0877982
120,0.87852,1.58475,0.475704,0.0924304
121,0.851961,1.50127,0.453592,0.0896356
122,0.815271,1.4196,0.440012,0.0857546
123,0.815271,1.4196,0.440012,0.0857546
124,0.815666,1.3433,0.416268,0.0863082
125,0.790887,1.3088,0.416868,0.0834165
126,0.790887,1.3088,0.416868,0.0834165
127,0.790887,1.3088,0.416868,0.0834165
128,0.824001,1.36656,0.415019,0.0871358
129,0.789882,1.2974,0.404317,0.083199
130,0.789882,1.2974,0.404317,0.083199
131,0.784822,1.28934,0.403631,0.082217
132,0.810217,1.40444,0.434833,0.0845335
133,0.785932,1.30952,0.419133,0.0829502
134,0.785932,1.30952,0.419133,0.0829502
135,0.785932,1.30952,0.419133,0.0829502
136,0.806244,1.32839,0.4159,0.0849558
137,0.797867,1.3174,0.407886,0.0838194
138,0.785879,1.24811,0.392139,0.0832891
139,0.756151,1.20035,0.387609,0.0797255
140,0.740118,1.16596,0.377037,0.0778475
141,0.759911,1.21813,0.390058,0.0797581
142,0.759911,1.21813,0.390058,0.0797581
143,0.774526,1.26173,0.398824,0.0810515
144,0.771407,1.22762,0.389123,0.0813845
145,0.771407,1.22762,0.389123,0.0813845
146,0.75623,1.16184,0.373249,0.0800908
147,0.781526,1.21553,0.380979,0.0825478
148,0.790239,1.25749,0.391784,0.0836172
149,0.756602,1.14999,0.373316,0.0802489
150,0.751084,1.13931,0.371897,0.0797202
151,0.74531,1.10658,0.35895,0.0794636
152,0.694192,0.999029,0.338777,0.0742973
153,0.739848,1.07972,0.354865,0.0792621
154,0.752597,1.09897,0.352028,0.0802805
155,0.79897,1.20894,0.382344,0.0851114
156,0.798057,1.1443,0.362892,0.0854552
157,0.800505,1.12592,0.354979,0.0857318
158,0.805141,1.10637,0.349127,0.0866114
159,0.805141,1.10637,0.349127,0.0866114
160,0.794135,1.08298,0.337216,0.0855208
161,0.794135,1.08298,0.337216,0.0855208
162,0.759694,1.04264,0.332351,0.0814951
163,0.777134,1.06084,0.333479,0.0835247
164,0.777134,1.06084,0.333479,0.0835247
165,0.80548,1.09678,0.33894,0.0860379
166,0.80548,1.09678,0.33894,0.0860379
167,0.818256,1.09285,0.332373,0.0874671
168,0.788172,1.04498,0.327898,0.0846706
169,0.779566,1.0458,0.331624,0.0831358
170,0.781778,1.06406,0.331712,0.0834553
171,0.781778,1.06406,0.331712,0.0834553
172,0.781778,1.06406,0.331712,0.0834553
173,0.781778,1.06406,0.331712,0.0834553
174,0.769608,1.03167,0.323464,0.0819695
175,0.760172,0.989584,0.314449,0.0811712
176,0.786016,0.995584,0.31202,0.0846437
177,0.77434,0.974006,0.311537,0.0836487
178,0.7642,0.946113,0.300446,0.0820677
179,0.744457,0.941249,0.305494,0.0797232
180,0.73448,0.899068,0.289827,0.0790351
181,0.712477,0.877414,0.289157,0.0762794
182,0.724988,0.901877,0.296046,0.0774906
183,0.713939,0.897014,0.294216,0.0761319
184,0.713939,0.897014,0.294216,0.0761319
185,0.67998,0.824754,0.280089,0.072769
186,0.705828,0.88533,0.296362,0.0753044
187,0.703389,0.83826,0.282657,0.0757307
188,0.703389,0.83826,0.282657,0.0757307
189,0.703389,0.83826,0.282657,0.0757307
190,0.705799,0.899003,0.300483,0.075789
191,0.679764,0.815781,0.277346,0.0727835
192,0.691163,0.831247,0.279774,0.0741893
193,0.681652,0.78893,0.266069,0.0732361
194,0.638436,0.739578,0.259912,0.0684896
195,0.647527,0.763408,0.266768,0.069262
196,0.647527,0.763408,0.266768,0.069262
197,0.647527,0.763408,0.266768,0.069262
198,0.647527,0.763408,0.266768,0.069262
199,0.610025,0.695408,0.25112,0.0651258
200,0.656578,0.758803,0.260086,0.0698613
201,0.657532,0.760445,0.261493,0.0697014
202,0.672123,0.758053,0.250788,0.0708714
203,0.672123,0.758053,0.250788,0.0708714
