t,cost
10,2731.25
20,1402.92
30,764.167
40,725
50,663.125
60,662.708
70,668.333
80,664.167
90,663.542
100,663.333
110,595.208
120,620.625
130,609.792
140,602.083
150,605.208
160,628.333
170,624.583
180,620.833
190,628.75
200,624.792
210,569.167
220,577.292
230,573.333
240,570.417
250,571.875
260,629.792
270,629.167
280,627.917
290,627.917
300,637.292
310,638.333
320,649.583
330,660.833
340,662.917
350,660.417
360,655.833
370,659.792
380,646.25
390,627.083
400,632.292
410,637.083
420,653.333
430,642.5
440,631.667
450,647.083
460,666.458
470,660.625
480,658.75
490,653.75
500,651.042
510,649.375
520,658.75
530,656.875
540,656.875
550,657.083
560,653.125
570,641.667
580,653.958
590,655
600,640.208
610,633.958
620,653.125
630,655
640,649.167
650,658.958
660,648.958
670,652.292
680,656.875
690,645
700,626.25
710,635
720,638.333
730,638.333
740,650
750,645.833
760,646.875
770,645.417
780,638.75
790,639.792
800,642.708
810,643.542
820,641.875
830,635.208
840,637.5
850,637.5
860,639.167
870,647.708
880,636.25
890,637.5
900,634.583
910,643.958
920,646.458
930,642.292
940,640
950,632.292
960,633.75
970,634.792
980,636.875
990,629.792
1000,638.958
1010,580.208
1020,576.667
1030,574.792
1040,583.125
1050,589.792
1060,587.917
1070,584.583
1080,583.125
1090,587.292
1100,585.833
1110,587.083
1120,587.917
1130,584.167
1140,585
1150,584.167
1160,589.792
1170,582.292
1180,578.958
1190,577.083
1200,596.875
1210,608.75
1220,571.25
1230,570
1240,610.417
1250,611.042
1260,643.333
1270,640
1280,640.625
1290,641.458
1300,638.125
1310,631.667
1320,610.417
1330,640.417
1340,650.417
1350,645.208
1360,649.375
1370,640.417
1380,616.875
1390,600
1400,604.583
1410,624.583
1420,639.583
1430,622.292
1440,638.958
1450,651.875
1460,650.625
1470,641.25
1480,636.875
1490,641.875
1500,636.458
1510,640.625
1520,651.042
1530,648.333
1540,650.833
1550,660.417
1560,652.083
1570,649.167
1580,649.792
1590,651.667
1600,653.958
1610,641.458
1620,626.458
1630,601.667
1640,616.667
1650,609.375
1660,621.667
1670,625
1680,652.292
1690,652.708
1700,634.375
1710,634.792
1720,637.917
1730,640.208
1740,645.417
1750,644.167
1760,618.125
1770,617.083
1780,614.792
1790,611.042
1800,618.125
1810,624.167
1820,614.792
1830,617.292
1840,631.667
1850,621.25
1860,613.958
1870,625
1880,611.875
1890,621.25
1900,625.417
1910,621.667
1920,620.417
1930,619.583
1940,620.208
1950,623.542
1960,621.875
1970,611.458
1980,620
1990,625
2000,615.625
2010,646.667
2020,643.542
2030,647.083
2040,655
2050,657.292
2060,662.5
2070,656.875
2080,638.958
2090,643.125
2100,649.583
2110,652.5
2120,654.583
2130,653.958
2140,658.542
2150,646.875
2160,645.625
2170,645.417
2180,645.833
2190,641.042
2200,653.125
2210,644.167
2220,652.5
2230,653.75
2240,644.167
2250,646.667
2260,690.625
2270,697.5
2280,692.083
2290,697.292
2300,686.875
2310,672.083
2320,678.125
2330,680.208
2340,673.125
2350,664.792
2360,661.667
2370,666.042
2380,653.542
2390,603.958
2400,603.75
2410,601.667
2420,602.708
2430,601.667
2440,614.792
2450,662.708
2460,664.375
2470,662.083
2480,665.417
2490,655.833
2500,655.625
2510,670.833
2520,659.375
2530,664.167
2540,672.708
2550,685.417
2560,671.667
2570,665.625
2580,668.75
2590,680.417
2600,672.708
2610,666.875
2620,663.75
2630,664.583
2640,670.625
2650,663.958
2660,672.917
2670,672.708
2680,669.792
2690,673.958
2700,666.25
2710,672.708
2720,680.625
2730,672.083
2740,669.375
2750,663.333
2760,617.917
2770,610.417
2780,609.375
2790,603.75
2800,612.917
2810,611.458
2820,622.5
2830,620
2840,616.875
2850,613.542
2860,591.25
2870,588.542
2880,596.875
2890,596.25
2900,585.833
2910,585.208
2920,588.125
2930,581.458
2940,581.875
2950,603.958
2960,614.167
2970,602.708
2980,608.958
2990,619.583
3000,615
3010,630.833
3020,640.417
3030,636.458
3040,638.958
3050,637.708
3060,639.167
3070,591.042
3080,579.792
3090,594.583
3100,688.958
3110,678.125
3120,639.583
3130,615.625
3140,641.042
3150,645.833
3160,644.792
3170,643.542
3180,612.5
3190,587.083
3200,590
3210,598.125
3220,627.917
3230,606.458
3240,606.875
3250,586.458
3260,655.417
3270,658.333
3280,645
3290,652.083
3300,662.292
3310,670.833
3320,672.5
3330,663.542
3340,661.875
3350,653.542
3360,654.375
3370,637.917
3380,626.042
3390,624.375
3400,642.083
3410,637.5
3420,624.792
3430,625.208
3440,627.708
3450,632.292
3460,620
3470,610.625
3480,616.458
3490,612.708
3500,607.917
3510,618.75
3520,622.292
3530,631.458
3540,621.25
3550,618.75
3560,624.167
3570,617.292
3580,619.792
3590,624.792
3600,608.333
3610,611.042
3620,608.75
3630,612.5
3640,616.667
3650,614.167
3660,622.917
3670,615
3680,604.792
3690,603.958
3700,641.458
3710,631.042
3720,645.625
3730,624.583
3740,626.458
3750,650
3760,665.417
3770,667.083
3780,667.083
3790,667.083
3800,667.083
3810,666.25
3820,671.458
3830,659.375
3840,672.083
3850,678.542
3860,670
3870,655.417
3880,660.625
3890,667.917
3900,668.542
3910,663.958
3920,670.417
3930,664.167
3940,665.833
3950,687.292
3960,662.083
3970,658.958
3980,666.25
3990,662.083
4000,670
4010,676.458
4020,676.042
4030,681.875
4040,681.458
4050,683.542
4060,683.75
4070,673.125
4080,676.042
4090,687.708
4100,677.083
4110,671.458
4120,672.083
4130,669.792
4140,672.917
4150,674.167
4160,677.708
4170,679.167
4180,678.542
4190,674.583
4200,683.125
4210,681.458
4220,688.125
4230,685.417
4240,695
4250,686.25
4260,628.958
4270,625.208
4280,628.333
4290,623.125
4300,615.208
4310,620.208
4320,616.875
4330,613.542
4340,610.417
4350,599.792
4360,600.625
4370,601.042
4380,593.125
4390,589.792
4400,590.833
4410,593.333
4420,596.458
4430,594.167
4440,602.083
4450,591.875
4460,587.292
4470,584.792
4480,596.875
4490,596.667
4500,592.292
4510,638.958
4520,638.958
4530,637.5
4540,636.458
4550,636.458
4560,638.75
4570,635.417
4580,635.833
4590,635.208
4600,644.167
4610,634.375
4620,631.042
4630,625.625
4640,631.667
4650,632.917
4660,638.75
4670,630.833
4680,633.75
4690,626.875
4700,620.625
4710,627.083
4720,631.042
4730,628.958
4740,624.583
4750,621.042
4760,666.875
4770,702.083
4780,699.583
4790,700.208
4800,705.208
4810,704.167
4820,700.625
4830,687.917
4840,635.417
4850,636.25
4860,667.5
4870,682.083
4880,682.5
4890,689.167
4900,700.417
4910,696.875
4920,690.417
4930,688.333
4940,690.833
4950,694.583
4960,691.458
4970,690
4980,695
4990,679.792
5000,683.125
5010,639.375
5020,646.458
5030,663.542
5040,655.625
5050,662.083
5060,658.125
5070,659.792
5080,657.083
5090,657.917
5100,644.792
5110,656.875
5120,675.833
5130,641.458
5140,650.208
5150,640.417
5160,657.917
5170,666.667
5180,669.583
5190,662.708
5200,665.208
5210,655.208
5220,657.5
5230,653.333
5240,663.75
5250,662.5
5260,665
5270,661.042
5280,664.792
5290,666.875
5300,674.792
5310,676.667
5320,675.833
5330,678.958
5340,683.125
5350,674.375
5360,678.542
5370,686.458
5380,683.958
5390,672.708
5400,677.917
5410,653.958
5420,653.75
5430,653.333
5440,649.167
5450,646.875
5460,633.333
5470,617.917
5480,617.083
5490,614.583
5500,620.417
5510,639.167
5520,655.417
5530,662.708
5540,660.208
5550,655.417
5560,655.208
5570,653.958
5580,649.375
5590,647.5
5600,640.625
5610,643.125
5620,647.708
5630,651.667
5640,648.542
5650,642.708
5660,649.792
5670,657.708
5680,664.583
5690,666.667
5700,662.083
5710,657.292
5720,664.375
5730,652.708
5740,661.042
5750,662.5
