t,cg_iters
1,7006
2,7010
3,6926
4,6909
5,6963
6,6881
7,6908
8,6868
9,6890
10,6863
11,6878
12,6918
13,6975
14,6997
15,7020
16,6898
17,6935
18,6973
19,7028
20,6938
21,6965
22,6945
23,7116
24,7142
25,7060
26,6989
27,7035
28,6992
29,7001
30,7003
31,7095
32,7098
33,7013
34,7032
35,6965
36,7056
37,7017
38,6995
39,7029
40,7081
41,7047
42,7102
43,7066
44,7122
45,7084
46,7113
47,7178
48,7017
49,7000
50,6984
51,7011
52,7088
53,7078
54,7125
55,7132
56,7107
57,7068
58,7089
59,7016
60,7052
61,7052
62,7087
63,7025
64,7078
65,6967
66,6941
67,6919
68,6914
69,6919
70,7038
71,7084
72,7088
73,7044
74,7031
75,7092
76,7155
77,7146
78,7153
79,6996
80,6970
81,7061
82,7235
83,7066
84,7026
85,6914
86,6946
87,7080
88,7070
89,7049
90,7084
91,7036
92,7061
93,7014
94,7054
95,7079
96,7210
97,7347
98,7143
99,7140
100,7158
101,7078
102,7238
103,7218
104,7059
105,7099
106,7128
107,7061
108,7114
109,7081
110,7005
111,7083
112,6980
113,6961
114,7019
115,7016
116,7072
117,7068
118,7080
119,7148
120,6990
121,7015
122,7057
123,7127
124,7045
125,7081
126,7097
127,7099
128,7112
129,7138
130,7083
131,7026
132,7190
133,7083
134,7076
135,7109
136,7243
137,7163
138,7053
139,7007
140,7036
141,7076
142,7141
143,7063
144,7184
145,7165
146,7064
147,7050
148,7094
149,7069
150,7108
151,7083
152,7076
153,7029
154,7044
155,7033
156,7069
157,7076
158,7041
159,7039
160,7186
161,7138
162,7113
163,7089
164,7120
165,7069
166,7071
167,7039
168,7087
169,7098
170,7186
171,7104
172,7035
173,7148
174,7099
175,7112
176,7074
177,6948
178,7098
179,7105
180,7072
181,7050
182,7034
183,7047
184,7043
185,7052
186,7072
187,7086
188,7105
189,7031
190,7088
191,7106
192,7023
193,7031
194,7091
195,7043
196,6986
197,6964
198,7066
199,7054
200,7136
201,7109
202,7116
203,7002
204,7096
205,7097
206,7071
207,7048
208,7012
209,7075
210,7080
211,7147
212,7094
213,7087
214,7119
215,7114
216,7044
217,7062
218,7134
219,7149
220,7131
221,7111
222,7102
223,7239
224,7175
225,7107
226,7139
227,7086
228,7108
229,7140
230,7122
231,7174
232,7180
233,7121
234,7146
235,7116
236,7180
237,7118
238,7099
239,7124
240,7118
241,7039
242,7064
243,7176
244,7061
245,7208
246,7204
247,7173
248,7118
249,7289
250,7151
251,7176
252,7207
253,7161
254,7201
255,7202
256,7132
257,7119
258,7077
259,7120
260,7154
261,7082
262,7219
263,7178
264,7235
265,7210
266,7218
267,7165
268,7177
269,7142
270,7131
271,7163
272,7173
273,7254
274,7143
275,7145
276,7171
277,7118
278,7085
279,7090
280,7089
281,7233
282,7235
283,7119
284,7067
285,7020
286,6980
287,7030
288,7022
289,7027
290,6991
291,7084
292,7205
293,7088
294,7060
295,7167
296,7134
297,7136
298,7145
299,7142
300,7259
301,7196
302,7096
303,7044
304,7091
305,7087
306,7071
307,7123
308,7254
309,7061
310,7116
311,7117
312,7115
313,7142
314,7127
315,7116
316,7087
317,7134
318,7089
319,7081
320,7117
321,7081
322,7093
323,7152
324,7164
325,7152
326,7131
327,7185
328,7377
329,7305
330,7159
331,7075
332,7085
333,7123
334,7097
335,7095
336,7049
337,7167
338,7138
339,7067
340,7116
341,7204
342,7150
343,7114
344,7151
345,7112
346,7128
347,7148
348,7160
349,7108
350,7095
351,7077
352,7157
353,7109
354,7283
355,7254
356,7163
357,7170
358,7158
359,7083
360,7084
361,7150
362,7133
363,7064
364,7106
365,7128
366,7258
367,7272
368,7275
369,7224
370,7184
371,7218
372,7140
373,7206
374,7196
375,7160
376,7133
377,7183
378,7250
379,7272
380,7293
381,7246
382,7161
383,7103
384,7183
385,7152
386,7147
387,7202
388,7114
389,7150
390,7209
391,7147
392,7062
393,7039
394,7045
395,7155
396,7078
397,7118
398,7108
399,7026
400,7060
401,7010
402,7116
403,7116
404,7086
405,7043
406,7001
407,6946
408,7040
409,7072
410,7012
411,7090
412,7134
413,7120
414,7111
415,7094
416,7149
417,7199
418,7177
419,7115
420,7163
421,7197
422,7251
423,7156
424,7156
425,7184
426,7184
427,7157
428,7162
429,7141
430,7144
431,7055
432,7113
433,7076
434,7173
435,7140
436,7187
437,7157
438,7121
439,7116
440,7047
441,7186
442,7154
443,7172
444,7182
445,7116
446,7168
447,7219
448,7143
449,7109
450,7159
451,7092
452,7072
453,7127
454,7184
455,7068
456,7063
457,7069
458,7098
459,7037
460,7048
461,6972
462,7019
463,6968
464,7066
465,7168
466,7066
467,7162
468,7094
469,7083
470,7067
471,7156
472,7067
473,7122
474,7055
475,7031
476,7129
477,7055
478,7027
479,7041
480,7060
481,7010
482,7010
483,7072
484,7107
485,7141
486,7187
487,7221
488,7179
489,7103
490,7117
491,7101
492,7149
493,7125
494,7142
495,7094
496,7108
497,7095
498,7067
499,7062
500,7165
501,7128
502,7077
503,7147
504,7279
505,7087
506,7157
507,7146
508,7123
509,7036
510,7092
511,7049
512,7115
513,7082
514,7035
515,7001
516,7081
517,7101
518,7119
519,7105
520,7145
521,7019
522,7039
523,7072
524,7040
525,7084
526,6968
527,7026
528,7121
529,7044
530,7060
531,7112
532,7111
533,7149
534,7174
535,7139
536,7102
537,7151
538,7130
539,7234
540,7116
541,7128
542,7153
543,7127
544,7233
545,7253
546,7272
547,7112
548,7150
549,7130
550,7137
551,7131
552,7128
553,7212
554,7238
555,7153
556,7159
557,7051
558,7046
559,7095
560,7088
561,7096
562,7107
563,7086
564,7029
565,7077
566,7040
567,6993
568,7089
569,7093
570,7042
571,6969
572,7088
573,7036
574,7056
575,7127
576,7109
577,7054
578,7107
579,7101
580,7081
581,7048
582,7031
583,7045
584,7068
585,7084
586,7171
587,7130
588,7014
589,7119
590,7098
591,7031
592,7057
593,7019
594,7086
595,7230
596,7200
597,7197
598,7208
599,7131
600,7150
601,7198
602,7145
603,7075
604,7086
605,7051
606,7098
607,7129
608,7156
609,7085
610,7175
611,7181
612,7099
613,7067
614,7160
615,7158
616,7102
617,7173
618,7188
619,7104
620,7093
621,7072
622,7097
623,7114
624,7109
625,7160
626,7179
627,7127
628,7075
629,7177
630,7142
631,7079
632,7172
633,7203
634,7132
635,7181
636,7162
637,7223
638,7242
639,7208
640,7137
641,7147
642,7166
643,7046
644,7109
645,7106
646,7207
647,7185
648,7197
649,7152
650,7077
651,7085
652,7116
653,7133
654,7099
655,7188
656,7257
657,7214
658,7145
659,7192
660,7170
661,7053
662,7076
663,7146
664,7090
665,7096
666,7206
667,7182
668,7192
669,7182
670,7157
671,7116
672,7148
673,7183
674,7175
675,7162
676,7127
677,7133
678,7186
679,7187
680,7120
681,7064
682,7119
683,7096
684,7105
685,7146
686,7055
687,7058
688,7023
689,7072
690,7069
691,7054
692,7103
693,7205
694,7214
695,7095
696,7045
697,7055
698,7025
699,7033
700,7032
701,7108
702,7086
703,7119
704,7134
705,7100
706,7150
707,7099
708,7129
709,7151
710,7170
711,7173
712,7126
713,7170
714,7127
715,7122
716,7030
717,7025
718,7109
719,7119
720,7068
721,7134
722,7080
723,7078
724,7041
725,7038
726,7018
727,6957
728,7013
729,7044
730,6984
731,7035
732,7140
733,7048
734,7016
735,7129
736,7135
737,7120
738,7140
739,7051
740,7035
741,7039
742,7067
743,7069
744,7053
745,7130
746,7123
747,7108
748,7136
749,7126
750,7070
751,7132
752,7075
753,7057
754,7104
755,7101
756,7034
757,7091
758,7129
759,7120
760,7085
761,7128
762,7099
763,7062
764,7038
765,7082
766,7067
767,7180
768,7096
769,7128
770,7137
771,7086
772,7201
773,7139
774,7105
775,7148
776,7151
777,7100
778,7081
779,7116
780,7070
781,7109
782,7035
783,7034
784,7075
785,7126
786,7176
787,7028
788,7044
789,7052
790,7098
791,7107
792,7044
793,7095
794,7011
795,7072
796,7002
797,7048
798,7004
799,7132
800,7046
801,7137
802,7088
803,7045
804,6997
805,7034
806,7074
807,7142
808,7068
809,7087
810,7109
811,7052
812,7069
813,6969
814,7035
815,7108
816,7068
817,7087
818,7087
819,7127
820,7036
821,7117
822,7160
823,7076
824,7031
825,7104
826,7123
827,7107
828,7025
829,6965
830,7000
831,7052
832,7129
833,7107
834,7064
835,7092
836,7083
837,7159
838,7095
839,7136
840,7152
841,7150
842,7189
843,7113
844,7089
845,7046
846,7055
847,6997
848,7091
849,7153
850,7122
851,7098
852,7106
853,7131
854,7063
855,7080
856,7046
857,7048
858,7065
859,7091
860,7078
861,7125
862,7135
863,7124
864,7058
865,7119
866,7132
867,7109
868,7052
869,6995
870,7118
871,7132
872,7235
873,7254
874,7194
875,7150
876,7295
877,7237
878,7148
879,7138
880,7061
881,7155
882,7196
883,7134
884,7193
885,7076
886,7180
887,7112
888,7075
889,7163
890,7138
891,7103
892,7111
893,7077
894,7141
895,7202
896,7181
897,7123
898,7150
899,7202
900,7272
901,7108
902,7144
903,7129
904,7141
905,7153
906,7140
907,7159
908,7117
909,7130
910,7130
911,7126
912,7038
913,7059
914,7087
915,7193
916,7112
917,7114
918,7176
919,7103
920,7074
921,7121
922,7111
923,7165
924,7174
925,7104
926,7096
927,7021
928,7124
929,7067
930,7080
931,7075
932,7095
933,7114
934,7248
935,7103
936,7134
937,7114
938,7123
939,7123
940,7046
941,7032
942,7032
943,7056
944,7105
945,7109
946,7123
947,7043
948,7115
949,7176
950,7043
951,7105
952,7158
953,7178
954,7158
955,7117
956,7135
957,7122
958,7104
959,7038
960,7024
961,7085
962,7105
963,7068
964,7124
965,7168
966,7046
967,7130
968,7087
969,7108
970,7177
971,7059
972,7021
973,7042
974,7212
975,7140
976,7088
977,7063
978,7079
979,7064
980,7072
981,7076
982,7119
983,7126
984,7097
985,7117
986,7106
987,7102
988,7143
989,7147
990,7135
991,7068
992,7048
993,7096
994,7099
995,7067
996,7109
997,7028
998,7068
999,7096
