ReTr(L),ImTr(L)
-0.0375749,0.901358
-0.0375749,0.901358
-0.0375749,0.901358
-0.0375749,0.901358
-0.0375749,0.901358
-0.0375749,0.901358
-0.0375749,0.901358
-0.0375749,0.901358
-0.0426639,0.913394
-0.0250364,0.914379
-0.0234465,0.911969
-0.0259876,0.912985
-0.0161115,0.902169
0.0122387,0.90419
-0.0237264,0.902961
-0.000426673,0.908914
0.00324106,0.907095
0.0157118,0.906177
0.0480295,0.90343
0.0686799,0.90429
0.0815104,0.903396
0.0711229,0.900924
0.101358,0.894989
0.0959725,0.894887
0.0845557,0.895156
0.0845557,0.895156
0.0918304,0.893275
0.115175,0.888279
0.135607,0.887604
0.160082,0.888649
0.15022,0.886868
0.123472,0.887308
0.109247,0.896092
0.116704,0.891748
0.126564,0.892249
0.110132,0.893004
0.0920086,0.896479
0.0686881,0.898495
0.111307,0.890478
0.121054,0.888715
0.103773,0.890108
0.0569687,0.898094
0.030198,0.897214
0.000981488,0.902534
-0.0154798,0.898125
0.00401839,0.899441
0.0217111,0.898308
-0.0181344,0.897975
-0.0366973,0.899865
-0.0138469,0.896006
-0.00267389,0.899901
0.0280256,0.896989
0.0374064,0.892381
0.0205769,0.893259
0.0205769,0.893259
0.0132123,0.895451
0.0414016,0.89277
0.00754591,0.893068
-0.0427751,0.896575
-0.0822474,0.893376
-0.0936846,0.890066
-0.105696,0.890954
-0.092023,0.894153
-0.145885,0.886284
-0.139421,0.88453
-0.155769,0.877807
-0.13123,0.888971
-0.169246,0.885302
-0.169246,0.885302
-0.169795,0.881794
-0.174746,0.874029
-0.145366,0.884284
-0.183181,0.874475
-0.189804,0.871955
-0.184908,0.873595
-0.149885,0.872217
-0.190039,0.866936
-0.183449,0.872169
-0.153799,0.875941
-0.187504,0.872653
-0.163384,0.875727
-0.180666,0.864045
-0.199279,0.865509
-0.177303,0.876343
-0.207618,0.870772
-0.213176,0.865501
-0.230724,0.854559
-0.235808,0.857293
-0.222271,0.861896
-0.232311,0.858896
-0.243461,0.858276
-0.243461,0.858276
-0.224586,0.862492
-0.202276,0.867181
-0.20475,0.868255
-0.215181,0.863581
-0.128444,0.872326
-0.140506,0.882302
-0.13836,0.876644
-0.188108,0.873587
-0.165266,0.880945
-0.171694,0.872289
-0.177885,0.880809
-0.177885,0.880809
-0.167475,0.880404
-0.142802,0.879202
-0.15745,0.874221
-0.122234,0.877481
-0.101013,0.887269
-0.117664,0.886162
-0.128887,0.883364
-0.127484,0.886066
-0.109767,0.884181
-0.0999338,0.881053
-0.0608234,0.889668
-0.0612095,0.888358
-0.0246016,0.892369
-0.0710876,0.886549
-0.0865724,0.883343
-0.14571,0.878635
-0.14571,0.878635
-0.150101,0.876783
-0.146652,0.881659
-0.116485,0.881525
-0.108823,0.880934
-0.108823,0.880934
-0.0817824,0.884657
-0.0936324,0.87965
-0.0810292,0.887469
-0.0677866,0.886733
-0.0677866,0.886733
-0.0677866,0.886733
-0.0922925,0.887805
-0.0833513,0.888508
-0.075809,0.888195
-0.060502,0.88288
-0.0625961,0.880599
-0.0974334,0.884337
-0.0506424,0.886842
-0.0577835,0.885469
-0.0490429,0.884189
-0.0659394,0.887504
-0.104819,0.876024
-0.13943,0.87326
-0.150786,0.878328
-0.150786,0.878328
-0.150786,0.878328
-0.141744,0.876909
-0.143962,0.877112
-0.154184,0.875944
-0.158861,0.871707
-0.111455,0.879671
-0.111455,0.879671
-0.111026,0.882293
-0.0731352,0.884123
-0.0807686,0.880405
-0.0826531,0.880361
-0.0885421,0.88296
-0.102513,0.883288
-0.102513,0.883288
-0.0661649,0.884566
-0.060422,0.882997
-0.0690849,0.883344
-0.0443786,0.885781
-0.0443786,0.885781
-0.0674297,0.889822
-0.100548,0.884125
-0.0889005,0.883779
-0.0889005,0.883779
-0.0889005,0.883779
-0.0707154,0.887663
-0.110288,0.879996
-0.131051,0.882561
-0.119967,0.880463
-0.12484,0.878369
-0.142508,0.879224
-0.153034,0.877777
-0.148583,0.878135
-0.176474,0.871614
-0.167823,0.87111
-0.163942,0.87234
-0.162046,0.874885
-0.173662,0.865991
-0.160531,0.870396
-0.152024,0.872507
-0.19861,0.865838
-0.192688,0.864104
-0.192688,0.864104
-0.194988,0.863671
-0.202926,0.863237
-0.24386,0.848759
-0.253396,0.850571
-0.263004,0.848081
-0.269385,0.846944
-0.232033,0.857551
-0.212999,0.862885
-0.216895,0.867112
-0.219749,0.854719
-0.22911,0.855389
-0.252624,0.857317
-0.252624,0.857317
-0.246686,0.860842
-0.236212,0.856489
-0.239,0.856145
-0.250495,0.850774
-0.247481,0.854733
-0.247481,0.854733
-0.247481,0.854733
-0.22232,0.858895
-0.232701,0.856237
-0.232701,0.856237
-0.232701,0.856237
-0.270643,0.846396
-0.270047,0.844129
-0.276661,0.838826
-0.243239,0.849966
-0.256275,0.84473
-0.272434,0.843509
-0.257673,0.84606
-0.264935,0.848145
-0.262819,0.845321
-0.283045,0.838732
-0.296445,0.834817
-0.271779,0.841404
-0.270815,0.851829
-0.269914,0.847893
-0.24594,0.85172
-0.229552,0.859155
-0.26702,0.84922
-0.26702,0.84922
-0.232675,0.860734
-0.22159,0.85885
-0.266692,0.84008
-0.291565,0.835322
-0.291565,0.835322
-0.291565,0.835322
-0.297204,0.837246
-0.319754,0.828072
-0.306755,0.832219
-0.33998,0.819955
-0.358073,0.815566
-0.324767,0.819638
-0.291211,0.834159
-0.291211,0.834159
-0.272146,0.8454
-0.272146,0.8454
-0.267493,0.846233
-0.274589,0.839131
-0.292195,0.835946
-0.292195,0.835946
-0.309833,0.829741
-0.289782,0.834862
-0.331674,0.824661
-0.325234,0.820198
-0.295577,0.836071
-0.251352,0.849886
-0.251352,0.849886
-0.251352,0.849886
-0.261621,0.844657
-0.261621,0.844657
-0.239284,0.849916
-0.239284,0.849916
-0.239284,0.849916
-0.252408,0.854275
-0.26735,0.842893
-0.26735,0.842893
-0.26907,0.847884
-0.26907,0.847884
-0.261522,0.852475
-0.27496,0.845047
-0.268455,0.847201
-0.253445,0.849406
-0.303491,0.827439
-0.301843,0.83738
-0.336815,0.81845
-0.317446,0.826434
-0.317446,0.826434
-0.326468,0.827521
-0.326468,0.827521
-0.367156,0.809855
-0.353312,0.813068
-0.386877,0.794544
-0.399701,0.792453
-0.407796,0.79115
-0.382405,0.80053
-0.399515,0.794362
-0.378877,0.805795
-0.370145,0.811423
-0.370145,0.811423
-0.376441,0.807941
-0.355121,0.813126
-0.341484,0.819159
-0.388165,0.803025
-0.367986,0.807939
-0.350216,0.814693
-0.379654,0.797964
-0.374844,0.803396
-0.374844,0.803396
-0.372845,0.807066
-0.355874,0.809949
-0.39012,0.793484
-0.409255,0.79078
-0.431321,0.775423
-0.429651,0.779146
-0.422589,0.781379
-0.404346,0.78568
-0.395435,0.788904
-0.392562,0.793813
-0.406729,0.785053
-0.406729,0.785053
-0.387005,0.794805
-0.412545,0.78222
-0.412545,0.78222
-0.412545,0.78222
-0.412875,0.779219
-0.419899,0.781091
-0.434953,0.776774
-0.384242,0.80662
-0.39747,0.796162
-0.410585,0.790521
-0.410585,0.790521
-0.406573,0.7878
-0.399655,0.790441
-0.399655,0.790441
-0.387391,0.80224
-0.416098,0.783558
-0.415258,0.780446
-0.391801,0.79247
-0.399146,0.791423
-0.37792,0.803605
-0.385574,0.805574
-0.395866,0.796081
-0.348699,0.817146
-0.354849,0.814354
-0.353673,0.815439
-0.318337,0.830928
-0.267095,0.847943
-0.232779,0.854794
-0.241221,0.860302
-0.257474,0.84995
-0.257474,0.84995
-0.187695,0.869261
-0.187695,0.869261
-0.167376,0.871984
-0.167376,0.871984
-0.167376,0.871984
-0.167376,0.871984
-0.166561,0.874449
-0.143233,0.873088
-0.131548,0.876737
-0.153644,0.87277
-0.13156,0.873394
-0.115199,0.876419
-0.108804,0.87981
-0.113669,0.87757
-0.0928119,0.876965
-0.0685654,0.886605
-0.0516412,0.886297
-0.0751764,0.88474
-0.0449055,0.886035
-0.0869715,0.882445
-0.10548,0.879212
-0.0763846,0.884584
-0.0877756,0.879196
-0.0348855,0.883456
-0.0381636,0.882076
-0.0230444,0.878191
-0.0160254,0.883428
0.0250719,0.878062
0.041409,0.88353
0.041409,0.88353
0.041409,0.88353
0.0329135,0.888171
0.0604814,0.882966
0.0608361,0.88556
0.069862,0.879081
0.069862,0.879081
0.0693175,0.882061
0.117859,0.868304
0.137676,0.873919
0.104225,0.88033
0.10676,0.877575
0.10676,0.877575
0.10676,0.877575
0.107382,0.880451
0.107382,0.880451
0.107382,0.880451
0.122994,0.879629
0.109416,0.875206
0.109416,0.875206
0.10086,0.884047
0.126608,0.878524
0.120142,0.881437
0.0950615,0.882549
0.112368,0.881264
0.11188,0.880226
0.11248,0.876301
0.163116,0.869021
0.147961,0.873319
0.146245,0.875519
0.146245,0.875519
0.154168,0.86955
0.16095,0.876234
0.13365,0.876834
0.13365,0.876834
0.137611,0.879883
0.12593,0.882757
0.0959105,0.879504
0.105777,0.882244
0.12981,0.873799
0.144979,0.875211
0.143834,0.874294
0.167415,0.874709
0.170928,0.866325
0.164667,0.867158
0.183284,0.862069
0.194055,0.856989
0.219154,0.85549
0.219154,0.85549
0.235321,0.849641
0.214106,0.849222
0.231529,0.850591
0.239884,0.851334
0.29708,0.834588
0.300482,0.832759
0.288694,0.838651
0.275694,0.843588
0.264933,0.845145
0.278906,0.843307
0.283019,0.84389
0.26275,0.852184
0.277134,0.841966
0.284579,0.836764
0.306124,0.83155
0.306124,0.83155
0.313539,0.825409
0.278225,0.835825
0.305316,0.829309
0.305316,0.829309
0.305001,0.83007
0.305001,0.83007
0.305001,0.83007
0.312246,0.822355
0.313454,0.82498
0.338902,0.81476
0.338902,0.81476
0.327494,0.816221
0.337219,0.815745
0.337219,0.815745
0.337219,0.815745
0.356872,0.810779
