MDTU,min_ave,max_ave
1,-0.203717,0.157834
2,-0.203717,0.157834
3,-0.203717,0.157834
4,-0.203717,0.157834
5,-0.203717,0.157834
6,-0.203717,0.157834
7,-0.203717,0.157834
8,-0.203717,0.157834
9,-0.123427,0.214046
10,-0.132089,0.207636
11,-0.132979,0.208377
12,-0.136045,0.206813
13,-0.136386,0.206448
14,-0.13739,0.206192
15,-0.142005,0.204573
16,-0.142002,0.205241
17,-0.143583,0.203409
18,-0.143839,0.202757
19,-0.146679,0.202459
20,-0.148017,0.20143
21,-0.148785,0.20198
22,-0.150395,0.20039
23,-0.153755,0.198332
24,-0.15344,0.199166
25,-0.155744,0.196531
26,-0.155744,0.196531
27,-0.156579,0.197009
28,-0.155851,0.197557
29,-0.158458,0.195787
30,-0.156532,0.198064
31,-0.158438,0.1977
32,-0.160967,0.19627
33,-0.161215,0.195159
34,-0.162922,0.194427
35,-0.166152,0.193042
36,-0.167235,0.192171
37,-0.166567,0.193169
38,-0.165795,0.19347
39,-0.165661,0.192618
40,-0.167233,0.192517
41,-0.16779,0.192592
42,-0.166849,0.192698
43,-0.170496,0.191203
44,-0.171647,0.190686
45,-0.173896,0.188846
46,-0.174341,0.18926
47,-0.175378,0.189133
48,-0.176428,0.188119
49,-0.174798,0.189372
50,-0.176583,0.188025
51,-0.175655,0.189198
52,-0.176402,0.187573
53,-0.177961,0.18683
54,-0.178519,0.186834
55,-0.178519,0.186834
56,-0.178228,0.187571
57,-0.179882,0.186482
58,-0.181313,0.185772
59,-0.182098,0.185393
60,-0.184504,0.184492
61,-0.184192,0.184093
62,-0.187678,0.182862
63,-0.187992,0.18259
64,-0.18572,0.183957
65,-0.188196,0.184059
66,-0.187889,0.182036
67,-0.189567,0.181915
68,-0.189394,0.182099
69,-0.189394,0.182099
70,-0.187383,0.183425
71,-0.187674,0.183962
72,-0.188656,0.182803
73,-0.18795,0.182813
74,-0.1895,0.181945
75,-0.189602,0.182444
76,-0.191889,0.18249
77,-0.189291,0.183874
78,-0.18946,0.18292
79,-0.191623,0.181664
80,-0.193504,0.181568
81,-0.193574,0.181105
82,-0.194411,0.179718
83,-0.194061,0.179961
84,-0.195844,0.180861
85,-0.196263,0.180788
86,-0.196371,0.180068
87,-0.197868,0.178962
88,-0.197269,0.178586
89,-0.196305,0.179707
90,-0.195654,0.181058
91,-0.196181,0.180227
92,-0.196181,0.180227
93,-0.194265,0.180202
94,-0.198181,0.179208
95,-0.195493,0.180268
96,-0.194584,0.180507
97,-0.195022,0.180768
98,-0.195255,0.180961
99,-0.198277,0.178877
100,-0.199104,0.178196
101,-0.199089,0.17851
102,-0.197917,0.178702
103,-0.197831,0.179676
104,-0.197831,0.179676
105,-0.197606,0.179985
106,-0.197997,0.178758
107,-0.197807,0.179051
108,-0.197048,0.179632
109,-0.198382,0.178812
110,-0.198017,0.179119
111,-0.200483,0.178339
112,-0.199738,0.178793
113,-0.201528,0.177899
114,-0.202851,0.176147
115,-0.202411,0.177578
116,-0.202137,0.176875
117,-0.20084,0.178438
118,-0.200519,0.177727
119,-0.202415,0.177556
120,-0.202344,0.177155
121,-0.202344,0.177155
122,-0.203427,0.176295
123,-0.205652,0.175289
124,-0.206607,0.174002
125,-0.205695,0.176256
126,-0.205695,0.176256
127,-0.206343,0.175301
128,-0.206533,0.174721
129,-0.20564,0.175402
130,-0.203318,0.176725
131,-0.203318,0.176725
132,-0.203318,0.176725
133,-0.205047,0.176958
134,-0.205228,0.175776
135,-0.207594,0.175227
136,-0.206352,0.175214
137,-0.206261,0.174464
138,-0.205525,0.176291
139,-0.205116,0.175694
140,-0.205876,0.175299
141,-0.205338,0.174935
142,-0.207808,0.174367
143,-0.206971,0.174525
144,-0.207976,0.173581
145,-0.208273,0.173911
146,-0.208273,0.173911
147,-0.208273,0.173911
148,-0.208828,0.17364
149,-0.208915,0.174013
150,-0.20853,0.174053
151,-0.211594,0.172787
152,-0.211409,0.172593
153,-0.211409,0.172593
154,-0.208018,0.174932
155,-0.210186,0.174045
156,-0.208225,0.174314
157,-0.210365,0.172796
158,-0.211537,0.172922
159,-0.212149,0.17122
160,-0.212149,0.17122
