MDTU,plaq,Re(det),Im(det),link
1,0.806373,0.7977,0.22085,0.0863927
2,0.806373,0.7977,0.22085,0.0863927
3,0.806373,0.7977,0.22085,0.0863927
4,0.806373,0.7977,0.22085,0.0863927
5,0.806373,0.7977,0.22085,0.0863927
6,0.806373,0.7977,0.22085,0.0863927
7,0.806373,0.7977,0.22085,0.0863927
8,0.806373,0.7977,0.22085,0.0863927
9,1.32766,9.86024,2.47287,0.126291
10,1.20978,6.95925,1.81774,0.116795
11,1.15876,6.56236,1.72597,0.111903
12,1.14687,6.09195,1.62559,0.111607
13,1.10163,5.64879,1.51437,0.106934
14,1.06128,5.24815,1.45129,0.102913
15,0.999034,4.46468,1.26479,0.0978654
16,0.989592,4.47689,1.27152,0.0972349
17,0.994191,4.28707,1.22067,0.0977823
18,0.996806,4.30286,1.21577,0.0980406
19,0.926709,3.72045,1.08485,0.0921009
20,0.960955,3.81598,1.0982,0.0954016
21,0.923794,3.62011,1.06937,0.0919323
22,0.911996,3.44825,1.00772,0.0911891
23,0.892594,3.09091,0.910869,0.089567
24,0.881147,3.07307,0.933583,0.0881954
25,0.90716,2.98618,0.888456,0.0914955
26,0.90716,2.98618,0.888456,0.0914955
27,0.851741,2.73545,0.836685,0.0862488
28,0.868951,2.85682,0.868835,0.0878642
29,0.868474,2.69599,0.815806,0.0880321
30,0.820582,2.66854,0.839693,0.0831859
31,0.791771,2.46384,0.786091,0.080565
32,0.859113,2.6136,0.79633,0.0874522
33,0.850071,2.53625,0.767632,0.0865112
34,0.86238,2.51532,0.765363,0.0877923
35,0.874545,2.45939,0.735006,0.0892183
36,0.846469,2.251,0.68037,0.0870218
37,0.847022,2.31285,0.703859,0.0871663
38,0.820005,2.22888,0.689099,0.0844088
39,0.739485,1.92487,0.6285,0.0763098
40,0.811258,2.12367,0.657752,0.0835865
41,0.77043,1.98128,0.625764,0.0793168
42,0.756061,1.95452,0.631391,0.0777954
43,0.770799,1.88824,0.605628,0.0797967
44,0.802597,1.94119,0.603974,0.0832461
45,0.806213,1.86208,0.582988,0.0841138
46,0.814146,1.88806,0.581815,0.0845827
47,0.777405,1.75924,0.553224,0.0810773
48,0.746148,1.63975,0.521293,0.0778568
49,0.778602,1.78502,0.562559,0.0812233
50,0.743326,1.59159,0.518144,0.0776996
51,0.739716,1.62153,0.530933,0.0770813
52,0.734736,1.55365,0.505824,0.0769096
53,0.741428,1.52636,0.498037,0.0775512
54,0.720595,1.48097,0.486204,0.0756736
55,0.720595,1.48097,0.486204,0.0756736
56,0.728925,1.51251,0.499718,0.0766119
57,0.764761,1.55709,0.500204,0.0803374
58,0.778373,1.54523,0.49124,0.0819752
