ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993027,-0.0098997,null,null,null
-0.0753514,null,-0.2512,null,null
-0.211101,null,null,0.0260179,null
0.00116286,null,null,null,0.000406002
0.993008,-0.00504564,null,null,null
-0.0747341,null,-0.306414,null,null
-0.218614,null,null,-0.000364059,null
-0.0017796,null,null,null,-0.0035871
0.99296,-0.00691129,null,null,null
-0.0547248,null,-0.33576,null,null
-0.232374,null,null,0.0154455,null
-0.00245241,null,null,null,-0.00813124
0.993016,-0.00365462,null,null,null
-0.120355,null,-0.32203,null,null
-0.232843,null,null,-0.0130655,null
-0.00118237,null,null,null,-0.00176819
0.99299,-2.04459e-05,null,null,null
-0.0790985,null,-0.362054,null,null
-0.236635,null,null,-0.00714479,null
-0.00272573,null,null,null,-0.00352811
0.992919,0.00452732,null,null,null
-0.150622,null,-0.365554,null,null
-0.268349,null,null,-0.00836991,null
-0.00443759,null,null,null,-0.00512581
0.992877,0.00444821,null,null,null
-0.137533,null,-0.363592,null,null
-0.257436,null,null,-0.0353883,null
-0.00703664,null,null,null,-0.00497339
0.992669,0.00553302,null,null,null
-0.102099,null,-0.415265,null,null
-0.283178,null,null,-0.00112583,null
-0.000618086,null,null,null,-0.00402019
0.992845,0.00325211,null,null,null
-0.0685954,null,-0.494067,null,null
-0.251646,null,null,0.00546851,null
-0.0010213,null,null,null,-0.00410015
0.99276,0.00370751,null,null,null
-0.0266408,null,-0.515104,null,null
-0.259433,null,null,0.0182899,null
0.00237924,null,null,null,-0.00534101
0.992672,-0.000635431,null,null,null
0.0199951,null,-0.449334,null,null
-0.291695,null,null,-0.0248144,null
0.00233186,null,null,null,-0.000393199
0.99254,0.00177819,null,null,null
-0.00833279,null,-0.459317,null,null
-0.229431,null,null,0.0160086,null
-0.000432971,null,null,null,0.00226459
0.992554,-0.00250678,null,null,null
-0.0227539,null,-0.413052,null,null
-0.269484,null,null,-0.100487,null
-0.00119664,null,null,null,0.00664372
0.992494,-0.00459474,null,null,null
-0.00883733,null,-0.383799,null,null
-0.304935,null,null,-0.0273096,null
-0.00366916,null,null,null,0.00494158
0.992594,-0.00616861,null,null,null
-0.0428414,null,-0.321159,null,null
-0.333064,null,null,0.027863,null
-0.00231432,null,null,null,-0.00286155
0.992509,-0.00362949,null,null,null
0.0450923,null,-0.344724,null,null
-0.330846,null,null,-0.0274553,null
0.0014659,null,null,null,8.19039e-05
0.992481,-0.00458813,null,null,null
0.0203746,null,-0.31836,null,null
-0.311764,null,null,0.0011637,null
-0.00292545,null,null,null,0.00188929
0.992485,-0.00284795,null,null,null
0.0250837,null,-0.361432,null,null
-0.351335,null,null,-0.0407979,null
-0.00449919,null,null,null,0.00343634
0.992485,-0.00284795,null,null,null
0.0250837,null,-0.361432,null,null
-0.351335,null,null,-0.0407979,null
-0.00449919,null,null,null,0.00343634
0.99253,-0.00203302,null,null,null
0.0631336,null,-0.406027,null,null
-0.31396,null,null,-0.114341,null
-0.00111652,null,null,null,0.00538279
0.992507,-0.000356826,null,null,null
0.10956,null,-0.373246,null,null
-0.337769,null,null,-0.0659481,null
-0.000718989,null,null,null,0.00313195
0.992736,0.00217518,null,null,null
0.110545,null,-0.342809,null,null
-0.384053,null,null,-0.0779955,null
0.00646876,null,null,null,4.11792e-05
0.992701,0.00446494,null,null,null
0.0461436,null,-0.388136,null,null
-0.342878,null,null,-0.172416,null
0.000804414,null,null,null,-0.00490259
0.992634,0.00138529,null,null,null
0.0863395,null,-0.39845,null,null
-0.340927,null,null,-0.154095,null
0.00317507,null,null,null,-0.000708494
0.992526,0.00140819,null,null,null
0.111323,null,-0.371489,null,null
-0.341674,null,null,-0.166784,null
0.00172503,null,null,null,0.00137825
0.992452,-0.0051597,null,null,null
0.028781,null,-0.361924,null,null
-0.354401,null,null,-0.166247,null
-0.00259739,null,null,null,-0.00135198
0.992381,-0.0126055,null,null,null
0.0873648,null,-0.293186,null,null
-0.389416,null,null,-0.0980346,null
-0.00309155,null,null,null,0.00728651
0.992185,-0.0206401,null,null,null
