t,e^(-dS)
1,0.000379749
2,0.000240209
3,0.000593781
4,0.000469896
5,0.000688497
6,0.000707339
7,0.000407284
8,0.000883164
9,0.0004629
10,1.35094
11,2.41959
12,1.37616
13,1.71944
14,1.95014
15,3.21234
16,1.44643
17,1.24172
18,1.38265
19,2.92122
20,0.968623
21,1.03543
22,1.22079
23,2.33871
24,1.04673
25,1.23763
26,0.522934
27,1.52852
28,0.690803
29,1.72495
30,1.1814
31,2.87772
32,0.984324
33,0.994305
34,0.861741
35,1.6623
36,1.64247
37,0.717416
38,1.4151
39,2.18344
40,0.823576
41,1.02488
42,1.16614
43,0.842316
44,1.32035
45,1.56784
46,0.920738
47,1.51619
48,2.25714
49,1.00228
50,1.59935
51,1.43965
52,1.14534
53,1.16544
54,1.05465
55,0.77391
56,0.682836
57,1.06231
58,2.39073
59,1.13134
60,1.99411
61,1.12569
62,1.39962
63,0.857186
64,1.52364
65,1.2968
66,1.77909
67,2.19746
68,1.32697
69,0.714838
70,1.02334
71,2.10455
72,0.787809
73,1.09158
74,1.44802
75,1.02946
76,2.05115
77,1.12896
78,1.31838
79,2.12634
80,1.59887
81,1.0961
82,1.50757
83,1.11907
84,1.24882
85,1.29473
86,0.77608
87,0.944877
88,1.24583
89,1.06108
90,0.663451
91,1.0669
92,0.830357
93,0.772441
94,1.26858
95,0.635972
96,1.05184
97,1.22802
98,0.982977
99,0.677125
100,0.88338
101,2.16907
102,1.08903
103,0.930987
104,0.834185
105,1.27494
106,1.87536
107,0.827621
108,0.788912
109,0.787651
110,0.524663
111,1.25145
112,0.864936
113,2.51607
114,2.00652
115,1.35948
116,0.698235
117,0.965461
118,1.9211
119,2.06102
120,0.937433
121,0.530148
122,1.99751
123,1.30748
124,1.44528
125,0.470387
126,0.364948
127,1.52044
128,0.911139
129,1.11082
130,0.988289
131,0.794931
132,0.612075
133,1.7734
134,1.13292
135,0.772286
136,0.585494
137,1.07206
138,1.36506
139,1.12232
140,1.68691
141,1.56299
142,2.12761
143,0.873454
144,1.80399
145,0.969369
146,0.684135
147,0.714052
148,0.76805
149,1.49332
150,1.53757
151,2.52136
152,0.765137
153,0.439464
154,1.35649
155,1.32353
156,0.644939
157,0.80284
158,0.832102
159,1.33056
160,0.702788
161,1.0531
162,0.61281
163,0.923578
164,0.833768
165,0.821026
166,1.2933
167,0.803723
168,1.03748
169,0.418449
170,0.821766
171,0.97653
172,0.786471
173,1.02699
174,1.22814
175,0.585845
176,1.16591
177,0.917181
178,1.41425
179,1.70387
180,1.22152
181,1.33509
182,0.835187
183,1.16883
184,1.5735
185,0.538106
186,1.00171
187,0.735136
188,0.394278
189,1.51892
190,1.18081
191,0.618783
192,1.10583
193,0.51991
194,0.991063
195,0.932114
196,1.32644
197,1.45747
198,1.21689
199,0.655406
200,1.8408
201,0.668847
202,1.5124
203,1.55348
204,0.647265
205,0.772827
206,1.17998
207,0.936814
208,0.514634
209,1.00968
210,2.01758
211,0.753294
212,0.54129
213,0.729205
214,1.355
215,0.865888
216,1.12389
217,1.04231
218,2.79827
219,0.636481
220,1.54775
221,0.681745
222,1.79715
223,1.56033
224,1.98437
225,0.349588
226,0.544384
227,1.07137
228,1.21203
229,0.803482
230,0.6558
231,0.947773
232,1.34635
233,2.17973
234,1.46682
235,0.291126
236,0.863726
237,0.894402
238,0.704054
239,0.847724
240,0.601577
241,1.09891
242,0.899964
243,1.23788
244,0.777711
245,0.796443
246,0.758054
247,0.76018
248,0.742376
249,1.11316
250,0.902398
251,1.00952
252,0.725496
253,1.50411
254,0.684272
255,0.618165
256,1.03925
257,0.652268
258,0.40718
259,1.20527
260,0.857529
261,0.527767
262,0.610364
263,0.49027
264,0.884617
265,0.796443
266,0.820452
267,1.20515
268,0.742598
269,1.36424
270,1.095
271,0.710561
272,1.63968
273,3.69877
274,0.615389
275,0.317271
276,2.45739
277,0.914727
278,0.747516
279,0.821191
280,0.598637
281,1.04909
282,0.512887
283,1.14958
284,1.38708
285,1.92707
286,2.29401
287,0.886832
288,1.42789
289,0.466639
290,1.30918
291,1.10504
292,1.03123
293,0.925677
294,0.910747
295,0.883645
296,1.14271
297,1.12817
298,0.318861
299,0.787179
300,1.9441
301,1.1768
302,1.01483
303,1.19363
304,1.22728
305,0.947176
306,0.682495
307,1.17692
308,0.723178
309,1.18105
310,0.466872
311,2.05546
312,0.945738
313,0.258722
314,0.937442
315,1.30265
316,1.06535
317,0.934223
318,0.955281
319,0.846707
320,1.22495
321,0.389068
322,0.545256
323,0.623566
324,0.484276
325,0.688252
326,0.900054
327,1.60015
328,1.35907
329,0.715338
330,0.718277
331,1.68001
332,1.21908
333,0.552667
334,2.52237
335,0.931071
336,0.974735
337,1.08777
338,0.414244
339,1.30617
340,1.61769
341,0.304221
342,0.87459
343,0.427415
344,1.37713
345,0.828118
346,0.430633
347,0.882762
348,2.49204
349,1.81848
350,2.14749
351,0.912908
352,1.62125
353,0.918016
354,0.952114
355,1.40256
356,0.53569
357,0.535101
358,0.795488
359,0.911312
360,1.76191
361,0.588899
362,1.03669
363,0.63337
364,0.806219
365,0.909828
366,0.782
367,0.639352
368,1.87987
369,0.99498
370,0.840717
371,0.503788
372,0.649794
373,0.678073
374,0.40523
375,0.631978
376,0.686396
377,0.888607
378,0.689423
379,0.713481
380,0.564734
381,0.760941
382,1.02671
383,0.702015
384,0.656521
385,1.1344
386,0.850696
387,0.606046
388,0.521628
389,1.23528
390,0.800915
391,0.763303
392,1.02363
393,2.09342
394,0.967374
395,0.389497
396,1.88269
397,1.20865
398,2.26528
399,1.21191
400,1.35391
401,0.862345
402,0.986472
403,1.13792
404,1.06325
405,0.510942
406,1.53449
407,1.15419
408,0.910765
409,0.973916
410,0.786471
411,2.06411
412,1.16929
413,1.09899
414,0.906613
415,1.45034
416,0.911795
417,0.744159
418,2.13379
419,0.540425
420,0.96178
421,0.509666
422,1.87836
423,0.493368
424,1.08114
425,2.11256
426,1.51892
427,0.663849
428,1.37259
429,0.722383
430,1.22471
431,1.11628
432,0.984452
433,1.52059
434,1.36752
435,0.793105
436,0.500024
437,0.50263
438,0.944103
439,0.701244
440,1.56393
441,0.379994
442,0.64481
443,1.33402
444,1.59345
445,1.7993
446,0.484131
447,1.3291
448,1.67113
449,0.566601
450,0.652986
451,1.00279
452,0.76575
453,1.05448
454,0.849251
455,1.17928
456,0.997973
457,1.72133
458,0.828698
459,0.668312
460,0.558612
461,0.697816
462,0.600135
463,0.923338
464,1.15569
465,0.840717
466,1.05063
467,0.805171
468,1.08236
469,1.44152
470,0.577758
471,0.564001
472,0.832602
473,0.588252
474,0.876692
475,0.269012
476,1.38099
477,0.629519
478,0.927734
479,0.850271
480,0.418031
481,0.908582
482,0.986255
483,0.428956
484,0.611708
485,1.01909
486,0.503687
487,1.28531
488,1.18365
489,0.87424
490,0.971038
491,0.598278
492,1.49706
493,0.641658
494,0.435744
495,0.463152
496,0.818649
497,0.62257
498,1.27583
499,0.809046
500,1.61301
501,0.725641
502,1.32194
503,0.96662
504,1.40551
505,1.14511
506,1.43175
507,0.652268
508,1.03042
509,2.07903
510,0.518871
511,1.06577
512,1.09864
513,2.04296
514,1.00014
515,1.30826
516,2.99816
517,0.316954
518,0.694266
519,1.0311
520,0.926677
521,0.573957
522,1.02261
523,1.02625
524,0.781375
525,0.74774
526,0.634131
527,1.30669
528,0.477639
529,1.20226
530,0.756011
531,1.11661
532,0.940917
533,1.78265
534,0.886566
535,1.17386
536,1.12987
537,0.484131
538,1.09106
539,1.17011
540,0.467666
541,1.43821
542,1.76809
543,1.07719
544,1.32525
545,0.881879
546,1.59919
547,1.17023
548,0.915706
549,0.928087
550,0.823164
551,0.949158
552,0.668981
553,1.26922
554,1.4185
555,0.363128
556,0.237877
557,0.890742
558,1.15281
559,0.966862
560,0.999683
561,1.55597
562,1.00628
563,1.48009
564,0.613178
565,0.692879
566,1.48646
567,0.670655
568,0.522464
569,0.393018
570,0.819304
571,0.842063
572,0.971523
573,1.01625
574,1.95776
575,1.07324
576,0.444858
577,0.621574
578,1.11572
579,1.47624
580,0.615389
581,0.675231
582,0.999222
583,1.08002
584,0.870141
585,0.425879
586,0.757751
587,0.955634
588,1.10174
589,1.40046
590,0.649729
591,1.27494
592,1.03181
593,1.71206
594,1.84117
595,1.22079
596,0.678887
597,0.555048
598,0.315688
599,1.08038
600,1.05698
601,0.767666
602,0.946144
603,1.18708
604,1.55504
605,1.97842
606,0.68619
607,0.721517
608,0.891099
609,1.06186
610,1.16044
611,1.27992
612,0.951915
613,1.18105
614,1.01137
615,1.04128
616,0.566544
617,0.634004
618,1.7635
619,0.409794
620,0.857615
621,1.27609
622,1.19006
623,1.1953
624,1.04214
625,1.46947
626,0.514222
627,0.716914
628,1.17175
629,1.05438
630,0.630274
631,1.32472
632,1.16929
633,0.349938
634,0.443348
635,2.62689
636,0.938709
637,0.53105
638,0.775614
639,1.31508
640,1.10463
641,1.24483
642,1.27469
643,0.566035
644,0.617856
645,0.825224
646,0.507276
647,0.986216
648,0.918384
649,1.2857
650,1.75137
651,1.06731
652,1.25961
653,1.16091
654,1.70353
655,0.414949
656,0.430977
657,0.867534
658,0.630716
659,0.793581
660,1.18152
661,0.772827
662,2.36198
663,0.935719
664,0.620456
665,0.590905
666,1.09736
667,0.647718
668,1.11918
669,1.78051
670,0.902759
671,0.575164
672,1.03975
673,0.966794
674,0.514531
675,1.20973
676,1.52867
677,1.28056
678,1.00636
679,0.476018
680,0.812207
681,1.55846
682,1.43233
683,1.03295
684,1.43505
685,0.350288
686,0.69274
687,1.03273
688,1.42647
689,0.828118
690,0.450184
691,0.488654
692,1.55722
693,0.695656
694,1.21106
695,1.8703
696,0.822917
697,0.748264
698,0.526502
699,1.13542
700,0.766822
701,1.43089
702,0.75533
703,1.05469
704,0.743267
705,0.84299
706,1.23035
707,0.799715
708,0.895565
709,0.704829
710,0.592858
711,0.634067
712,0.727676
713,0.491055
714,1.71979
715,1.36944
716,1.3569
717,1.32551
718,0.910246
719,0.790176
720,0.423967
721,0.576373
722,1.90484
723,0.924918
724,1.41567
725,0.910656
726,1.02496
727,0.931117
728,1.69198
729,0.394238
730,0.359515
731,2.83488
732,1.06004
733,0.635591
734,2.15093
735,1.43821
736,0.598876
737,0.659416
738,0.695239
739,1.03717
740,0.551066
741,0.963503
742,0.260279
743,1.41722
744,1.65848
745,0.443792
746,1.17963
747,0.90321
748,0.725351
749,1.29615
750,0.960626
751,0.488068
752,1.16056
753,0.959656
754,1.34487
755,0.541615
756,0.437666
757,1.10528
758,0.991415
759,0.550846
760,2.30943
761,0.798676
762,0.780906
763,0.661596
764,0.882585
765,0.290254
766,0.659548
767,1.06525
768,0.94605
769,1.25257
770,2.42541
771,1.17433
772,0.957442
773,0.465287
774,1.54899
775,1.01055
776,0.471376
777,0.623816
778,1.79787
779,0.778411
780,0.421768
781,0.605077
782,0.744681
783,1.47861
784,1.34932
785,1.28146
786,1.3527
787,1.6451
788,0.578568
789,1.17492
790,1.90503
791,1.16777
792,1.20454
793,0.7073
794,0.797
795,0.446775
796,0.749912
797,0.698374
798,0.570638
799,0.810341
800,0.894223
801,1.16567
802,0.774452
803,0.409139
804,0.777322
805,0.638585
806,1.66879
807,0.943018
808,1.31416
809,0.697955
810,0.806138
811,1.10871
812,1.46185
813,0.795567
814,1.88344
815,0.660142
816,0.96934
817,1.21337
818,0.749462
819,1.43749
820,0.541019
821,0.800435
822,0.461072
823,0.841642
824,1.1505
825,0.68571
826,0.930205
827,1.08057
828,0.798037
829,0.461857
830,1.2924
831,0.881791
832,0.99535
833,2.59633
834,0.913438
835,0.998945
836,1.1275
837,1.14889
838,2.28668
839,0.900415
840,1.2933
841,0.450093
842,0.675366
843,0.500924
844,1.44369
845,1.01984
846,0.714695
847,1.09457
848,1.97803
849,0.981847
850,1.1788
851,0.979934
852,0.550075
853,0.752466
854,1.47565
855,0.618227
856,0.859418
857,0.617424
858,1.66446
859,1.13088
860,0.569954
861,0.852314
862,1.02851
863,1.00037
864,0.513451
865,0.416237
866,0.76529
867,0.499324
868,0.723323
869,0.887187
870,0.787887
871,1.80417
872,1.31167
873,2.3984
874,0.975876
875,0.335545
876,1.09575
877,1.16311
878,0.78247
879,0.553884
880,0.739116
881,0.831769
882,0.4851
883,0.742153
884,0.639032
885,0.768281
886,0.594283
887,2.067
888,0.642236
889,0.804528
890,0.960847
891,0.46075
892,0.657967
893,0.856244
894,0.734768
895,1.94663
896,0.537407
897,1.28159
898,0.989001
899,0.781844
900,0.555215
901,0.579726
902,1.31298
903,0.932142
904,0.218057
905,0.899784
906,2.12868
907,1.60721
908,1.15928
909,0.291126
910,0.516231
911,0.620332
912,1.77482
913,0.709142
914,0.530837
915,1.26504
916,1.0538
917,1.21397
918,1.26782
919,0.650834
920,1.21872
921,0.73705
922,0.466079
923,0.92677
924,0.853423
925,1.08193
926,0.971572
927,1.1916
928,0.333871
929,1.00006
930,0.883998
931,0.954431
932,1.13587
933,0.499524
934,1.57712
935,0.833685
936,0.473975
937,2.5564
938,0.740596
939,0.768511
940,0.650509
941,1.18685
942,1.93247
943,0.876779
944,1.86153
945,0.901496
946,0.603385
947,0.465008
948,1.56065
949,1.55924
950,1.55116
951,0.545038
952,0.42384
953,0.482922
954,0.946826
955,0.534994
956,0.691011
957,0.764067
958,1.00208
959,0.850526
960,0.986906
961,1.33589
962,0.752691
963,0.74349
964,1.88551
965,1.10827
966,0.684819
967,1.20816
968,0.516593
969,1.27877
970,0.895297
971,1.12953
972,0.912835
973,0.690872
974,0.772518
975,1.1394
976,0.805574
977,1.36465
978,1.73968
979,1.04416
980,1.40959
981,1.44542
982,1.22642
983,0.486509
984,1.01926
985,1.53587
986,0.631726
987,0.727894
988,0.592325
989,0.362402
990,1.26036
991,0.821109
992,0.611892
993,0.618165
994,0.900325
995,0.742747
996,0.391684
997,0.932646
998,0.988012
999,0.426817
1000,1.46917
1001,0.955768
1002,0.375611
1003,0.630211
1004,0.873891
1005,0.433311
1006,0.962944
1007,0.627382
1008,0.660869
1009,1.32843
1010,1.02247
1011,1.23751
1012,1.19375
1013,1.0328
1014,0.77136
1015,1.12412
1016,1.09815
1017,1.52745
1018,0.6509
1019,0.792867
1020,0.944519
1021,1.23269
1022,0.641915
1023,0.713338
1024,0.90519
1025,0.787021
1026,2.63083
1027,0.661795
1028,0.870489
1029,1.18471
1030,1.11572
1031,0.476446
1032,0.579552
1033,0.785292
1034,1.27507
1035,0.720507
1036,0.954402
1037,0.893865
1038,0.836273
1039,0.869184
1040,1.6479
1041,2.17798
1042,0.640376
1043,0.68963
1044,0.394081
1045,0.818321
1046,1.37809
1047,1.86769
1048,2.67139
1049,1.03166
1050,1.41836
1051,1.2497
1052,1.32485
1053,0.425113
1054,2.45076
1055,0.504241
1056,1.77766
1057,1.09728
1058,1.81957
1059,0.544602
1060,1.02863
1061,1.0638
1062,0.723829
1063,1.45426
1064,0.821601
1065,2.21732
1066,0.98012
1067,1.01123
1068,1.26909
1069,0.710206
1070,1.39278
1071,0.824647
1072,0.342666
1073,0.606288
1074,1.0414
1075,0.899065
1076,1.06121
1077,1.55395
1078,1.31535
1079,1.17586
1080,0.574992
1081,1.6859
1082,0.47941
1083,0.61656
1084,0.781375
1085,1.24496
1086,1.15016
1087,2.02891
1088,1.45688
1089,0.67848
1090,1.43233
1091,1.05576
1092,0.692671
1093,1.42148
1094,1.09387
1095,1.43047
1096,0.850356
1097,0.943773
1098,1.01982
1099,0.583098
1100,0.751488
1101,1.48483
1102,1.08565
1103,0.344039
1104,1.67263
1105,0.709922
1106,1.31141
1107,0.712411
1108,0.800435
1109,1.33096
1110,0.648366
1111,0.602179
1112,0.827869
1113,1.5118
1114,0.885857
1115,1.68371
1116,0.884175
1117,1.01296
1118,0.558724
1119,0.654686
1120,0.947612
1121,0.541723
1122,1.12581
1123,0.383851
1124,0.854704
1125,1.66812
1126,1.9443
1127,0.734107
1128,0.786628
1129,1.34232
1130,1.15004
1131,0.858731
1132,1.19411
1133,0.608171
1134,0.843159
1135,0.591851
1136,1.14981
1137,0.477782
1138,0.650769
1139,1.14729
1140,0.448431
1141,1.99531
1142,1.09451
1143,1.69249
1144,0.766669
1145,0.848318
1146,0.920821
1147,0.406082
1148,0.724191
1149,1.51695
1150,0.794454
1151,1.2547
1152,0.950193
1153,0.933485
1154,0.575739
1155,0.983685
1156,1.14901
1157,0.758434
1158,2.02284
1159,1.17281
1160,0.725641
1161,1.45776
1162,0.63318
1163,0.540641
1164,1.95365
1165,0.877744
1166,0.851037
1167,0.640696
1168,1.04431
1169,1.55255
1170,0.636481
1171,1.74997
1172,0.950678
1173,0.734695
1174,1.15893
1175,1.12311
1176,0.84747
1177,0.680927
1178,1.76103
1179,0.923347
1180,0.81367
1181,0.468556
1182,0.415073
1183,0.606955
1184,1.54744
1185,0.562199
1186,0.465474
1187,2.07591
1188,0.587488
1189,0.399796
1190,0.804447
1191,1.783
1192,0.5168
1193,0.9591
1194,0.591851
1195,1.05306
1196,2.03318
1197,0.671326
1198,0.753821
1199,0.72673
1200,1.63248
1201,0.410409
1202,0.968061
1203,1.10307
1204,1.55613
1205,0.619588
1206,0.761397
1207,0.705958
1208,1.11127
