MDTU,plaq_ss,plaq_st
1,0.909237,1.09754
2,0.909237,1.09754
3,0.909237,1.09754
4,0.909237,1.09754
5,0.909237,1.09754
6,0.909237,1.09754
7,0.909237,1.09754
8,0.909237,1.09754
9,1.16721,1.45851
10,1.14225,1.40082
11,1.14833,1.39214
12,1.13725,1.38012
13,1.14221,1.36496
14,1.14414,1.35838
15,1.13459,1.33597
16,1.13597,1.33674
17,1.1291,1.32726
18,1.12677,1.32509
19,1.12348,1.30997
20,1.11381,1.30976
21,1.1178,1.30668
22,1.11281,1.29585
23,1.10049,1.28223
24,1.10678,1.2799
25,1.09039,1.27523
26,1.09039,1.27523
27,1.09198,1.27072
28,1.09319,1.27637
29,1.08371,1.26608
30,1.09592,1.27162
31,1.09123,1.2625
32,1.07906,1.26361
33,1.07682,1.25807
34,1.0738,1.25172
35,1.06469,1.24345
36,1.06039,1.23479
37,1.05969,1.24623
38,1.0619,1.24631
39,1.06893,1.2302
40,1.05755,1.23993
41,1.06094,1.23423
42,1.06401,1.23374
43,1.0536,1.22653
44,1.04716,1.22373
45,1.0376,1.21687
46,1.03749,1.21999
47,1.03796,1.21332
48,1.03778,1.20164
49,1.0409,1.21088
50,1.03585,1.19905
51,1.04068,1.20517
52,1.03498,1.19953
53,1.03222,1.19179
54,1.03305,1.18816
55,1.03305,1.18816
56,1.03375,1.19338
57,1.02388,1.19538
58,1.01698,1.19389
59,1.01712,1.18753
60,1.00704,1.18686
61,1.01036,1.17921
62,0.999597,1.17556
63,0.996773,1.17579
64,1.0067,1.17749
65,1.00226,1.17627
66,0.996882,1.17182
67,0.988276,1.17825
68,0.987943,1.17952
69,0.987943,1.17952
70,0.9973,1.18054
71,1.00452,1.17163
72,1.00205,1.1643
73,1.00196,1.16666
74,0.998643,1.16258
75,1.00022,1.16144
76,0.995724,1.1607
77,1.00761,1.16183
78,0.997357,1.16837
79,0.989858,1.16344
80,0.988652,1.16103
81,0.98649,1.15907
82,0.978454,1.1561
83,0.980654,1.15672
84,0.980748,1.1565
85,0.979962,1.1564
86,0.973864,1.16122
87,0.972351,1.14609
88,0.973755,1.1447
89,0.980686,1.14224
90,0.985315,1.14938
91,0.978349,1.15282
92,0.978349,1.15282
93,0.982851,1.15475
94,0.974852,1.14469
95,0.985788,1.14216
96,0.984097,1.15421
97,0.986999,1.14958
98,0.990037,1.1441
99,0.974864,1.14281
100,0.971216,1.13913
101,0.972411,1.13784
102,0.976798,1.13841
103,0.974142,1.1501
104,0.974142,1.1501
105,0.974305,1.15216
106,0.968495,1.1499
107,0.973003,1.14788
108,0.977068,1.14858
109,0.973662,1.13857
110,0.975497,1.14068
111,0.967668,1.14008
112,0.966554,1.14634
113,0.967661,1.13372
114,0.960458,1.12684
115,0.963878,1.13359
116,0.960746,1.13756
117,0.969989,1.13946
118,0.968621,1.13398
119,0.968453,1.12455
120,0.963338,1.12846
121,0.963338,1.12846
122,0.958437,1.12884
123,0.951142,1.12475
124,0.94633,1.11833
125,0.954665,1.12478
126,0.954665,1.12478
127,0.951767,1.12163
128,0.949555,1.12152
129,0.948686,1.12831
130,0.95748,1.13556
131,0.95748,1.13556
132,0.95748,1.13556
133,0.956963,1.12891
134,0.955184,1.1235
135,0.952969,1.11475
136,0.957843,1.11146
137,0.954292,1.11112
138,0.96419,1.11349
139,0.961128,1.11221
140,0.957122,1.1118
141,0.958432,1.11111
142,0.949764,1.11257
143,0.951425,1.11215
144,0.950879,1.10427
145,0.946614,1.11062
146,0.946614,1.11062
147,0.946614,1.11062
148,0.947425,1.10652
149,0.952614,1.09874
150,0.953091,1.10031
151,0.941074,1.09937
152,0.940612,1.10019
153,0.940612,1.10019
154,0.953099,1.10801
155,0.948116,1.10273
156,0.951017,1.10673
157,0.942994,1.10212
158,0.938448,1.10674
159,0.933252,1.0995
160,0.933252,1.0995
161,0.937118,1.10133
162,0.93651,1.10002
163,0.937827,1.09862
