MDTU,susyTrans,Im(bilin)
10,-0.0269141,8.28355e-06
20,-0.0138426,0.000500714
30,-0.0105823,0.00298362
40,-0.00868831,-2.95283e-05
50,-0.0012108,0.00169339
60,-0.000722857,0.00148782
70,-0.00453017,-0.00154
80,0.00115883,-0.000507403
90,0.00534196,-0.000325706
100,-0.00258079,-0.000371014
110,0.00216386,0.00127799
120,-0.00489811,-0.000701788
130,0.0028957,-0.00263139
140,-0.00510798,7.27123e-05
150,-0.00233276,0.00128616
160,-0.00505124,-0.00104523
170,-0.00079529,-0.00108802
180,-0.0030796,-0.00399366
190,-0.00033945,0.000460923
200,0.00186142,0.00159218
210,-0.00564729,0.000464647
220,-0.00278619,0.000636764
230,-0.000916801,0.00208019
240,-0.00715088,1.37679e-05
250,-0.00831404,0.000982292
260,-0.0030318,0.00244499
270,0.00184875,-0.000974299
280,-0.00309038,0.000517517
290,0.00051649,0.000192239
300,-0.00391174,0.00167414
310,6.00448e-05,-0.000322785
320,-0.00436039,-0.00228959
330,0.00148757,-0.000616157
340,0.00169466,0.000610757
350,-0.00447556,0.00079291
360,0.000594234,-0.00035059
370,-0.00206535,0.000238739
380,-7.44004e-05,-0.00293333
390,-0.000573407,0.000193789
400,-0.000881196,9.19192e-05
410,0.00266028,-0.001128
420,0.00219552,0.00153565
430,0.000742273,0.000817268
440,0.001818,-0.000720519
450,0.00508901,0.00175183
460,-0.000208398,-0.00172945
470,-0.00110161,-0.000805283
480,0.00107505,0.00209744
490,-0.00629291,-0.0011934
500,-0.00235326,-0.00126008
510,-0.00197211,-0.00128219
520,-0.00861205,0.000237002
530,-0.00689211,0.000209465
540,-0.00225089,0.00134392
550,-0.00669086,-0.00205563
560,-0.00151784,0.00125302
570,0.00349205,0.000969515
580,-0.000265373,-0.000103858
590,-0.000258123,0.000896555
600,0.00263415,0.000200455
610,0.000113121,-0.0011563
620,0.000445415,0.00136267
630,-0.000269257,-0.000187207
640,0.000644163,0.000653287
650,0.00021937,-0.000547055
660,-0.00271076,-0.00029677
670,-0.000176719,0.00103235
680,-0.000169774,0.000404559
690,-0.00367906,0.00192388
700,-0.00304462,-0.00103022
710,-0.00304235,0.000887317
720,0.00215539,-0.000617937
730,-0.000452958,-0.00176805
740,-0.0103758,-0.000923531
750,0.0014553,-1.21842e-05
760,-0.00205281,0.00138438
770,-0.000661375,-0.00133655
780,0.00303503,2.06037e-05
790,0.00367123,-0.00164842
800,-0.00300347,0.00277201
810,-0.000360569,0.00295054
820,-0.00138134,0.000649978
830,-0.000335533,-0.000137827
840,0.00364482,-0.000981641
850,-0.00564531,-0.000882217
860,-0.00399761,-0.000674892
870,-0.00193712,-0.00212322
880,-0.00451308,-0.000431606
890,0.000499701,0.000743136
900,-0.00309454,0.00337998
910,0.00135527,-1.6542e-05
920,-0.000127335,0.000773101
930,-0.0044083,0.00135463
940,-0.00438974,-0.00181134
950,-7.07312e-05,-0.00326948
960,-0.00288799,0.000709701
970,-0.00100488,0.000750609
980,0.00333529,0.000423284
990,-0.00422611,4.12252e-05
1000,-0.000127182,-0.00166259
1010,-0.004971,-0.0017348
1020,-0.00123216,0.001245
1030,0.00179759,-0.000294901
1040,-0.00230328,-0.00157085
1050,-0.000604203,0.00138157
1060,0.00230132,-0.00087874
1070,0.00270394,0.00147058
1080,-0.00142,0.000119345
1090,-0.0011965,0.000738984
1100,-5.3013e-05,-0.000927863
1110,-0.00134562,-0.000361459
1120,0.000904441,0.00106604
1130,-0.00269721,-0.00199308
1140,-0.00232377,0.000114795
1150,-0.00290564,0.00140274
1160,-0.00333437,0.000789072
1170,-0.000137896,0.000433853
1180,-0.00157722,0.000541405
1190,-0.00385681,0.00095801
1200,0.000102587,-0.000832168
1210,0.00360128,0.00200565
1220,0.00117662,-0.00165603
1230,-0.00275694,0.000291115
1240,-0.0027071,-0.000173696
1250,-0.0053641,-0.000594265
1260,0.00066109,0.0021235
1270,0.0020459,0.0020865
1280,-0.00269422,-0.000248124
1290,-0.000852398,-0.000206366
1300,-0.00250139,-0.000677402
1310,-0.00261445,0.00141981
1320,0.00553926,-0.000509555
1330,-0.00489283,-0.000911945
1340,-0.00474195,0.00167935
1350,0.00247412,0.000817732
1360,-0.00384647,-0.000551481
1370,-0.00280948,0.00214331
1380,-0.000605547,-0.0012239
1390,-0.000589787,-0.000275579
1400,-0.00267598,0.00122574
1410,-0.00344004,0.0013431
1420,0.00499567,0.00218928
1430,-0.000541006,-4.78054e-05
1440,-0.00228035,0.00104633
1450,0.000844826,0.00107498
1460,-0.00387143,-0.00164341
1470,-0.00310892,-0.00147366
1480,0.000548555,-0.000403088
1490,0.000261444,-0.000213979
1500,0.000300488,1.96624e-05
1510,-0.00357486,0.000128803
1520,-0.00121495,-0.000829914
1530,-0.00624205,-0.000875571
1540,0.000130893,-0.000338377
1550,-0.0034243,0.000554188
1560,-0.00476383,-0.000165994
1570,-0.00716978,-0.000821855
1580,-0.0023571,-0.00149885
1590,-0.000693561,-0.00166247
1600,0.000813983,0.00143631
1610,-0.00688668,0.000179601
1620,-0.00410063,-0.00104434
1630,-0.00268691,0.000842956
1640,0.000487984,-8.71562e-05
1650,-0.00209269,0.0012573
1660,-0.00396383,0.000247431
1670,0.000640074,-0.00131662
1680,-0.00248758,0.00166195
1690,-0.00144446,0.00085513
1700,-0.00501789,-0.000667849
1710,-0.000120285,0.00177034
1720,0.000396374,-0.000877974
1730,0.00173268,0.00263441
1740,0.000413652,-0.00190403
1750,-0.00144453,-0.00103447
1760,-0.000675816,-0.000907677
1770,-0.00260977,0.00108869
1780,-0.00372766,0.000432926
1790,-0.00224686,-0.000808792
1800,-0.00133522,-0.000843397
1810,-0.00146006,0.000703906
1820,0.000187321,-0.00032213
1830,-0.0011321,-0.0024665
1840,-0.00256613,-0.00077412
1850,-0.00297236,-0.00133767
1860,0.00108574,-0.00235308
1870,-0.00417298,0.000699799
