t,G,F1,F2,F3
1,0.003193,0.002322,null,null
2,0.003221,0.001505,null,null
3,0.002775,0.001429,null,null
4,0.002738,0.0015,null,null
5,0.002639,0.001527,null,null
6,0.002577,0.00158,null,null
7,0.002503,0.001618,null,null
8,0.002439,0.001652,null,null
9,0.002388,0.001681,null,null
10,0.002345,0.001705,null,null
11,0.00769,0.005752,null,null
12,0.007599,0.005832,null,null
13,0.007499,0.0059,null,null
14,0.007409,0.005968,null,null
15,0.007327,0.006038,null,null
16,0.007248,0.006097,null,null
17,0.007181,0.00615,null,null
18,0.007122,0.006221,null,null
19,0.007047,0.00627,null,null
20,0.006985,0.006317,null,null
21,0.006929,0.006363,null,null
22,0.00689,0.006405,null,null
23,0.006847,0.006451,null,null
24,0.006801,0.006486,null,null
25,0.006757,0.00653,null,null
26,0.006719,0.006567,null,null
27,0.006684,0.006597,null,null
28,0.00665,0.006628,null,null
29,0.006619,0.006654,null,null
30,0.006593,0.006677,null,null
31,0.006578,0.006714,null,null
32,0.006546,0.006745,null,null
33,0.006515,0.006758,null,null
34,0.006506,0.006813,null,null
35,0.00646,0.006825,null,null
36,0.006437,0.006852,null,null
37,0.006414,0.006864,null,null
38,0.006403,0.006887,null,null
39,0.006388,0.006909,null,null
40,0.006367,0.00693,null,null
41,0.006345,0.006942,null,null
42,0.00634,0.006971,null,null
43,0.006319,0.006989,null,null
44,0.006305,0.006999,null,null
45,0.006294,0.007037,null,null
46,0.006266,0.00704,null,null
47,0.006259,0.007066,null,null
48,0.006246,0.007077,null,null
49,0.006225,0.007078,null,null
50,0.006226,0.00712,null,null
51,0.0062,0.007128,null,null
52,0.006187,0.007136,null,null
53,0.006185,0.007155,null,null
54,0.006172,0.007179,null,null
55,0.006151,0.00719,null,null
56,0.006136,0.007202,null,null
57,0.006127,0.00721,null,null
58,0.006129,0.007225,null,null
59,0.006112,0.007236,null,null
60,0.006106,0.00725,null,null
61,0.006094,0.007264,null,null
62,0.006078,0.007273,null,null
63,0.006084,0.007275,null,null
64,0.006071,0.007288,null,null
65,0.006066,0.007286,null,null
66,0.006064,0.007308,null,null
67,0.006052,0.007305,null,null
68,0.006049,0.007326,null,null
69,0.006042,0.007343,null,null
70,0.006026,0.007359,null,null
71,0.006011,0.007369,null,null
72,0.006015,0.00737,null,null
73,0.00601,0.007388,null,null
74,0.005999,0.007397,null,null
75,0.005985,0.007397,null,null
76,0.005985,0.007411,null,null
77,0.005977,0.007408,null,null
78,0.005976,0.007426,null,null
79,0.005974,0.007423,null,null
80,0.005975,0.007428,null,null
81,0.005962,0.007431,null,null
82,0.005958,0.007429,null,null
83,0.00596,0.007441,null,null
84,0.005954,0.007463,null,null
85,0.005946,0.007466,null,null
86,0.005937,0.007462,null,null
87,0.005934,0.007471,null,null
88,0.005933,0.007467,null,null
