MDTU,S_F
1,8.84113e-06
2,1.09281e-05
3,1.24377e-05
4,1.32432e-05
5,1.39347e-05
6,1.44573e-05
7,1.52677e-05
8,1.61182e-05
9,1.67633e-05
10,1.72393e-05
11,1.76765e-05
12,1.83488e-05
13,1.89847e-05
14,1.95005e-05
15,1.98832e-05
16,2.00627e-05
17,2.05778e-05
18,2.0576e-05
19,2.08856e-05
20,2.13864e-05
21,2.14456e-05
22,2.12622e-05
23,2.20344e-05
24,2.21832e-05
25,2.22358e-05
26,2.30336e-05
27,2.32515e-05
28,2.34699e-05
29,2.36124e-05
30,2.33608e-05
31,2.37831e-05
32,2.38633e-05
33,2.45326e-05
34,2.46298e-05
35,2.43837e-05
36,2.46961e-05
37,2.50113e-05
38,2.50663e-05
39,2.5591e-05
40,2.54079e-05
41,2.57144e-05
42,2.57315e-05
43,2.59321e-05
44,2.63152e-05
45,2.65613e-05
46,2.71721e-05
47,2.72581e-05
48,2.69708e-05
49,2.69649e-05
50,2.73789e-05
51,2.68739e-05
52,2.66148e-05
53,2.72427e-05
54,2.7404e-05
55,2.76387e-05
56,2.7589e-05
57,2.80765e-05
58,2.7837e-05
59,2.79346e-05
60,2.75241e-05
61,2.76037e-05
62,2.79062e-05
63,2.82215e-05
64,2.87264e-05
65,2.9202e-05
66,2.88087e-05
67,2.89428e-05
68,2.88268e-05
69,2.87113e-05
70,2.89418e-05
71,2.8698e-05
72,2.91327e-05
73,2.92579e-05
74,3.02385e-05
75,3.02671e-05
76,2.93286e-05
77,2.93174e-05
78,2.95768e-05
79,2.95943e-05
80,2.98215e-05
81,2.97976e-05
82,3.00716e-05
83,3.02247e-05
84,3.04551e-05
85,2.98351e-05
86,2.95205e-05
87,2.99574e-05
88,3.07911e-05
89,3.04513e-05
90,3.06184e-05
91,3.08243e-05
92,3.02091e-05
93,3.03368e-05
94,3.03441e-05
95,3.04137e-05
96,3.05971e-05
97,3.05971e-05
98,2.99832e-05
99,2.96669e-05
100,2.9811e-05
101,2.99131e-05
102,3.02578e-05
103,2.99037e-05
104,3.01587e-05
105,2.98833e-05
106,2.99733e-05
107,2.99434e-05
108,2.98492e-05
109,3.02831e-05
110,3.03715e-05
111,3.04451e-05
112,3.00163e-05
113,3.05361e-05
114,3.05666e-05
115,3.06208e-05
116,3.06448e-05
117,3.064e-05
118,3.11966e-05
119,3.11966e-05
120,3.11966e-05
121,3.12598e-05
122,3.10247e-05
123,3.13064e-05
124,3.10177e-05
125,3.15014e-05
126,3.12241e-05
127,3.13984e-05
128,3.12113e-05
129,3.10323e-05
130,3.10538e-05
131,3.10538e-05
132,3.09413e-05
133,3.0902e-05
134,3.07895e-05
135,3.11458e-05
136,3.11458e-05
137,3.06857e-05
138,3.13103e-05
139,3.10802e-05
140,3.06965e-05
141,3.08492e-05
142,3.0706e-05
143,3.12481e-05
144,3.16729e-05
145,3.16741e-05
146,3.1488e-05
147,3.17272e-05
148,3.17272e-05
149,3.15467e-05
150,3.14637e-05
151,3.14101e-05
152,3.18754e-05
153,3.18011e-05
154,3.18826e-05
155,3.18826e-05
156,3.19181e-05
157,3.19079e-05
158,3.19818e-05
159,3.19085e-05
160,3.20837e-05
161,3.17052e-05
162,3.14932e-05
163,3.18576e-05
164,3.17205e-05
165,3.16074e-05
166,3.14902e-05
167,3.11917e-05
168,3.12667e-05
169,3.09406e-05
170,3.14735e-05
171,3.14085e-05
172,3.13902e-05
173,3.11983e-05
174,3.12011e-05
175,3.08729e-05
176,3.05797e-05
177,3.07989e-05
178,3.08673e-05
179,3.08596e-05
180,3.09527e-05
181,3.08855e-05
182,3.09829e-05
183,3.09829e-05
184,3.08985e-05
185,3.13113e-05
186,3.15307e-05
187,3.15307e-05
188,3.13455e-05
189,3.14056e-05
190,3.13323e-05
191,3.11789e-05
192,3.12366e-05
193,3.06753e-05
194,3.08516e-05
195,3.10342e-05
196,3.15212e-05
197,3.10804e-05
198,3.12716e-05
199,3.121e-05
200,3.09753e-05
201,3.10457e-05
202,3.12987e-05
203,3.13472e-05
204,3.16295e-05
205,3.16295e-05
206,3.16494e-05
207,3.17853e-05
208,3.1156e-05
209,3.18379e-05
210,3.14301e-05
211,3.12782e-05
212,3.1763e-05
213,3.17734e-05
214,3.14137e-05
215,3.14137e-05
216,3.12463e-05
217,3.0962e-05
218,3.10538e-05
219,3.1282e-05
220,3.15265e-05
221,3.15265e-05
222,3.15072e-05
223,3.17643e-05
224,3.17643e-05
225,3.1312e-05
226,3.10711e-05
227,3.14286e-05
228,3.14605e-05
229,3.13137e-05
230,3.11926e-05
231,3.10137e-05
232,3.10137e-05
233,3.12461e-05
234,3.14349e-05
235,3.16788e-05
236,3.15221e-05
237,3.17366e-05
238,3.13785e-05
239,3.11672e-05
240,3.10997e-05
241,3.10997e-05
242,3.12875e-05
243,3.19782e-05
244,3.19782e-05
245,3.14724e-05
246,3.16203e-05
247,3.20972e-05
248,3.2205e-05
249,3.26358e-05
250,3.15599e-05
251,3.16534e-05
252,3.15123e-05
253,3.11683e-05
254,3.1437e-05
255,3.15079e-05
256,3.15354e-05
257,3.15354e-05
258,3.1562e-05
259,3.08833e-05
260,3.11462e-05
261,3.09991e-05
262,3.09991e-05
263,3.09991e-05
264,3.12318e-05
265,3.12373e-05
266,3.13274e-05
267,3.17628e-05
268,3.15735e-05
269,3.19111e-05
270,3.20141e-05
271,3.1992e-05
272,3.18157e-05
273,3.16336e-05
274,3.1315e-05
275,3.15324e-05
276,3.154e-05
277,3.15703e-05
278,3.17119e-05
279,3.17119e-05
280,3.15231e-05
281,3.13216e-05
282,3.13422e-05
283,3.12146e-05
284,3.10079e-05
285,3.14385e-05
286,3.12617e-05
287,3.08116e-05
288,3.1081e-05
289,3.12398e-05
290,3.13203e-05
291,3.11778e-05
292,3.15238e-05
293,3.17763e-05
294,3.16548e-05
295,3.16548e-05
296,3.15377e-05
297,3.19448e-05
298,3.19448e-05
299,3.13656e-05
300,3.14284e-05
301,3.14284e-05
302,3.16434e-05
303,3.19667e-05
304,3.19667e-05
305,3.1909e-05
306,3.21846e-05
307,3.23085e-05
308,3.19304e-05
309,3.16386e-05
310,3.16386e-05
311,3.14694e-05
312,3.14694e-05
313,3.14694e-05
314,3.12737e-05
315,3.15038e-05
316,3.12635e-05
317,3.14116e-05
318,3.12582e-05
319,3.12796e-05
320,3.12933e-05
321,3.15598e-05
322,3.15894e-05
323,3.13331e-05
324,3.12926e-05
325,3.11634e-05
326,3.11634e-05
327,3.13272e-05
328,3.12062e-05
329,3.17177e-05
330,3.16164e-05
331,3.15659e-05
332,3.15617e-05
333,3.11276e-05
334,3.14758e-05
335,3.14928e-05
336,3.13137e-05
337,3.21184e-05
338,3.22723e-05
339,3.22723e-05
340,3.22723e-05
341,3.25447e-05
342,3.21311e-05
343,3.21311e-05
344,3.21311e-05
345,3.2055e-05
346,3.2027e-05
347,3.19894e-05
348,3.18314e-05
349,3.15891e-05
350,3.1528e-05
351,3.16772e-05
352,3.16399e-05
353,3.19653e-05
354,3.16147e-05
355,3.16147e-05
356,3.18675e-05
357,3.19885e-05
358,3.19225e-05
359,3.19225e-05
360,3.22302e-05
361,3.25084e-05
362,3.17547e-05
363,3.2177e-05
364,3.19609e-05
365,3.19079e-05
366,3.2134e-05
367,3.2134e-05
368,3.16449e-05
369,3.17437e-05
370,3.21184e-05
371,3.19742e-05
372,3.22946e-05
373,3.22946e-05
374,3.22946e-05
375,3.22946e-05
376,3.23724e-05
377,3.15717e-05
378,3.18604e-05
379,3.1576e-05
380,3.19984e-05
