t,walltime
10,1581
20,492.3
30,502.3
40,505.5
50,513.6
60,514.3
70,516.2
80,519.4
90,519.7
100,530.1
110,313.8
120,437.7
130,465.8
140,463.8
150,464.9
160,470.4
170,468.1
180,467.5
190,469.7
200,468.1
210,477
220,478.9
230,478.4
240,474.8
250,467.8
260,469.2
270,468.4
280,464.4
290,470.6
300,478.5
310,346.4
320,347.1
330,349
340,346.5
350,347.3
360,349.6
370,348.3
380,348.4
390,347.6
400,349.3
410,350.1
420,348.5
430,350
440,347
450,347.5
460,351.2
470,350.8
480,350.6
490,354.1
500,352.8
510,355.1
520,355.3
530,352.9
540,351.9
550,352.8
560,353.2
570,351.3
580,349.7
590,349.3
600,347
610,348.4
620,349.3
630,350
640,351.1
650,351.7
660,350.3
670,349.6
680,347.7
690,348.4
700,350.5
710,346.1
720,343.7
730,345.4
740,347.1
750,344.7
760,345.2
770,343.1
780,341.5
790,342.9
800,343.5
810,343.1
820,345.6
830,345.9
840,346.3
850,346.9
860,343.3
870,345.5
880,346.3
890,347.5
900,344.5
910,348.7
920,344
930,344.5
940,348.3
950,347.6
960,347.1
970,347.2
980,346.4
990,348.2
1000,346.8
1010,349.2
1020,348.9
1030,348.2
1040,346.5
1050,345.9
1060,345.8
1070,345.5
1080,346.4
1090,346.6
1100,347.5
1110,347.9
1120,344.7
1130,345.2
1140,346.2
1150,348.3
1160,346.1
1170,346.5
1180,346.2
1190,346.5
1200,344
1210,348.8
1220,353
1230,354
1240,350.9
1250,351.1
1260,348
1270,350.5
1280,350.1
1290,350.2
1300,350
1310,586
1320,575.2
1330,583.8
1340,589.8
1350,584.9
1360,576.3
1370,575.9
1380,593.8
1390,579.3
1400,579
1410,547.8
1420,547.7
1430,550.6
1440,547.2
1450,541.1
1460,549
1470,547.5
1480,548.8
1490,557.5
1500,545.2
1510,550.3
1520,538.1
1530,550.2
1540,550.6
1550,543.5
1560,546.4
1570,541.6
1580,547.6
1590,545
1600,546.7
1610,546.9
1620,544.9
1630,546.8
1640,545.6
1650,545
1660,551.7
1670,545.4
1680,547
1690,541
1700,544.2
1710,536.5
1720,548
1730,543.5
1740,536.6
1750,534.7
1760,546.8
1770,550.5
1780,555.7
1790,546.2
1800,548.8
1810,540.2
1820,540.2
1830,551
1840,536.1
1850,542.2
1860,546.5
1870,552.8
1880,553.4
1890,543.1
1900,549
1910,554.4
1920,550.3
1930,540.2
1940,543.4
1950,545.8
1960,544.7
1970,537.1
1980,558.3
1990,538.6
2000,540.4
2010,368.5
2020,368.8
2030,364.2
2040,363.4
2050,363.2
2060,366
2070,364.5
2080,365.7
2090,362.6
2100,363.1
2110,366.6
2120,365.5
2130,361.6
2140,359.5
2150,361.7
2160,363.5
2170,365
2180,363.9
2190,361.6
2200,365.5
2210,347.8
2220,349.5
2230,346.5
2240,347.2
2250,348.2
2260,351.2
2270,356.5
2280,353.9
2290,350.4
2300,355.3
2310,355.8
2320,352.1
2330,351.6
2340,352.9
2350,354
2360,352.5
2370,355.1
2380,351.8
2390,351.6
2400,353.6
2410,356.5
2420,352.1
2430,360.9
2440,362
2450,364.1
2460,347
2470,350
2480,350.2
2490,392.1
2500,411.8
2510,413.4
2520,414.2
2530,417
2540,414.8
2550,411.7
2560,412.4
2570,414.5
2580,415.8
2590,388.2
2600,347.5
2610,357.7
2620,356.5
2630,357.4
2640,355.5
2650,355.5
2660,354.4
2670,360.5
2680,354.6
2690,354.4
2700,357.5
2710,359.8
2720,360
2730,359.1
2740,359
2750,359
2760,358.6
2770,354.4
2780,355.5
2790,357.8
2800,356.9
2810,356.8
2820,359.4
2830,357.9
2840,357.5
2850,356.2
2860,357.1
2870,356.7
2880,357.6
2890,355.3
2900,356.2
2910,356.7
2920,355.8
2930,355.1
2940,360.2
2950,364
2960,359.8
2970,375.3
2980,369
2990,372.5
3000,372.4
3010,367.1
3020,378.5
3030,368.2
3040,363.8
3050,370.2
3060,372.7
3070,385.3
3080,384.1
3090,380.2
3100,383.9
3110,385.3
3120,379.7
3130,375.2
3140,374.2
3150,375.3
3160,381.8
3170,381.1
3180,375.8
3190,375.4
3200,377.9
3210,374.9
3220,378.5
3230,380
3240,379.4
3250,378.9
3260,382
3270,376.7
3280,378.8
3290,375.7
3300,377.9
3310,375.6
3320,378
3330,386.1
