ReTr(L),ImTr(L)
0.983506,0.00511707
0.971097,0.00469992
0.965685,-0.000783465
0.962734,-0.000522289
0.958876,0.00372627
0.959248,0.00277785
0.94982,-0.00169744
0.943881,-0.0254551
0.941716,-0.0537754
0.93856,-0.00767332
0.94113,-0.00226372
0.941087,0.0151069
0.934324,-0.00214446
0.932937,-0.0278107
0.92696,-0.00417519
0.926724,-0.0134399
0.923789,0.0167606
0.921471,0.0216952
0.917027,0.0292749
0.908419,0.0468969
0.920079,0.0162426
0.912091,-0.00682485
0.913775,-0.00838315
0.907033,-0.000831981
0.904111,0.0239529
0.903905,0.0105765
0.906794,0.00992866
0.903664,-0.0391749
0.898176,-0.0343874
0.899505,-0.017492
0.895916,-0.0395703
0.891745,-0.0429579
0.897224,-0.029569
0.895125,0.00513882
0.89423,-0.00340176
0.896729,0.0109955
0.893041,0.054857
0.891164,0.048471
0.88555,0.0286939
0.888021,0.00711119
0.883347,0.0189032
0.884386,0.0362932
0.87299,-0.0283519
0.878746,-0.0268642
0.875282,0.0023598
0.880173,0.00302919
0.88532,0.023445
0.887641,-0.0100668
0.881436,-0.0226203
0.877051,0.0184845
0.872722,0.032635
0.876651,0.024107
0.868014,0.0455596
0.869541,0.0767702
0.856109,0.126819
0.861485,0.12196
0.866193,0.125159
0.86184,0.117302
0.872733,0.0966583
0.865015,0.105042
0.866585,0.10107
0.863474,0.125334
0.863015,0.104266
0.866925,0.0873335
0.86918,0.0937339
0.867476,0.0737395
0.865489,0.0834402
0.860749,0.117577
0.86095,0.0983093
0.852266,0.117946
0.853104,0.139886
0.854766,0.13808
0.848435,0.157154
0.85368,0.152474
0.84605,0.171744
0.851108,0.156975
0.854486,0.131447
0.848044,0.147111
0.846374,0.13926
0.853015,0.0916783
0.851999,0.101775
0.8531,0.102686
0.85204,0.0800161
0.852539,0.0649176
0.850363,0.0753468
0.854124,0.0901067
0.850788,0.0725405
0.850657,0.10892
0.84289,0.132164
0.841994,0.123657
0.840661,0.108071
0.846158,0.076645
0.84027,0.0514198
0.844264,0.0817812
0.850254,0.0815297
0.851548,0.0552009
0.851548,0.0552009
0.8468,0.0974561
0.848704,0.0496607
0.844136,0.0559591
0.850761,0.0559311
0.848485,0.0636054
0.847479,0.0814344
0.854046,0.0836686
0.856062,0.0431766
0.85041,0.0628014
0.852483,0.0641156
0.858043,0.0456779
0.858727,0.0520152
0.854496,0.0255654
0.856507,0.0269005
0.842745,0.069998
0.853016,0.0673732
0.850213,0.0460459
0.846483,0.101943
0.844556,0.122184
0.836774,0.146566
0.830966,0.17034
0.830966,0.17034
0.830966,0.17034
0.840675,0.150824
0.829882,0.178791
0.823425,0.212024
0.827271,0.212219
0.820901,0.2317
0.810266,0.238174
0.824534,0.203809
0.82871,0.18231
0.825809,0.179566
0.826252,0.176009
0.826252,0.176009
0.839089,0.140846
0.839586,0.152587
0.831743,0.183048
0.829875,0.203956
0.829875,0.203956
0.826727,0.201035
0.834619,0.183959
0.821908,0.227851
0.821235,0.221921
0.828333,0.197502
0.81884,0.238966
0.811141,0.266154
0.797106,0.27818
0.800161,0.280261
0.791512,0.303198
0.798254,0.294035
0.798254,0.294035
0.792874,0.303444
0.811275,0.263525
0.807142,0.26918
0.793276,0.2826
0.802279,0.265819
0.804331,0.258379
0.804331,0.258379
0.814644,0.254175
0.81012,0.255784
0.803535,0.279292
0.801092,0.281604
0.803045,0.277494
0.814069,0.258944
0.809806,0.262934
0.815649,0.263294
0.818099,0.231527
0.817015,0.224332
0.828186,0.198596
0.826199,0.198467
0.822249,0.21712
0.831704,0.192654
0.827981,0.170915
0.830418,0.194299
0.833974,0.185219
0.839527,0.169162
0.83764,0.125769
0.836029,0.130064
0.833344,0.147964
0.830692,0.170366
0.828391,0.199197
0.822477,0.214051
0.811649,0.229768
0.809511,0.25288
0.809754,0.250344
0.809754,0.250344
0.812889,0.241023
0.806484,0.269525
0.802218,0.27229
0.802218,0.27229
0.81327,0.2389
0.806311,0.251094
0.813361,0.238045
0.805585,0.250965
0.810276,0.258176
0.815959,0.241746
0.823295,0.223441
0.818385,0.218812
0.826166,0.208498
0.830597,0.179737
0.815547,0.203382
0.82434,0.21922
0.821618,0.193529
0.8189,0.20891
0.811704,0.24346
0.816361,0.213515
0.813199,0.24904
0.813199,0.24904
0.810326,0.24954
0.813745,0.234156
0.802284,0.276854
0.804813,0.251924
0.823854,0.197158
0.828894,0.1811
0.83483,0.136712
0.840568,0.111458
0.842284,0.117558
0.842284,0.117558
0.843684,0.109004
0.842603,0.0833548
0.838891,0.078368
0.847766,0.0466268
0.84279,0.0450536
0.84279,0.0450536
0.840996,0.0302523
0.842534,0.0490462
0.842534,0.0490462
0.84073,0.00347431
0.843925,-0.0148014
0.845876,0.027606
0.84218,0.0711124
0.845808,0.0714141
0.840025,0.0704514
0.837718,0.112199
0.837718,0.112199
0.840696,0.132095
0.845601,0.0997196
0.82729,0.143083
0.829269,0.165708
0.825976,0.15087
0.832475,0.148368
0.833821,0.127994
0.839093,0.0883841
0.839093,0.0883841
0.844281,0.0750884
0.845364,0.0981065
0.845364,0.0981065
0.842383,0.0814894
0.849265,0.0745601
0.84114,0.0826239
0.837747,0.101569
