MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,198.313,198.307,1.5377
2,59.4944,59.4932,0.385733
3,52.9913,52.9913,-0.0149388
4,39.5955,39.5955,-0.00966064
5,32.9101,32.9096,0.187149
6,25.8044,25.8043,0.0763153
7,20.8942,20.8942,0.00627598
8,17.3026,17.2939,-0.550611
9,14.5422,14.5232,-0.741409
10,12.7895,12.7895,0.0127087
11,11.5495,11.5495,-0.0233795
12,10.5147,10.513,0.190933
13,9.37384,9.37371,-0.0478084
14,8.53966,8.53656,-0.229812
15,7.78146,7.78143,-0.0199552
16,7.42979,7.42891,-0.114161
17,7.08798,7.087,0.118207
18,6.50369,6.5018,0.15679
19,6.03858,6.03532,0.198362
20,5.62451,5.61816,0.267154
21,5.54211,5.54189,0.0487044
22,5.17199,5.17198,-0.00945434
23,4.92403,4.92395,-0.0280872
24,4.5361,4.53607,-0.0174222
25,4.54608,4.54546,0.0749091
26,4.38326,4.3832,0.0227928
27,4.19549,4.19514,0.0536412
28,4.06921,4.06533,-0.177445
29,4.07315,4.07056,-0.145214
30,3.99633,3.9953,-0.0906969
31,3.75543,3.75133,-0.17551
32,3.53189,3.52859,-0.152472
33,3.53865,3.53714,-0.103468
34,3.37977,3.37972,0.0174141
35,3.41901,3.41895,-0.0209432
36,3.40626,3.40587,0.0514339
37,3.29771,3.29197,0.194402
38,3.26891,3.26447,0.170308
39,3.11414,3.11214,0.111538
40,3.0504,3.05039,0.00799328
41,2.97878,2.97796,0.0696658
42,3.01076,3.00794,0.130363
43,2.8727,2.87148,-0.0834919
44,2.80512,2.80432,-0.06709
45,2.63682,2.63677,0.0162463
46,2.79984,2.79976,0.0204659
47,2.67072,2.66946,0.0822092
48,2.58807,2.58793,-0.0270206
49,2.59172,2.59146,-0.0372946
50,2.52559,2.5247,0.0672018
51,2.48002,2.47732,0.115606
52,2.42699,2.4258,0.0758199
53,2.37871,2.37518,0.129508
54,2.29422,2.2858,0.196413
55,2.31728,2.2934,0.331856
56,2.29662,2.27408,0.320996
57,2.26513,2.24187,0.323799
58,2.18276,2.16539,0.274854
59,2.27011,2.25635,0.249578
60,2.22275,2.20301,0.295576
61,2.22365,2.20739,0.268452
62,2.26813,2.24333,0.33448
63,2.20619,2.18923,0.273037
64,2.22652,2.21412,0.234622
65,2.18195,2.16825,0.244109
66,2.14548,2.13774,0.182118
67,2.12986,2.12067,0.197593
68,2.07398,2.05481,0.281349
69,2.00464,1.99206,0.22427
70,1.98713,1.96769,0.277236
71,1.99134,1.96582,0.317767
72,1.91915,1.89443,0.307088
73,1.9028,1.87229,0.339367
74,1.85407,1.82699,0.315715
75,1.87949,1.842,0.373521
76,1.87836,1.84768,0.338091
77,1.81705,1.79786,0.263392
78,1.83228,1.80217,0.330775
79,1.83093,1.80509,0.306522
80,1.7995,1.78887,0.19537
81,1.75291,1.74148,0.199804
82,1.80886,1.79469,0.226025
83,1.80041,1.7914,0.179962
84,1.75519,1.75034,0.130281
85,1.77457,1.76631,0.171044
86,1.80249,1.79087,0.204345
87,1.82129,1.81155,0.18811
88,1.80199,1.78663,0.234737
89,1.70159,1.68326,0.249097
90,1.65513,1.63979,0.224804
91,1.6132,1.59986,0.207071
92,1.60371,1.59717,0.1447
93,1.61684,1.61393,0.0968761
94,1.64103,1.63333,0.15878
95,1.60755,1.60016,0.153985
96,1.57426,1.57042,0.109912
97,1.57426,1.57042,0.109912
98,1.58204,1.57146,0.182625
99,1.62515,1.62211,0.0993936
100,1.66708,1.66205,0.129512
101,1.65123,1.64745,0.111682
102,1.66712,1.66393,0.103068
103,1.64834,1.64088,0.156636
104,1.73267,1.72436,0.169547
105,1.76209,1.75971,0.0915737
106,1.74019,1.73538,0.129206
107,1.77105,1.7655,0.140071
108,1.73391,1.73047,0.109206
109,1.76721,1.76318,0.119262
110,1.74617,1.74581,0.0354425
111,1.814,1.81353,0.0414638
112,1.7605,1.75419,0.148928
113,1.71333,1.7086,0.127246
114,1.68003,1.67894,0.060521
115,1.75324,1.74163,0.201456
116,1.7945,1.77683,0.251245
117,1.75468,1.72691,0.310973
118,1.71335,1.67766,0.347884
119,1.71335,1.67766,0.347884
120,1.71335,1.67766,0.347884
121,1.66683,1.64039,0.295707
122,1.66462,1.62727,0.35065
123,1.62002,1.57056,0.397243
124,1.62273,1.57055,0.408206
125,1.60572,1.54582,0.434473
126,1.55449,1.49357,0.430903
127,1.58363,1.53806,0.37716
128,1.56596,1.53069,0.330496
129,1.51103,1.47644,0.321491
130,1.52048,1.48506,0.32626
131,1.52048,1.48506,0.32626
132,1.5487,1.52714,0.257542
133,1.6085,1.58276,0.286616
134,1.6714,1.63485,0.347625
135,1.64718,1.59471,0.412416
136,1.64718,1.59471,0.412416
137,1.58777,1.5403,0.385371
138,1.60114,1.5615,0.35408
139,1.56211,1.50619,0.414249
140,1.60079,1.54805,0.407505
141,1.55691,1.51238,0.369668
142,1.59568,1.53264,0.444087
143,1.60748,1.52068,0.521109
144,1.61679,1.52589,0.534487
145,1.6166,1.52961,0.523157
146,1.58471,1.48292,0.558781
147,1.61974,1.51859,0.563427
148,1.61974,1.51859,0.563427
149,1.62211,1.51359,0.583344
150,1.63656,1.55989,0.495055
