t,cost
10,2074.38
20,2065.83
30,679.167
40,686.875
50,680.208
60,727.917
70,728.125
80,747.708
90,722.292
100,712.5
110,750.417
120,746.25
130,744.167
140,739.583
150,744.375
160,714.792
170,716.25
180,711.25
190,715.208
200,707.083
210,687.292
220,762.083
230,756.25
240,746.458
250,743.75
260,745
270,739.583
280,735.833
290,739.167
300,747.083
310,751.042
320,707.917
330,703.333
340,696.667
350,710.208
360,719.792
370,710
380,695.833
390,703.958
400,700.417
410,701.042
420,764.375
430,751.458
440,755.208
450,745.833
460,749.167
470,732.083
480,730.417
490,731.042
500,736.667
510,742.292
520,738.125
530,744.792
540,770.833
550,779.375
560,798.958
570,730.417
580,732.917
590,730
600,732.292
610,731.667
620,779.583
630,762.917
640,769.167
650,768.333
660,763.125
670,710.833
680,706.875
690,730.208
700,708.125
710,722.292
720,716.667
730,709.375
740,710
750,711.875
760,712.917
770,754.167
780,758.542
790,753.542
800,751.25
810,766.458
820,720
830,737.083
840,736.667
850,731.667
860,742.708
870,743.75
880,744.167
890,750.208
900,748.958
910,743.333
920,756.667
930,777.292
940,769.375
950,776.875
960,779.375
970,859.375
980,801.667
990,799.167
1000,795.833
1010,772.292
1020,735.833
1030,757.917
1040,766.042
1050,762.5
1060,758.75
1070,734.167
1080,738.125
1090,734.167
1100,731.042
1110,747.917
1120,728.125
1130,731.875
1140,725.417
1150,730
1160,737.708
1170,722.708
1180,725.625
1190,730.625
1200,737.708
1210,727.708
1220,703.542
1230,701.667
1240,710
1250,712.917
1260,725.208
1270,745.833
1280,797.708
1290,786.667
1300,753.542
1310,687.083
1320,692.5
1330,677.917
1340,680.625
1350,672.708
1360,683.958
1370,725.833
1380,771.875
1390,790.208
1400,777.917
1410,750
1420,769.167
1430,766.458
1440,770.417
1450,769.167
1460,776.667
1470,792.5
1480,793.333
1490,801.042
1500,793.542
1510,800
1520,696.042
1530,690.833
1540,690.625
1550,690.208
1560,707.083
1570,689.792
1580,692.292
1590,696.458
1600,692.917
1610,693.333
1620,744.583
1630,741.25
1640,730.833
1650,743.75
1660,745.208
1670,760.833
1680,767.292
1690,776.25
1700,777.083
1710,758.125
1720,769.375
1730,760.208
1740,760.208
1750,755.417
1760,756.25
1770,756.458
1780,749.792
1790,763.75
1800,775.833
1810,764.583
1820,762.708
1830,766.875
1840,763.125
1850,767.292
1860,759.792
1870,711.25
1880,706.458
1890,702.917
1900,701.667
1910,696.25
1920,702.292
1930,723.542
1940,724.583
1950,728.542
1960,725.625
1970,715.833
1980,715.417
1990,708.75
2000,709.167
2010,712.917
2020,714.375
2030,703.958
2040,708.333
2050,711.042
2060,708.333
2070,717.708
2080,704.583
2090,711.458
2100,713.542
2110,710.417
2120,717.708
2130,715.625
2140,705.417
2150,705.208
2160,701.458
2170,718.958
2180,720.625
2190,723.542
2200,716.042
2210,710.833
2220,703.125
2230,709.167
2240,718.125
2250,717.5
2260,708.958
2270,715.417
2280,723.333
2290,721.458
2300,718.958
2310,723.542
2320,714.375
2330,725.833
2340,717.083
2350,713.75
2360,722.5
2370,673.333
2380,700
2390,706.042
2400,701.25
2410,690
2420,660.833
2430,639.167
2440,629.167
2450,628.542
2460,643.958
2470,667.292
2480,669.167
2490,674.375
2500,680.833
2510,689.792
2520,683.958
2530,688.75
2540,687.708
2550,691.875
2560,683.333
2570,687.708
