MDTU,min_min,min_max,max_min,max_max5
1,-0.350595,0.0213555,0.041239,0.303688
2,-0.318668,0.104336,0.0675843,0.39011
3,-0.307529,0.0947576,0.0702269,0.354304
4,-0.300174,0.0976286,0.0725115,0.360598
5,-0.31808,0.0864285,0.0702359,0.356153
6,-0.298166,0.0918632,0.0647997,0.348436
7,-0.300416,0.0961518,0.0721918,0.343853
8,-0.311645,0.102002,0.0569358,0.35527
9,-0.299755,0.0798837,0.0747652,0.343174
10,-0.3048,0.0784589,0.0736754,0.34692
11,-0.315828,0.077472,0.0775124,0.341203
12,-0.291391,0.074581,0.0748309,0.351034
13,-0.301573,0.0700993,0.0736356,0.333027
14,-0.331131,0.068621,0.0594606,0.342971
15,-0.308146,0.0708764,0.0643039,0.350078
16,-0.318114,0.0662326,0.0712145,0.34264
17,-0.313394,0.0664493,0.0654986,0.335877
18,-0.314013,0.0710721,0.0678151,0.336277
19,-0.313443,0.0733504,0.05848,0.347516
20,-0.319578,0.0771771,0.0691729,0.332809
21,-0.314224,0.0731649,0.0666464,0.339062
22,-0.316466,0.0733574,0.0640749,0.342636
23,-0.320916,0.0773116,0.0663639,0.337971
24,-0.31937,0.0681403,0.0643871,0.342421
25,-0.31937,0.0681403,0.0643871,0.342421
26,-0.314258,0.0607106,0.070248,0.331366
27,-0.306176,0.060723,0.0642791,0.333094
28,-0.318988,0.0647153,0.0726591,0.330501
29,-0.308083,0.0790253,0.0726557,0.33262
30,-0.308083,0.0790253,0.0726557,0.33262
31,-0.309357,0.069206,0.0535198,0.341592
32,-0.306981,0.0592833,0.0513778,0.327471
33,-0.302737,0.0595937,0.0509591,0.327696
34,-0.317018,0.056663,0.0704136,0.324607
35,-0.317018,0.056663,0.0704136,0.324607
36,-0.317063,0.0492233,0.0759617,0.323143
37,-0.291522,0.0664461,0.0635656,0.332122
38,-0.30732,0.0508743,0.0643481,0.324005
39,-0.30732,0.0508743,0.0643481,0.324005
40,-0.303636,0.0574832,0.0696733,0.338083
41,-0.333301,0.0464129,0.0667794,0.321843
42,-0.308537,0.0537128,0.0703532,0.31925
43,-0.302897,0.0500979,0.0684738,0.32689
44,-0.342511,0.0544752,0.0565113,0.318532
45,-0.312422,0.052009,0.0694478,0.318328
46,-0.31237,0.0508495,0.0581718,0.326369
47,-0.314867,0.0480071,0.0578582,0.328264
48,-0.352967,0.047722,0.0657885,0.331267
49,-0.351709,0.0436837,0.0647843,0.320446
50,-0.340884,0.0433461,0.0607991,0.322739
51,-0.334424,0.0504719,0.071684,0.32408
52,-0.317983,0.0538064,0.0698712,0.319755
53,-0.335024,0.0396642,0.069355,0.322483
54,-0.307912,0.0460138,0.0619658,0.332361
55,-0.308616,0.0408889,0.0650591,0.322207
56,-0.319322,0.0409052,0.0764848,0.319948
57,-0.375919,0.0437355,0.0624773,0.331986
58,-0.317587,0.0400388,0.0596171,0.317186
59,-0.317587,0.0400388,0.0596171,0.317186
60,-0.347763,0.0404564,0.0635627,0.325717
61,-0.321962,0.0361711,0.0594952,0.323565
62,-0.324055,0.0515863,0.0669907,0.332532
63,-0.312253,0.0340774,0.0649039,0.32517
64,-0.316567,0.0353759,0.0739315,0.327623
65,-0.316567,0.0353759,0.0739315,0.327623
66,-0.31162,0.0306487,0.0607749,0.320378
67,-0.31162,0.0306487,0.0607749,0.320378
68,-0.310823,0.0289839,0.0749039,0.316793
69,-0.312993,0.0549381,0.0816685,0.314119
70,-0.312993,0.0549381,0.0816685,0.314119
71,-0.352955,0.0391616,0.0748778,0.32567
72,-0.320924,0.0384833,0.0707028,0.317971
73,-0.310298,0.032065,0.0666672,0.313384
74,-0.344186,0.0426482,0.0744859,0.327733
75,-0.344186,0.0426482,0.0744859,0.327733
76,-0.32554,0.0302319,0.05902,0.320932
77,-0.335998,0.0377855,0.0684982,0.313495
78,-0.319009,0.0341507,0.0680514,0.327225
79,-0.316391,0.0242918,0.0699428,0.313757
80,-0.304185,0.0302977,0.0710604,0.31385
81,-0.312306,0.0220767,0.0820172,0.3113
82,-0.318256,0.0230336,0.0741958,0.309957
83,-0.318256,0.0230336,0.0741958,0.309957
84,-0.334059,0.0223757,0.0771979,0.320803
85,-0.334059,0.0223757,0.0771979,0.320803
86,-0.315492,0.0382262,0.07776,0.309292
87,-0.317338,0.0199751,0.0669253,0.300854
88,-0.336316,0.0301334,0.076562,0.304756
89,-0.312568,0.0268511,0.0719836,0.322653
90,-0.336579,0.0240198,0.0738473,0.301695
91,-0.323933,0.021178,0.0671882,0.305385
92,-0.323933,0.021178,0.0671882,0.305385
93,-0.308459,0.0147742,0.0640823,0.332926
94,-0.333729,0.0133768,0.0649135,0.308778
95,-0.333729,0.0133768,0.0649135,0.308778
96,-0.333729,0.0133768,0.0649135,0.308778
97,-0.330177,0.0307972,0.0749481,0.300073
98,-0.326035,0.0317891,0.0688643,0.30134
99,-0.303697,0.0176507,0.0687953,0.302
100,-0.303697,0.0176507,0.0687953,0.302
101,-0.303697,0.0176507,0.0687953,0.302
102,-0.325498,0.0113435,0.067843,0.323973
103,-0.356976,0.0142226,0.0631523,0.30543
104,-0.314973,0.0279832,0.0784895,0.304735
105,-0.332615,0.0143881,0.0732072,0.305988
106,-0.326158,0.023356,0.0680328,0.312502
107,-0.316013,0.0136846,0.0700865,0.333678
108,-0.316013,0.0136846,0.0700865,0.333678
109,-0.322201,0.0219113,0.0747202,0.292792
110,-0.331923,0.0303965,0.0725281,0.305501
111,-0.323969,0.0280391,0.0650798,0.300249
112,-0.313832,0.0153277,0.0700537,0.306669
113,-0.328419,0.0169209,0.0790979,0.299859
114,-0.328419,0.0169209,0.0790979,0.299859
115,-0.332523,0.0148043,0.064767,0.295012
116,-0.318566,0.0193055,0.0753964,0.302108
117,-0.318566,0.0193055,0.0753964,0.302108
118,-0.317532,0.0293201,0.0704736,0.311384
119,-0.321411,0.0230731,0.0632906,0.300942
120,-0.306883,0.0153155,0.0848101,0.304335
121,-0.324273,0.0179745,0.077533,0.308786
122,-0.32991,0.00899601,0.078848,0.316844
123,-0.333097,0.0173571,0.0728587,0.303484
124,-0.354202,0.010059,0.0713942,0.308426
125,-0.336788,0.016059,0.0686277,0.299699
126,-0.337101,0.00350369,0.0491045,0.303175
127,-0.321247,0.0102759,0.0515321,0.304349
128,-0.335737,0.0189565,0.0730604,0.302658
129,-0.336655,0.0108321,0.0668893,0.297758
130,-0.336655,0.0108321,0.0668893,0.297758
131,-0.322648,0.00572348,0.0796667,0.301772
132,-0.335501,0.0124703,0.0709675,0.297716
133,-0.334606,0.00623458,0.0525391,0.300703
134,-0.338666,0.0091228,0.0698278,0.315204
135,-0.321642,0.0213146,0.067559,0.325409
136,-0.316869,0.0283176,0.060859,0.31992
137,-0.31539,0.0165016,0.0704088,0.303837
138,-0.341033,0.0280939,0.0743686,0.295061
139,-0.3361,0.00319353,0.0733332,0.303864
140,-0.328209,0.0142941,0.0643599,0.317511
141,-0.339851,0.011202,0.0573602,0.305348
142,-0.327754,0.0323427,0.0603703,0.310424
143,-0.340381,0.027628,0.0606735,0.308364
144,-0.348245,0.0134449,0.0673575,0.308706
145,-0.348245,0.0134449,0.0673575,0.308706
146,-0.348245,0.0134449,0.0673575,0.308706
147,-0.349134,0.0148743,0.0646359,0.30544
148,-0.350627,0.0119569,0.0590353,0.304571
149,-0.385506,0.0357654,0.0656532,0.306098
150,-0.338818,0.0179732,0.0658841,0.324397
151,-0.338818,0.0179732,0.0658841,0.324397
152,-0.342745,0.0315006,0.0635278,0.306916
153,-0.323182,0.0205138,0.0662173,0.312166
154,-0.346098,0.0154892,0.0620108,0.31489
155,-0.352795,0.0139841,0.0650947,0.318686
156,-0.338894,0.0265168,0.0715215,0.313121
157,-0.348141,0.024396,0.0678644,0.310531
158,-0.348093,0.0161984,0.0675872,0.309011
159,-0.341473,0.019528,0.0611037,0.317061
160,-0.341473,0.019528,0.0611037,0.317061
161,-0.3351,0.0100845,0.0722646,0.323918
162,-0.3351,0.0100845,0.0722646,0.323918
163,-0.333362,0.0181274,0.0729564,0.31531
164,-0.349044,0.0207056,0.0741308,0.303048
165,-0.359235,0.0292823,0.0700296,0.307826
166,-0.355724,0.0196591,0.0742749,0.310507
167,-0.348939,0.0195157,0.0689821,0.312675
168,-0.335307,0.0197737,0.061259,0.325391
169,-0.335307,0.0197737,0.061259,0.325391
170,-0.333234,0.0136127,0.0696996,0.310091
171,-0.333234,0.0136127,0.0696996,0.310091
172,-0.369588,0.0148658,0.0626308,0.304042
173,-0.332724,0.0134289,0.0536742,0.309394
174,-0.376974,0.0297207,0.0633228,0.305539
175,-0.376974,0.0297207,0.0633228,0.305539
176,-0.376974,0.0297207,0.0633228,0.305539
177,-0.38107,0.0139335,0.0542193,0.306501
178,-0.347055,0.020758,0.0634976,0.30583
179,-0.347055,0.020758,0.0634976,0.30583
180,-0.336831,0.0149528,0.0501896,0.30992
181,-0.360142,0.0151756,0.066506,0.306776
182,-0.360142,0.0151756,0.066506,0.306776
183,-0.343588,0.0212155,0.0677041,0.311201
184,-0.352113,0.0175187,0.06823,0.31968
185,-0.352113,0.0175187,0.06823,0.31968
186,-0.350763,0.0293974,0.0623372,0.317286
187,-0.371335,0.0269383,0.0700319,0.33204
188,-0.371335,0.0269383,0.0700319,0.33204
189,-0.343912,0.0156337,0.0680351,0.32594
190,-0.343912,0.0156337,0.0680351,0.32594
191,-0.354716,0.0191866,0.0708968,0.307514
192,-0.341675,0.0158817,0.0666647,0.309365
193,-0.338919,0.0246718,0.0622194,0.315419
194,-0.329068,0.0143741,0.0663465,0.308656
195,-0.34992,0.0245866,0.0630707,0.305562
196,-0.355324,0.00853438,0.0646351,0.31401
197,-0.343464,0.00492773,0.0662375,0.305994
198,-0.344841,0.011585,0.0679585,0.30984
199,-0.384879,0.0154681,0.0569092,0.299983
200,-0.346354,0.016718,0.0711716,0.334753
201,-0.356827,0.0182878,0.0663404,0.306202
202,-0.356827,0.0182878,0.0663404,0.306202
203,-0.356827,0.0182878,0.0663404,0.306202
204,-0.35891,0.0195222,0.0754005,0.3005
205,-0.35891,0.0195222,0.0754005,0.3005
206,-0.327372,0.0155361,0.0692455,0.306408
207,-0.324575,0.019264,0.0693342,0.297445
208,-0.324575,0.019264,0.0693342,0.297445
209,-0.341464,-0.00113245,0.074296,0.301197
210,-0.350123,0.00331815,0.0631769,0.305163
211,-0.358946,-0.00486082,0.0662617,0.300686
212,-0.352224,0.00576194,0.0575658,0.300674
213,-0.330551,0.00199921,0.0511394,0.294745
214,-0.330551,0.00199921,0.0511394,0.294745
215,-0.366141,0.00145509,0.0610713,0.297558
216,-0.347444,0.00204248,0.0758743,0.304527
217,-0.345724,0.00714468,0.0708959,0.297666
218,-0.35514,0.000138394,0.0720065,0.307014
219,-0.33751,-0.00452735,0.0739938,0.295982
220,-0.33748,0.00878414,0.0783782,0.299969
221,-0.33748,0.00878413,0.0783782,0.299969
222,-0.347339,0.0026251,0.0665744,0.295808
223,-0.34717,-0.00738801,0.0626944,0.305806
224,-0.329986,0.00870555,0.0685311,0.289484
225,-0.329986,0.00870555,0.0685311,0.289484
226,-0.34309,0.0212034,0.0693153,0.299588
227,-0.349011,0.000208019,0.070761,0.302981
228,-0.349011,0.000208019,0.070761,0.302981
229,-0.349011,0.000208019,0.070761,0.302981
230,-0.349011,0.000208019,0.070761,0.302981
231,-0.349011,0.000208035,0.070761,0.302981
232,-0.361943,0.00164131,0.0699031,0.294972
233,-0.338718,0.0193744,0.0725502,0.302146
234,-0.350066,0.0091302,0.0725244,0.294824
235,-0.350066,0.0091302,0.0725244,0.294824
236,-0.342857,0.0101519,0.0719964,0.318028
237,-0.366904,0.0114101,0.0664968,0.31354
238,-0.366904,0.0114101,0.0664968,0.31354
239,-0.37268,0.00891121,0.0636255,0.302611
240,-0.334625,0.0147459,0.0638349,0.302566
241,-0.345309,0.00656163,0.0621091,0.301496
242,-0.363553,0.0082645,0.0617341,0.302533
243,-0.347073,0.00675526,0.0661284,0.306974
244,-0.347073,0.00675526,0.0661284,0.306974
245,-0.352264,0.00379998,0.0569007,0.308493
246,-0.352264,0.00379998,0.0569007,0.308493
247,-0.341353,-0.00435339,0.0652744,0.29447
248,-0.363412,0.0283577,0.0567136,0.302808
249,-0.350972,0.00963705,0.0612004,0.325262
250,-0.355349,0.00799362,0.0686125,0.300482
251,-0.363595,0.0370984,0.0653141,0.301826
252,-0.358777,0.0196092,0.0617445,0.311134
253,-0.346088,0.00517807,0.0696152,0.297046
254,-0.333687,0.00281047,0.063608,0.299752
255,-0.367824,0.0125095,0.056878,0.3107
256,-0.367824,0.0125095,0.056878,0.3107
257,-0.371587,0.0128083,0.0664551,0.30699
258,-0.345749,0.0207558,0.0592597,0.302572
259,-0.345749,0.0207558,0.0592597,0.302572
260,-0.345749,0.0207558,0.0592597,0.302572
261,-0.352312,0.0139991,0.0725229,0.308903
262,-0.356443,0.0178601,0.0673626,0.313228
263,-0.356443,0.0178601,0.0673626,0.313228
264,-0.351175,0.0191241,0.06441,0.315489
265,-0.353455,0.0033245,0.0662485,0.318763
266,-0.382774,0.00207631,0.0669594,0.311123
267,-0.382774,0.00207631,0.0669594,0.311123
268,-0.347932,0.0102647,0.0660744,0.302544
269,-0.381116,0.0017587,0.0631318,0.309244
270,-0.381116,0.0017587,0.0631318,0.309244
271,-0.381116,0.00175871,0.0631318,0.309244
272,-0.381116,0.00175871,0.0631318,0.309244
273,-0.381116,0.00175871,0.0631318,0.309244
274,-0.355925,0.0106051,0.0644165,0.314325
275,-0.355925,0.0106051,0.0644165,0.314325
276,-0.358413,0.00992875,0.0573507,0.297277
277,-0.366799,0.00594124,0.0618548,0.308457
278,-0.350037,0.00086091,0.0621109,0.29775
279,-0.350037,0.00086091,0.0621109,0.29775
280,-0.336817,0.00331202,0.0713224,0.310936
281,-0.336817,0.00331202,0.0713224,0.310936
282,-0.363999,0.0126901,0.0690538,0.300356
283,-0.351369,0.0122015,0.0651411,0.306369
284,-0.35318,0.00500633,0.0595798,0.295167
285,-0.35318,0.00500633,0.0595798,0.295167
286,-0.36167,0.00288541,0.0569539,0.304962
287,-0.392751,-0.00217881,0.0602454,0.298793
288,-0.365621,-0.00947168,0.0729741,0.303237
289,-0.350903,-0.00122389,0.0616093,0.298421
290,-0.350903,-0.00122389,0.0616093,0.298421
291,-0.356943,-0.0030365,0.0569184,0.29097
292,-0.356943,-0.0030365,0.0569184,0.29097
293,-0.345661,-0.00702192,0.0626429,0.292875
294,-0.375373,-0.011777,0.0645821,0.289256
295,-0.375373,-0.011777,0.0645821,0.289256
296,-0.35151,-0.0119023,0.07086,0.295431
297,-0.351517,-0.00499988,0.0711788,0.290222
298,-0.351517,-0.00499988,0.0711788,0.290222
299,-0.356011,-0.00199987,0.0563062,0.303806
300,-0.351166,0.00657699,0.0598707,0.29425
301,-0.376726,-0.0079244,0.062682,0.296167
302,-0.376726,-0.0079244,0.062682,0.296167
303,-0.376726,-0.0079244,0.062682,0.296167
304,-0.376726,-0.0079244,0.062682,0.296167
305,-0.376726,-0.0079244,0.062682,0.296167
306,-0.378085,-0.00553142,0.0581327,0.293661
307,-0.363059,-0.00344593,0.0482124,0.295198
308,-0.363059,-0.00344593,0.0482124,0.295198
309,-0.363059,-0.00344593,0.0482124,0.295198
310,-0.353721,0.0043451,0.0549895,0.299858
311,-0.355324,-0.00484148,0.0525855,0.294386
312,-0.355324,-0.00484148,0.0525855,0.294386
313,-0.361068,-0.00359415,0.0489441,0.298436
314,-0.364247,-0.00773559,0.0508325,0.29479
315,-0.365398,-0.0069703,0.0522246,0.302614
316,-0.36595,-0.00790126,0.060777,0.292701
317,-0.361442,-0.0141215,0.0479067,0.292386
318,-0.361442,-0.0141215,0.0479067,0.292386
319,-0.365292,-0.00567116,0.0553851,0.287261
320,-0.365292,-0.00567116,0.0553851,0.287261
321,-0.37629,-0.0117689,0.0482298,0.291781
322,-0.377732,-0.00664679,0.0552697,0.285599
323,-0.343836,-0.00502897,0.0595344,0.294432
324,-0.383751,-0.00687516,0.0482955,0.297614
325,-0.355556,0.00146687,0.0512024,0.293831
326,-0.370365,-0.00514386,0.0575718,0.303475
327,-0.370365,-0.00514386,0.0575718,0.303475
328,-0.370365,-0.00514386,0.0575718,0.303475
329,-0.344626,-0.0041768,0.0602641,0.293353
330,-0.362912,0.0001906,0.066589,0.28921
331,-0.362912,0.000190605,0.066589,0.28921
332,-0.351155,-6.7114e-05,0.0614013,0.287407
333,-0.351155,-6.7114e-05,0.0614013,0.287407
334,-0.363109,0.00454076,0.0689144,0.292056
335,-0.345428,-0.00772775,0.0697979,0.304258
336,-0.356586,-0.00278406,0.0666733,0.296116
337,-0.372723,-0.00425271,0.0670439,0.301568
338,-0.372723,-0.00425271,0.0670439,0.301568
339,-0.384221,0.000747939,0.0624238,0.292775
340,-0.352045,0.00420835,0.0612863,0.29663
341,-0.379648,0.00212454,0.0622794,0.295774
342,-0.351993,-0.00232792,0.0685826,0.29533
343,-0.351993,-0.00232792,0.0685826,0.29533
