MDTU,0,2,4,6,8,10
10,19.9125,19.8996,19.8959,19.8913,19.8866,19.8835
20,19.8169,19.8024,19.7949,19.7903,19.7875,19.7793
30,19.6028,19.5902,19.5815,19.5757,19.5731,19.5622
40,19.3539,19.3383,19.3356,19.3294,19.3271,19.3194
50,19.2201,19.2073,19.2008,19.1896,19.1785,19.1732
60,18.9028,18.8852,18.8823,18.874,18.8709,18.8645
70,18.8478,18.8305,18.8285,18.8259,18.8215,18.8181
80,18.8254,18.8123,18.8069,18.8017,18.7984,18.7932
90,18.7775,18.7614,18.756,18.7529,18.7509,18.7462
100,18.6584,18.6463,18.6409,18.6295,18.6217,18.6167
110,18.631,18.6181,18.6142,18.6015,18.5921,18.5857
120,18.5622,18.5478,18.5454,18.5378,18.534,18.5296
130,18.4199,18.4037,18.398,18.3923,18.3858,18.3821
140,18.4819,18.4684,18.4627,18.454,18.4478,18.4395
150,18.3311,18.3157,18.308,18.2989,18.291,18.283
160,18.1354,18.1213,18.1185,18.116,18.1109,18.1085
170,18.2396,18.2272,18.2165,18.199,18.1858,18.1809
180,18.1913,18.1754,18.1656,18.1581,18.1514,18.143
190,18.0128,17.997,17.9907,17.9831,17.9785,17.9696
200,18.0724,18.0534,18.0492,18.038,18.034,18.0307
210,18.1284,18.1117,18.1037,18.0912,18.0866,18.0739
220,18.0524,18.0387,18.0309,18.0273,18.0258,18.02
230,18.0401,18.0262,18.0243,18.014,18.0114,18.0057
240,17.833,17.8182,17.8168,17.8121,17.8077,17.8034
250,17.8821,17.8775,17.866,17.8651,17.8603,17.8579
260,17.9305,17.9147,17.9135,17.8962,17.8932,17.8885
270,17.9027,17.8897,17.8843,17.8785,17.8768,17.8694
280,17.835,17.8165,17.813,17.8091,17.8052,17.803
290,17.8433,17.8243,17.8115,17.7979,17.794,17.7789
300,17.8537,17.8468,17.8369,17.8351,17.8327,17.8315
310,17.9023,17.8912,17.886,17.8824,17.8794,17.8757
320,17.7355,17.7178,17.7158,17.7124,17.7098,17.7068
330,17.7917,17.7778,17.7719,17.7671,17.7632,17.756
340,17.9519,17.9401,17.9343,17.9242,17.9204,17.9115
350,17.7679,17.75,17.7442,17.7371,17.7314,17.7248
360,17.6732,17.6568,17.6534,17.6452,17.6404,17.6348
370,17.7724,17.7619,17.7583,17.7533,17.749,17.7463
380,17.7855,17.7685,17.7661,17.7594,17.7556,17.7502
390,17.5729,17.5569,17.5529,17.5446,17.5431,17.5347
400,17.7532,17.7392,17.7362,17.7317,17.7276,17.7211
410,17.6993,17.6912,17.6859,17.6798,17.6743,17.6721
420,17.9329,17.9196,17.9057,17.8954,17.8911,17.8764
430,17.6514,17.6363,17.6313,17.6279,17.6244,17.6185
440,17.5201,17.5012,17.4932,17.4844,17.4822,17.4697
450,17.4963,17.4834,17.4796,17.4783,17.4733,17.4687
460,17.4855,17.4673,17.4626,17.4528,17.4478,17.4386
470,17.5782,17.5541,17.5414,17.5321,17.5191,17.5072
480,17.5698,17.5505,17.5472,17.5452,17.5414,17.5391
490,17.5685,17.559,17.554,17.5453,17.5418,17.5374
500,17.5661,17.5502,17.5417,17.5395,17.5319,17.5259
510,17.4885,17.4739,17.4695,17.4651,17.4597,17.458
520,17.4266,17.412,17.4074,17.4028,17.3987,17.3959
530,17.6334,17.6162,17.6117,17.608,17.6032,17.5978
