MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.983718,0.275805,0.306699,0.00608109
2,0.986465,2.14173,2.88164,0.0133462
3,0.984552,1.66099,2.86214,0.0116611
4,0.987717,2.0534,2.41435,0.00692356
5,0.987009,1.84677,2.12033,0.00187935
6,0.992937,2.15302,2.20727,0.0122963
7,0.989539,2.4325,1.97463,0.00911212
8,0.985387,2.24177,2.7579,0.00734102
9,0.989121,2.2664,2.46619,0.00743722
10,0.993938,2.46196,2.47096,0.00782937
11,0.992615,2.53192,2.34445,0.00736917
12,0.990205,2.15079,1.74168,0.00455176
13,0.988869,2.31968,2.33825,0.0130262
14,0.984439,2.10447,2.16867,0.014523
15,0.983362,2.29866,2.43577,0.0123897
16,0.981874,2.37172,2.43152,0.00687754
17,0.981136,2.42057,2.39884,0.00839456
18,0.978421,2.62114,2.44454,0.0114157
19,0.975404,2.66864,2.46426,0.00828078
20,0.979835,2.90624,2.43934,0.00707318
21,0.978156,2.45555,2.114,0.00876634
22,0.979987,2.3692,1.97878,0.0123379
23,0.983796,2.4911,2.04879,0.00688315
24,0.983435,2.41677,2.11859,0.00300887
25,0.983435,2.41677,2.11859,0.00300887
26,0.983396,2.19718,2.17522,0.00572096
27,0.986446,2.31491,1.81828,0.00653383
28,0.987107,2.75178,2.11372,0.0149066
29,0.986147,2.52181,1.78723,0.00825656
30,0.986147,2.52181,1.78723,0.00825656
31,0.98288,2.52082,1.80911,0.00732364
32,0.98257,2.85704,1.64044,0.00553363
33,0.982088,2.41951,1.93985,0.00153095
34,0.983376,2.51531,1.74581,0.00153899
35,0.983376,2.51531,1.74581,0.00153899
36,0.990291,2.17245,1.82973,0.00664438
37,0.993935,2.23272,1.73988,0.00414973
38,0.989028,2.29676,1.59527,0.0100488
39,0.989028,2.29676,1.59527,0.0100488
40,0.989489,2.2093,1.62426,0.0101281
41,0.985821,1.8801,1.59234,0.00566513
42,0.982725,1.89023,1.58654,0.00574699
43,0.981919,1.57508,1.54827,0.00390941
44,0.980786,1.88535,1.54908,0.00456753
45,0.979076,1.79984,1.50053,0.0088757
46,0.97574,1.25331,1.73635,0.00482559
47,0.978226,1.44812,1.80455,0.00352037
48,0.98104,1.4972,1.67951,0.00373817
49,0.976843,1.5454,1.33254,0.0175466
50,0.9754,1.59615,1.60779,0.00769847
51,0.97958,1.50819,1.5614,0.00709518
52,0.983621,1.44859,1.76118,0.00461992
53,0.982337,1.53553,1.59397,0.00613217
54,0.983742,1.69238,1.48738,0.00592729
55,0.985952,1.63036,1.46159,0.00716584
56,0.984339,1.79134,1.58045,0.00819104
57,0.981843,1.6541,1.3249,0.00587992
58,0.97886,1.69556,1.4014,0.00524048
59,0.97886,1.69556,1.4014,0.00524048
60,0.980781,1.77208,1.34128,0.00720176
61,0.979568,1.82996,1.42462,0.0135168
62,0.98284,1.7743,1.4702,0.00478159
63,0.986014,1.6406,1.22751,0.00276941
64,0.989474,1.50261,1.13093,0.00718722
65,0.989474,1.50261,1.13093,0.00718722
66,0.990896,1.60145,1.22443,0.0114566
67,0.990896,1.60145,1.22443,0.0114566
68,0.988997,1.39967,1.10179,0.0128356
69,0.989157,1.44058,1.24235,0.0122314
70,0.989157,1.44058,1.24235,0.0122314
71,0.98673,1.18611,1.10546,0.00687075
72,0.982437,1.2825,1.32084,0.00653702
73,0.979063,1.31036,1.30581,0.000608266
74,0.978167,1.08208,0.97986,0.00661247
75,0.978167,1.08208,0.97986,0.00661247
76,0.978111,1.11393,0.961019,0.0102034
77,0.980576,1.34057,1.09259,0.00567726
78,0.981106,1.44748,1.09569,0.00444616
79,0.985159,1.12614,0.95026,0.00693072
80,0.988491,1.263,0.86142,0.0128054
81,0.989642,1.24807,0.96063,0.0127021
82,0.986231,1.05699,1.11868,0.00785239
83,0.986231,1.05699,1.11868,0.00785239
84,0.988443,0.90277,0.946873,0.0101886
85,0.988443,0.90277,0.946873,0.0101886
86,0.988202,1.24984,0.903893,0.00839217
87,0.987847,1.05191,0.760641,0.0128564
88,0.98729,0.911787,0.717472,0.00449492
89,0.982739,0.863405,0.998182,0.0109101
90,0.982647,0.892569,0.918278,0.00193516
91,0.979559,0.836516,0.825819,0.00823578
92,0.979559,0.836516,0.825819,0.00823578
