MDTU,0,2,4,6,8,10
10,0.0337329,0.0342558,0.0347362,0.0351423,0.0353538,0.0356117
20,0.0331333,0.0336801,0.0351272,0.0354423,0.0358137,0.0362436
30,0.032663,0.0332225,0.0334535,0.0337496,0.0346344,0.0347788
40,0.0319822,0.0321441,0.0335945,0.0340958,0.0347017,0.0352218
50,0.0308753,0.031733,0.0324499,0.0330145,0.0330799,0.0338378
60,0.0317304,0.0319653,0.0330718,0.0331802,0.0332947,0.0336773
70,0.0324081,0.0326142,0.0329808,0.0335676,0.0336795,0.0339901
80,0.0308376,0.0309963,0.032192,0.0325406,0.0327421,0.0330895
90,0.0274172,0.0281415,0.0285773,0.0290764,0.0309084,0.0311196
100,0.0294909,0.0297782,0.0301545,0.0303568,0.0311861,0.031541
110,0.0281238,0.028718,0.0293246,0.0299276,0.0302641,0.0307362
120,0.0287208,0.0293985,0.029825,0.0302095,0.0307641,0.0309872
130,0.0281774,0.0289335,0.0291977,0.0293587,0.0302615,0.0308999
140,0.0292712,0.0294602,0.0299903,0.0303281,0.0306147,0.0311795
150,0.0290507,0.029943,0.0307841,0.0309046,0.0314006,0.0318334
160,0.0291948,0.0300398,0.0313029,0.0315175,0.0316794,0.0318
170,0.0303518,0.0306447,0.0316278,0.0318075,0.0320703,0.0323153
180,0.0290759,0.0296567,0.0301801,0.0308934,0.0311398,0.0312845
190,0.0295351,0.0300032,0.0309006,0.0311866,0.0316487,0.0317393
200,0.0285345,0.0290754,0.0302032,0.0308059,0.0309142,0.0311179
210,0.0289667,0.0294014,0.0307158,0.0308524,0.0309969,0.0311412
220,0.0287477,0.0288474,0.0289573,0.0292824,0.0296249,0.0297249
230,0.0285157,0.0288313,0.0293346,0.0298421,0.0304341,0.0305378
240,0.0290792,0.0293453,0.0301955,0.0303917,0.030696,0.030817
250,0.0297733,0.0305576,0.0309655,0.0312761,0.0314482,0.031801
260,0.0288526,0.0291464,0.0293373,0.0299482,0.0301191,0.0305934
270,0.0291727,0.0297238,0.0300284,0.0302115,0.0312884,0.0315538
280,0.0273797,0.0275331,0.0287074,0.029218,0.0298087,0.0300097
290,0.0295316,0.0297833,0.0303633,0.0304541,0.0308899,0.0310445
300,0.0288652,0.0294026,0.0296036,0.0296995,0.0302558,0.0304666
310,0.0291603,0.0293492,0.0301239,0.0302967,0.0305796,0.0308933
320,0.0277768,0.0285137,0.0299215,0.0300717,0.0303015,0.0304759
330,0.0279296,0.0281745,0.0285082,0.0289497,0.0295336,0.0296837
340,0.028291,0.0292814,0.0296605,0.0302176,0.0304477,0.0306129
350,0.0294865,0.029863,0.0307416,0.0310572,0.0313262,0.0314224
360,0.0290942,0.0294336,0.029889,0.029997,0.0302281,0.030503
370,0.0290544,0.0292532,0.0301157,0.0303124,0.0306948,0.0309609
380,0.027148,0.0277358,0.0287683,0.0289884,0.0296409,0.0300263
390,0.0275232,0.0279171,0.0283114,0.028637,0.0293626,0.0295902
400,0.0298674,0.0299791,0.0308609,0.0309898,0.0312424,0.0317636
410,0.0291638,0.0297947,0.0301303,0.0306319,0.0311308,0.0314187
420,0.0286963,0.028765,0.0300441,0.0302657,0.0307038,0.0308981
430,0.028997,0.0291523,0.0304238,0.0307931,0.0310516,0.0313004
440,0.0300644,0.0302852,0.0309698,0.0314779,0.0316038,0.0317941
450,0.0284547,0.028532,0.0291756,0.0293763,0.0296695,0.0298558
460,0.027861,0.0280043,0.0283435,0.0287771,0.0293555,0.0294493
470,0.0275683,0.0279874,0.0282263,0.0287655,0.0298063,0.0301707
480,0.029389,0.0294859,0.029843,0.0299283,0.030373,0.0306525
490,0.0285494,0.0291701,0.0292702,0.02944,0.0304208,0.030536
500,0.0274752,0.0276696,0.0290251,0.0294258,0.0296607,0.0297808
510,0.02724,0.0274607,0.0287395,0.0292188,0.0295096,0.0297248
520,0.0288936,0.0294196,0.0301395,0.0305645,0.0310246,0.0312955
530,0.0281374,0.0286172,0.0296028,0.0297832,0.030234,0.0306009
540,0.0271086,0.0272297,0.0283747,0.028623,0.0292073,0.0294437
550,0.0281856,0.0283102,0.028689,0.0288179,0.0294584,0.029564
560,0.0287458,0.0290661,0.0294567,0.0297412,0.029885,0.030144
570,0.0296775,0.0298507,0.0302073,0.0303592,0.0308058,0.0310298
580,0.0279161,0.0285672,0.0290011,0.0292812,0.0301394,0.0304059
590,0.0278034,0.0281233,0.0292177,0.0300207,0.0306289,0.0309109
600,0.0277938,0.0280992,0.0286776,0.0287243,0.0296138,0.0298879
610,0.0277486,0.0281171,0.029206,0.0294204,0.0297627,0.0301602
620,0.0290947,0.029613,0.0300542,0.030237,0.0305487,0.0308687
630,0.028519,0.0288363,0.0296494,0.0298501,0.0301732,0.0304263
640,0.02915,0.0293157,0.029419,0.0299772,0.0304035,0.0305975
650,0.0273488,0.02781,0.0287889,0.0292268,0.029664,0.0299307
660,0.0283212,0.0284433,0.0288311,0.0291604,0.0298596,0.0302706
670,0.0290235,0.029394,0.0298048,0.0300979,0.03043,0.0305374
680,0.0280773,0.0281994,0.0286622,0.0289292,0.0291943,0.0295716
690,0.0276042,0.0279769,0.0293398,0.02959,0.0298633,0.0302417
700,0.0286877,0.0289151,0.0296134,0.029751,0.0302952,0.0306316
710,0.0275418,0.0277209,0.0281878,0.0284531,0.0292545,0.0299094
720,0.028786,0.0291956,0.0294831,0.0301432,0.0305833,0.0307472
730,0.0279407,0.0284362,0.0286251,0.0289056,0.0294273,0.0296042
740,0.0302463,0.0305535,0.0308071,0.0309542,0.0312942,0.0317156
750,0.0294456,0.0299915,0.0302224,0.0303764,0.0307734,0.0310423
760,0.026288,0.0269094,0.0285021,0.0289461,0.0294344,0.0297144
770,0.0276138,0.0281441,0.0291261,0.0297633,0.0300988,0.0302747
780,0.028247,0.0286511,0.0289114,0.029113,0.0292462,0.0296512
790,0.0285801,0.028882,0.030045,0.030598,0.0308317,0.0312216
800,0.0283983,0.0285151,0.0294219,0.029568,0.0302415,0.0304137
810,0.0292333,0.0294107,0.0301979,0.0304723,0.0314366,0.0315772
820,0.0284446,0.028742,0.0297522,0.0303963,0.0306219,0.0309507
830,0.0279381,0.0280167,0.0291856,0.0295226,0.0296355,0.0298808
840,0.027448,0.0277511,0.0294335,0.0296995,0.0298412,0.0302287
850,0.0301279,0.0307391,0.0308901,0.0313293,0.0315878,0.0318236
860,0.0286682,0.028891,0.0301901,0.0308363,0.0312079,0.0313566
870,0.028777,0.0289968,0.0293962,0.0295444,0.0299402,0.0305838
880,0.0303206,0.0303852,0.0305824,0.0313238,0.03143,0.0317707
890,0.0280831,0.0284614,0.0294922,0.029733,0.0302942,0.0308155
900,0.0284744,0.0285918,0.0295385,0.0298784,0.0304031,0.0306005
