t,cond_num
10,6.38063
20,6.39375
30,6.39718
40,6.40547
50,6.43376
60,6.38979
70,6.36574
80,6.41422
90,6.52924
100,6.44997
110,6.49597
120,6.47126
130,6.48267
140,6.44794
150,6.44731
160,6.43163
170,6.39849
180,6.43879
190,6.41326
200,6.45103
210,6.43909
220,6.44248
230,6.4499
240,6.41878
250,6.39794
260,6.43206
270,6.41947
280,6.47912
290,6.40393
300,6.42733
310,6.41987
320,6.45912
330,6.4568
340,6.45291
350,6.40122
360,6.40926
370,6.41623
380,6.48484
390,6.45909
400,6.38756
410,6.40835
420,6.43762
430,6.41138
440,6.36776
450,6.42143
460,6.4419
470,6.45775
480,6.39332
490,6.42223
500,6.46044
510,6.46462
520,6.40214
530,6.44045
540,6.47276
550,6.4376
560,6.41516
570,6.38662
580,6.44816
590,6.45653
600,6.45854
610,6.45281
620,6.40963
630,6.42381
640,6.40135
650,6.46578
660,6.43061
670,6.40263
680,6.4415
690,6.45786
700,6.42183
710,6.46184
720,6.42036
730,6.44556
740,6.37201
750,6.39649
760,6.51123
770,6.46437
780,6.43823
790,6.42178
800,6.42957
810,6.40695
820,6.42603
830,6.45063
840,6.47622
850,6.36774
860,6.42699
870,6.42585
880,6.38028
890,6.45222
900,6.43587
910,6.41678
920,6.42101
930,6.42874
940,6.34911
950,6.47299
960,6.45067
970,6.39809
980,6.43789
990,6.36627
1000,6.47387
1010,6.42467
1020,6.37686
1030,6.41029
1040,6.4503
1050,6.39482
1060,6.46869
1070,6.49057
1080,6.45385
1090,6.47178
1100,6.42421
1110,6.45567
1120,6.44481
1130,6.37992
1140,6.4346
1150,6.43581
1160,6.40832
1170,6.43619
1180,6.43902
1190,6.42528
1200,6.49139
1210,6.38355
1220,6.47442
1230,6.43226
1240,6.48238
1250,6.41578
1260,6.4134
1270,6.45549
1280,6.40944
1290,6.45211
1300,6.46701
1310,6.45026
1320,6.54294
1330,6.44266
1340,6.49032
1350,6.44447
1360,6.40508
1370,6.46193
1380,6.3956
1390,6.45961
1400,6.42946
1410,6.40954
1420,6.44316
1430,6.43122
1440,6.45778
1450,6.42119
1460,6.41906
1470,6.4278
1480,6.48841
1490,6.4518
1500,6.44357
1510,6.4448
1520,6.42774
1530,6.35707
1540,6.41832
1550,6.40591
1560,6.42812
1570,6.44662
1580,6.42543
1590,6.46368
1600,6.42939
1610,6.42554
1620,6.43475
1630,6.41082
1640,6.46752
1650,6.55532
