MDTU,min_min,min_max,max_min,max_max5
1,-0.792315,-0.171188,0.061039,0.33285
2,-0.670513,-0.146681,0.0751902,0.336679
3,-0.742222,-0.154982,0.0560939,0.333183
4,-0.721698,-0.155924,0.0674155,0.340452
5,-0.707737,-0.141555,0.0512813,0.325709
6,-0.716935,-0.156326,0.0767348,0.378561
7,-0.668552,-0.132764,0.0736345,0.335456
8,-0.675418,-0.164879,0.0780554,0.32517
9,-0.719656,-0.171779,0.0592333,0.334549
10,-0.72531,-0.151986,0.0643665,0.342113
11,-0.685644,-0.164747,0.0598455,0.361584
12,-0.667712,-0.161656,0.0576912,0.338297
13,-0.691818,-0.13473,0.0635505,0.328626
14,-0.655369,-0.158901,0.0759194,0.324358
15,-0.655369,-0.158901,0.0759194,0.324358
16,-0.705529,-0.1407,0.046472,0.32581
17,-0.648063,-0.153278,0.0720034,0.332527
18,-0.67049,-0.15495,0.0794702,0.320705
19,-0.655056,-0.149471,0.0687435,0.315965
20,-0.652348,-0.156411,0.0771039,0.346302
21,-0.652348,-0.156411,0.0771039,0.346302
22,-0.652348,-0.156411,0.0771039,0.346302
23,-0.652348,-0.156411,0.0771039,0.346302
24,-0.652348,-0.156411,0.0771039,0.346302
25,-0.652348,-0.156411,0.0771039,0.346302
26,-0.652348,-0.156411,0.0771039,0.346302
27,-0.684132,-0.138847,0.0744018,0.317845
28,-0.723761,-0.143667,0.0784127,0.325746
29,-0.723761,-0.143667,0.0784127,0.325746
30,-0.723761,-0.143667,0.0784127,0.325746
31,-0.639587,-0.149182,0.0698379,0.321201
32,-0.666037,-0.153067,0.079924,0.332452
33,-0.666037,-0.153067,0.079924,0.332452
34,-0.666037,-0.153067,0.079924,0.332452
35,-0.69624,-0.158183,0.0789741,0.3442
36,-0.685141,-0.162931,0.0769851,0.322037
37,-0.636107,-0.151714,0.08285,0.325421
38,-0.636107,-0.151714,0.08285,0.325421
39,-0.636107,-0.151714,0.08285,0.325421
40,-0.64051,-0.151499,0.0789859,0.324238
