t,|deltaS|
1,3.802
2,0.3168
3,0.02228
4,0.09767
5,0.2304
6,0.1319
7,0.1421
8,0.1822
9,0.1032
10,0.09334
11,0.2043
12,0.02312
13,0.01493
14,0.3491
15,0.1242
16,0.08432
17,0.05335
18,0.284
19,0.2804
20,0.07465
21,0.7696
22,1.099
23,0.6049
24,0.7484
25,0.5762
26,0.5396
27,0.1322
28,0.969
29,0.9497
30,0.3043
31,0.5852
32,0.3252
33,0.7744
34,0.8568
35,0.4442
36,0.6254
37,0.613
38,0.6647
39,0.1637
40,1.13
41,0.1085
42,0.1675
43,0.1382
44,0.705
45,0.007736
46,0.9109
47,0.3839
48,1.265
49,0.6592
50,0.9926
51,0.6859
52,0.1227
53,0.6031
54,1.383
55,1.799
56,0.9454
57,0.6131
58,1.387
59,1.735
60,1.335
61,0.4782
62,0.9117
63,0.5085
64,0.3648
65,0.8295
66,0.1814
67,0.1577
68,0.5722
69,1.235
70,1.289
71,1.513
72,1.765
73,0.3952
74,0.3368
75,1.289
76,2.048
77,0.6758
78,0.3608
79,1
80,0.8086
81,1.251
82,1.074
83,0.2862
84,2.517
85,0.6166
86,0.4572
87,0.761
88,0.8699
89,1.453
90,0.2772
91,0.3727
92,1.485
93,0.5933
94,0.234
95,0.3013
96,1.288
97,0.8087
98,1.043
99,0.2578
100,0.04997
101,0.2667
102,1.818
103,0.745
104,0.3784
105,0.3391
106,0.387
107,1.149
108,0.1148
109,0.8418
110,0.7823
111,0.0431
112,0.03089
113,1.205
114,0.0996
115,0.4473
116,0.3265
117,0.5232
118,0.9878
119,0.04844
120,0.9905
121,0.294
122,0.321
123,0.01143
124,0.02287
125,0.5585
126,0.1332
127,0.2865
128,1.408
129,1.309
130,1.156
131,0.3432
132,0.0409
133,0.4806
134,0.3912
135,1.156
136,0.3831
137,0.2427
138,0.8489
139,0.0312
140,1.077
141,1.345
142,0.2693
143,0.5158
144,2.606
145,0.1517
146,0.2759
147,0.05683
148,0.4987
149,0.2415
150,0.203
151,0.6903
152,1.027
153,0.7209
154,0.5383
155,0.6214
156,0.2841
157,0.2165
158,0.01685
159,0.5848
160,0.06505
161,0.7082
162,0.6176
163,0.1475
164,1.14
165,0.0988
166,0.4449
167,0.1711
168,2.582
169,0.7677
170,0.5031
171,1.338
172,0.9179
173,0.5208
174,0.6969
175,1.461
176,0.1587
177,0.1533
178,0.8686
179,0.9315
180,1.176
181,0.3591
182,1.416
183,0.9981
184,0.6241
185,0.1569
186,0.136
187,0.4125
188,0.4893
189,0.7944
190,1.437
191,1.061
192,0.5985
193,0.3145
194,0.4644
195,0.1915
196,0.4493
197,1.48
198,0.3451
199,2.977
200,2.059
201,0.9222
202,0.5227
203,0.7617
204,0.919
205,1.501
206,0.7018
207,1.724
208,1.659
209,0.6314
210,0.1273
211,0.5739
212,1.006
213,0.5898
214,0.07497
215,1.571
216,0.5417
217,0.7115
218,0.3578
219,0.7454
220,1.641
221,0.84
222,0.8682
223,0.2939
224,0.4589
225,1.312
226,0.501
227,1.77
228,1.425
229,0.5088
230,1.554
231,0.2959
232,0.7418
233,1.428
234,0.3302
235,0.4807
236,2.067
237,0.6259
238,0.3809
239,2.583
240,0.9877
241,1.373
242,0.2124
243,1.002
244,0.665
245,0.3906
246,0.5506
247,2.689
248,0.9785
249,0.1678
250,1.93
251,1.35
252,0.3739
253,2.197
254,2.088
255,1.944
256,0.9941
257,0.2093
258,1.396
259,0.7544
260,0.1725
261,0.1646
262,0.003599
263,1.888
264,0.9106
265,0.9189
266,0.3917
267,1.659
268,0.7369
269,0.05296
270,0.6337
271,1.053
272,0.516
273,1.655
274,1.853
275,0.4007
276,0.8051
277,0.04734
278,0.6212
279,0.5946
280,1.36
281,0.6442
282,0.4175
283,0.3863
284,1.86
285,0.5341
286,1.136
287,0.0924
288,1.494
289,1.308
290,0.5315
291,0.4815
292,1.908
293,0.1743
294,0.9707
295,0.1283
296,1.158
297,0.5914
298,0.6995
299,0.2017
300,1.338
301,0.02833
302,0.8742
303,1.269
304,1.225
305,0.1323
306,0.5949
307,0.372
308,0.5051
309,2.172
310,1.791
311,1.158
312,0.07946
313,0.399
314,1.569
315,0.3379
316,1.358
317,1.344
318,0.4502
319,1.516
320,0.4607
321,0.814
322,1.117
323,0.6756
324,0.5219
325,1.658
326,0.2041
327,0.4972
328,0.9356
329,1.165
330,0.04541
331,0.8254
332,0.01394
333,0.5181
334,0.01024
335,1.219
336,1.435
337,0.01087
338,0.4261
339,0.6281
340,0.2177
341,0.4252
342,1.551
343,0.2996
344,1.125
345,1.137
346,0.03659
347,0.486
348,2.348
349,0.7026
350,2.362
351,0.4495
352,0.894
353,0.04192
354,0.9059
355,0.4319
356,0.382
357,0.7958
358,2.167
359,1.109
360,1.364
361,1.31
362,1.389
363,0.297
364,0.1654
365,1.984
366,0.4283
367,0.4234
368,0.2989
369,1.389
370,1.335
371,0.1798
372,1.337
373,0.8485
374,0.2232
375,0.06166
376,0.668
377,0.6783
378,0.1907
379,0.5461
380,0.9471
381,1.814
382,2.003
383,0.9106
384,0.8819
385,1.043
386,0.2155
387,1.527
388,0.9649
389,0.6298
390,0.009204
391,1.299
392,0.4603
393,1.267
394,0.161
395,1.63
396,0.6199
397,2.35
398,0.9595
399,0.6595
400,0.1502
401,0.4051
402,0.6825
403,0.9956
404,0.7717
405,0.6158
406,1.179
407,0.8923
408,1.413
409,0.5024
410,1.642
411,1.086
412,1.532
413,0.8685
414,2.036
415,0.5739
416,0.4867
417,0.7085
418,0.5897
419,0.4893
420,0.5211
421,1.402
422,0.2618
423,1.183
424,1.833
425,0.4078
426,0.8979
427,0.7492
428,0.3352
429,0.233
430,0.1585
431,0.2113
432,1.92
433,1.02
434,1.071
435,0.3969
436,1.224
437,0.3021
438,0.7069
439,0.426
440,0.3704
441,0.5701
442,1.516
443,1.088
444,1.301
445,0.6972
446,1.281
447,0.6238
448,0.05234
449,0.6046
450,0.2366
451,0.8309
452,0.8737
453,0.3972
454,0.1722
455,1.132
