MDTU,S_B
1,0.997874
2,1.00342
3,1.00086
4,1.00034
5,1.00084
6,1.00203
7,1.00092
8,1.00074
9,1.00032
10,1.00166
11,1.00048
12,1.00103
13,0.999317
14,1.00026
15,1.00026
16,1.00078
17,0.999976
18,1.00032
19,1.00089
20,0.998925
21,0.998925
22,0.998925
23,0.998925
24,0.998925
25,0.998925
26,0.998925
27,0.999632
28,0.998688
29,0.998688
30,0.998688
31,0.999881
32,0.999564
33,0.999564
34,0.999564
35,1.00006
36,0.999431
37,0.999348
38,0.999348
39,0.999348
40,1.00062
41,0.999445
42,0.999445
43,1.00024
44,1.00079
45,1.00015
46,1.00015
47,0.999419
48,0.999419
49,0.999419
50,1.00079
51,1.00028
52,0.999927
53,0.999927
54,0.999927
55,0.999927
56,0.999927
57,0.999927
58,0.999927
59,0.999927
60,0.999927
61,1.00093
62,0.998368
63,0.999215
64,0.999462
65,0.999584
66,1.00007
67,0.999295
68,0.999268
69,0.999268
70,0.999268
71,0.999268
72,0.999268
73,0.999268
74,0.99882
75,0.99882
76,0.99882
77,1.0005
78,1.00004
79,1.00004
80,1.00004
81,1.00004
82,1.00004
83,0.999568
84,0.999568
85,0.999568
86,0.999859
87,1.00059
88,1.00059
89,1.00059
90,0.999533
91,1.0002
92,1.0002
93,0.999131
94,1.00098
95,0.999012
96,0.999495
97,0.999201
98,1.00054
99,0.998511
100,1.00073
101,0.99954
102,0.99954
103,0.999529
104,0.999996
105,0.99999
106,0.99999
107,1.00117
108,0.999936
109,1.00143
110,0.99949
111,0.999731
112,0.999606
113,0.99998
114,1.00001
115,0.999875
116,1.00005
117,0.999088
118,0.999088
119,0.999886
120,0.999711
121,0.999
122,0.99931
123,0.999741
124,1.00056
125,0.999733
126,0.998874
127,1.00004
128,1.00004
129,1.00004
130,1.00004
131,0.998858
132,1.00006
133,1.00006
134,0.999298
135,0.998873
136,0.99849
137,1.00058
138,1.00058
139,0.998873
140,0.999469
141,0.999469
142,0.999247
143,0.999247
144,0.999247
145,0.999218
146,0.999079
147,1.00032
148,0.998532
149,0.998532
150,0.999486
151,0.998555
152,0.998555
153,1.00057
154,0.999041
155,0.999041
156,0.998995
157,0.999986
158,0.999103
159,0.999679
160,0.998561
161,0.998561
162,0.998446
163,0.998994
164,1.00009
165,0.998631
166,0.998889
167,0.998889
168,0.998889
169,1.00093
170,0.999099
171,0.999099
172,0.999099
173,0.999211
174,1.00033
175,0.999239
176,0.999407
177,0.998818
178,0.998818
179,0.998818
180,0.998818
181,0.998058
