MDTU,min_width,max_width
1,0.0655163,0.0332329
2,0.0638491,0.0323236
3,0.0645927,0.0331296
4,0.064328,0.0331624
5,0.0642318,0.0329915
6,0.0652579,0.0333542
7,0.0634141,0.0327711
8,0.0629192,0.0323912
9,0.0621946,0.032072
10,0.0620468,0.0317888
11,0.0611349,0.0312693
12,0.0616474,0.0316091
13,0.0626429,0.031942
14,0.0612561,0.0318491
15,0.0612561,0.0318491
16,0.0619572,0.032406
17,0.061816,0.0320712
18,0.0608626,0.0319685
19,0.0606054,0.0322293
20,0.0605349,0.0322396
21,0.0605349,0.0322396
22,0.0605349,0.0322396
23,0.0605349,0.0322396
24,0.0605349,0.0322396
25,0.0605349,0.0322396
26,0.0605349,0.0322396
27,0.0604554,0.0317394
28,0.0594017,0.0314806
29,0.0594017,0.0314806
30,0.0594017,0.0314806
31,0.0603574,0.0310465
32,0.059283,0.0306287
33,0.059283,0.0306287
34,0.059283,0.0306287
35,0.0589828,0.0309496
36,0.0583231,0.030746
37,0.0578626,0.0302241
38,0.0578626,0.0302241
39,0.0578626,0.0302241
40,0.05769,0.0299324
41,0.0577533,0.0302574
42,0.0577533,0.0302574
43,0.0588204,0.0307273
44,0.0578437,0.030553
45,0.0584208,0.03085
46,0.0584208,0.03085
47,0.0580202,0.0306736
48,0.0580202,0.0306736
49,0.0580202,0.0306736
50,0.0574698,0.030418
51,0.0575749,0.0303558
52,0.0575139,0.0299704
53,0.0575139,0.0299704
54,0.0575139,0.0299704
55,0.0575139,0.0299704
56,0.0575139,0.0299704
57,0.0575139,0.0299704
58,0.0575139,0.0299704
59,0.0575139,0.0299704
60,0.0575139,0.0299704
61,0.057072,0.0300622
62,0.0572518,0.0304185
63,0.0586322,0.0308672
64,0.0584586,0.0309319
65,0.057328,0.0302104
66,0.0578138,0.030349
67,0.0579415,0.0308582
68,0.0572838,0.0306439
69,0.0572838,0.0306439
70,0.0572838,0.0306439
71,0.0572838,0.0306439
72,0.0572838,0.0306439
73,0.0572838,0.0306439
74,0.0581133,0.0310991
75,0.0581133,0.0310991
76,0.0581133,0.0310991
77,0.0580653,0.0305181
78,0.0580267,0.0310955
79,0.0580267,0.0310955
80,0.0580267,0.0310955
81,0.0580267,0.0310955
82,0.0580267,0.0310955
83,0.0584596,0.030855
84,0.0584596,0.030855
85,0.0584596,0.030855
86,0.0594723,0.0318113
87,0.0586931,0.0314579
88,0.0586931,0.0314579
89,0.0586931,0.0314579
90,0.0583593,0.0313376
91,0.0568265,0.0307854
92,0.0568265,0.0307854
93,0.0574614,0.0304406
94,0.057039,0.0303077
95,0.0578359,0.030467
96,0.0583617,0.0305318
97,0.0571545,0.0305515
98,0.0567288,0.0303785
99,0.0573293,0.030172
100,0.0574579,0.0301337
101,0.0571334,0.0302965
102,0.0571334,0.0302965
103,0.056778,0.0302943
104,0.0567979,0.0301982
105,0.0567181,0.0304411
106,0.0567181,0.0304411
107,0.0560998,0.0298779
108,0.056829,0.030009
109,0.0567534,0.0301121
110,0.0559296,0.0298777
111,0.0561264,0.0296002
112,0.0553734,0.0302914
113,0.0564628,0.0300769
114,0.0553943,0.029808
115,0.0559917,0.0297476
116,0.0569284,0.0298244
117,0.0561624,0.0294077
118,0.0561624,0.0294077
119,0.0557514,0.0293547
120,0.055586,0.0292011
121,0.0557024,0.0296941
122,0.0552792,0.029328
123,0.0553787,0.0295992
124,0.0554353,0.0294945
