MDTU,susyTrans,Im(bilin)
10,0.00356402,0.000943543
20,-0.00543784,-0.00256387
30,0.00291016,-0.000793682
40,-0.001378,-0.000320263
50,0.00514737,-0.00251886
60,-0.0011728,-0.000857636
70,-0.0015091,0.000874384
80,-0.00175267,-0.00121316
90,-0.00173697,0.00109856
100,0.00322738,0.00140841
110,-0.00313703,-0.00180751
120,0.00226343,-0.000291704
130,-0.000179677,0.00195754
140,-0.00132689,-0.000210787
150,0.000644425,-0.00127405
160,-0.00500302,-7.02687e-05
170,-0.000733188,0.00132821
180,-0.000669367,-0.0014134
190,-0.00174308,0.0002455
200,-0.00134604,-0.00164729
210,0.00395862,0.00125929
220,0.000804403,0.000980077
230,-0.00032423,-0.00260094
240,-0.00089304,0.000482602
250,-0.00145826,-0.00178544
260,-0.00149271,-0.00147098
270,-0.00472472,-0.000122725
280,-0.000557119,0.000497448
290,0.00294996,-0.000828765
300,-0.00327958,-0.000356162
310,-0.00128281,0.000357791
320,-0.00241206,-0.00145781
330,-0.00128327,-0.0011958
340,-0.00253013,3.44511e-05
350,-0.000766205,0.00133336
360,-0.00161543,0.00181382
370,-0.00283051,0.00185226
380,-0.00310749,0.000230191
390,-0.00152653,-0.00266338
400,0.000317716,-0.000726843
410,0.00407637,1.06686e-05
420,-0.00226139,-0.00021328
430,-0.00114443,-0.000121447
440,0.000250663,0.000862682
450,-0.00152122,-0.000211591
460,-0.00312682,-0.000141669
470,-0.000233086,0.00110657
480,-0.000982168,-0.00144223
490,-0.00511959,0.00137191
500,-0.00130287,-6.51403e-05
510,-0.00380782,0.000601708
520,-0.00331786,-0.000536283
530,-0.00236887,-0.00232979
540,-0.00588559,-0.000432402
550,-0.00265116,-0.00206449
560,-0.0012638,0.00278623
570,0.00226889,0.00243748
580,-0.00158441,0.00142063
590,-0.000842723,0.00117527
600,-0.00152467,0.000496532
610,0.00234376,0.00117672
620,-0.00147637,0.00195695
630,-0.00206619,-0.00134076
640,2.94721e-06,-0.001563
650,-0.00311315,0.000961664
660,0.000959271,0.000319518
670,-0.00252675,-0.000718138
680,0.000592233,-0.00222257
690,-0.0032366,-0.00129944
700,-0.00472943,0.00182419
710,-0.00119717,-0.000426784
720,0.00177307,0.00146973
730,0.00250095,0.000550438
740,0.000524464,0.00287307
750,0.0009027,-0.00178012
760,-0.00525482,0.00161805
770,-0.00021224,7.66257e-05
780,-0.00100323,-0.000807128
790,-0.000649277,-0.00117645
800,-0.00399731,0.00030027
810,-0.00605747,0.00132405
820,-0.00105524,0.000600352
830,0.000981476,0.00126486
840,-0.00405806,-3.53906e-05
850,-0.00236321,-0.000131848
860,-0.00274719,-0.00133002
870,-0.00641017,-6.65415e-06
880,-0.00221923,-0.00164296
890,0.00316622,-0.00166637
900,-0.00484971,-2.55119e-05
910,3.2428e-05,-0.00056
920,0.00130358,0.000110734
930,-0.00473933,0.000714404
940,-0.00162124,-0.00228077
950,-0.00370816,-0.000654811
960,-0.00244983,-3.57982e-05
970,-0.000138681,-0.00100722
980,-0.00212337,-0.00147172
990,-0.00325479,0.00107946
1000,0.00151894,-0.000124028
1010,-0.00526964,0.00119136
1020,0.0022863,0.00193239
1030,-0.000108952,-3.14288e-05
1040,-0.000979883,-0.000252199
1050,-0.00281279,-0.00136889
1060,0.00180327,-0.00179447
1070,-0.00328835,-0.000963701
1080,-0.0037659,-0.00265953
1090,0.000491976,0.000152405
1100,6.7738e-05,0.000953557
1110,0.00329418,-0.0011939
1120,0.00178838,0.000738257
1130,-0.0031655,-0.000299901
1140,-0.000887845,-0.000984676
1150,-0.00437425,0.000382201
1160,0.00430987,0.000351615
1170,-0.00159813,0.000585029
1180,-0.00196048,-0.000715869
1190,0.000218206,0.00251106
1200,-0.00269912,-0.000226014
1210,-0.00290351,0.000300778
1220,-0.000776289,-0.000524411
1230,-0.00557896,0.00156137
1240,-0.0050533,-0.0012257
1250,-0.00300256,0.000645649
1260,-0.000324226,0.000127236
1270,0.000153224,0.00122944
1280,-0.00192805,-0.000785108
1290,-0.0011956,0.000577245
1300,0.00561046,0.00051669
1310,-4.7168e-05,0.00116476
1320,-0.00403381,-0.00114499
1330,0.000518312,0.000681389
1340,-0.00365849,-0.0017882
1350,-0.00380299,0.00141308
1360,-0.00354008,0.00133816
1370,-0.00592922,0.000828625
1380,-0.00310032,0.00102012
1390,-0.00322694,-0.000280933
1400,-0.00309419,0.00180477
1410,-0.00257855,-0.0014675
1420,0.00165906,-0.0021455
1430,-0.00420682,0.000148859
1440,-0.000129785,0.000318754
1450,-9.12227e-05,0.00236424
1460,-0.0020608,-0.0002512
1470,-0.000621969,0.00218761
1480,-0.000870002,0.00124184
1490,-0.00116149,0.000397961
1500,-0.00182257,-0.000608805
1510,-0.00152007,0.0034794
1520,-0.00282355,0.000275752
1530,-0.00633793,-6.6396e-05
1540,0.00264963,-0.000706846
1550,-0.00107956,0.000707131
1560,-0.0020789,0.00126756
1570,-0.00172738,-0.00255929
1580,-0.00352149,-0.000653745
1590,-0.00488124,-0.000556139
1600,-0.00478678,0.000764145
