MDTU,susyTrans,Im(bilin)
10,6.81607e-05,0.00188167
20,-0.00349495,-4.39436e-05
30,-0.0016206,0.00166372
40,0.000832977,-0.00205342
50,-0.00351981,-0.000869645
60,-0.00166265,0.00235862
70,0.00143583,0.000866667
80,-0.00184208,-0.000116524
90,-0.00162034,0.000170069
100,-0.0025947,-0.00101312
110,0.000367565,0.000509298
120,0.000867516,-0.00113193
130,-0.00430798,-0.000734064
140,-0.0041314,-0.00172808
150,0.00186058,-0.00225122
160,-0.00655267,0.00251062
170,0.000849031,-0.000125528
180,0.000960429,-0.000236773
190,0.000719829,2.34795e-05
200,0.00341743,0.000587784
210,-0.000166583,-0.00123847
220,-0.00315219,0.00037558
230,-4.5476e-05,0.00047397
240,-0.0026909,-0.000482245
250,-0.00357543,2.4353e-05
260,-0.00313977,-3.62052e-05
270,0.000208282,0.0012435
280,0.0023041,-0.000578854
290,-0.00117596,5.03403e-05
300,-0.00467005,0.000867232
310,-0.000734601,-0.000825215
320,-0.00327375,0.000526222
330,-0.00128938,-0.000464777
340,-0.00173891,3.71502e-05
350,0.00227198,0.00179935
360,-0.000541384,-0.00103325
370,-0.00361308,0.000609437
380,-0.000348893,0.00143275
390,-0.00021616,0.00191004
400,0.0028261,0.000101368
410,-0.00153652,0.00181299
420,0.000646967,-0.000916683
430,0.000375478,0.00129292
440,-0.00117737,0.000504484
450,-0.00820108,-0.00106767
460,-0.00154362,-0.000270232
470,0.000935279,0.000466796
480,-0.00293298,0.00140793
490,0.00287352,-0.000973713
500,-0.00102227,-0.000907255
510,-0.00329559,-6.82998e-05
520,0.00234865,-0.00129297
530,0.00132554,0.000679533
540,-0.00186864,0.00109212
550,0.00359409,-0.00107282
560,-0.00369285,-0.000989519
570,-0.00118084,0.00203971
580,-0.00195074,-0.00115715
590,0.000465721,-0.00164988
600,0.00187987,0.000303928
610,-0.00169002,-4.97996e-05
620,-0.00193373,-0.00101788
630,-0.00216973,2.24304e-05
640,-0.00228955,-0.00120343
650,-0.000128747,0.000871546
660,-0.00195381,-0.00127914
670,-0.00157849,-0.00176548
680,-0.00155548,0.000272964
690,-0.00140343,-0.000302458
700,0.00024609,0.000372581
710,0.00260931,0.00102172
720,0.00286341,0.00054952
730,-0.00202515,-0.0013055
740,-0.00144544,-0.000280889
750,0.000533664,-0.000729933
760,0.00196868,-0.00016406
770,-0.00406749,0.00104722
780,-0.00412921,0.000163192
790,-0.00216526,-0.000903169
800,0.000858973,0.000851389
810,-0.00289821,0.000745667
820,-0.000276102,-0.0012488
830,-0.00456088,-0.00101011
840,-0.000185752,-0.000716033
850,0.00149545,4.85933e-05
860,-0.00335035,-0.0017442
870,0.00228135,0.000900979
880,-0.00147514,-0.000256998
890,-0.0019096,0.000924044
900,-0.00184601,0.000248599
910,-0.00188059,0.000668819
920,-0.00485107,0.000216839
930,-0.00220607,0.000387503
940,-0.00193154,0.00120912
950,-0.000397524,0.00295196
960,-0.000469597,-0.000700739
970,0.00166455,0.000270522
980,-0.00628371,-0.000791825
990,0.000591667,-0.00176769
1000,0.00171179,0.00128651
