t,G,F1,F2,F3
1,0.003351,0.0038,null,null
2,0.002953,0.003637,null,null
3,0.002943,0.003633,null,null
4,0.002937,0.003634,null,null
5,0.002938,0.003632,null,null
6,0.002944,0.003636,null,null
7,0.002942,0.003631,null,null
8,0.002941,0.003626,null,null
9,0.002945,0.003627,null,null
10,0.002947,0.003621,null,null
11,0.005894,0.007243,null,null
12,0.005899,0.007239,null,null
13,0.005907,0.007234,null,null
14,0.005901,0.007221,null,null
15,0.005909,0.007223,null,null
16,0.005915,0.007223,null,null
17,0.005917,0.007208,null,null
18,0.00592,0.007206,null,null
19,0.005922,0.007203,null,null
20,0.005919,0.007203,null,null
21,0.01105,0.01346,null,null
22,0.01106,0.01346,null,null
23,0.01106,0.01342,null,null
24,0.01108,0.01343,null,null
25,0.01108,0.01343,null,null
26,0.01107,0.01343,null,null
27,0.01106,0.01342,null,null
28,0.01106,0.01344,null,null
29,0.01108,0.01343,null,null
30,0.01108,0.01344,null,null
31,0.008737,0.0106,null,null
32,0.008746,0.01059,null,null
33,0.008751,0.01059,null,null
34,0.008742,0.01058,null,null
35,0.008752,0.01058,null,null
36,0.008756,0.01058,null,null
37,0.008766,0.01058,null,null
38,0.008754,0.01058,null,null
39,0.008756,0.01058,null,null
40,0.008759,0.01056,null,null
41,0.008754,0.01056,null,null
42,0.008784,0.01056,null,null
43,0.008781,0.01054,null,null
44,0.008792,0.01054,null,null
45,0.008788,0.01054,null,null
46,0.008793,0.01053,null,null
47,0.008809,0.01053,null,null
48,0.008798,0.01053,null,null
49,0.008799,0.01051,null,null
50,0.008806,0.01051,null,null
51,0.009287,0.01109,null,null
52,0.009306,0.01109,null,null
53,0.009289,0.01108,null,null
54,0.009309,0.01109,null,null
55,0.009299,0.01108,null,null
56,0.009292,0.01107,null,null
57,0.00932,0.01108,null,null
58,0.009317,0.01105,null,null
59,0.009311,0.01106,null,null
60,0.00931,0.01106,null,null
61,0.01048,0.01244,null,null
62,0.01047,0.01244,null,null
63,0.01049,0.01244,null,null
64,0.01049,0.01243,null,null
65,0.01052,0.01244,null,null
66,0.01049,0.01244,null,null
67,0.01049,0.01243,null,null
68,0.01049,0.01244,null,null
69,0.0105,0.01242,null,null
70,0.0105,0.01242,null,null
71,0.009876,0.01169,null,null
72,0.009888,0.01169,null,null
73,0.009875,0.01168,null,null
74,0.009883,0.01168,null,null
75,0.009888,0.01167,null,null
76,0.009906,0.01166,null,null
77,0.0099,0.01166,null,null
78,0.009923,0.01166,null,null
79,0.0099,0.01166,null,null
80,0.00991,0.01165,null,null
81,0.009903,0.01165,null,null
82,0.009902,0.01166,null,null
83,0.009912,0.01166,null,null
84,0.009908,0.01166,null,null
85,0.009927,0.01164,null,null
86,0.009929,0.01165,null,null
87,0.009913,0.01164,null,null
88,0.009913,0.01162,null,null
89,0.009924,0.01163,null,null
90,0.009934,0.01162,null,null
91,0.009923,0.01162,null,null
92,0.009932,0.01162,null,null
93,0.00992,0.01162,null,null
94,0.009924,0.01162,null,null
95,0.009939,0.01162,null,null
96,0.009932,0.01162,null,null
97,0.009921,0.01163,null,null
98,0.009936,0.01162,null,null
99,0.009927,0.01162,null,null
100,0.009939,0.01162,null,null
101,0.01056,0.01235,null,null
102,0.01056,0.01233,null,null
103,0.01057,0.01233,null,null
104,0.01057,0.01232,null,null
105,0.01058,0.01231,null,null
106,0.01057,0.01231,null,null
107,0.01058,0.0123,null,null
108,0.01058,0.0123,null,null
109,0.01058,0.01229,null,null
110,0.01057,0.01229,null,null
111,0.01058,0.0123,null,null
112,0.0106,0.01229,null,null
113,0.01059,0.0123,null,null
114,0.01061,0.01228,null,null
115,0.01061,0.01227,null,null
116,0.01061,0.01226,null,null
117,0.01063,0.01225,null,null
118,0.01062,0.01226,null,null
119,0.01062,0.01225,null,null
120,0.01062,0.01226,null,null
121,0.01062,0.01225,null,null
122,0.01063,0.01224,null,null
123,0.01063,0.01223,null,null
124,0.01063,0.01224,null,null
125,0.01066,0.01222,null,null
126,0.01064,0.01223,null,null
127,0.01064,0.01222,null,null
128,0.01065,0.01223,null,null
129,0.01064,0.01223,null,null
130,0.01064,0.01223,null,null
131,0.01065,0.01223,null,null
132,0.01064,0.01223,null,null
133,0.01064,0.01222,null,null
134,0.01066,0.01221,null,null
135,0.01064,0.0122,null,null
136,0.01066,0.01221,null,null
137,0.01066,0.01221,null,null
138,0.01065,0.01221,null,null
139,0.01066,0.01221,null,null
140,0.01065,0.01221,null,null
141,0.01067,0.0122,null,null
142,0.01066,0.01219,null,null
143,0.01067,0.01218,null,null
144,0.01067,0.01219,null,null
145,0.01066,0.01219,null,null
146,0.01066,0.01219,null,null
147,0.01066,0.01218,null,null
148,0.01068,0.01219,null,null
149,0.01067,0.01218,null,null
150,0.01067,0.01218,null,null
151,0.01067,0.01217,null,null
152,0.01068,0.01218,null,null
153,0.01068,0.01217,null,null
154,0.01067,0.01217,null,null
155,0.01067,0.01218,null,null
156,0.01068,0.01216,null,null
