MDTU,plaq,Re(det),Im(det),link
1,0.862682,0.956197,0.248796,0.0930572
2,0.862682,0.956197,0.248796,0.0930572
3,1.32107,8.78892,2.11962,0.127348
4,1.26848,7.22302,1.73834,0.124065
5,1.23372,7.40042,1.82003,0.119929
6,1.25353,7.42535,1.8072,0.121903
7,1.20731,6.67642,1.65678,0.117724
8,1.15775,6.24724,1.56976,0.112873
9,1.15331,5.92043,1.49201,0.112899
10,1.13241,5.59671,1.42287,0.11129
11,1.07908,5.22387,1.35295,0.106116
12,1.07034,5.15905,1.33094,0.105287
13,1.10049,5.28344,1.35132,0.108472
14,1.07029,4.94229,1.28667,0.105798
15,1.07317,5.03002,1.30252,0.10591
16,1.06062,4.83078,1.26034,0.104968
17,1.03089,4.61027,1.23108,0.101873
18,1.02999,4.49276,1.19375,0.102107
19,1.05205,4.52422,1.19844,0.104027
20,1.01193,4.19321,1.12571,0.100383
21,1.01976,4.28078,1.14834,0.100888
22,0.945042,3.7862,1.05885,0.0937146
23,0.968459,3.98973,1.11358,0.0960799
24,0.944345,3.64025,1.01095,0.0940258
25,0.954034,3.7075,1.02139,0.0949466
26,0.968908,3.85527,1.05972,0.096611
27,0.968908,3.85527,1.05972,0.096611
28,0.974718,3.74308,1.01045,0.0972727
29,0.963038,3.51959,0.943883,0.0964834
30,0.988286,3.60724,0.97662,0.099105
31,0.988286,3.60724,0.97662,0.099105
32,0.987095,3.5452,0.951858,0.0991993
33,0.987095,3.5452,0.951858,0.0991993
34,0.937402,3.29459,0.908957,0.0943844
35,0.921106,3.19579,0.893214,0.0927554
36,0.901758,3.12207,0.87786,0.0905451
37,0.913301,3.20504,0.902555,0.0916327
38,0.944193,3.25445,0.891991,0.0950489
39,0.899117,2.96964,0.839216,0.0907482
40,0.892646,2.94357,0.837937,0.09018
41,0.883957,2.83897,0.809013,0.0894315
42,0.883957,2.83897,0.809013,0.0894315
43,0.84535,2.62528,0.758296,0.0857411
44,0.836708,2.54877,0.746752,0.0848788
45,0.810313,2.37434,0.713974,0.0825603
46,0.7942,2.31425,0.708938,0.0810525
47,0.798998,2.35308,0.713234,0.0815773
48,0.798998,2.35308,0.713234,0.0815773
49,0.777915,2.24496,0.687803,0.0793866
50,0.762941,2.1619,0.669879,0.0780624
51,0.734729,2.03332,0.643635,0.0751717
52,0.734729,2.03332,0.643635,0.0751717
53,0.741241,2.10185,0.660086,0.0756552
54,0.736384,1.99605,0.626729,0.0754455
55,0.719619,1.91397,0.605002,0.074113
56,0.718024,1.83437,0.586425,0.0741438
57,0.690866,1.74517,0.577888,0.0715521
58,0.690866,1.74517,0.577888,0.0715521
59,0.698057,1.81144,0.585085,0.0718639
60,0.701613,1.76423,0.567444,0.0724492
61,0.681117,1.74535,0.57494,0.070227
62,0.728444,1.84206,0.589894,0.0753249
63,0.761223,1.87821,0.573951,0.0786252
64,0.766364,1.85164,0.57234,0.0792941
65,0.761099,1.82559,0.569182,0.0787589
66,0.794977,1.84859,0.555508,0.0824557
67,0.794977,1.84859,0.555508,0.0824557
68,0.794977,1.84859,0.555508,0.0824557
69,0.789856,1.77996,0.538716,0.0822812
70,0.783427,1.7301,0.531345,0.0815199
71,0.793602,1.76058,0.535341,0.0824608
72,0.793602,1.76058,0.535341,0.0824608
73,0.793602,1.76058,0.535341,0.0824608
74,0.787377,1.74005,0.534223,0.0819676
75,0.746825,1.67778,0.528708,0.0776076
76,0.784963,1.67018,0.511746,0.081806
77,0.812993,1.75232,0.530052,0.0846807
78,0.829512,1.82513,0.544139,0.0863168
79,0.82252,1.75539,0.522758,0.0857383
80,0.868408,1.89502,0.549063,0.090574
81,0.848131,1.78742,0.522944,0.0885672
82,0.848131,1.78742,0.522944,0.0885672
83,0.880817,1.81035,0.524318,0.0922729
84,0.880817,1.81035,0.524318,0.0922729
85,0.845476,1.74487,0.511447,0.0886663
86,0.847241,1.7225,0.500214,0.0888796
87,0.84394,1.70976,0.498852,0.0886086
88,0.852689,1.66509,0.485824,0.0896352
89,0.852689,1.66509,0.485824,0.0896352
90,0.852689,1.66509,0.485824,0.0896352
91,0.883928,1.78281,0.505259,0.0929316
92,0.81492,1.5865,0.470716,0.0857512
93,0.814,1.61579,0.476302,0.0856645
94,0.81948,1.59999,0.472837,0.0864068
95,0.81948,1.59999,0.472837,0.0864068
96,0.786179,1.49771,0.445879,0.0826796
97,0.803281,1.51798,0.453462,0.0846348
98,0.812913,1.56772,0.462,0.0855011
99,0.812913,1.56772,0.462,0.0855011
100,0.779688,1.54461,0.464766,0.0817864
101,0.785769,1.50474,0.452966,0.0822627
102,0.785769,1.50474,0.452966,0.0822627
103,0.797908,1.52814,0.454626,0.0837307
104,0.797908,1.52814,0.454626,0.0837307
105,0.763032,1.36588,0.414529,0.0803084
106,0.745215,1.32087,0.408599,0.0788238
107,0.753386,1.37001,0.423184,0.0792905
108,0.774712,1.39734,0.422829,0.0817243
109,0.774712,1.39734,0.422829,0.0817243
110,0.774712,1.39734,0.422829,0.0817243
111,0.773172,1.34956,0.415323,0.0816262
112,0.769532,1.29936,0.399833,0.0815156
113,0.803317,1.3604,0.406531,0.0853518
114,0.794677,1.3046,0.386727,0.0845386
115,0.796676,1.30953,0.391337,0.0849857
116,0.790222,1.26327,0.377374,0.0842286
117,0.790222,1.26327,0.377374,0.0842286
118,0.808016,1.33673,0.390472,0.0859509
119,0.780294,1.27336,0.385553,0.0829513
120,0.780294,1.27336,0.385553,0.0829513
121,0.777083,1.2999,0.39639,0.0825088
122,0.74914,1.17962,0.366093,0.0797641
123,0.731166,1.11447,0.351549,0.0782086
124,0.731166,1.11447,0.351549,0.0782086
125,0.752371,1.18955,0.363893,0.0802997
126,0.749766,1.14721,0.352173,0.0801398
127,0.749766,1.14721,0.352173,0.0801398
128,0.749766,1.14721,0.352173,0.0801398
129,0.746031,1.18103,0.363973,0.0795672
130,0.760105,1.1352,0.349639,0.0813596
131,0.760105,1.1352,0.349639,0.0813596
132,0.760105,1.1352,0.349639,0.0813596
133,0.723158,1.10076,0.348684,0.0774164
134,0.705925,1.0713,0.341288,0.0757552
135,0.705925,1.0713,0.341288,0.0757552
136,0.705925,1.0713,0.341288,0.0757552
137,0.70108,1.01202,0.321342,0.0755226
138,0.687896,1.01397,0.328813,0.0738265
139,0.693652,1.0772,0.345503,0.0739073
140,0.650115,0.9876,0.330185,0.0695768
141,0.650115,0.9876,0.330185,0.0695768
142,0.650115,0.9876,0.330185,0.0695768
143,0.650115,0.9876,0.330185,0.0695768
144,0.681408,1.04419,0.334982,0.0728085
145,0.681408,1.04419,0.334982,0.0728085
146,0.69425,1.06502,0.339719,0.0742796
147,0.722925,1.14328,0.360051,0.0771502
148,0.737931,1.17276,0.367026,0.0785782
149,0.737931,1.17276,0.367026,0.0785782
150,0.737931,1.17276,0.367026,0.0785782
151,0.767472,1.2763,0.388575,0.0813142
152,0.753172,1.25086,0.384783,0.0795687
153,0.778168,1.28037,0.387109,0.082238
154,0.778168,1.28037,0.387109,0.082238
155,0.778168,1.28037,0.387109,0.082238
156,0.733301,1.16376,0.36278,0.0779181
157,0.72353,1.16596,0.368387,0.0767138
158,0.72353,1.16596,0.368387,0.0767138
159,0.755319,1.20868,0.370912,0.080252
160,0.785951,1.21267,0.366078,0.0839814
161,0.743268,1.14632,0.3567,0.0793539
162,0.697635,1.09394,0.349768,0.0745188
163,0.697635,1.09394,0.349768,0.0745188
164,0.707716,1.09825,0.34587,0.0756974
165,0.707716,1.09825,0.34587,0.0756974
166,0.707716,1.09825,0.34587,0.0756974
167,0.746527,1.16915,0.361196,0.0798199
168,0.802389,1.23671,0.370286,0.0856472
169,0.802389,1.23671,0.370286,0.0856472
170,0.777806,1.21797,0.366699,0.0830419
171,0.795436,1.25413,0.374174,0.0844963
172,0.780849,1.17124,0.352914,0.0834374
173,0.845827,1.27658,0.368005,0.0906154
174,0.845827,1.27658,0.368005,0.0906154
175,0.885995,1.34282,0.377226,0.0951694
176,0.883401,1.33178,0.373859,0.0948881
177,0.872056,1.25354,0.35653,0.0940438
178,0.855798,1.3023,0.372316,0.0919398
179,0.810613,1.22301,0.359845,0.0868601
180,0.757123,1.1155,0.341344,0.081176
181,0.757123,1.1155,0.341344,0.081176
182,0.757123,1.1155,0.341344,0.081176
183,0.73794,1.07144,0.330768,0.0790648
184,0.704281,1.03763,0.330424,0.0749917
185,0.704281,1.03763,0.330424,0.0749917
186,0.722167,1.089,0.340747,0.07666
187,0.722167,1.089,0.340747,0.07666
188,0.74601,1.0712,0.329449,0.0797604
189,0.728321,1.03749,0.324871,0.0778746
190,0.689831,0.993478,0.321852,0.0735829
191,0.689831,0.993478,0.321852,0.0735829
192,0.688513,0.96436,0.309876,0.0734142
193,0.735799,1.07226,0.333812,0.0783894
194,0.718917,1.03172,0.319555,0.076759
195,0.718917,1.03172,0.319555,0.076759
196,0.718917,1.03172,0.319555,0.076759
197,0.714267,0.990275,0.309618,0.076046
198,0.748035,1.05678,0.321864,0.0798034
199,0.748035,1.05678,0.321864,0.0798034
200,0.755789,1.0362,0.313122,0.0810011
201,0.740923,1.06475,0.323734,0.0789999
202,0.7521,1.05674,0.320715,0.0802501
203,0.739668,0.991889,0.304834,0.0792779
204,0.739668,0.991889,0.304834,0.0792779
205,0.759859,1.03041,0.313452,0.0814757
206,0.779992,1.05491,0.317428,0.0837248
207,0.770298,1.07384,0.321776,0.0824469
208,0.7505,1.05538,0.320063,0.0797579
209,0.782131,1.12011,0.333069,0.0829855
210,0.758635,1.05264,0.319462,0.0808837
211,0.776848,1.03568,0.313571,0.0834321
212,0.795976,1.08217,0.317617,0.0851806
213,0.795976,1.08217,0.317617,0.0851806
214,0.821063,1.15627,0.336123,0.0877251
215,0.821359,1.15307,0.337344,0.0877304
216,0.814048,1.18674,0.347672,0.0861934
217,0.802474,1.14147,0.334106,0.0854338
218,0.802474,1.14147,0.334106,0.0854338
219,0.800758,1.15195,0.338237,0.0847837
220,0.800758,1.15195,0.338237,0.0847837
221,0.800758,1.15195,0.338237,0.0847837
222,0.802573,1.13866,0.33352,0.0848435
223,0.802573,1.13866,0.33352,0.0848435
224,0.802573,1.13866,0.33352,0.0848435
225,0.799019,1.11708,0.328487,0.0851014
226,0.812855,1.09926,0.326722,0.0872468
227,0.861095,1.23755,0.356273,0.0920451
228,0.846552,1.20874,0.344859,0.090622
229,0.799756,1.09052,0.322149,0.0858219
230,0.787613,1.07338,0.320146,0.0846159
231,0.764125,1.03444,0.313578,0.0815808
232,0.764125,1.03444,0.313578,0.0815808
233,0.80862,1.08184,0.315628,0.0869183
234,0.786097,1.05799,0.316078,0.0842689
235,0.778647,1.05921,0.316102,0.0831128
236,0.778647,1.05921,0.316102,0.0831128
237,0.819527,1.14254,0.336208,0.0875791
238,0.815531,1.1491,0.332795,0.0871081
239,0.810152,1.12274,0.327131,0.0866358
240,0.785179,1.09206,0.323093,0.0838242
241,0.785263,1.1234,0.335097,0.0838486
242,0.801212,1.12218,0.331499,0.0853186
243,0.801212,1.12218,0.331499,0.0853186
244,0.800095,1.11051,0.325021,0.0850617
245,0.809014,1.15237,0.333038,0.0856012
246,0.809014,1.15237,0.333038,0.0856012
247,0.816908,1.17946,0.344205,0.0860363
248,0.85457,1.20351,0.341923,0.0902886
249,0.894559,1.3452,0.37173,0.0943149
250,0.848913,1.22487,0.345231,0.0899383
251,0.853538,1.24066,0.353926,0.0902328
252,0.81046,1.14096,0.325839,0.0854947
253,0.811147,1.12469,0.324263,0.0855534
254,0.811147,1.12469,0.324263,0.0855534
255,0.803875,1.11705,0.321624,0.0843986
256,0.803875,1.11705,0.321624,0.0843986
257,0.803875,1.11705,0.321624,0.0843986
258,0.803875,1.11705,0.321624,0.0843986
259,0.803875,1.11705,0.321624,0.0843986
260,0.773726,1.07319,0.316985,0.0811713
261,0.776242,1.0573,0.31324,0.0815502
262,0.762281,1.05374,0.316696,0.0797982
263,0.762281,1.05374,0.316696,0.0797982
264,0.792038,1.1204,0.327129,0.0828109
265,0.792003,1.08123,0.314479,0.0831794
266,0.792003,1.08123,0.314479,0.0831794
267,0.822773,1.14191,0.325047,0.0862708
268,0.828397,1.13738,0.321573,0.0869094
269,0.801859,1.06005,0.304118,0.0844376
270,0.788818,1.09231,0.316812,0.0830094
271,0.843851,1.16687,0.326069,0.0890203
272,0.838792,1.11675,0.31427,0.0889568
273,0.870097,1.21683,0.339965,0.0915928
274,0.859227,1.20974,0.334743,0.0901417
275,0.866969,1.21582,0.32943,0.0908788
276,0.866969,1.21582,0.32943,0.0908788
277,0.902531,1.29216,0.346263,0.0947846
278,0.903643,1.30684,0.35095,0.0950134
279,0.889635,1.28632,0.347045,0.0933345
280,0.851167,1.21848,0.334959,0.0892071
281,0.856707,1.20416,0.329174,0.0900991
282,0.856707,1.20416,0.329174,0.0900991
283,0.856707,1.20416,0.329174,0.0900991
284,0.80687,1.08381,0.310561,0.0846153
285,0.779085,1.03616,0.301197,0.0819829
286,0.798163,1.03582,0.297985,0.084327
287,0.78026,1.02898,0.298757,0.0822493
288,0.770858,0.991689,0.288915,0.0808264
289,0.797407,1.05617,0.301314,0.0834224
290,0.797407,1.05617,0.301314,0.0834224
291,0.778794,1.01149,0.294279,0.0819831
292,0.778794,1.01149,0.294279,0.0819831
293,0.813653,1.05116,0.301228,0.0859737
294,0.835035,1.08116,0.304546,0.0883498
295,0.835035,1.08116,0.304546,0.0883498
296,0.835035,1.08116,0.304546,0.0883498
297,0.835035,1.08116,0.304546,0.0883498
298,0.838421,1.09542,0.304004,0.0886385
299,0.878521,1.14566,0.314333,0.0934407
300,0.878521,1.14566,0.314333,0.0934407
301,0.878521,1.14566,0.314333,0.0934407
302,0.860179,1.11138,0.313122,0.0914045
303,0.851287,1.10141,0.307324,0.0904129
304,0.851287,1.10141,0.307324,0.0904129
305,0.857272,1.08003,0.303891,0.0918076
306,0.859761,1.09926,0.310817,0.0923707
307,0.844803,1.04824,0.299995,0.0906704
308,0.850391,1.07539,0.306009,0.0912609
309,0.811519,1.00223,0.289923,0.0867354
310,0.800912,0.979217,0.286096,0.0859862
311,0.778248,0.948451,0.28372,0.083893
312,0.781915,0.902116,0.271297,0.0850515
313,0.803242,0.948741,0.278051,0.0873982
314,0.785014,0.909205,0.272483,0.0855064
315,0.785014,0.909205,0.272483,0.0855064
316,0.785014,0.909205,0.272483,0.0855064
317,0.808701,0.972539,0.28541,0.0877829
318,0.799979,0.947368,0.279232,0.0870276
319,0.757631,0.839235,0.254639,0.0829712
320,0.769882,0.878229,0.263726,0.0837201
321,0.769882,0.878229,0.263726,0.0837201
322,0.761371,0.848884,0.257071,0.0828914
323,0.761371,0.848884,0.257071,0.0828914
324,0.763012,0.854319,0.257919,0.0828932
325,0.77866,0.863095,0.258987,0.0850134
326,0.77866,0.863095,0.258987,0.0850134
327,0.771428,0.832307,0.255049,0.0844782
328,0.771428,0.832307,0.255049,0.0844782
329,0.782648,0.866005,0.262578,0.0853499
330,0.791011,0.886396,0.265126,0.0859643
331,0.81599,0.910001,0.270097,0.089297
332,0.794812,0.880227,0.263209,0.0869305
333,0.775311,0.863228,0.260168,0.0842698
334,0.775311,0.863228,0.260168,0.0842698
335,0.75499,0.824846,0.254306,0.0825411
336,0.76173,0.901732,0.273338,0.0826436
337,0.715947,0.808833,0.252302,0.0778659
338,0.698992,0.783888,0.246552,0.0760671
339,0.733638,0.820423,0.253494,0.0799601
340,0.698151,0.772401,0.247122,0.0760001
341,0.722118,0.808346,0.253063,0.078173
342,0.739397,0.821164,0.254676,0.0802806
343,0.739397,0.821164,0.254676,0.0802806
344,0.735493,0.815687,0.250748,0.0796741
345,0.716802,0.789937,0.245123,0.0776054
346,0.728798,0.827272,0.257191,0.0784209
347,0.728798,0.827272,0.257191,0.0784209
348,0.742715,0.866264,0.263676,0.0796751
349,0.742715,0.866264,0.263676,0.0796751
350,0.790607,0.931458,0.275929,0.0850981
351,0.820339,1.00753,0.293546,0.0883668
352,0.799383,0.912842,0.269097,0.0867635
353,0.778723,0.890118,0.264149,0.0843518
354,0.78687,0.917835,0.271572,0.0851668
355,0.751314,0.868905,0.262429,0.0812085
356,0.784369,0.915922,0.272812,0.0846672
357,0.751798,0.862601,0.262723,0.0811358
358,0.751798,0.862601,0.262723,0.0811358
359,0.721701,0.790227,0.248608,0.078059
360,0.721701,0.790227,0.248608,0.078059
361,0.721701,0.790227,0.248608,0.078059
362,0.721701,0.790227,0.248608,0.078059
363,0.779839,0.900502,0.271418,0.0843449
364,0.748604,0.88715,0.265392,0.0799676
365,0.77205,0.927275,0.279119,0.0825017
366,0.746054,0.86926,0.265124,0.0794292
367,0.743091,0.851902,0.257277,0.0792086
368,0.749101,0.88158,0.266365,0.0794597
369,0.713756,0.864858,0.261646,0.0749347
