MDTU,S_B
1,0.874944
2,0.874944
3,1.00696
4,0.993117
5,0.997451
6,0.99764
7,0.997016
8,0.99748
9,0.997284
10,0.997587
11,0.998167
12,0.997612
13,0.997821
14,0.997348
15,0.999198
16,0.998652
17,0.998296
18,0.998164
19,0.998191
20,0.997091
21,0.998705
22,0.997996
23,0.998551
24,0.996606
25,0.998861
26,1.00014
27,1.00014
28,0.999644
29,0.996997
30,0.998382
31,0.998382
32,0.999045
33,0.999045
34,0.998391
35,0.998637
36,0.998412
37,0.998918
38,0.99754
39,0.997544
40,0.998057
41,0.998106
42,0.998106
43,0.99849
44,0.998448
45,0.997832
46,0.999111
47,0.999257
48,0.999257
49,0.998436
50,0.998404
51,0.997263
52,0.997263
53,0.999566
54,0.999445
55,0.999501
56,0.998735
57,0.998583
58,0.998583
59,1.00039
60,0.998265
61,0.998556
62,0.999463
63,0.99897
64,0.998151
65,0.999398
66,0.999924
67,0.999924
68,0.999924
69,0.998238
70,0.998633
71,0.999439
72,0.999439
73,0.999439
74,0.998417
75,0.99944
76,0.998122
77,0.998915
78,0.999475
79,0.998576
80,1
81,0.999223
82,0.999223
83,0.997619
84,0.997619
85,0.99944
86,0.999318
87,0.999935
88,0.998756
89,0.998756
90,0.998756
91,1.0009
92,0.998537
93,0.99962
94,1.00026
95,1.00026
96,0.997471
97,0.999661
98,0.999571
99,0.999571
100,0.99995
101,0.998601
102,0.998601
103,0.998753
104,0.998753
105,0.998409
106,0.997308
107,0.998743
108,0.998262
109,0.998262
110,0.998262
111,0.998494
112,0.999288
113,1.00025
114,1.00056
115,0.999712
116,0.998757
117,0.998757
118,0.999525
119,0.999233
120,0.999233
121,1.00069
122,0.999
123,0.998055
124,0.998055
125,0.999951
126,0.997772
127,0.997772
128,0.997772
129,1.00128
130,0.998588
131,0.998588
132,0.998588
133,1.00021
134,1.00048
135,1.00048
136,1.00048
137,0.997357
138,0.998824
139,0.999017
140,0.99872
141,0.99872
142,0.99872
143,0.99872
144,0.999589
145,0.999589
146,0.999065
147,0.999671
148,0.999126
149,0.999126
150,0.999126
151,1.00003
152,0.999509
153,0.999051
154,0.999051
155,0.999051
156,0.998881
157,0.999417
158,0.999417
159,0.999234
160,0.998614
161,0.999736
162,0.998374
163,0.998374
164,0.998949
165,0.998949
166,0.998949
167,0.999937
168,0.998565
169,0.998565
170,0.999801
171,0.998929
172,0.999279
173,0.999529
174,0.999529
175,0.998747
176,0.999056
177,0.998116
178,1.0003
179,1.00008
180,0.999136
181,0.999136
182,0.999136
183,0.997897
184,0.999272
185,0.999272
186,0.999397
187,0.999397
188,0.999115
189,0.999293
190,1.00051
191,1.00051
192,0.998639
193,1.0006
194,0.998916
195,0.998916
196,0.998916
197,0.999481
198,0.999366
199,0.999366
200,0.998481
201,1.00012
202,0.999223
203,0.998541
204,0.998541
205,0.999284
206,0.99896
207,1.00044
208,0.999545
209,1.00049
210,0.99973
211,0.999701
212,0.998509
213,0.998509
214,0.999035
215,1.00035
216,0.999571
217,0.998525
218,0.998525
219,0.999442
220,0.999442
221,0.999442
222,0.9982
223,0.9982
224,0.9982
225,0.999041
226,0.997285
227,1.00037
228,1.00047
229,0.999238
230,0.999412
231,0.999701
232,0.999701
233,0.999164
234,0.998697
235,0.997879
236,0.997879
237,0.999513
238,0.999616
239,0.999701
240,0.999741
241,1.00033
242,1.00085
243,1.00085
244,0.998301
245,0.999091
246,0.999091
247,0.998696
248,0.998661
249,1.0005
250,0.999331
251,0.999821
252,0.998535
253,0.998395
254,0.998395
255,0.998218
256,0.998218
257,0.998218
258,0.998218
259,0.998218
260,0.99916
261,0.998591
262,0.999368
263,0.999368
264,0.999013
265,0.998718
266,0.998718
267,1.00034
268,0.999441
269,0.998657
270,1.00023
271,0.999235
272,0.998257
273,0.99941
274,0.999884
275,0.998808
276,0.998808
277,0.998655
278,0.999425
279,0.999475
280,0.999622
281,0.999252
282,0.999252
283,0.999252
284,0.998849
285,0.999732
286,0.999718
287,0.998998
288,0.998283
289,0.998624
290,0.998624
291,0.999034
292,0.999034
293,0.99935
294,0.999672
295,0.999672
296,0.999672
297,0.999672
298,0.998195
299,0.998361
300,0.998361
301,0.998361
302,0.999785
303,0.999162
304,0.999162
305,0.999316
306,1.00034
307,0.998473
308,1.00035
309,0.998582
310,0.99926
311,0.999968
312,0.999593
313,0.999378
314,0.998196
315,0.998196
316,0.998196
317,1.00126
318,0.999941
319,0.998607
320,0.999621
321,0.999621
322,0.999891
323,0.999891
324,0.999606
325,0.999462
326,0.999462
327,0.999272
328,0.999272
329,0.999669
330,0.999667
331,0.999313
332,1.00027
333,1.00034
334,1.00034
335,0.998548
336,1.00088
337,0.998431
338,0.998782
339,0.999878
340,0.9996
341,1.00099
342,1.00043
343,1.00043
344,0.999696
345,0.998997
346,0.999867
347,0.999867
348,0.999127
349,0.999127
350,0.99974
351,1.00089
352,0.998725
353,0.999195
354,0.999597
355,0.999039
356,1.0001
357,1.00022
358,1.00022
359,0.998188
360,0.998188
361,0.998188
362,0.998188
363,0.999967
364,0.998627
365,0.999591
366,0.99907
367,0.998214
368,0.997921
369,1.00008
370,0.999511
371,0.999511
372,0.999511
373,0.998758
374,0.998758
375,0.999401
376,1.00001
377,1.00133
378,0.998336
379,1.00089
380,0.999363
381,1.00021
382,0.999459
383,1.00019
384,1.00019
385,0.999866
386,1.00066
387,0.999373
388,1.00033
389,0.999142
390,0.999142
391,0.99925
392,0.99925
393,0.999076
394,0.998631
395,1.00007
396,1.00007
397,0.998594
398,0.999617
399,0.99986
400,0.998798
401,1.00051
402,0.999183
403,0.999183
404,0.99965
405,0.99965
406,0.999892
407,1.00051
408,0.999534
409,0.999534
410,0.999534
411,0.997957
412,0.998549
413,0.998683
414,0.999391
415,1.00051
416,0.99958
417,0.99958
418,0.999783
419,0.999378
420,0.999378
421,0.999378
422,0.999378
423,1.00048
424,0.999643
425,0.999529
426,0.998489
427,0.998489
428,0.998392
429,0.997559
430,1.00023
431,1.00001
432,0.999154
433,0.999831
434,0.999831
435,0.999831
436,1.00064
437,0.999682
438,0.999529
439,0.999529
440,0.998663
441,0.998663
442,0.999526
443,0.999538
444,1.00087
445,0.999644
446,0.999644
447,0.999644
448,0.999656
449,0.99909
450,0.99909
451,0.999802
452,0.999802
453,0.998011
454,1.00084
455,1.00002
456,0.999529
457,0.999924
458,0.999527
459,1.00005
460,1.00005
461,1.00045
462,1.00045
463,1.00069
464,0.999333
465,0.999333
466,0.999903
467,0.998351
468,0.999682
469,0.999885
470,1.00056
471,0.999324
472,0.999324
473,1.00057
474,0.999996
475,0.999996
476,1.00095
477,1.00095
478,0.997731
479,0.997731
480,0.999278
481,0.999278
482,0.999278
483,0.99915
484,0.999971
485,0.999971
486,0.99857
487,0.99857
488,0.99857
489,0.99857
490,0.999941
491,0.999379
492,1.00069
493,1.00022
494,1.00022
495,0.999956
496,0.998284
497,0.998284
498,1.0004
499,0.999688
500,1.0003
501,1.0003
502,1.0003
503,1.00037
504,0.999103
505,0.999473
506,0.999335
507,0.999335
508,1.00172
509,1.00172
510,1.00172
511,1.00019
512,0.99912
513,0.999634
514,0.998986
515,0.998986
516,0.998932
517,0.999185
518,0.999185
519,0.999717
520,1.00065
521,0.999801
522,0.999304
523,0.999527
524,0.999527
