MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.879637,0.697224,-0.536321
2,0.879637,0.697224,-0.536321
3,0.897455,0.701286,-0.56002
4,0.896229,0.678841,-0.58515
5,0.895155,0.677839,-0.584669
6,0.894932,0.697865,-0.560257
7,0.893922,0.684749,-0.574644
8,0.897395,0.698305,-0.563639
9,0.894814,0.690749,-0.568821
10,0.891299,0.707639,-0.541905
11,0.893008,0.72076,-0.527226
12,0.892703,0.73698,-0.503765
13,0.890133,0.72112,-0.521846
14,0.889249,0.756599,-0.467249
15,0.897855,0.763532,-0.4724
16,0.893856,0.762615,-0.466259
17,0.900238,0.775245,-0.457629
18,0.896047,0.802885,-0.39784
19,0.893593,0.810523,-0.376246
20,0.890813,0.797414,-0.397087
21,0.886922,0.771825,-0.43694
22,0.884012,0.776129,-0.423204
23,0.893756,0.78023,-0.435936
24,0.889881,0.771301,-0.443827
25,0.882615,0.772778,-0.426407
26,0.882802,0.773447,-0.42558
27,0.882802,0.773447,-0.42558
28,0.892519,0.793033,-0.4095
29,0.885902,0.759912,-0.455364
30,0.881504,0.775996,-0.418186
31,0.881504,0.775996,-0.418186
32,0.878571,0.770385,-0.422368
33,0.878571,0.770385,-0.422368
34,0.886953,0.777771,-0.42633
35,0.882698,0.784183,-0.405232
36,0.88714,0.794778,-0.39414
37,0.885948,0.793719,-0.393593
38,0.884991,0.795307,-0.388194
39,0.883287,0.800539,-0.373275
40,0.880982,0.805804,-0.356102
41,0.874996,0.796423,-0.362394
42,0.874996,0.796423,-0.362394
43,0.873555,0.785929,-0.381333
44,0.875161,0.780887,-0.395121
45,0.878843,0.774933,-0.414541
46,0.874471,0.769559,-0.415305
47,0.882558,0.763049,-0.443469
48,0.882558,0.763049,-0.443469
49,0.880676,0.760205,-0.444611
50,0.879501,0.768397,-0.427886
51,0.877779,0.77101,-0.41957
52,0.877779,0.77101,-0.41957
53,0.881822,0.770861,-0.428233
54,0.877343,0.766466,-0.42692
55,0.876292,0.76141,-0.433754
56,0.878432,0.771004,-0.420947
57,0.881162,0.769851,-0.42869
58,0.881162,0.769851,-0.42869
59,0.885325,0.756904,-0.459235
60,0.87828,0.728676,-0.490312
61,0.878177,0.740274,-0.47243
62,0.878547,0.722695,-0.499556
63,0.882377,0.722012,-0.507235
64,0.885314,0.729284,-0.501923
65,0.884024,0.726422,-0.503794
66,0.884069,0.714732,-0.520323
67,0.884069,0.714732,-0.520323
68,0.884069,0.714732,-0.520323
69,0.873515,0.725795,-0.486056
70,0.877635,0.720636,-0.500926
71,0.876678,0.724191,-0.494076
72,0.876678,0.724191,-0.494076
73,0.876678,0.724191,-0.494076
74,0.869698,0.702084,-0.513278
75,0.877994,0.694839,-0.536724
76,0.874967,0.690981,-0.536761
77,0.868417,0.665631,-0.557747
78,0.872113,0.664977,-0.564257
79,0.872585,0.655156,-0.576346
80,0.880515,0.641827,-0.602796
81,0.880213,0.617526,-0.627245
82,0.880213,0.617526,-0.627245
83,0.885203,0.618415,-0.633361
84,0.885203,0.618415,-0.633361
85,0.882552,0.641282,-0.606345
86,0.882336,0.6417,-0.605589
87,0.878707,0.646015,-0.595642
88,0.883374,0.64788,-0.6005
89,0.883374,0.64788,-0.6005
90,0.883374,0.64788,-0.6005
91,0.88002,0.627136,-0.617361
92,0.876455,0.59509,-0.64346
93,0.879159,0.598052,-0.644401
94,0.87678,0.599965,-0.639362
95,0.87678,0.599965,-0.639362
96,0.876235,0.600986,-0.637655
97,0.880938,0.587198,-0.656698
98,0.873689,0.589529,-0.644816
99,0.873689,0.589529,-0.644816
100,0.879877,0.593697,-0.64939
101,0.877328,0.601958,-0.638241
102,0.877328,0.601958,-0.638241
103,0.877593,0.568439,-0.668615
104,0.877593,0.568439,-0.668615
105,0.874695,0.576703,-0.657651
106,0.871939,0.547726,-0.678435
107,0.87444,0.553445,-0.677011
108,0.873352,0.527012,-0.69642
109,0.873352,0.527012,-0.69642
110,0.873352,0.527012,-0.69642
111,0.870946,0.526517,-0.693776
112,0.874063,0.507417,-0.711697
113,0.872221,0.486606,-0.723867
114,0.867186,0.46389,-0.732679
115,0.877679,0.447588,-0.754974
116,0.879779,0.4653,-0.746664
117,0.879779,0.4653,-0.746664
118,0.880622,0.492048,-0.730331
119,0.875397,0.44619,-0.75315
120,0.875397,0.44619,-0.75315
121,0.869339,0.46401,-0.73515
122,0.872057,0.455815,-0.743449
123,0.875898,0.481605,-0.73161
124,0.875898,0.481605,-0.73161
125,0.87486,0.4311,-0.76127
126,0.872881,0.453458,-0.745854
127,0.872881,0.453458,-0.745854
128,0.872881,0.453458,-0.745854
129,0.873343,0.476413,-0.731956
130,0.875704,0.483105,-0.730389
131,0.875704,0.483105,-0.730389
132,0.875704,0.483105,-0.730389
133,0.875924,0.475811,-0.735422
134,0.88023,0.470295,-0.744061
135,0.88023,0.470295,-0.744061
136,0.88023,0.470295,-0.744061
137,0.870935,0.449125,-0.7462
138,0.877167,0.470373,-0.740386
139,0.879857,0.465484,-0.746641
140,0.874149,0.476208,-0.73305
141,0.874149,0.476208,-0.73305
142,0.874149,0.476208,-0.73305
143,0.874149,0.476208,-0.73305
144,0.86704,0.473824,-0.72612
145,0.86704,0.473824,-0.72612
146,0.870786,0.461575,-0.738387
147,0.871479,0.461234,-0.739417
148,0.874522,0.483821,-0.728495
149,0.874522,0.483821,-0.728495
150,0.874522,0.483821,-0.728495
151,0.87885,0.457005,-0.750683
152,0.875892,0.43649,-0.759384
153,0.87481,0.446474,-0.752299
154,0.87481,0.446474,-0.752299
155,0.87481,0.446474,-0.752299
156,0.868887,0.423539,-0.75867
157,0.875201,0.427804,-0.763519
158,0.875201,0.427804,-0.763519
159,0.871424,0.433696,-0.755835
160,0.876399,0.480363,-0.733026
161,0.879399,0.465104,-0.746339
162,0.870451,0.439865,-0.751135
163,0.870451,0.439865,-0.751135
164,0.870635,0.42818,-0.758068
165,0.870635,0.42818,-0.758068
166,0.870635,0.42818,-0.758068
167,0.87043,0.409521,-0.768076
168,0.872505,0.409336,-0.770525
169,0.872505,0.409336,-0.770525
170,0.870668,0.435135,-0.754135
171,0.874114,0.447699,-0.75076
172,0.868593,0.46891,-0.731147
173,0.876691,0.463551,-0.744115
174,0.876691,0.463551,-0.744115
175,0.878106,0.48095,-0.734681
176,0.864468,0.483794,-0.716414
177,0.862909,0.475915,-0.719804
178,0.875416,0.452894,-0.74916
179,0.881959,0.470931,-0.745705
180,0.872166,0.468685,-0.735533
181,0.872166,0.468685,-0.735533
182,0.872166,0.468685,-0.735533
183,0.8729,0.486424,-0.724808
184,0.874357,0.447144,-0.751374
185,0.874357,0.447144,-0.751374
186,0.872255,0.458896,-0.741784
187,0.872255,0.458896,-0.741784
188,0.869266,0.420613,-0.760729
189,0.873126,0.434251,-0.757479
190,0.869819,0.444091,-0.747909
191,0.869819,0.444091,-0.747909
192,0.873832,0.457779,-0.744326
193,0.872773,0.479673,-0.729141
194,0.875715,0.491226,-0.724965
195,0.875715,0.491226,-0.724965
196,0.875715,0.491226,-0.724965
197,0.869929,0.516678,-0.699873
198,0.874812,0.513884,-0.707969
199,0.874812,0.513884,-0.707969
200,0.871053,0.50411,-0.710356
201,0.871493,0.50688,-0.708924
202,0.869127,0.481914,-0.723285
203,0.858897,0.486666,-0.707715
204,0.858897,0.486666,-0.707715
205,0.870816,0.498481,-0.714029
206,0.875461,0.508111,-0.71292
207,0.871264,0.498665,-0.714446
208,0.870464,0.492204,-0.717944
209,0.873787,0.450057,-0.748968
210,0.869426,0.440495,-0.749578
211,0.868173,0.418385,-0.760709
212,0.864907,0.429255,-0.750869
213,0.864907,0.429255,-0.750869
214,0.869357,0.461852,-0.736529
215,0.873565,0.487095,-0.725158
216,0.86723,0.475882,-0.724999
217,0.875065,0.468115,-0.739329
218,0.875065,0.468115,-0.739329
219,0.872327,0.497486,-0.716562
220,0.872327,0.497486,-0.716562
221,0.872327,0.497486,-0.716562
222,0.866939,0.495301,-0.71152
223,0.866939,0.495301,-0.71152
224,0.866939,0.495301,-0.71152
225,0.869033,0.516774,-0.698686
226,0.868966,0.478428,-0.725402
227,0.869423,0.453483,-0.741789
228,0.866876,0.458392,-0.735765
229,0.871281,0.474282,-0.730881
230,0.873329,0.428425,-0.761023
231,0.870544,0.41653,-0.764428
232,0.870544,0.41653,-0.764428
233,0.872227,0.40861,-0.770596
234,0.871526,0.402319,-0.773109
235,0.871461,0.371295,-0.788406
236,0.871461,0.371295,-0.788406
237,0.8716,0.372365,-0.788055
238,0.877441,0.401102,-0.780397
239,0.867442,0.374648,-0.782365
240,0.866988,0.37025,-0.783954
241,0.874828,0.353029,-0.800434
242,0.875647,0.332355,-0.810122
243,0.875647,0.332355,-0.810122
244,0.867207,0.331254,-0.801447
245,0.867681,0.32667,-0.803839
246,0.867681,0.32667,-0.803839
247,0.867734,0.318673,-0.8071
248,0.877676,0.334817,-0.811303
249,0.869896,0.319776,-0.808989
250,0.870837,0.279274,-0.824841
251,0.874791,0.274122,-0.830732
252,0.876818,0.288266,-0.828078
253,0.873169,0.300349,-0.819887
254,0.873169,0.300349,-0.819887
255,0.872025,0.285256,-0.824049
256,0.872025,0.285256,-0.824049
257,0.872025,0.285256,-0.824049
258,0.872025,0.285256,-0.824049
259,0.872025,0.285256,-0.824049
260,0.866481,0.274049,-0.822001
261,0.870987,0.28365,-0.823505
262,0.870102,0.288168,-0.820998
263,0.870102,0.288168,-0.820998
264,0.86767,0.323068,-0.805281
265,0.867773,0.2997,-0.814377
266,0.867773,0.2997,-0.814377
267,0.86344,0.290371,-0.81315
268,0.870696,0.292696,-0.820025
269,0.865149,0.320732,-0.803501
270,0.874392,0.305446,-0.819307
271,0.864168,0.300399,-0.810276
272,0.87055,0.311455,-0.812929
273,0.876039,0.281475,-0.829588
274,0.865605,0.301051,-0.811566
275,0.874502,0.266466,-0.832916
276,0.874502,0.266466,-0.832916
277,0.868815,0.290151,-0.818934
278,0.872102,0.282176,-0.82519
279,0.871523,0.297297,-0.819248
280,0.872087,0.357461,-0.79546
281,0.862172,0.367144,-0.780094
282,0.862172,0.367144,-0.780094
283,0.862172,0.367144,-0.780094
284,0.861202,0.342382,-0.790218
285,0.867955,0.308115,-0.811425
286,0.856063,0.279786,-0.809051
287,0.873462,0.322615,-0.811699
288,0.866506,0.2782,-0.820632
289,0.873127,0.258206,-0.834075
290,0.873127,0.258206,-0.834075
291,0.86859,0.274496,-0.824075
292,0.86859,0.274496,-0.824075
293,0.869112,0.286589,-0.820501
294,0.86594,0.241635,-0.831544
295,0.86594,0.241635,-0.831544
296,0.86594,0.241635,-0.831544
297,0.86594,0.241635,-0.831544
298,0.8686,0.261326,-0.828356
299,0.871874,0.24418,-0.836982
300,0.871874,0.24418,-0.836982
301,0.871874,0.24418,-0.836982
302,0.866677,0.233801,-0.834545
303,0.864603,0.217426,-0.836817
304,0.864603,0.217426,-0.836817
305,0.862315,0.201346,-0.838479
306,0.868808,0.219134,-0.840719
307,0.864491,0.224027,-0.834959
308,0.873316,0.219299,-0.845334
309,0.874261,0.20378,-0.85018
310,0.867589,0.196009,-0.845158
311,0.866789,0.184991,-0.846819
312,0.86232,0.171467,-0.8451
313,0.866847,0.209061,-0.841259
314,0.873871,0.215597,-0.846858
315,0.873871,0.215597,-0.846858
316,0.873871,0.215597,-0.846858
317,0.863704,0.183075,-0.844079
318,0.863767,0.178304,-0.845164
319,0.862078,0.13405,-0.851592
320,0.860944,0.128541,-0.851294
321,0.860944,0.128541,-0.851294
322,0.860039,0.204641,-0.835337
323,0.860039,0.204641,-0.835337
324,0.869975,0.219609,-0.841801
325,0.872861,0.241602,-0.838758
326,0.872861,0.241602,-0.838758
327,0.870392,0.252821,-0.832865
328,0.870392,0.252821,-0.832865
329,0.866168,0.251532,-0.828841
330,0.867436,0.293009,-0.81645
331,0.87114,0.273641,-0.827046
332,0.870072,0.265895,-0.828448
333,0.874142,0.270584,-0.831209
