t,cg_iters
1,27157
2,27468
3,27165
4,26970
5,26934
6,26838
7,26743
8,26547
9,26602
10,26965
11,13572
12,13445
13,13782
14,13907
15,13673
16,13533
17,13373
18,13329
19,13544
20,13678
21,6936
22,7002
23,6883
24,6867
25,6845
26,6900
27,6983
28,6952
29,7005
30,7220
31,7022
32,7131
33,7146
34,7060
35,6949
36,7044
37,6996
38,6962
39,7012
40,6906
41,6994
42,6933
43,7076
44,7047
45,6956
46,7041
47,7096
48,7024
49,7074
50,7104
51,7093
52,7136
53,7125
54,7106
55,7087
56,7056
57,7016
58,7002
59,7065
60,7150
61,7142
62,7198
63,7159
64,7161
65,7069
66,7097
67,7110
68,7300
69,7221
70,7183
71,7189
72,7314
73,7177
74,7212
75,7287
76,7289
77,7368
78,7361
79,7234
80,7232
81,7280
82,7163
83,7286
84,7267
85,7163
86,7080
87,7079
88,7028
89,7056
90,7070
91,7012
92,7038
93,7029
94,7153
95,7100
96,7101
97,7023
98,7115
99,7206
100,7197
101,7010
102,7102
103,7034
104,7197
105,7213
106,7266
107,7149
108,7171
109,7135
110,7097
111,7111
112,7159
113,7220
114,7249
115,7193
116,7047
117,7068
118,7037
119,7189
120,7244
121,7207
122,7212
123,7193
124,7155
125,7208
126,7309
127,7239
128,7176
129,7270
130,7189
131,7167
132,7106
133,7129
134,7140
135,7269
136,7095
137,7170
138,7145
139,7083
140,7136
141,7093
142,7144
143,7151
144,7232
145,7248
146,7211
147,7149
148,7075
149,7121
150,7128
151,7097
152,7148
153,7129
154,7109
155,7086
156,7101
157,7164
158,7166
159,7137
160,7185
161,7085
162,7089
163,7121
164,7135
165,7176
166,7157
167,7081
168,7104
169,7185
170,7125
171,7208
172,7156
173,7217
174,7243
175,7146
176,7063
177,7129
178,7115
179,7031
180,7114
181,7157
182,7266
183,7296
184,7189
185,7234
186,7151
187,7192
188,7295
189,7243
190,7178
191,7280
192,7208
193,7141
194,7149
195,7113
196,7133
197,7100
198,7131
199,7118
200,7162
201,7125
202,7159
203,7247
204,7276
205,7271
206,7177
207,7055
208,6997
209,6956
210,7027
211,7034
212,7280
213,7188
214,7184
215,7023
216,7132
217,7158
218,7125
219,7090
220,7000
221,7161
222,7081
223,7098
224,7212
225,7077
226,7090
227,7102
228,7175
229,7141
230,7092
231,7062
232,7095
233,7044
234,7093
235,7108
236,7047
237,7053
238,6950
239,7004
240,7093
241,7062
242,7135
243,7178
244,7238
245,7237
246,7147
247,7056
248,7018
249,7047
250,7054
251,7005
252,7074
253,7196
254,7213
255,7228
256,7190
257,7142
258,7209
259,7116
260,7162
261,7221
262,7189
263,7267
264,7143
265,7066
266,7113
267,7008
268,6993
269,7062
270,7103
271,7056
272,7053
273,7000
274,7038
275,7108
276,7012
277,7044
278,7029
279,7063
280,7052
281,7010
282,6999
283,7004
284,7021
285,7074
286,7233
287,7160
288,7134
289,7132
290,7094
291,7022
292,7034
293,7103
294,7208
295,7216
296,7129
297,7076
298,7072
299,6992
300,7082
301,6955
302,7023
303,7157
304,7226
305,7164
306,7240
307,7213
308,7194
309,7067
310,7137
311,7180
312,7173
313,7117
314,7086
315,7153
316,7185
317,7197
318,7311
319,7251
320,7229
321,7183
322,7240
323,7148
324,7197
325,7114
326,7093
327,7053
328,7080
329,7144
330,7194
331,7185
332,7068
333,7023
334,7060
335,6979
336,7074
337,7133
338,7258
339,7428
340,7338
341,7308
