MDTU,min_min,min_max,max_min,max_max5
1,-0.297046,-0.0343915,0.0457384,0.234711
2,-0.280002,0.0628334,0.0594978,0.296198
3,-0.285157,0.0551548,0.055241,0.304358
4,-0.285056,0.050509,0.0594861,0.296916
5,-0.293667,0.0459153,0.0572751,0.293399
6,-0.277851,0.0368877,0.0569639,0.298348
7,-0.267554,0.03929,0.0603984,0.290099
8,-0.289516,0.0383002,0.0582318,0.299444
9,-0.296501,0.0356321,0.0554218,0.287188
10,-0.290443,0.0293955,0.0611215,0.296109
11,-0.280858,0.0359429,0.0542692,0.285212
12,-0.278529,0.0238778,0.0633805,0.294867
13,-0.288827,0.0243799,0.0608472,0.287875
14,-0.285036,0.0247411,0.0505378,0.279165
15,-0.294445,0.0364084,0.0620046,0.293614
16,-0.291894,0.0381467,0.0532397,0.286951
17,-0.310554,0.0273468,0.0632786,0.290188
18,-0.300414,0.0348274,0.0547345,0.288596
19,-0.287883,0.0260388,0.0541761,0.279066
20,-0.281691,0.026756,0.0652195,0.281042
21,-0.290291,0.0189315,0.055362,0.285338
22,-0.300973,0.0218892,0.0612819,0.281577
23,-0.303863,0.0265669,0.0586486,0.283591
24,-0.280788,0.0222628,0.0630944,0.272239
25,-0.288403,0.0223293,0.05466,0.270656
26,-0.289875,0.0218821,0.0549915,0.286303
27,-0.290707,0.0170917,0.0514968,0.27822
28,-0.302244,0.0153324,0.0523134,0.278675
29,-0.29997,0.0184916,0.048198,0.286921
30,-0.309492,0.0182467,0.0558932,0.287133
31,-0.296213,0.0220181,0.0614731,0.279724
32,-0.27166,0.019597,0.0605291,0.281542
33,-0.282951,0.0259139,0.0511484,0.278758
34,-0.295859,0.0182447,0.0577722,0.276516
35,-0.29788,0.027209,0.059762,0.282101
36,-0.288422,0.0135742,0.0591285,0.27595
37,-0.294273,0.012196,0.051496,0.27847
38,-0.305963,0.00566771,0.0587296,0.270454
39,-0.305968,0.0127085,0.0624819,0.275538
40,-0.296231,0.00441183,0.0581237,0.273357
41,-0.294705,0.000240849,0.0647657,0.269339
42,-0.287784,0.00339825,0.0549512,0.281127
43,-0.280373,0.00254178,0.0516505,0.2773
44,-0.290261,0.0114286,0.0654627,0.276205
45,-0.311815,0.00167524,0.0561416,0.268821
46,-0.298801,0.0042554,0.0600722,0.271574
47,-0.298801,0.0042554,0.0600722,0.271574
48,-0.290393,-0.00271735,0.0613706,0.278917
49,-0.287525,0.00293915,0.0584089,0.268789
50,-0.284651,-0.00476739,0.0570078,0.261397
51,-0.313228,-0.00392958,0.0503966,0.263446
52,-0.288862,-0.0020718,0.0626081,0.270264
53,-0.300515,0.00349752,0.0638575,0.265169
54,-0.302141,-0.0119038,0.0565642,0.261943
55,-0.303211,0.00461546,0.0589474,0.271111
56,-0.317433,-0.00573493,0.0387251,0.256569
57,-0.291933,-0.00251463,0.0503442,0.259051
58,-0.29477,-0.00277975,0.0469027,0.261045
59,-0.29477,-0.00277975,0.0469027,0.261045
60,-0.291722,-0.00201128,0.0457392,0.260177
61,-0.319068,-0.0101458,0.05392,0.263068
62,-0.29107,-0.00836639,0.0611774,0.261989
63,-0.299694,-0.00660792,0.0545297,0.26025
64,-0.31014,-0.00819256,0.0700746,0.282968
65,-0.282662,-0.00822326,0.0552324,0.259954
66,-0.295343,-0.0100539,0.0647304,0.264643
67,-0.294531,-0.00935501,0.0627924,0.275033
68,-0.298254,-0.00488234,0.056195,0.266234
69,-0.298254,-0.00488234,0.056195,0.266234
70,-0.285122,-0.00268089,0.0612055,0.271514
71,-0.291998,-0.00656648,0.0626094,0.270901
72,-0.291998,-0.00656648,0.0626094,0.270901
73,-0.292745,-0.0031204,0.058121,0.260198
74,-0.285908,-0.00794758,0.060602,0.262951
75,-0.29512,-0.0137847,0.0642993,0.279466
76,-0.28537,-0.00573363,0.0629748,0.282524
77,-0.309861,-0.00150285,0.0581135,0.262187
78,-0.309861,-0.00150285,0.0581135,0.262187
79,-0.287829,-0.0115377,0.0596887,0.263328
80,-0.273322,-0.00304652,0.0529933,0.258933
81,-0.273322,-0.00304652,0.0529933,0.258933
82,-0.290348,-0.0124341,0.0680374,0.27218
83,-0.286563,-0.00031111,0.0582925,0.263799
84,-0.286563,-0.00031111,0.0582925,0.263799
85,-0.301778,-0.00529857,0.0633761,0.265285
86,-0.30106,-0.00388403,0.0614687,0.260639
87,-0.30106,-0.00388403,0.0614687,0.260639
88,-0.30106,-0.00388403,0.0614687,0.260639
89,-0.30106,-0.00388403,0.0614687,0.260639
90,-0.288047,-0.00621365,0.0676246,0.276459
91,-0.297122,-0.00853021,0.0617882,0.269103
92,-0.301661,-0.00584665,0.0618988,0.265246
93,-0.303163,-0.00738592,0.0565232,0.262334
94,-0.292824,-0.0119418,0.0554514,0.259709
95,-0.299675,-0.00597082,0.0531034,0.269209
96,-0.298933,-0.0152643,0.065336,0.264989
97,-0.311307,-0.0172279,0.0579419,0.271698
98,-0.30941,-0.00334667,0.0563137,0.261036
99,-0.29066,-0.0152678,0.0531601,0.263693
100,-0.310086,-0.0165886,0.0496623,0.258259
101,-0.308146,-0.0206509,0.0509348,0.259547
102,-0.315892,-0.0195699,0.0590332,0.266589
103,-0.307312,-0.0183091,0.0639484,0.252598
104,-0.302509,-0.0158149,0.0520875,0.264475
105,-0.336345,-0.0226766,0.0419894,0.253328
106,-0.323941,-0.0202811,0.0509167,0.262579
107,-0.312515,-0.014371,0.0509375,0.260274
108,-0.312766,-0.0112998,0.0535476,0.285444
109,-0.308178,-0.0158276,0.0487899,0.26086
110,-0.308178,-0.0158276,0.0487899,0.26086
111,-0.295201,-0.0126611,0.0499437,0.263187
112,-0.295201,-0.0126611,0.0499437,0.263187
113,-0.313702,-0.00754541,0.0587561,0.267989
114,-0.295327,-0.00733356,0.0522401,0.256768
115,-0.292666,-0.0150293,0.0595041,0.258178
116,-0.298915,-0.0111778,0.060103,0.257858
117,-0.309512,-0.0154005,0.0584237,0.264617
118,-0.292866,-0.0150732,0.063239,0.267357
119,-0.299668,-0.026645,0.0661589,0.257872
120,-0.311377,-0.0110656,0.0648039,0.258973
121,-0.311377,-0.0110656,0.0648039,0.258973
122,-0.292156,-0.0230549,0.0624815,0.253664
123,-0.30612,-0.0178894,0.0600183,0.26242
124,-0.30612,-0.0178894,0.0600183,0.26242
125,-0.299222,-0.031548,0.0588024,0.256404
126,-0.299222,-0.031548,0.0588024,0.256404
127,-0.299222,-0.031548,0.0588024,0.256404
128,-0.303102,-0.0186743,0.0532349,0.25869
129,-0.300414,-0.0223541,0.0604554,0.252643
130,-0.297731,-0.0160156,0.0653573,0.252222
131,-0.282789,-0.0246231,0.0660804,0.256663
132,-0.303179,-0.0236154,0.0675802,0.248042
133,-0.303179,-0.0236154,0.0675802,0.248042
134,-0.284404,-0.0201481,0.0632712,0.252003
135,-0.299655,-0.0186384,0.0588113,0.257067
136,-0.298146,-0.0271591,0.0667765,0.257075
137,-0.29873,-0.026513,0.0537879,0.26321
138,-0.345188,-0.025062,0.0506545,0.257474
139,-0.345188,-0.025062,0.0506545,0.257474
140,-0.301113,-0.0265134,0.0647321,0.252175
141,-0.314669,-0.0212377,0.0524108,0.252038
142,-0.309247,-0.0224636,0.0643945,0.249673
143,-0.296504,-0.0276635,0.0631219,0.253041
144,-0.304262,-0.0247108,0.0564481,0.255402
145,-0.307074,-0.0326381,0.0501034,0.246366
146,-0.290944,-0.00992486,0.0604481,0.269437
