MDTU,0,2,4,6,8,10
10,0.0211236,0.0212139,0.021468,0.0216424,0.0221911,0.0222855
20,0.020912,0.0211489,0.0215912,0.0217506,0.0218588,0.0220719
30,0.0196707,0.0202366,0.0203667,0.0207916,0.0209754,0.0213925
40,0.019715,0.0199852,0.0205278,0.0205777,0.0210165,0.0210701
50,0.0204631,0.0206188,0.0208586,0.0210542,0.0211756,0.0213135
60,0.0198833,0.0199101,0.0200083,0.0202157,0.0202963,0.0203531
70,0.0191231,0.0194791,0.0202127,0.0204295,0.0205816,0.0206765
80,0.0186504,0.0190369,0.0194614,0.019998,0.0203566,0.0205682
90,0.0186815,0.0187596,0.019139,0.0192858,0.0195429,0.0197051
100,0.0181532,0.0185279,0.0192768,0.0193337,0.0195589,0.0196363
110,0.0189574,0.0191007,0.0191553,0.0196103,0.0199814,0.0201798
120,0.0175717,0.0178088,0.0187527,0.0189372,0.0190141,0.0193184
130,0.0190855,0.0191861,0.0195052,0.0196052,0.0197149,0.0198001
140,0.0184509,0.0188014,0.0189366,0.0190295,0.019432,0.0195407
150,0.0182247,0.0182655,0.018672,0.0188089,0.0190268,0.0191944
160,0.0175151,0.0176996,0.0184363,0.0186547,0.0187806,0.0188557
170,0.0187676,0.0188902,0.0189509,0.0191126,0.0194708,0.0195812
180,0.0187299,0.0189969,0.0190946,0.019353,0.0195253,0.0195772
190,0.0185801,0.0188374,0.0189157,0.0191447,0.019209,0.0193985
200,0.0170383,0.017476,0.0177363,0.0180263,0.0180752,0.0181895
210,0.018767,0.0188696,0.0192681,0.0194956,0.0195908,0.019858
220,0.0185351,0.0186064,0.0188688,0.0191194,0.0192423,0.0195324
230,0.0182693,0.0184839,0.0189226,0.0190596,0.0194499,0.0195398
240,0.0175821,0.0179291,0.0184473,0.0185563,0.0186696,0.0188332
250,0.0173994,0.0179909,0.018296,0.0183639,0.0185729,0.018684
260,0.0174419,0.0175192,0.0181282,0.0182134,0.018363,0.0184653
270,0.017924,0.0180166,0.0183231,0.0186809,0.0188433,0.0190236
280,0.0178985,0.0180322,0.0184809,0.0185834,0.0191081,0.0191492
290,0.01735,0.017762,0.0181912,0.0182908,0.0188897,0.0191168
300,0.0177658,0.0178349,0.018129,0.0184034,0.0185081,0.0187153
310,0.0182693,0.0186258,0.018755,0.0189584,0.0192879,0.0193892
320,0.0175279,0.0177174,0.0185139,0.018668,0.0189063,0.0189409
330,0.0180175,0.018144,0.0186211,0.0186834,0.0188046,0.0188948
340,0.017816,0.0180135,0.0182051,0.018292,0.0186973,0.0187334
350,0.0178599,0.0179049,0.0186178,0.018684,0.0189574,0.0191348
360,0.0178966,0.0183535,0.0188515,0.0191583,0.0192301,0.0193086
370,0.0185532,0.018955,0.0190976,0.019411,0.0195356,0.0196545
380,0.0171511,0.0172688,0.0178429,0.0182507,0.0184644,0.0187203
390,0.0176358,0.0179709,0.0182847,0.0187507,0.0188468,0.0191104
400,0.0163146,0.0166132,0.0181724,0.0183892,0.0186944,0.0189242
410,0.0189804,0.0192183,0.0193744,0.0195377,0.0196433,0.0197959
420,0.0176902,0.0177564,0.0181507,0.0184874,0.018784,0.0188229
430,0.018539,0.0187474,0.019121,0.0191948,0.0193827,0.0195651
440,0.01693,0.0170628,0.0181342,0.0182655,0.0185369,0.0186495
450,0.0180432,0.0182468,0.0186907,0.0188916,0.0191285,0.0192035
460,0.0179518,0.0181834,0.0185531,0.0186861,0.0187854,0.0189067
470,0.0180484,0.0182017,0.0185491,0.018707,0.0189501,0.019007
480,0.0173086,0.0176205,0.0182143,0.0182673,0.018641,0.018712
490,0.0171032,0.0172076,0.0181976,0.0183257,0.0186485,0.0187332
500,0.01807,0.0184075,0.0188359,0.0191183,0.0192564,0.0194084
510,0.0173138,0.0175413,0.0178706,0.0180713,0.0185723,0.018665
520,0.0174206,0.0175171,0.0185285,0.0186578,0.0188334,0.0189677
530,0.0180648,0.0181423,0.0187449,0.0190971,0.0192323,0.019376
540,0.0173421,0.0175747,0.0184913,0.0187021,0.0189055,0.0191032
550,0.0176749,0.0178853,0.0181512,0.0183708,0.0185749,0.0186443
560,0.0185685,0.0186873,0.0190189,0.0191501,0.0194814,0.0195415
570,0.0190111,0.0190792,0.0192957,0.0194344,0.0194879,0.0195944
580,0.0177123,0.0179125,0.0180423,0.0183277,0.0184559,0.0185932
590,0.0172396,0.0178839,0.0186117,0.0187068,0.0187824,0.0190436
600,0.0175508,0.0178209,0.0179631,0.0182883,0.0185702,0.0189119
610,0.0174616,0.0175441,0.0182706,0.0183439,0.0184942,0.0185611
620,0.0172429,0.0173381,0.0180145,0.0181035,0.01833,0.018393
630,0.0180296,0.0180739,0.0183794,0.0185103,0.0185883,0.0188442
640,0.0173637,0.017778,0.0182956,0.0184493,0.0185382,0.0186004
650,0.0184773,0.0187303,0.0191256,0.0191768,0.0195053,0.0195597
