t,cond_num
10,5.76119
20,5.76072
30,5.77222
40,5.79396
50,5.78058
60,5.72633
70,5.81829
80,5.79299
90,5.79272
100,5.78551
110,5.78541
120,5.79615
130,5.81895
140,5.7478
150,5.80856
160,5.77961
170,5.79753
180,5.76232
190,5.7342
200,5.76663
210,5.77188
220,5.78997
230,5.78641
240,5.77567
250,5.76407
260,5.80233
270,5.76396
280,5.81897
290,5.74434
300,5.80227
310,5.79987
320,5.76652
330,5.77416
340,5.81851
350,5.76199
360,5.76615
370,5.76699
380,5.77906
390,5.83342
400,5.80345
410,5.82737
420,5.7698
430,5.787
440,5.78557
450,5.81934
460,5.79343
470,5.77315
480,5.79623
490,5.77171
500,5.7559
510,5.74521
520,5.76405
530,5.80383
540,5.81842
550,5.75649
560,5.74757
570,5.78083
580,5.73663
590,5.74868
600,5.75769
610,5.77782
620,5.80801
630,5.78399
640,5.75391
650,5.78669
660,5.82394
670,5.81427
680,5.84356
690,5.79536
700,5.80258
710,5.79849
720,5.76316
730,5.77397
740,5.77473
750,5.80581
760,5.75799
770,5.80017
780,5.75836
790,5.72944
800,5.74115
810,5.76161
820,5.79032
830,5.75583
840,5.79007
850,5.74175
860,5.73139
870,5.76689
880,5.84371
890,5.74171
900,5.76023
910,5.75337
920,5.75963
930,5.76572
940,5.75405
950,5.79872
960,5.76283
970,5.75771
980,5.82387
990,5.75108
1000,5.73298
1010,5.73381
1020,5.77938
1030,5.78215
1040,5.76529
1050,5.78188
1060,5.77218
1070,5.79349
1080,5.78686
1090,5.77666
1100,5.74651
1110,5.78968
1120,5.78803
1130,5.75599
1140,5.75335
1150,5.74518
1160,5.74095
1170,5.76726
1180,5.77818
1190,5.74371
1200,5.77885
1210,5.81461
1220,5.75913
1230,5.77106
1240,5.80323
1250,5.79314
1260,5.77414
1270,5.81105
1280,5.74164
1290,5.77067
1300,5.76643
1310,5.72689
1320,5.78629
1330,5.74709
1340,5.74783
1350,5.74666
1360,5.81878
1370,5.7605
1380,5.76086
1390,5.7806
1400,5.75362
1410,5.81347
1420,5.76123
1430,5.76456
1440,5.74684
1450,5.75019
1460,5.79593
1470,5.79406
1480,5.79593
1490,5.77943
1500,5.78114
1510,5.78861
1520,5.75379
1530,5.76121
1540,5.75872
1550,5.7333
1560,5.75202
1570,5.79012
1580,5.78722
1590,5.76773
1600,5.75003
1610,5.76027
1620,5.776
1630,5.74551
1640,5.7494
1650,5.76512
1660,5.77464
1670,5.71826
1680,5.73706
1690,5.76221
1700,5.7511
1710,5.75143
1720,5.79134
1730,5.7833
1740,5.73131
1750,5.75404
1760,5.75777
1770,5.75513
1780,5.76769
1790,5.7707
1800,5.77669
1810,5.78512
1820,5.74785
1830,5.76371
1840,5.85112
1850,5.76486
1860,5.78447
1870,5.77836
1880,5.75781
1890,5.75755
1900,5.80827
1910,5.75605
1920,5.78373
1930,5.76434
1940,5.77849
1950,5.80309
1960,5.79387
1970,5.77179
1980,5.82879
1990,5.79658
2000,5.77858
2010,5.76488
2020,5.82641
2030,5.77802
2040,5.77914
2050,5.74658
2060,5.8456
2070,5.76047
2080,5.79595
2090,5.76834
2100,5.79378
2110,5.78669
2120,5.77152
2130,5.80401
2140,5.75772
2150,5.76129
2160,5.76877
2170,5.73201
2180,5.79074
2190,5.80769
2200,5.79052
2210,5.75564
2220,5.76092
2230,5.76877
2240,5.77673
2250,5.78355
2260,5.77426
2270,5.81707
2280,5.77583
2290,5.75822
2300,5.74919
2310,5.76093
2320,5.78512
2330,5.77497
2340,5.76652
2350,5.75577
2360,5.76023
2370,5.80971
2380,5.77755
2390,5.80926
2400,5.81347
2410,5.77072
2420,5.79597
2430,5.75319
2440,5.75333
2450,5.78315
2460,5.76042
2470,5.76604
2480,5.76478
2490,5.78567
2500,5.8482
2510,5.81654
2520,5.81988
2530,5.75345
