t,walltime
10,312.5
20,324.7
30,328.7
40,327.4
50,326.2
60,328
70,328.4
80,332.2
90,328.9
100,321.1
110,314.2
120,312.3
130,316
140,319.8
150,320.2
160,313.2
170,309.4
180,310.4
190,308.4
200,309
210,331.6
220,342.1
230,337
240,334.4
250,342
260,341.4
270,339.3
280,343.4
290,342.8
300,331.5
310,336.3
320,337.1
330,342.4
340,340.5
350,342.8
360,342
370,342.2
380,340.8
390,343.8
400,343.3
410,354.6
420,351.1
430,348.7
440,350.5
450,347.1
460,351.4
470,352.2
480,351
490,347.6
500,346.4
510,346.7
520,346.9
530,350.4
540,346.7
550,347.8
560,343.9
570,344.2
580,347.2
590,348.3
600,344.1
610,347.9
620,352.5
630,353.8
640,351.9
650,348.3
660,346.8
670,350.2
680,352.8
690,351.7
700,340.2
710,336
720,337.9
730,333.7
740,334.2
750,333.5
760,334.2
770,335.6
780,333.5
790,334.8
800,333.6
810,309.6
820,321
830,322.1
840,324.6
850,320.4
860,320.8
870,316.6
880,312.8
890,310.9
900,309.4
910,309.3
920,309.3
930,310
940,308.7
950,313.4
960,329.7
970,331.1
980,330.1
990,329.7
1000,327.2
1010,322.3
1020,322.2
1030,322.1
1040,319.2
1050,311.9
1060,306.6
1070,309.2
1080,311
1090,313.5
1100,318.8
1110,324.5
1120,324.6
1130,325.9
1140,322
1150,320.8
1160,316.7
1170,319.3
1180,320.8
1190,321.3
1200,322.3
1210,323.5
1220,325.4
1230,322.7
1240,319.1
1250,317.3
1260,316.5
1270,313.1
1280,311.9
1290,313
1300,311.8
1310,316.7
1320,322.1
1330,325.5
1340,325.2
1350,322.9
1360,325.7
1370,324.7
1380,323.2
1390,323.9
1400,323.2
1410,326.7
1420,328.7
1430,323.3
1440,325.3
1450,325.1
1460,319.7
1470,325.7
1480,326.7
1490,326.5
1500,326.7
1510,324.8
1520,320.8
1530,320.9
1540,312.8
1550,311.8
1560,323.8
1570,323.4
1580,323.7
1590,319.6
1600,326.1
1610,337.4
1620,335.7
1630,335.6
1640,335.9
1650,332.2
1660,336.9
1670,335.2
1680,335.5
1690,335
1700,333.6
1710,335.6
1720,336.8
1730,336.8
1740,334.9
1750,334.8
1760,334.2
1770,336.2
1780,335.4
1790,331.6
1800,331.3
1810,344.3
1820,342.9
1830,344.1
1840,345.8
1850,345.5
1860,346
1870,344.4
1880,340.2
1890,332.3
1900,330.7
1910,337.2
1920,336.9
1930,338.7
1940,337.9
1950,336.5
1960,335.8
1970,335.7
1980,336.1
1990,339.9
2000,334.5
2010,350.6
2020,350.7
2030,349.6
2040,347.8
2050,351.6
2060,351
2070,352.3
2080,349.6
2090,350.2
2100,350.8
2110,348.2
2120,353.1
2130,350.6
2140,352.9
2150,351.4
2160,350.3
