MDTU,min_width,max_width
1,0.127957,0.0994397
2,0.125891,0.0978738
3,0.124358,0.0961409
4,0.124358,0.0961409
5,0.122923,0.0951713
6,0.123491,0.0957346
7,0.123491,0.0957346
8,0.12158,0.0942835
9,0.120263,0.093508
10,0.120263,0.093508
11,0.120263,0.093508
12,0.120888,0.0945122
13,0.118849,0.0934708
14,0.120309,0.0938765
15,0.119181,0.0919669
16,0.119277,0.0926029
17,0.117782,0.0910551
18,0.117653,0.0906854
19,0.116752,0.0893389
20,0.11459,0.0883145
21,0.115782,0.0892599
22,0.116362,0.0888318
23,0.116362,0.0888318
24,0.115858,0.0900468
25,0.118062,0.0918378
26,0.117228,0.0904863
27,0.114592,0.0878328
28,0.113111,0.0877622
29,0.112068,0.0874663
30,0.108388,0.0840006
31,0.108744,0.0839035
32,0.110037,0.0848185
33,0.109389,0.0841954
34,0.109389,0.0841954
35,0.109381,0.0855741
36,0.110248,0.0858758
37,0.110594,0.0853582
38,0.111057,0.0854763
39,0.111057,0.0854763
40,0.110512,0.0863596
41,0.110567,0.0853599
42,0.111723,0.0871363
43,0.109605,0.0840739
44,0.11173,0.0852791
45,0.112105,0.0866813
46,0.111815,0.0861899
47,0.109372,0.0846901
48,0.108956,0.0838109
49,0.110556,0.0852734
50,0.110556,0.0852734
51,0.110556,0.0852734
52,0.110884,0.0850195
53,0.110528,0.0848151
54,0.109937,0.0840407
55,0.111109,0.0845391
56,0.11115,0.0852893
57,0.110282,0.0843111
58,0.111851,0.0849305
59,0.113225,0.0868502
60,0.113225,0.0868502
61,0.113225,0.0868502
62,0.111952,0.085969
63,0.111278,0.0856506
64,0.108813,0.083649
65,0.107076,0.0824572
66,0.107669,0.0827384
67,0.107437,0.0838075
68,0.107539,0.0824867
69,0.106798,0.0820344
70,0.106689,0.0808312
71,0.106689,0.0808312
72,0.103821,0.0801626
73,0.101612,0.0784688
74,0.100811,0.0773487
75,0.100777,0.0779706
76,0.100777,0.0779706
77,0.0982318,0.0757568
78,0.0982318,0.0757568
