ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.996162,0.00872376,null,null,null
0.245326,null,-0.340921,null,null
0.121401,null,null,-0.13251,null
-0.00142259,null,null,null,-0.0052527
0.996264,0.00701403,null,null,null
0.242871,null,-0.275806,null,null
0.106093,null,null,-0.155257,null
0.000485429,null,null,null,0.000100321
0.996086,0.0113807,null,null,null
0.242165,null,-0.285801,null,null
0.111249,null,null,-0.121754,null
-0.00265154,null,null,null,0.00248108
0.996086,0.0113807,null,null,null
0.242165,null,-0.285801,null,null
0.111249,null,null,-0.121754,null
-0.00265154,null,null,null,0.00248108
0.996255,0.0110597,null,null,null
0.2791,null,-0.258154,null,null
0.124744,null,null,-0.118433,null
0.00164044,null,null,null,0.00962725
0.996194,0.0160533,null,null,null
0.19333,null,-0.17262,null,null
0.0950798,null,null,-0.0626358,null
0.00370004,null,null,null,0.0091979
0.996194,0.0160533,null,null,null
0.19333,null,-0.17262,null,null
0.0950798,null,null,-0.0626358,null
0.00370004,null,null,null,0.0091979
0.996114,0.0174515,null,null,null
0.18192,null,-0.130146,null,null
0.0845586,null,null,-0.0321195,null
0.0042787,null,null,null,-0.00248967
0.996069,0.0187594,null,null,null
0.173825,null,-0.0948462,null,null
0.0921701,null,null,-0.0346513,null
0.00807084,null,null,null,-0.0024066
0.996069,0.0187594,null,null,null
0.173825,null,-0.0948462,null,null
0.0921701,null,null,-0.0346513,null
0.00807084,null,null,null,-0.0024066
0.996069,0.0187594,null,null,null
0.173825,null,-0.0948462,null,null
0.0921701,null,null,-0.0346513,null
0.00807084,null,null,null,-0.0024066
0.996221,0.0144651,null,null,null
0.214689,null,-0.0940939,null,null
0.0728754,null,null,-0.0725484,null
0.00778778,null,null,null,-0.00242942
0.996181,0.0150083,null,null,null
0.185499,null,-0.284332,null,null
0.0753194,null,null,-0.0886953,null
0.00229007,null,null,null,0.00472442
0.996336,0.00916875,null,null,null
0.21547,null,-0.26089,null,null
-0.00179354,null,null,-0.215103,null
-0.00135315,null,null,null,0.002271
0.996215,0.013581,null,null,null
0.289162,null,-0.243874,null,null
0.0588072,null,null,-0.0868051,null
-0.000276327,null,null,null,0.00160296
0.99607,0.0133604,null,null,null
0.274551,null,-0.255034,null,null
0.121276,null,null,-0.145154,null
0.00615199,null,null,null,-0.00362161
0.996197,0.0100957,null,null,null
0.259061,null,-0.232942,null,null
0.14569,null,null,-0.145437,null
0.00340223,null,null,null,-0.00313336
0.996149,0.011312,null,null,null
0.230169,null,-0.155174,null,null
0.0524326,null,null,-0.205035,null
0.000976704,null,null,null,-0.00215211
0.996144,0.00959635,null,null,null
0.258851,null,-0.09989,null,null
0.0453431,null,null,-0.16704,null
0.0053256,null,null,null,-0.00373784
0.996286,0.00730161,null,null,null
0.222311,null,-0.156213,null,null
0.0674305,null,null,-0.151239,null
0.000709026,null,null,null,-0.000928723
0.996266,0.00775198,null,null,null
0.124946,null,-0.197491,null,null
0.101444,null,null,-0.211351,null
0.00109169,null,null,null,-0.0005659
0.996291,-2.46539e-05,null,null,null
0.218156,null,-0.259819,null,null
0.0706531,null,null,-0.11216,null
-0.00874775,null,null,null,-0.000938508
0.996291,-2.46539e-05,null,null,null
0.218156,null,-0.259819,null,null
0.0706531,null,null,-0.11216,null
-0.00874775,null,null,null,-0.000938508
0.996287,0.00233256,null,null,null
0.113141,null,-0.23078,null,null
0.0856674,null,null,-0.0748959,null
-0.00492687,null,null,null,0.00292109
0.996282,0.00486436,null,null,null
0.00582578,null,-0.258279,null,null
0.057046,null,null,-0.19579,null
-0.00465361,null,null,null,0.00275391
0.996269,0.00622804,null,null,null
-0.015334,null,-0.242597,null,null
0.104428,null,null,-0.21655,null
0.000920212,null,null,null,0.000996439
0.996097,0.0117254,null,null,null
0.0486902,null,-0.247639,null,null
0.155154,null,null,-0.163777,null
-0.00322281,null,null,null,0.000148337
0.996105,0.0154431,null,null,null
0.0396931,null,-0.260924,null,null
0.165776,null,null,-0.161282,null
0.00337597,null,null,null,-0.000256991
0.996188,0.0148706,null,null,null
0.034506,null,-0.21417,null,null
0.10098,null,null,-0.194461,null
0.0068172,null,null,null,0.000195156
0.9962,0.0151894,null,null,null
-0.0332517,null,-0.20979,null,null
0.0894652,null,null,-0.0454824,null
-0.000903376,null,null,null,-0.00445466
0.996202,0.0125101,null,null,null
-0.0666492,null,-0.166841,null,null
0.0820667,null,null,-0.0740981,null
-0.00262517,null,null,null,-0.00142941
0.996345,0.00556804,null,null,null
-0.119882,null,-0.218269,null,null
0.0545795,null,null,-0.0548457,null
0.00546422,null,null,null,-0.00585662
0.996261,0.00256746,null,null,null
-0.0413198,null,-0.231996,null,null
0.106391,null,null,-0.0394858,null
0.001906,null,null,null,-0.00248432
0.996261,0.00256746,null,null,null
-0.0413198,null,-0.231996,null,null
0.106391,null,null,-0.0394858,null
0.001906,null,null,null,-0.00248432
0.996289,0.00166839,null,null,null
-0.0428545,null,-0.234081,null,null
0.0629546,null,null,-0.106257,null
-0.00141816,null,null,null,-0.00361961
0.996236,-0.00563308,null,null,null
-0.0167836,null,-0.298644,null,null
0.0599721,null,null,-0.121113,null
-0.00152133,null,null,null,-0.000178012
0.996179,-0.0144326,null,null,null
-0.0145226,null,-0.32184,null,null
0.0237421,null,null,-0.099662,null
-0.00253715,null,null,null,-0.00242513
0.996046,-0.0156643,null,null,null
-0.0950192,null,-0.331898,null,null
0.00818979,null,null,-0.0455415,null
-0.000743985,null,null,null,0.00163638
0.996046,-0.0156643,null,null,null
-0.0950192,null,-0.331898,null,null
0.00818979,null,null,-0.0455415,null
-0.000743985,null,null,null,0.00163638
0.995951,-0.0177024,null,null,null
-0.0334694,null,-0.271316,null,null
0.055499,null,null,-0.112146,null
-0.00472934,null,null,null,-0.000192097
0.995895,-0.0197084,null,null,null
-0.0402126,null,-0.293665,null,null
0.0293086,null,null,-0.218787,null
-0.000359081,null,null,null,0.000637304
0.99576,-0.0244833,null,null,null
-0.0927231,null,-0.235084,null,null
0.13325,null,null,-0.23757,null
-0.000630325,null,null,null,-0.00585204
0.995665,-0.0274711,null,null,null
-0.0747233,null,-0.2219,null,null
0.0836372,null,null,-0.25745,null
0.000429342,null,null,null,-0.00812419
0.995749,-0.0237816,null,null,null
-0.120304,null,-0.221013,null,null
0.113265,null,null,-0.276732,null
0.00107776,null,null,null,-0.000852534
0.995681,-0.019824,null,null,null
-0.0687584,null,-0.307865,null,null
0.0491889,null,null,-0.27506,null
-0.000348575,null,null,null,-0.000777724
0.995771,-0.0171049,null,null,null
-0.0612198,null,-0.31991,null,null
0.0289443,null,null,-0.2589,null
0.00161889,null,null,null,0.00105645
0.995807,-0.0223089,null,null,null
-0.0571098,null,-0.330934,null,null
0.0716528,null,null,-0.30878,null
0.00300367,null,null,null,0.000862753
0.995856,-0.0217596,null,null,null
-0.0282706,null,-0.330628,null,null
-0.001279,null,null,-0.330454,null
0.00344945,null,null,null,-0.00180559
0.995757,-0.0231291,null,null,null
0.0634317,null,-0.329118,null,null
-0.0274156,null,null,-0.321837,null
-0.0030951,null,null,null,0.00052781
0.995757,-0.0231291,null,null,null
0.0634317,null,-0.329118,null,null
-0.0274156,null,null,-0.321837,null
-0.0030951,null,null,null,0.00052781
0.995757,-0.0231291,null,null,null
0.0634317,null,-0.329118,null,null
-0.0274156,null,null,-0.321837,null
-0.0030951,null,null,null,0.000527811
0.995542,-0.0296209,null,null,null
0.0713822,null,-0.449645,null,null
-0.102477,null,null,-0.364996,null
-0.00199075,null,null,null,0.00633648
0.995631,-0.0281665,null,null,null
0.10577,null,-0.419669,null,null
-0.0330051,null,null,-0.335491,null
0.000616488,null,null,null,0.00398641
0.995753,-0.0247514,null,null,null
0.148339,null,-0.427539,null,null
0.0369112,null,null,-0.34895,null
0.000860802,null,null,null,0.00441439
0.996045,-0.0178891,null,null,null
0.124169,null,-0.472519,null,null
0.095911,null,null,-0.347065,null
0.00457521,null,null,null,0.00505354
0.995838,-0.018354,null,null,null
0.117208,null,-0.485198,null,null
0.00280431,null,null,-0.44371,null
-0.0015735,null,null,null,0.00389739
0.995646,-0.0278399,null,null,null
-0.0619569,null,-0.455744,null,null
-0.0496655,null,null,-0.43761,null
0.0029972,null,null,null,0.00569175
0.995753,-0.0260155,null,null,null
-0.0055909,null,-0.50127,null,null
-0.024195,null,null,-0.413343,null
0.000963524,null,null,null,0.000575396
0.995677,-0.0326336,null,null,null
-0.0248249,null,-0.525691,null,null
-0.0518065,null,null,-0.377277,null
0.0016786,null,null,null,-0.000260659
0.995677,-0.0326336,null,null,null
-0.0248249,null,-0.525691,null,null
-0.0518065,null,null,-0.377277,null
0.0016786,null,null,null,-0.000260659
0.995677,-0.0326336,null,null,null
-0.0248249,null,-0.525691,null,null
-0.0518065,null,null,-0.377277,null
0.0016786,null,null,null,-0.000260659
0.995725,-0.0286841,null,null,null
-0.0864939,null,-0.474491,null,null
0.0167697,null,null,-0.394257,null
0.000744295,null,null,null,-0.00340235
0.995507,-0.0312899,null,null,null
-0.146453,null,-0.381227,null,null
0.0211289,null,null,-0.377855,null
0.000667931,null,null,null,0.00100208
0.995446,-0.0347828,null,null,null
-0.199116,null,-0.377945,null,null
0.0610943,null,null,-0.380095,null
-0.0023739,null,null,null,0.00333869
0.995544,-0.0326622,null,null,null
-0.259941,null,-0.332536,null,null
0.0662516,null,null,-0.364634,null
0.00121642,null,null,null,0.00359869
0.995661,-0.0307354,null,null,null
-0.270949,null,-0.274738,null,null
0.0291774,null,null,-0.394011,null
0.000119618,null,null,null,0.00289369
