t,|deltaS|
1,2.136
2,0.3728
3,0.5273
4,0.873
5,0.5936
6,0.1636
7,0.2422
8,0.225
9,0.1921
10,0.5199
11,0.515
12,0.1342
13,0.02244
14,0.0323
15,0.1965
16,0.4251
17,1.107
18,0.318
19,0.4135
20,0.07226
21,0.04323
22,0.189
23,0.6144
24,0.2287
25,0.7194
26,0.82
27,0.4152
28,0.4385
29,0.0363
30,0.3733
31,0.403
32,0.1855
33,0.5702
34,0.7648
35,0.02029
36,0.5964
37,0.388
38,1.015
39,0.8446
40,0.2658
41,0.2136
42,0.1878
43,0.411
44,0.4278
45,0.3421
46,0.0815
47,0.06285
48,0.2196
49,0.2014
50,0.3849
51,0.4595
52,0.2558
53,0.6314
54,0.4242
55,0.4774
56,0.02152
57,0.1179
58,0.2832
59,0.04974
60,1.368
61,0.3917
62,0.7415
63,0.673
64,0.07977
65,0.3547
66,0.0699
67,0.4212
68,0.7836
69,0.2819
70,0.09426
71,0.5873
72,0.2703
73,0.8543
74,0.3778
75,0.4644
76,1.278
77,0.3102
78,0.4936
79,0.4707
80,0.08563
81,0.8389
82,0.2346
83,0.1455
84,0.02325
85,0.2587
86,0.02766
87,0.7689
88,0.4988
89,0.0552
90,0.4203
91,1.203
92,0.2928
93,0.4294
94,0.2668
95,0.259
96,0.3753
97,0.4773
98,0.1778
99,0.362
100,0.8093
101,0.389
102,0.217
103,0.4817
104,0.3149
105,0.1711
106,0.06175
107,0.1719
108,0.2023
109,0.2893
110,0.679
111,0.3701
112,0.3838
113,0.2516
114,0.4341
115,0.9631
116,0.2694
117,0.04232
118,0.1162
119,0.3402
120,0.6155
121,0.5149
122,0.2649
123,0.6213
124,0.1852
125,0.2331
126,0.3476
127,0.203
128,0.202
129,0.06212
130,0.3145
131,0.3267
132,0.3439
133,0.1029
134,0.3944
135,0.09085
136,0.07364
137,1.212
138,0.5724
139,0.4892
140,0.6683
141,0.03105
142,0.6243
143,0.4384
144,0.213
145,0.4417
146,0.1329
147,0.05915
148,0.0355
149,0.2956
150,0.3807
151,0.08907
152,0.1788
153,0.1053
154,0.2827
155,0.1821
156,0.3328
157,0.4773
158,0.0559
159,0.4683
160,0.36
161,0.2549
162,0.1794
163,0.1747
164,0.1917
165,0.8033
166,0.1768
167,0.114
168,0.2999
169,0.3625
170,0.1764
171,0.4004
172,0.5345
173,0.5096
174,0.8422
175,0.3005
176,0.3682
177,0.9647
178,0.1585
179,0.3617
180,0.1124
181,0.2928
182,0.203
183,0.5965
184,0.07153
185,1.661
186,0.1244
187,0.1048
188,0.2239
189,0.1058
190,0.6493
191,0.6028
192,0.2544
193,1.144
194,0.4561
195,0.4434
196,0.3187
197,1.073
198,0.1082
199,0.4283
200,0.9773
201,1.231
202,0.6637
203,0.2534
204,1.071
205,1.06
206,0.2571
207,0.3916
208,0.01118
209,0.5967
210,0.4753
211,0.1571
212,1.142
213,0.8128
214,0.1783
215,0.09532
216,0.1318
217,0.4201
218,0.2253
219,0.6498
220,0.7563
221,1.213
222,0.2151
223,0.2186
224,0.6317
225,0.7957
226,0.1371
227,0.3823
228,0.26
229,0.05209
230,0.1024
231,0.2643
232,0.2269
233,0.3048
234,0.06366
235,0.3267
236,0.1095
237,0.79
238,0.9824
239,0.2396
240,0.0149
241,0.1953
242,0.3099
243,0.6793
244,0.5707
245,0.4332
246,0.08092
247,0.1547
248,0.06575
249,0.01879
250,0.04556
251,0.9809
252,0.2791
253,0.5059
254,0.8187
255,0.2149
256,0.4227
257,0.2066
258,0.6255
259,0.3695
260,0.2662
261,1.14
262,0.869
263,0.3182
264,0.1933
265,0.03786
266,0.3498
267,0.04029
268,0.3299
269,0.593
270,0.3551
271,0.3233
272,0.3968
273,0.3409
274,0.8346
275,0.9134
276,0.08378
277,0.3656
278,0.1194
279,0.3927
280,0.5915
281,0.7072
282,0.8495
283,0.548
284,0.1415
285,1.45
286,0.2408
287,0.5688
288,0.833
289,1.132
290,0.3442
291,0.8834
292,0.01949
293,0.4721
294,0.7279
295,0.3161
296,0.3131
297,0.1283
298,0.5866
299,0.06682
300,0.1626
301,0.4206
302,0.3051
303,0.2428
304,0.507
305,0.02521
306,0.102
307,0.644
308,0.7455
309,0.008099
310,0.02588
311,0.2393
312,0.6389
313,0.8124
314,1.281
315,0.852
316,0.1385
317,0.2565
318,0.4211
319,0.2332
320,0.1649
321,0.9048
322,0.2234
323,0.8775
324,0.2242
325,0.7952
326,0.3368
327,0.1098
328,0.8409
329,0.07589
330,0.5019
331,0.6423
332,0.07861
333,0.8251
334,0.4588
335,0.3649
336,1.226
337,0.04587
338,0.2171
339,0.1159
340,1.234
341,0.4884
342,0.4601
343,0.2388
344,0.5666
345,0.07412
346,0.07525
347,0.489
348,1.269
349,0.3457
350,0.06114
351,0.2998
352,0.2457
353,0.2677
354,1.106
355,0.424
356,0.405
357,0.8358
358,0.1552
359,0.1268
360,0.9774
361,1.29
362,0.3954
363,0.1179
364,0.09582
365,0.736
366,0.3822
367,0.1641
368,0.2308
369,0.7349
370,0.396
371,0.07647
372,1.232
373,0.2175
374,0.1864
375,0.327
376,0.4362
377,0.09801
378,0.619
379,1.099
380,0.3787
381,0.2538
382,0.02188
383,0.1346
384,0.8144
385,0.1107
386,0.4919
387,0.1254
388,0.7093
389,0.0817
390,0.5736
391,0.4818
392,1.51
393,0.1908
394,0.2703
395,0.0455
396,0.07594
397,0.3457
398,0.3973
399,0.201
400,0.4005
401,0.5182
402,0.7097
403,0.1185
404,0.2735
405,0.07601
406,0.728
407,0.5068
408,0.134
409,0.5709
410,0.4008
411,0.09221
412,0.04862
413,0.9435
414,0.1011
415,0.4051
416,0.03863
417,0.09054
418,0.1282
419,0.6773
420,0.5536
421,1.224
422,0.8949
423,0.4688
424,0.2108
425,0.3034
426,0.9054
427,0.8693
428,0.07431
429,0.5081
430,0.388
431,0.351
432,0.03503
433,0.1989
434,0.1634
435,0.6503
436,0.01863
437,0.2237
438,0.4021
439,0.1887
440,0.4227
441,0.2435
442,0.2563
443,0.07052
444,0.2658
445,0.006189
446,0.332
447,0.3705
448,0.4023
449,0.2341
450,0.2074
451,0.4117
452,0.4595
453,0.03891
454,0.1934
455,0.478
456,0.5919
457,0.5135
458,0.3244
459,1.302
460,0.09775
461,0.4808
462,0.03375
463,0.7611
464,0.3351
465,1.064
466,0.02141
467,0.4207
468,0.2983
469,1.024
470,0.7539
471,0.1722
472,0.1038
473,1.094
474,0.7297
475,0.02741
476,0.008561
477,0.3091
478,0.8966
479,0.6531
480,0.3286
481,0.09196
482,1.259
483,0.2925
484,0.5992
485,0.2462
486,0.2324
487,0.07084
488,0.856
489,1.722
490,0.4701
491,0.158
492,0.1684
493,0.4187
494,0.4065
495,0.173
496,0.05029
497,0.6339
498,0.2836
499,0.006606
500,0.0296
501,0.3837
502,0.3164
503,0.38
504,0.6
505,0.3913
506,0.02227
507,0.05696
508,0.8685
509,0.5174
510,0.1733
511,0.6635
512,0.3029
513,0.3135
514,0.09878
515,0.6316
516,0.08235
517,0.483
518,0.4763
519,0.4144
520,0.6501
521,0.984
522,0.6001
523,0.8975
524,0.1753
525,0.3477
526,0.3005
527,0.08986
528,0.5179
529,0.129
530,0.0577
531,0.6907
532,0.1852
533,0.04721
534,0.157
535,1.021
536,0.3453
537,0.8437
538,0.09786
539,0.08027
540,0.4078
541,0.6472
542,0.3477
543,0.7046
544,0.936
545,0.6876
546,1.369
547,0.5243
548,0.3825
549,0.5219
550,0.1571
551,0.4395
552,0.4996
553,0.03757
554,0.3484
555,0.0971
556,0.6338
557,0.5894
558,0.04193
559,0.009368
560,0.795
561,0.01402
562,0.4991
563,0.1194
564,0.4218
565,0.4114
566,0.01808
567,0.0009263
568,0.3072
569,0.381
570,0.4623
571,0.1994
572,0.1249
573,0.6191
574,0.8855
575,0.1322
576,0.2115
577,0.1377
578,1.727
579,0.2489
580,0.104
581,0.7733
582,0.01336
583,0.2537
584,0.05107
585,0.1593
586,0.03227
587,1.55
588,0.8138
589,0.3403
590,0.3533
591,0.07315
592,0.3639
593,0.4502
594,0.1883
595,0.2211
596,0.1371
597,0.03118
598,0.2012
599,0.06828
600,0.1686
601,0.6072
602,0.7037
603,1.365
604,0.1586
605,0.1934
606,0.3725
607,0.4696
608,0.06552
609,0.3146
610,1.119
611,0.4884
612,0.1919
613,0.1271
614,0.4378
615,0.2844
616,0.196
617,0.51
618,0.1072
619,0.152
620,0.779
621,0.6285
622,0.04803
623,0.6988
624,0.2154
625,0.03009
626,0.08734
627,0.4813
628,0.2334
629,0.4931
630,0.3724
631,0.02554
632,0.4424
633,0.1641
634,0.9202
635,0.2807
636,0.5762
637,0.3217
638,0.4573
639,0.3761
640,0.5864
641,0.1645
642,0.1761
643,0.8933
644,1.287
645,0.5591
646,1.433
647,0.1591
648,0.4693
649,0.7644
650,0.2184
651,0.692
652,0.1635
653,0.08609
654,0.3748
655,0.3427
656,0.5286
657,0.5965
658,0.1189
659,0.7262
660,0.3072
661,1.21
662,0.4472
663,0.6976
664,0.4278
665,0.1078
666,0.7021
667,1.174
668,0.394
669,0.6833
670,0.6299
671,0.8036
672,0.2155
673,0.5155
674,0.4617
675,0.416
676,0.1909
677,0.142
678,0.1041
679,0.6356
680,0.01111
681,0.3288
682,0.01961
683,1.06
684,0.5875
685,0.5647
686,0.07447
687,1.354
688,0.5989
689,0.3316
690,0.04397
691,0.5005
692,0.0804
693,0.4361
694,0.02614
695,0.5682
696,0.5617
697,0.9713
698,0.702
699,0.2685
700,0.06322
701,0.1622
702,0.334
703,0.09314
704,0.3218
705,0.5298
706,0.4694
707,0.001635
708,0.7981
709,0.7838
710,0.01994
711,0.5946
712,0.3713
713,0.9704
714,1.07
715,0.5436
716,0.7324
717,0.3601
718,0.02321
719,0.9624
720,0.6356
721,0.9605
722,0.03343
723,0.1125
724,0.6831
725,0.1974
726,0.6953
727,0.3816
728,0.4174
729,0.7222
730,0.3798
731,0.3115
732,0.4492
733,0.2075
734,0.6936
735,1.174
736,0.8094
737,0.1755
738,0.3576
739,0.8017
740,0.06682
741,0.6225
742,0.4048
743,0.4905
744,0.2143
745,0.03325
746,0.4915
747,0.3464
748,0.4418
749,0.7056
750,0.1604
751,0.4286
752,0.5945
753,0.5833
754,0.457
755,0.04234
756,0.8497
757,0.2944
758,0.5689
759,0.815
760,0.7642
761,0.3136
762,0.1001
763,0.2
764,0.5881
765,0.3765
766,0.7186
767,0.04566
768,0.4485
769,0.5002
770,0.7272
771,0.2598
772,0.3992
773,0.373
774,0.4562
775,0.6374
776,0.3514
777,0.6989
778,0.1109
779,0.0734
780,0.1342
781,0.7015
782,1.076
783,0.4481
784,0.2579
785,0.8258
786,0.3045
787,0.03717
788,0.3646
