MDTU,|Tr(L)|,ReTr(L),ImTr(L)
1,0.955856,-0.183133,-0.938149
2,0.952322,-0.172868,-0.936501
3,0.954542,-0.185468,-0.93635
4,0.954542,-0.185468,-0.93635
5,0.949355,-0.172407,-0.933569
6,0.95138,-0.160184,-0.937797
7,0.95138,-0.160184,-0.937797
8,0.952665,-0.168271,-0.937686
9,0.954038,-0.177663,-0.93735
10,0.954038,-0.177663,-0.93735
11,0.954038,-0.177663,-0.93735
12,0.951625,-0.174868,-0.93542
13,0.951274,-0.146152,-0.93998
14,0.951205,-0.154773,-0.938529
15,0.949326,-0.149286,-0.937515
16,0.952149,-0.144305,-0.94115
17,0.952088,-0.159413,-0.938647
18,0.952319,-0.164658,-0.937976
19,0.952456,-0.187245,-0.933869
20,0.952912,-0.232125,-0.924207
21,0.952402,-0.252192,-0.918405
22,0.949643,-0.236764,-0.919655
23,0.949643,-0.236764,-0.919655
24,0.951049,-0.241218,-0.91995
25,0.951988,-0.196843,-0.931415
26,0.952669,-0.225706,-0.925546
27,0.948732,-0.220011,-0.922869
28,0.951367,-0.200365,-0.930029
29,0.952319,-0.221963,-0.926091
30,0.950162,-0.24199,-0.91883
31,0.952449,-0.195011,-0.932271
32,0.95121,-0.156663,-0.93822
33,0.95101,-0.149066,-0.939255
34,0.95101,-0.149066,-0.939255
35,0.949393,-0.138819,-0.939189
36,0.946945,-0.131669,-0.937746
37,0.948579,-0.142581,-0.937802
38,0.948995,-0.112456,-0.942309
39,0.948995,-0.112456,-0.942309
40,0.950705,-0.113709,-0.94388
41,0.952091,-0.139958,-0.941747
42,0.951164,-0.183616,-0.933272
43,0.949305,-0.177077,-0.932644
44,0.950103,-0.178184,-0.933245
45,0.949712,-0.1673,-0.93486
46,0.950203,-0.16995,-0.934881
47,0.951249,-0.115393,-0.944224
48,0.951034,-0.0641914,-0.948865
49,0.951641,-0.0356957,-0.950971
50,0.951641,-0.0356957,-0.950971
51,0.951641,-0.0356957,-0.950971
52,0.951937,-0.0321992,-0.951392
53,0.949719,-0.0126106,-0.949635
54,0.952449,-0.042818,-0.951486
55,0.952093,-0.0560657,-0.950441
56,0.947933,-0.0622928,-0.945884
57,0.951466,-0.0476874,-0.95027
58,0.952104,-0.0588682,-0.950283
59,0.951738,-0.0431654,-0.950759
60,0.951738,-0.0431654,-0.950759
61,0.951738,-0.0431654,-0.950759
62,0.948806,-0.0605569,-0.946871
63,0.95061,-0.00845127,-0.950573
64,0.951245,0.0320831,-0.950704
65,0.950854,0.0554992,-0.949233
66,0.94747,0.0740197,-0.944574
67,0.950495,0.0533134,-0.948999
68,0.950322,0.00204614,-0.95032
69,0.949814,-0.023418,-0.949525
70,0.946194,-0.0158645,-0.946061
71,0.946194,-0.0158645,-0.946061
72,0.946625,-0.0124237,-0.946544
73,0.949618,-0.0448606,-0.948558
74,0.948061,-0.0146649,-0.947948
75,0.949056,0.0172768,-0.948899
76,0.949056,0.0172768,-0.948899
77,0.946547,0.00587474,-0.946529
78,0.946547,0.00587474,-0.946529
79,0.947941,0.0179555,-0.947771
80,0.948416,-0.0462599,-0.947287
81,0.950298,-0.0647084,-0.948093
82,0.947951,-0.0756619,-0.944926
83,0.948353,-0.0825206,-0.944756
84,0.947977,-0.10731,-0.941884
85,0.94858,-0.0926069,-0.944049
86,0.946447,-0.140329,-0.935986
87,0.948017,-0.18704,-0.929383
88,0.947969,-0.15354,-0.935453
89,0.948878,-0.163309,-0.934719
90,0.948878,-0.163309,-0.934719
91,0.948878,-0.163309,-0.934719
92,0.948058,-0.19592,-0.927594
93,0.947602,-0.186298,-0.929109
94,0.949257,-0.229472,-0.921104
95,0.950024,-0.244774,-0.91795
96,0.949316,-0.217339,-0.924103
97,0.948984,-0.254302,-0.914276
98,0.948984,-0.254302,-0.914276
99,0.948863,-0.271656,-0.909145
100,0.94728,-0.306286,-0.896397
101,0.94728,-0.306286,-0.896397
102,0.948781,-0.261773,-0.911954
103,0.948781,-0.261773,-0.911954
104,0.947784,-0.219696,-0.92197
105,0.950317,-0.25579,-0.915245
106,0.949855,-0.238954,-0.919308
107,0.944562,-0.236111,-0.914576
108,0.946458,-0.228971,-0.918344
109,0.948642,-0.243955,-0.916737
110,0.946364,-0.252129,-0.91216
111,0.946364,-0.252129,-0.91216
112,0.946364,-0.252129,-0.91216
113,0.948771,-0.26557,-0.910845
114,0.949116,-0.247726,-0.916216
115,0.949116,-0.247726,-0.916216
116,0.948748,-0.224959,-0.921693
117,0.945061,-0.243978,-0.913025
118,0.946804,-0.251632,-0.912754
119,0.946804,-0.251632,-0.912754
120,0.945239,-0.181438,-0.927662
121,0.946644,-0.193667,-0.926621
122,0.945551,-0.227477,-0.91778
123,0.943611,-0.271856,-0.903601
124,0.948679,-0.267284,-0.910247
125,0.947988,-0.261946,-0.911079
126,0.946555,-0.226516,-0.919053
127,0.946664,-0.222834,-0.920064
128,0.948718,-0.231516,-0.920036
129,0.950854,-0.217571,-0.925628
130,0.948831,-0.226977,-0.921283
131,0.94952,-0.198747,-0.928486
132,0.945449,-0.204338,-0.923104
133,0.948433,-0.211434,-0.924565
134,0.946709,-0.187421,-0.927971
135,0.944652,-0.183713,-0.926616
136,0.94619,-0.172764,-0.930284
137,0.945376,-0.145139,-0.934169
138,0.951445,-0.146558,-0.94009
139,0.94994,-0.11053,-0.943488
140,0.94994,-0.11053,-0.943488
141,0.951121,-0.092967,-0.946566
142,0.950182,-0.105667,-0.944289
143,0.947602,-0.109719,-0.941229
144,0.948115,-0.113633,-0.941281
145,0.949798,-0.0774766,-0.946632
146,0.950241,-0.0338669,-0.949638
147,0.95132,-0.0472576,-0.950145
148,0.949686,-0.0331507,-0.949107
149,0.948947,-0.0327185,-0.948383
150,0.948947,-0.0327185,-0.948383
151,0.949067,-0.0283311,-0.948644
152,0.94925,-0.0158107,-0.949119
153,0.947943,-0.0385589,-0.947159
154,0.944677,-0.0745765,-0.941729
155,0.947382,-0.0643506,-0.945194
156,0.950611,-0.0775901,-0.947439
157,0.944541,-0.0902481,-0.94022
158,0.950042,-0.097158,-0.945061
159,0.949523,-0.152103,-0.937261
160,0.948567,-0.181671,-0.931007
161,0.949123,-0.203021,-0.927155
162,0.946649,-0.163964,-0.932341
163,0.949944,-0.148319,-0.938294
164,0.949667,-0.165364,-0.935159
165,0.951144,-0.189765,-0.932021
166,0.946943,-0.194435,-0.926766
167,0.948668,-0.193318,-0.928763
168,0.947848,-0.203664,-0.925709
169,0.947848,-0.203664,-0.925709
170,0.946709,-0.223435,-0.919965
171,0.946709,-0.223435,-0.919965
172,0.946233,-0.256281,-0.910866
173,0.946233,-0.256281,-0.910866
174,0.946233,-0.256281,-0.910866
175,0.947617,-0.270964,-0.908051
176,0.947381,-0.278435,-0.905541
177,0.947381,-0.278435,-0.905541
178,0.946658,-0.30808,-0.895125
179,0.948087,-0.304129,-0.897984
180,0.947386,-0.300432,-0.898487
181,0.949103,-0.35027,-0.882104
182,0.947325,-0.392763,-0.862069
183,0.947325,-0.392763,-0.862069
184,0.950249,-0.395306,-0.864121
185,0.950249,-0.395306,-0.864121
186,0.949067,-0.41824,-0.851941
187,0.949067,-0.41824,-0.851941
188,0.949499,-0.414469,-0.854263
189,0.949914,-0.387792,-0.867152
190,0.949925,-0.376596,-0.872085
191,0.951024,-0.370479,-0.875895
192,0.948414,-0.347641,-0.882402
193,0.948414,-0.347641,-0.882402
194,0.948397,-0.37097,-0.872834
195,0.948397,-0.37097,-0.872834
196,0.948565,-0.364965,-0.875544
197,0.948565,-0.364965,-0.875544
198,0.951186,-0.369698,-0.876401
199,0.949071,-0.366297,-0.875535
200,0.949071,-0.366297,-0.875535
201,0.949611,-0.372029,-0.873703
202,0.952689,-0.372516,-0.87684
203,0.951087,-0.371642,-0.87547
204,0.951087,-0.371642,-0.87547
205,0.951013,-0.338395,-0.888771
206,0.950745,-0.34218,-0.887034
207,0.949026,-0.33348,-0.888505
208,0.947635,-0.362969,-0.875366
209,0.9478,-0.356389,-0.878244
210,0.948402,-0.419546,-0.850557
211,0.945136,-0.430378,-0.841461
212,0.950838,-0.428116,-0.849005
213,0.950838,-0.428116,-0.849005
214,0.947137,-0.436391,-0.840614
215,0.947236,-0.42432,-0.846881
216,0.945734,-0.386261,-0.863259
217,0.947939,-0.371699,-0.872025
218,0.943649,-0.370032,-0.868073
219,0.947841,-0.383358,-0.866856
220,0.94823,-0.40686,-0.856507
221,0.949635,-0.436157,-0.843548
222,0.94984,-0.433198,-0.845302
223,0.942492,-0.45976,-0.822746
224,0.946858,-0.462886,-0.826
225,0.946858,-0.462886,-0.826
226,0.947504,-0.485293,-0.81379
227,0.948732,-0.517558,-0.795126
228,0.94438,-0.510116,-0.794755
229,0.945202,-0.51241,-0.794256
230,0.947384,-0.531681,-0.784125
231,0.948476,-0.529565,-0.786872
232,0.949363,-0.514484,-0.79787
233,0.95034,-0.51036,-0.801673
234,0.949669,-0.538141,-0.78248
235,0.947549,-0.511296,-0.797763
236,0.947549,-0.511296,-0.797763
237,0.947549,-0.511296,-0.797763
238,0.947549,-0.511296,-0.797763
239,0.948742,-0.521814,-0.792353
240,0.950642,-0.494651,-0.811813
241,0.95144,-0.495699,-0.812109
242,0.947909,-0.456686,-0.830644
243,0.948221,-0.425479,-0.847402
244,0.950579,-0.444786,-0.840099
245,0.950579,-0.444786,-0.840099
246,0.951607,-0.486134,-0.818065
247,0.949354,-0.478356,-0.82003
248,0.947396,-0.485439,-0.813577
249,0.952181,-0.489421,-0.816771
250,0.94897,-0.506686,-0.80238
251,0.950921,-0.497011,-0.810697
252,0.952774,-0.47033,-0.828594
253,0.947758,-0.501337,-0.804305
254,0.947758,-0.501337,-0.804305
