MDTU,S_B
1,1.00346
2,0.993702
3,0.997721
4,0.996192
5,0.997944
6,0.997072
7,0.998295
8,0.998688
9,0.996301
10,0.997707
11,0.997104
12,0.996281
13,0.998852
14,0.996798
15,0.99748
16,0.997345
17,0.997956
18,0.997603
19,0.998132
20,0.999075
21,0.999075
22,0.99708
23,0.99781
24,0.998517
25,0.997471
26,0.999767
27,0.997852
28,0.999095
29,0.998328
30,0.997897
31,0.998283
32,0.998691
33,0.996198
34,0.996198
35,0.999248
36,0.996882
37,0.999166
38,0.99743
39,0.996981
40,0.99957
41,0.998383
42,0.99886
43,0.998359
44,0.998359
45,0.998359
46,0.999892
47,0.997661
48,0.998491
49,0.998082
50,0.999149
51,0.997849
52,0.99899
53,0.999357
54,0.998895
55,0.996448
56,0.998778
57,0.998669
58,0.998021
59,0.99749
60,0.997659
61,0.998573
62,0.998573
63,0.998383
64,0.998834
65,0.997549
66,0.997549
67,0.999066
68,0.998049
69,0.999036
70,0.999036
71,0.999771
72,0.997962
73,0.997962
74,0.997962
75,0.997962
76,0.998839
77,0.999004
78,0.999056
79,0.998247
80,1.00014
81,0.998423
82,0.998423
83,0.998423
84,0.998423
85,0.998862
86,0.998862
87,0.999573
88,0.999573
89,0.999573
90,0.999616
91,0.999422
92,0.998676
93,0.998676
94,0.997848
95,0.998947
96,0.999087
97,1.00014
98,0.998764
99,0.998764
100,0.999186
101,0.999186
102,0.998728
103,0.998196
104,0.999241
105,0.998677
106,1.00016
107,0.997651
108,0.999182
109,0.998235
110,0.997755
111,0.997755
112,0.997968
113,0.997968
114,1.0003
115,1.00021
116,1.00021
117,1.00135
118,0.997794
119,0.997794
120,0.997794
121,0.99805
122,0.998967
123,0.99782
124,0.99782
125,0.998818
126,0.999226
127,0.998409
128,0.99826
129,0.998377
130,0.998377
131,0.998254
132,0.998254
133,0.998209
134,0.998209
135,0.997421
136,0.999405
137,0.998677
138,1.00025
139,0.998366
140,0.998366
141,1.00014
142,1.00014
143,1.00014
144,0.997655
145,0.997655
146,0.999993
147,0.999993
148,0.999182
149,0.999182
150,0.999833
151,0.999282
152,0.997912
153,1.0015
154,0.998567
155,0.998908
156,0.999187
157,0.99867
158,0.999794
159,0.999971
160,0.998755
161,0.999445
162,0.999445
163,0.998889
164,0.998459
165,0.998973
166,0.999263
167,0.998712
168,0.998503
169,0.998228
170,0.998538
171,0.999814
172,0.999484
173,0.998529
174,0.998697
175,1.00052
176,0.998473
177,0.999017
178,0.999835
179,0.999615
180,0.998827
181,0.998827
182,0.998536
183,0.999192
184,0.999192
185,0.998153
186,0.998943
187,0.998469
188,0.999705
189,0.997985
190,0.998917
191,0.998917
192,0.998207
193,0.998207
194,0.999318
195,0.998956
196,0.998956
197,0.99919
198,0.998354
199,1.00037
200,0.998804
201,0.998804
202,0.998804
203,0.998827
204,0.999757
205,0.999807
206,0.996796
207,0.996796
208,0.999497
209,1.00087
210,0.999083
211,0.999083
212,0.998041
213,0.998041
214,1.00112
215,1.00112
216,0.999183
217,0.999183
218,0.999183
219,1.0004
220,0.998241
221,0.998241
222,1.00132
223,0.998979
224,1.00037
225,0.998092
226,0.998092
227,0.998092
228,0.998092
229,0.998846
230,0.998846
231,1.00082
232,0.998228
233,0.999216
234,0.996874
235,0.997969
236,0.999593
237,0.998116
238,1.00009
239,1.00009
240,0.999144
241,0.999144
242,0.999144
243,0.998347
244,0.998863
245,0.998863
246,0.999097
247,1.00028
248,1.00156
249,0.998865
250,0.999088
