t,deltaS
1,0.3481
2,-0.02978
3,0.01014
4,-0.09799
5,-0.07854
6,-0.04479
7,-0.03203
8,-0.003926
9,-0.07721
10,-0.1037
11,-0.04218
12,-0.06172
13,-0.02944
14,-0.04688
15,0.001472
16,0.02783
17,-0.01686
18,-0.03831
19,-0.007573
20,0.0131
21,0.29
22,-0.1429
23,-0.8945
24,-0.3257
25,0.399
26,0.2183
27,-0.2049
28,-0.00191
29,-0.4149
30,-0.6031
31,-0.1097
32,-0.4982
33,-0.4379
34,0.9636
35,0.5009
36,0.4539
37,-0.386
38,-0.8192
39,-0.8908
40,-0.4296
41,-1.092
42,-0.2801
43,-1.378
44,0.7825
45,1.012
46,1.37
47,1.083
48,-0.4785
49,1.453
50,-0.7372
51,0.8432
52,1.303
53,1.295
54,-0.4343
55,-0.51
56,-0.6294
57,0.1751
58,-0.226
59,-0.03144
60,1.287
61,0.157
62,0.4575
63,0.1047
64,0.02202
65,0.1716
66,1.808
67,-0.6109
68,-1.394
69,-0.5836
70,0.5741
71,0.425
72,-0.5566
73,2.135
74,1.562
75,0.6671
76,1.026
77,-0.9807
78,-1.462
79,0.2625
80,0.2628
81,-0.3935
82,1.311
83,1.979
84,1.501
85,0.9416
86,2.39
87,-0.8884
88,0.3751
89,1.363
90,1.254
91,-0.002548
92,-1.445
93,2.292
94,-0.1288
95,-0.493
96,0.2808
97,0.9357
98,-1.049
99,0.875
100,-1.261
101,2.183
102,-0.03419
103,-0.1201
104,0.3046
105,-0.9051
106,-0.1587
107,-0.5515
108,0.8279
109,0.8715
110,-0.7334
111,1.344
112,0.3357
113,1.934
114,0.4715
115,-0.2045
116,1.797
117,0.7331
118,-0.2231
119,0.9261
120,0.7634
121,-0.1937
122,-1.205
123,-0.2585
124,1.372
125,0.02136
126,0.2646
127,0.9843
128,0.05093
129,-0.7133
130,0.2908
131,-0.08953
132,0.8926
133,1.245
134,1.327
135,-0.1412
136,-0.5832
137,-0.8072
138,-1.298
139,0.119
140,0.4927
141,-0.9596
142,1.362
143,0.9394
144,0.4282
145,0.6521
146,1.028
147,0.2929
148,0.1366
149,1.846
150,-0.938
151,-0.5775
152,-0.6237
153,0.4551
154,-0.3662
155,-1.204
156,-0.4812
157,-1.741
158,-0.69
159,0.3741
160,0.1816
161,0.3391
162,0.7754
163,-1.235
164,0.8604
165,0.1431
166,0.04079
167,-0.8174
168,-0.4051
169,-0.4134
170,-0.6517
171,-1.087
172,0.3509
173,0.01991
174,1.237
175,1.082
176,1.85
177,0.2577
178,-0.498
179,-0.08353
180,-0.4836
181,0.1435
182,-0.2921
183,1.059
184,1.122
185,0.07807
186,0.6581
187,-0.5772
188,1.698
189,-0.5225
190,0.4449
191,0.8007
192,0.6846
193,1.184
194,0.638
195,0.3443
196,1.215
197,-0.9802
198,-0.3322
199,0.5743
200,-1.574
201,0.4695
202,1.434
203,-0.1892
204,0.2718
205,-0.5707
206,-0.7069
207,1.002
208,1.388
209,0.1594
210,-0.7737
211,0.4282
212,-1.531
213,2.444
214,-1.009
215,0.3404
216,0.2027
217,1.22
218,1.238
219,0.1114
220,-0.04722
221,0.7718
222,-0.1482
223,-0.7747
224,0.0157
225,-0.09265
226,1.151
227,1.599
228,1.399
229,-0.02262
230,2.119
231,1.27
232,-0.7075
233,0.9133
234,-1.524
235,-1.206
236,0.9013
237,-1.458
238,0.8495
239,0.6739
240,-1.171
241,2.16
242,0.8965
243,0.2822
244,-1.186
245,0.9166
246,-1.349
247,-1.239
248,-0.4339
249,-0.8097
250,0.8328
