MDTU,0,2,4,6,8,10
10,0.0600523,0.0601328,0.0612563,0.0614444,0.062068,0.062099
20,0.0484816,0.048842,0.050146,0.0502571,0.0506961,0.0507169
30,0.0432173,0.0433143,0.0436505,0.0438907,0.0443609,0.044522
40,0.0377561,0.0377863,0.0384822,0.0385536,0.0394787,0.0395204
50,0.037408,0.0375617,0.0376584,0.0377107,0.038153,0.0381777
60,0.033169,0.0333108,0.0345322,0.0345714,0.0355638,0.0356766
70,0.0325963,0.0329036,0.0333476,0.0333799,0.0335036,0.0336931
80,0.0325182,0.0326229,0.0330975,0.0331708,0.0334021,0.033476
90,0.0295393,0.0297624,0.0303171,0.0304507,0.0312986,0.031442
100,0.0299228,0.0300241,0.0304416,0.0305347,0.0306535,0.0308647
110,0.0290907,0.0291079,0.029541,0.0297713,0.0302344,0.03036
120,0.028889,0.0289715,0.0293444,0.0294153,0.0299803,0.0300375
130,0.0278155,0.0280072,0.0283953,0.0285456,0.029339,0.0294968
140,0.0284486,0.0285462,0.0287968,0.0289122,0.0291355,0.0292014
150,0.0264781,0.0266407,0.0272402,0.0273016,0.0275831,0.027685
160,0.0264669,0.0265095,0.0274356,0.0274933,0.0277669,0.0278883
170,0.0258788,0.0259178,0.026283,0.0266178,0.0268528,0.0268944
180,0.0263076,0.0265826,0.0267908,0.027026,0.0271271,0.0273216
190,0.026569,0.0268073,0.0270205,0.0272075,0.0272959,0.0275402
200,0.0247988,0.0248833,0.0256947,0.0257681,0.0261042,0.0261229
210,0.0239273,0.0241539,0.0247171,0.0247718,0.0250522,0.0251291
220,0.0240467,0.0242747,0.0248914,0.0250155,0.0252531,0.0255865
230,0.0242864,0.0245134,0.0251409,0.0253271,0.0253816,0.0256913
240,0.0253142,0.0254808,0.0261173,0.0262484,0.0263435,0.0265027
250,0.0248103,0.0248395,0.0255024,0.0255823,0.0259584,0.0259976
260,0.0254827,0.0256052,0.0257532,0.0258201,0.0259753,0.0261813
270,0.0237527,0.0238332,0.0247208,0.0247578,0.0252232,0.0252921
280,0.0240275,0.0243066,0.0245646,0.0247014,0.0251394,0.0252969
290,0.0236399,0.0239308,0.0243672,0.0244108,0.0246236,0.0247373
300,0.0237257,0.0238504,0.0249457,0.0249818,0.0251023,0.0251653
310,0.0244719,0.0245228,0.0248692,0.0251537,0.0252771,0.025343
320,0.0229379,0.0233345,0.023942,0.0240207,0.0240564,0.0243043
330,0.0235944,0.023858,0.0243673,0.0244606,0.0246066,0.0247563
340,0.0236863,0.0237266,0.0239239,0.0240463,0.0245911,0.0246375
350,0.0231118,0.023418,0.02441,0.0244554,0.0248037,0.0249612
360,0.0237606,0.0238097,0.0239663,0.0240971,0.0245507,0.0247089
370,0.0228237,0.0229079,0.0237367,0.0238688,0.0240991,0.0242205
380,0.0238208,0.0240111,0.0241786,0.0244443,0.0246715,0.0247373
390,0.0224056,0.0224671,0.0235539,0.0237551,0.0238625,0.0238898
400,0.0225295,0.0227011,0.0230412,0.023124,0.0233243,0.0233643
410,0.0219369,0.0219661,0.0231525,0.0232137,0.0232763,0.0234082
420,0.0232258,0.0235338,0.024272,0.0243685,0.0245557,0.0247121
430,0.0226927,0.0228035,0.0234612,0.0235095,0.0238277,0.0239608
440,0.0223818,0.0225048,0.0230616,0.0231206,0.0237213,0.023934
450,0.0227652,0.0228878,0.0231463,0.02331,0.0234508,0.0238766
460,0.0218751,0.0219929,0.0224357,0.0225396,0.0229217,0.0230741
470,0.0217264,0.0217463,0.0229994,0.0231605,0.023259,0.0232988
480,0.0226058,0.0227344,0.0231139,0.0233126,0.0236713,0.0237202
490,0.0226901,0.022776,0.0229133,0.022964,0.0232672,0.0233732
500,0.0213264,0.0215659,0.0227631,0.0228593,0.0229635,0.0231141
510,0.0221571,0.0224683,0.0230631,0.0232903,0.0233911,0.0234716
520,0.0216488,0.0217079,0.022604,0.0226614,0.0230449,0.0230774
530,0.0218192,0.0219555,0.022157,0.0223778,0.0227748,0.0228679
540,0.0212575,0.0217261,0.0220674,0.0223164,0.0224482,0.0225848
550,0.02218,0.0225022,0.0227514,0.0228781,0.0230775,0.0233114
560,0.0217318,0.0217937,0.0219803,0.0220702,0.0226113,0.0227156
570,0.022782,0.0228129,0.0229169,0.0230954,0.0233155,0.0235196
580,0.0225948,0.0227684,0.0229041,0.0230731,0.0232993,0.0235275
590,0.0220017,0.0220406,0.0225487,0.0225802,0.0227909,0.0230295
600,0.0220018,0.0220471,0.0224536,0.0226172,0.0229463,0.0231902
610,0.0216208,0.0218451,0.0225202,0.0226732,0.0228912,0.0229811
620,0.0217519,0.0220387,0.0226305,0.0227273,0.022935,0.0230678
630,0.0208966,0.0210088,0.0214105,0.0215917,0.0217503,0.0220104
640,0.0214346,0.0214731,0.0222046,0.0222616,0.0226404,0.0227391
650,0.0217412,0.0218983,0.0222057,0.0223196,0.0228437,0.0229035
660,0.0213832,0.0214839,0.022324,0.0223791,0.0225215,0.0226686
670,0.0214841,0.0216994,0.0221004,0.0222105,0.0228315,0.0229597
680,0.0213857,0.0215582,0.0221118,0.0221726,0.0225311,0.0226769
690,0.0216686,0.0219555,0.0220605,0.0222745,0.0227543,0.0229245
700,0.0221092,0.0222889,0.0231523,0.0232695,0.0234891,0.0238392
710,0.0220403,0.0221358,0.0229612,0.0230249,0.0232861,0.0233657
720,0.0223022,0.022421,0.0227249,0.0229358,0.0234693,0.0235925
730,0.0221621,0.0222435,0.022427,0.0229638,0.0230585,0.0232113
740,0.0216773,0.0217686,0.0224364,0.0225454,0.0228547,0.0229977
750,0.0205588,0.0208401,0.0215659,0.0216096,0.0219152,0.02216
760,0.021835,0.0220896,0.0228404,0.0229064,0.0230265,0.0232257
770,0.0211121,0.0214648,0.0218329,0.0219341,0.0222267,0.0226544
780,0.0218972,0.0219696,0.0226457,0.0227233,0.0229214,0.0230106
790,0.0216103,0.0217058,0.0221404,0.0222276,0.0224952,0.0226433
800,0.0224367,0.022601,0.0228425,0.0231896,0.0232323,0.023325
810,0.0228861,0.0229756,0.0233937,0.0236256,0.0236938,0.0238064
820,0.0220099,0.0220595,0.0226033,0.0226749,0.0228925,0.0229255
830,0.0212323,0.0215944,0.0218559,0.0221897,0.0224005,0.0224457
840,0.0221737,0.0222902,0.0224779,0.0225648,0.0227142,0.0229352
850,0.0224841,0.0226582,0.0230428,0.0231352,0.0232557,0.0234743
860,0.0223743,0.0224119,0.0228557,0.0231226,0.023226,0.0232973
870,0.021317,0.0214468,0.0219302,0.0220165,0.0222261,0.0222835
880,0.0215402,0.0216582,0.0219776,0.0220227,0.0222739,0.0223318
890,0.0207123,0.0208857,0.021003,0.0212181,0.0219151,0.021987
900,0.0210135,0.0210585,0.0216638,0.0218172,0.022253,0.0223296
910,0.0206418,0.0210083,0.0212635,0.0215243,0.0217211,0.0218726
920,0.0207797,0.0210195,0.0214054,0.0215491,0.0217017,0.0218459
930,0.0213686,0.0216096,0.0217021,0.0219392,0.0222208,0.022469
940,0.0206917,0.0207566,0.0216843,0.0221721,0.0222157,0.0224206
950,0.021255,0.0213118,0.0216007,0.0216787,0.0223185,0.0224366
960,0.0214765,0.0216072,0.0219494,0.0221482,0.0223871,0.0224619
970,0.0211766,0.0212475,0.0222482,0.0224294,0.022565,0.0226269
980,0.0211744,0.021384,0.0214686,0.0217269,0.0219809,0.0222754
990,0.0208842,0.0213008,0.0215717,0.0217953,0.0220512,0.022135
1000,0.0216472,0.0216823,0.022099,0.0221435,0.0223238,0.0223448
1010,0.021415,0.0216428,0.0217719,0.0221709,0.0224077,0.0224492
1020,0.021526,0.0219071,0.022287,0.0223895,0.0225252,0.0225693
1030,0.0200683,0.0202811,0.0209132,0.0211051,0.0212617,0.0214079
1040,0.0213757,0.021596,0.0219199,0.0222454,0.0222863,0.0225075
1050,0.0205948,0.0207044,0.0212203,0.0214643,0.021501,0.0218325
1060,0.020623,0.0209694,0.0216091,0.0216716,0.0220795,0.0225361
1070,0.0207586,0.0209154,0.021756,0.0219692,0.022305,0.0224293
1080,0.0211508,0.021386,0.0217833,0.0219663,0.022068,0.0222174
1090,0.0217498,0.0218746,0.0219918,0.0221074,0.0223881,0.0225517
1100,0.0217221,0.0220994,0.0223045,0.0224565,0.0226724,0.0229197
1110,0.0206386,0.0208992,0.0214438,0.0215263,0.0216207,0.0216938
1120,0.0215685,0.0217534,0.0220246,0.022172,0.0224977,0.0225824
1130,0.0196232,0.0197625,0.0203759,0.0204633,0.0211697,0.0213248
1140,0.0204531,0.020813,0.0211812,0.0213358,0.0214807,0.0216698
1150,0.0213618,0.0216101,0.0222174,0.0225044,0.0225849,0.0226824
1160,0.021489,0.0215905,0.0221104,0.0222075,0.0223983,0.0224854
1170,0.0208754,0.0209776,0.0214095,0.0214813,0.0217589,0.0220748
1180,0.0201728,0.0202724,0.0206539,0.0207598,0.021094,0.0213085
1190,0.0208443,0.0209288,0.0213369,0.0215114,0.0216417,0.0218277
1200,0.0213993,0.0215749,0.0216455,0.0219315,0.0220836,0.0221726
1210,0.0206208,0.0209622,0.0212202,0.021381,0.0217287,0.0218843
1220,0.0213222,0.0215703,0.0215869,0.0218191,0.0220965,0.0222637
1230,0.0197684,0.0201397,0.0204559,0.0207439,0.0211634,0.0212342
1240,0.02219,0.0225042,0.0226249,0.0228049,0.0229307,0.0229678
1250,0.0214843,0.0215184,0.0216614,0.0218495,0.0219113,0.0221876
1260,0.0216811,0.0217362,0.0219118,0.0219774,0.0223568,0.0225456
1270,0.0206923,0.0207391,0.0214748,0.0217223,0.021858,0.0219568
1280,0.0212344,0.0213534,0.0220779,0.0222923,0.0223475,0.0224062
1290,0.0210815,0.0211541,0.0215747,0.0217478,0.0223157,0.0224351
1300,0.0218455,0.0220467,0.0223553,0.0226398,0.0228047,0.0228505
1310,0.0215889,0.021723,0.0218001,0.021841,0.0220882,0.0222116
1320,0.0212773,0.0214252,0.0216314,0.021794,0.022012,0.0221537
1330,0.0206907,0.0209509,0.0211567,0.0213102,0.0218407,0.0219628
1340,0.021066,0.0211972,0.0215923,0.0216178,0.0223599,0.0223982
1350,0.0202752,0.0206526,0.0213179,0.0214267,0.0216448,0.0218551
1360,0.0201305,0.0201685,0.0206695,0.0209039,0.0211766,0.0212976
1370,0.0204646,0.0207885,0.0216597,0.0217361,0.0218708,0.0220662
1380,0.0208973,0.0215627,0.0217438,0.0217868,0.0220098,0.0224158
1390,0.0205422,0.0210155,0.0215203,0.0215564,0.0219567,0.0220465
1400,0.0194057,0.01996,0.0205827,0.0209334,0.0212918,0.021335
1410,0.0208364,0.0212048,0.0215796,0.0217606,0.0219288,0.0220723
1420,0.0205086,0.0206509,0.0208245,0.0210347,0.0213843,0.0214481
1430,0.0196658,0.0197196,0.0210062,0.0212167,0.0213097,0.0214678
1440,0.0214236,0.0215561,0.0218193,0.021933,0.0223558,0.0224188
1450,0.0210519,0.0212892,0.0213537,0.0215201,0.0218245,0.0218486
1460,0.0203033,0.0204882,0.0209469,0.0212924,0.0214577,0.0214953
1470,0.0203936,0.0206454,0.0211047,0.0216217,0.0216755,0.0218729
1480,0.0203294,0.0204174,0.0213585,0.0215542,0.0219129,0.0219643
1490,0.0204912,0.0205745,0.0212523,0.0216051,0.0217487,0.0218003
1500,0.0208785,0.0210604,0.0213333,0.0216458,0.0216878,0.021746
