MDTU,|det-1|^2,1-Re(det),Im(det)
1,2.70789e+19,-4.02533e+09,-9936.6
2,1.7989e+17,-3.27791e+08,-766.469
3,8.79735e+16,-2.2927e+08,443.042
4,2.18936e+16,-1.14312e+08,348.988
5,6.01672e+15,-5.99213e+07,507.329
6,1.95759e+15,-3.41912e+07,-82.036
7,6.94431e+14,-2.03548e+07,-89.6549
8,2.63077e+14,-1.25365e+07,-90.6551
9,1.01862e+14,-7.80038e+06,-44.878
10,4.4949e+13,-5.18086e+06,33.6203
11,2.08536e+13,-3.52246e+06,11.7619
12,1.00365e+13,-2.44105e+06,22.8562
13,4.91994e+12,-1.71018e+06,1.3179
14,2.41633e+12,-1.19799e+06,-2.26624
15,1.40109e+12,-910706,1.05818
16,7.49389e+11,-665648,6.04093
17,4.39323e+11,-508442,-5.47836
18,2.57041e+11,-389108,-10.8086
19,1.52642e+11,-300360,-2.03834
20,9.28869e+10,-234327,0.558359
21,5.69931e+10,-183809,-3.12234
22,3.62786e+10,-146489,-0.928135
23,2.34927e+10,-117825,-0.00926466
24,1.59086e+10,-96757.7,-0.0367054
25,1.11299e+10,-81031.3,1.13033
26,7.5901e+09,-66883.3,0.293171
27,5.40656e+09,-56478,0.788526
28,3.61355e+09,-46133.2,-0.251025
29,2.50686e+09,-38359.2,-0.99876
30,1.77962e+09,-32382.5,-0.269552
31,1.31976e+09,-27790.7,-0.384838
32,1.01026e+09,-24256.1,-0.0655066
33,7.5299e+08,-20963.9,-0.0592741
34,5.90877e+08,-18538.9,-0.534049
35,4.33837e+08,-15904.4,-0.0336153
36,3.18452e+08,-13626.4,-0.0830732
37,2.47421e+08,-12027.1,-0.0392511
38,1.94838e+08,-10683.3,-0.0368179
39,1.44808e+08,-9198.78,0.168295
40,1.09154e+08,-7999.87,-0.0121177
41,8.77931e+07,-7182.74,-0.00462766
42,7.08204e+07,-6443.79,-0.00363225
43,5.77383e+07,-5819.5,-0.0907309
44,4.5527e+07,-5163.59,-0.0322775
45,3.54097e+07,-4553.95,0.0917302
46,2.84629e+07,-4071.38,0.0472234
47,2.49826e+07,-3822.16,-0.0731426
48,2.00233e+07,-3429.65,0.0391498
49,1.67975e+07,-3134.83,-0.0492322
50,1.49734e+07,-2952.15,-0.0231231
51,1.2013e+07,-2640.75,0.05167
52,9.71807e+06,-2377.99,0.0171995
53,8.76181e+06,-2248.69,0.0203842
54,7.0234e+06,-2009.97,0.0102753
55,6.03965e+06,-1858.82,-0.0138689
56,5.14331e+06,-1722.59,0.0247839
57,4.31548e+06,-1574.97,-0.0328621
58,3.79244e+06,-1471.75,-0.0149937
59,3.26279e+06,-1369.38,0.0301549
60,2.76659e+06,-1256.46,0.0256248
61,2.33562e+06,-1153.97,0.000953456
62,2.03291e+06,-1074.06,-0.0124209
63,1.79196e+06,-1012.26,-0.00550794
64,1.56924e+06,-947.799,-0.013066
65,1.37493e+06,-886.568,0.0134116
66,1.25364e+06,-848.078,0.0117536
67,1.09417e+06,-791.465,-0.0141149
68,953622,-737.94,-0.0167997
69,804885,-682.432,-0.00557441
70,696620,-631.741,-0.00305823
71,613642,-591.392,-0.000465327
72,574039,-570.915,-0.00990143
73,505355,-536.542,-0.0173167
74,462101,-511.666,-0.0181302
75,373231,-460.245,0.0104568
76,337144,-435.002,-0.00653325
77,330644,-430.618,-0.00685209
78,287080,-403.33,-0.00515486
79,257102,-381.998,-0.000116726
80,235027,-363.63,0.00498212
81,205313,-341.588,0.00830679
82,185147,-325.259,-0.000214892
83,167237,-308.181,-0.00440925
84,152984,-293.854,0.00434806
85,141691,-283.621,0.00156667
86,133502,-273.462,0.00481236
87,118971,-256.611,0.00827046
88,108898,-245.963,0.00174456
89,100784,-237.163,0.00487066
90,88011.2,-223.041,0.00380071
91,79809.7,-211.364,0.00687166
92,67108.4,-193.803,0.00598188
93,62554.9,-186.629,-0.000799801
94,57875.2,-179.652,0.00159546
95,50558.9,-168.754,-0.00261328
96,42033.2,-155.003,-0.00169881
97,40762.5,-152.282,-0.00301618
98,37020.5,-145.176,-0.00451331
99,33949.5,-138.91,-0.00976535
100,33949.5,-138.91,-0.00976535
101,31100.6,-132.987,-0.00470285
102,31392.1,-133.575,-0.00241754
103,28248,-126.793,0.0015299
104,26333.6,-122.283,-0.00335881
105,24510.2,-117.733,-0.00140391
106,22089.6,-111.884,-0.00510257
107,20742.8,-109.154,0.00144125
108,18603.1,-103.292,0.00338827
109,17490.3,-99.117,-0.00128534
110,17490.3,-99.117,-0.00128534
111,16767.7,-97.117,0.00334841
112,15652.8,-93.8503,0.00119776
113,13971.2,-89.0088,-0.000555369
114,13247.2,-87.339,0.00340704
115,12257,-83.731,0.00587039
116,11944.9,-82.2403,0.00126903
117,10960.7,-79.0345,0.00115837
118,10960.7,-79.0345,0.00115837
119,10926,-77.9157,-0.000596623
120,9728.57,-74.0454,0.000918122
121,9728.57,-74.0454,0.000918121
122,9014.6,-70.9465,0.00509643
123,8330.62,-67.9353,0.0012623
124,8138.17,-66.9403,-0.000117593
125,7457.62,-64.3772,0.00197178
126,7516.63,-64.2194,0.00250847
127,7180.56,-62.4203,0.00295242
128,6390.2,-58.9786,0.00318651
129,5831.05,-56.4592,0.00155842
130,5398.14,-54.4365,0.00253763
131,5142.84,-53.0803,0.00241091
132,5142.84,-53.0803,0.00241091
133,4757.09,-51.3471,0.000111642
134,4469.38,-49.7954,0.00180656
135,3930.55,-47.1236,0.00217247
136,3814.87,-46.5559,0.00170056
137,3814.87,-46.5559,0.00170056
138,3603.78,-45.5128,0.00193777
139,3245.66,-43.297,-0.000193813
140,3111.18,-42.4707,0.00153298
141,2888.14,-40.8827,0.00254741
142,2545.39,-38.8427,0.00263476
143,2545.39,-38.8427,0.00263476
144,2621.49,-39.1123,0.00265988
145,2464.48,-37.8929,0.0028116
146,2268.67,-36.4474,0.00177041
147,2268.67,-36.4474,0.00177041
148,2160.25,-35.646,0.00129682
149,1910.21,-33.5945,-5.24494e-05
150,1729.04,-32.0582,0.000971964
151,1673.44,-31.6121,-0.000144949
152,1598.66,-30.8658,0.00134513
153,1487.91,-29.9926,-0.000134834
154,1432.76,-29.5346,0.000992783
155,1344.5,-28.5618,-0.000137964
156,1293.03,-27.9758,-0.00119259
157,1266.47,-27.7202,0.000334892
158,1329.37,-28.0632,-0.00102117
159,1329.37,-28.0632,-0.00102117
160,1253.37,-27.1324,0.00019536
161,1198.45,-26.6262,-0.00042572
162,1148.95,-26.0116,0.000961776
163,1033.62,-24.7896,0.000135141
164,1032.51,-24.6663,-0.000412845
165,1009.1,-24.2822,-0.000518777
166,997.466,-24.3483,0.000163996
167,894.407,-23.1103,0.000890227
168,894.407,-23.1103,0.000890227
169,836.502,-22.3514,0.000785335
170,836.502,-22.3514,0.000785335
171,805.11,-21.8902,0.00083196
172,755.854,-21.3612,0.000935461
173,706.113,-20.6352,-0.000537659
174,690.965,-20.479,-0.000548324
175,664.927,-20.1908,0.000233647
176,684.957,-20.3399,0.000252888
177,635.588,-19.4851,4.61503e-05
178,635.588,-19.4851,4.61503e-05
179,596.791,-18.9546,-0.000391805
180,565.377,-18.5061,0.000502067
181,552.434,-18.3644,-0.000741714
182,552.434,-18.3644,-0.000741714
183,532.603,-18.0533,0.000305181
184,547.411,-18.2658,-0.000475795
185,506.657,-17.5639,0.000166452
186,476.405,-16.887,-6.1352e-05
187,468.091,-16.7375,0.00139252
188,453.087,-16.5143,0.000137563
189,448.893,-16.2232,-0.000120327
190,448.893,-16.2232,-0.000120327
191,416.029,-15.6783,8.23734e-05
