t,cg_iters
1,70308
2,71171
3,71579
4,71959
5,72153
6,72249
7,72697
8,72941
9,72249
10,72501
11,36252
12,36173
13,36253
14,36448
15,37245
16,36733
17,36750
18,36803
19,36906
20,36920
21,24752
22,24828
23,24797
24,24973
25,24934
26,25254
27,24768
28,24483
29,24660
30,24588
31,18666
32,18643
33,18700
34,18796
35,18929
36,18903
37,18929
38,18978
39,18951
40,19052
41,17547
42,17548
43,17530
44,17403
45,17659
46,17935
47,17746
48,17486
49,17507
50,17364
51,15010
52,14938
53,14938
54,15064
55,15153
56,15015
57,15142
58,15060
59,15206
60,15192
61,15160
62,15035
63,15203
64,15189
65,14898
66,14935
67,14981
68,14987
69,14956
70,15035
71,15032
72,14910
73,15067
74,15040
75,14915
76,15159
77,15167
78,15244
79,15181
80,15080
81,14014
82,14085
83,14105
84,14095
85,14034
86,14105
87,14067
88,14048
89,14111
90,14180
91,11667
92,11674
93,11664
94,11570
95,11509
96,11625
97,11699
98,11628
99,11579
100,11736
101,11672
102,11587
103,11662
104,11745
105,11759
106,11741
107,11808
108,11848
109,11721
110,11732
111,11696
112,11690
113,11575
114,11664
115,11694
116,11639
117,11725
118,11718
119,11562
120,11583
121,11109
122,11175
123,11108
124,11078
125,11148
126,11163
127,11218
128,11227
129,11153
130,11127
131,10672
132,10591
133,10684
134,10738
135,10802
136,10616
137,10600
138,10586
139,10636
140,10583
141,10058
142,10131
143,10197
144,10156
145,10228
146,10160
147,10115
148,10138
149,10157
150,10240
151,10216
152,10260
153,10226
154,10296
155,10269
156,10340
157,10224
158,10256
159,10197
160,10279
161,10194
162,10159
163,10206
164,10243
165,10208
166,10251
167,10403
168,10439
169,10346
170,10370
171,10312
172,10370
173,10423
174,10319
175,10255
176,10213
177,10194
178,10284
179,10222
180,10172
181,10216
182,10234
183,10172
184,10200
185,10295
186,10321
187,10320
188,10276
189,10109
190,10132
191,10069
192,10130
193,10067
194,10082
195,10214
196,10262
197,10253
198,10242
199,10266
200,10327
201,10256
202,10429
203,10388
204,10314
205,10508
206,10406
207,10230
208,10335
209,10364
210,10320
211,10277
212,10318
213,10191
214,10224
215,10273
216,10372
217,10398
218,10361
219,10165
220,10253
221,10293
222,10375
223,10226
224,10297
225,10337
226,10467
227,10353
228,10331
229,10192
230,10187
231,10225
232,10298
233,10195
234,10224
235,10155
236,10201
237,10218
238,10243
239,10215
240,10131
241,10155
242,10122
243,10268
244,10188
245,10238
246,10094
247,10184
248,10258
249,10222
250,10134
251,10204
252,10264
253,10192
254,10230
255,10170
256,10162
257,10180
258,10138
259,10166
260,10093
261,10146
262,10190
263,10243
264,10205
265,10145
266,10182
267,10165
268,10233
269,10321
270,10280
271,10275
272,10273
273,10317
274,10359
275,10302
276,10239
277,10197
278,10194
279,10214
280,10261
281,10185
282,10178
283,10190
284,10350
285,10318
286,10337
287,10450
288,10416
289,10329
290,10370
291,10275
292,10404
293,10315
294,10192
295,10232
296,10178
297,10269
298,10089
299,10021
300,10153
301,10253
302,10361
303,10385
304,10379
305,10328
306,10394
307,10251
308,10313
309,10166
310,10060
311,10176
312,10161
313,10237
314,10268
315,10274
316,10330
317,10258
318,10378
319,10232
320,10280
321,10198
322,10178
323,10352
324,10363
325,10186
326,10313
327,10268
328,10237
329,10213
330,10163
331,10269
332,10301
333,10217
334,10240
335,10258
336,10273
337,10236
