MDTU,S_F
1,1.78746e-05
2,1.76032e-05
3,1.78486e-05
4,1.74789e-05
5,1.75222e-05
6,1.75222e-05
7,1.74207e-05
8,1.73046e-05
9,1.74998e-05
10,1.75128e-05
11,1.74035e-05
12,1.72246e-05
13,1.76913e-05
14,1.74593e-05
15,1.73409e-05
16,1.7172e-05
17,1.73126e-05
18,1.71981e-05
19,1.74444e-05
20,1.73439e-05
21,1.73439e-05
22,1.72514e-05
23,1.73676e-05
24,1.74333e-05
25,1.73463e-05
26,1.73463e-05
27,1.73463e-05
28,1.74071e-05
29,1.74071e-05
30,1.72455e-05
31,1.73381e-05
32,1.73381e-05
33,1.75132e-05
34,1.76744e-05
35,1.78092e-05
36,1.78092e-05
37,1.78092e-05
38,1.77866e-05
39,1.77604e-05
40,1.74267e-05
41,1.72834e-05
42,1.72446e-05
43,1.72224e-05
44,1.72821e-05
45,1.72821e-05
46,1.70664e-05
47,1.69821e-05
48,1.70553e-05
49,1.71891e-05
50,1.71959e-05
51,1.74728e-05
52,1.74728e-05
53,1.72824e-05
54,1.72824e-05
55,1.74537e-05
56,1.74945e-05
57,1.7526e-05
58,1.7429e-05
59,1.75395e-05
60,1.75395e-05
61,1.75395e-05
62,1.7498e-05
63,1.74452e-05
64,1.7452e-05
65,1.70124e-05
66,1.71106e-05
67,1.71106e-05
68,1.71106e-05
69,1.6947e-05
70,1.6947e-05
71,1.68486e-05
72,1.67287e-05
73,1.68552e-05
74,1.69139e-05
75,1.7013e-05
76,1.71365e-05
77,1.72689e-05
78,1.72936e-05
79,1.72936e-05
80,1.72936e-05
81,1.75557e-05
82,1.75557e-05
83,1.68396e-05
84,1.70521e-05
85,1.70521e-05
86,1.70521e-05
87,1.6632e-05
88,1.67759e-05
89,1.67845e-05
90,1.67845e-05
91,1.67845e-05
92,1.67845e-05
93,1.67845e-05
94,1.68925e-05
95,1.68925e-05
96,1.69489e-05
97,1.70942e-05
98,1.70275e-05
99,1.70275e-05
100,1.68263e-05
101,1.68952e-05
102,1.67896e-05
103,1.68719e-05
104,1.66607e-05
105,1.67085e-05
106,1.66117e-05
107,1.66726e-05
108,1.66726e-05
109,1.66726e-05
110,1.65275e-05
111,1.655e-05
112,1.66102e-05
113,1.63857e-05
114,1.63857e-05
115,1.63283e-05
116,1.63991e-05
117,1.64694e-05
118,1.6434e-05
119,1.65046e-05
120,1.65339e-05
121,1.65587e-05
122,1.65587e-05
123,1.65498e-05
124,1.65009e-05
