ReTr(L*),ImTr(Lx),ImTr(Ly),ImTr(Lz),ImTr(L5)
0.990499,0.00160639,null,null,null
0.0109513,null,0.149925,null,null
0.0657229,null,null,0.018732,null
0.000533245,null,null,null,0.0104491
0.990695,0.000907005,null,null,null
-0.0444125,null,0.117882,null,null
0.0548661,null,null,-0.0401416,null
0.00564002,null,null,null,0.00188531
0.990619,0.00612802,null,null,null
-0.00446751,null,0.121106,null,null
0.0584589,null,null,-0.0866897,null
0.00679169,null,null,null,0.00264121
0.990746,0.00980961,null,null,null
-0.0396208,null,0.144615,null,null
0.0401069,null,null,-0.086341,null
0.00208096,null,null,null,0.000449503
0.990908,0.00865864,null,null,null
-0.0772372,null,0.0506803,null,null
0.06318,null,null,-0.0543995,null
-0.00547617,null,null,null,0.00213257
0.990908,0.00865864,null,null,null
-0.0772372,null,0.0506803,null,null
0.06318,null,null,-0.0543995,null
-0.00547617,null,null,null,0.00213257
0.990796,0.00779088,null,null,null
-0.00799091,null,0.0217656,null,null
0.0589736,null,null,-0.0877047,null
-0.000769722,null,null,null,-0.000895413
0.99087,0.0124827,null,null,null
-0.0306771,null,-0.0232473,null,null
0.0241169,null,null,-0.0769999,null
-0.00549544,null,null,null,0.00130601
0.990807,0.0098903,null,null,null
-0.0422225,null,-0.0577307,null,null
-0.091922,null,null,-0.0598266,null
-0.00479835,null,null,null,0.00702081
0.990865,0.0126586,null,null,null
-0.0510001,null,-0.0309566,null,null
-0.0394588,null,null,0.0174813,null
-0.00528246,null,null,null,0.00428546
0.990824,0.00613486,null,null,null
-0.0301605,null,-0.0397775,null,null
-0.0525194,null,null,0.0241418,null
-0.0027468,null,null,null,0.00055015
0.990915,0.00565836,null,null,null
-0.00141451,null,-0.0556296,null,null
-0.0177792,null,null,0.0040813,null
0.00450755,null,null,null,0.00244121
0.990583,0.006717,null,null,null
-0.054322,null,-0.0735121,null,null
-0.0171138,null,null,-0.0473309,null
-0.00331566,null,null,null,0.00771794
0.990755,0.00561615,null,null,null
-0.0408756,null,-0.103818,null,null
0.0134024,null,null,-0.0242412,null
-0.00174727,null,null,null,-0.00551647
0.990959,0.00648371,null,null,null
-0.0123028,null,-0.108664,null,null
-0.017007,null,null,-0.0787576,null
-0.00209526,null,null,null,-0.00335905
0.991079,0.00630534,null,null,null
-0.0531761,null,-0.117236,null,null
0.065741,null,null,-0.0475169,null
0.00421125,null,null,null,-0.00243385
0.990924,0.00582373,null,null,null
-0.0805444,null,-0.121019,null,null
0.043778,null,null,-0.0412239,null
0.00248841,null,null,null,-0.00422087
0.99098,0.00475646,null,null,null
-0.0697299,null,-0.0799444,null,null
0.0942184,null,null,0.009962,null
0.000304119,null,null,null,-0.000882602
0.990792,0.00518542,null,null,null
-0.0206601,null,-0.052375,null,null
0.0317849,null,null,0.0195894,null
0.00114958,null,null,null,0.00178206
0.990882,-0.00277402,null,null,null
-0.0480346,null,-0.0334724,null,null
0.0657281,null,null,0.00485963,null
0.00538306,null,null,null,-0.000541434
0.990882,-0.00277402,null,null,null
-0.0480346,null,-0.0334724,null,null
0.0657281,null,null,0.00485963,null
0.00538306,null,null,null,-0.000541434
0.990971,-0.00159607,null,null,null
-0.05718,null,-0.026818,null,null
0.0636076,null,null,-0.0458288,null
0.00115396,null,null,null,0.000741619
0.990821,-0.000864831,null,null,null
-0.0632266,null,-0.0425199,null,null
0.0753685,null,null,-0.0863179,null
-0.00289226,null,null,null,0.000834526
0.990724,-0.00259547,null,null,null
-0.0538867,null,-0.0382961,null,null
0.0991166,null,null,-0.00901759,null
0.0047266,null,null,null,-0.00627344
0.990849,-0.00191934,null,null,null
-0.0822869,null,-0.0713228,null,null
0.0715487,null,null,0.023137,null
0.00556349,null,null,null,-0.00808791
0.990849,-0.00191934,null,null,null
-0.0822869,null,-0.0713228,null,null
0.0715487,null,null,0.023137,null
0.00556349,null,null,null,-0.00808791
0.990849,-0.00191934,null,null,null
-0.0822869,null,-0.0713228,null,null
