MDTU,susyTrans,Im(bilin)
10,-0.00243124,-0.000181871
20,-0.000808075,-0.000139981
30,-0.00255367,0.000123015
40,-0.00554701,-0.000475859
50,0.00180477,-0.000205617
60,-2.65198e-05,-0.000674284
70,0.000272781,-9.60117e-05
80,-0.00108122,-2.61417e-05
90,0.00284126,0.000172181
100,-0.00207425,0.000374822
110,-0.00108035,6.04291e-05
120,0.00244622,0.000571416
130,-9.81636e-06,-5.14095e-05
140,0.00080071,-0.000374694
150,0.000261112,-0.00018009
160,0.00191237,-0.000582909
170,-7.96216e-05,-0.000186496
180,-0.000194345,-0.000152639
190,0.0010058,0.00035028
200,-8.05602e-05,0.000389824
210,-0.00200254,0.00029314
220,-0.000532661,-8.75066e-05
230,-0.00143701,-0.000195704
240,0.000398755,0.000105953
250,0.0013425,1.9356e-05
260,-0.00219692,0.000356697
270,-0.00012864,0.000329421
280,-4.91727e-05,-0.000196247
290,-0.00196673,-0.000199978
300,0.000929917,0.000341911
310,-0.000708231,-0.000518394
320,0.000853848,-0.000101183
330,-0.00189486,1.96577e-05
340,-0.00208772,-0.000312317
350,-0.00140133,0.000223887
360,0.000895004,-0.000587088
370,-0.00116353,-0.000692854
380,0.00118053,0.000731476
390,-0.000897726,-0.000143286
400,-0.000661235,-0.000364129
410,0.00419769,3.23029e-05
420,-0.00493369,0.000111055
430,0.000953538,-0.000212112
440,0.00101244,0.00056399
450,-0.00207538,-0.000196015
460,-0.000719839,-0.000468141
470,-0.00107453,0.000102144
480,-0.00325752,-0.000511049
490,-6.677e-05,-0.000194577
500,0.00352519,4.62867e-05
510,5.00696e-05,-0.000202701
520,0.000210191,9.79642e-05
530,-0.00178827,7.26661e-06
540,-0.00290119,0.000398661
550,0.00204204,-0.000205439
560,0.00130831,0.000120866
570,-0.00226098,-0.000564519
580,0.000362423,-0.000134953
590,0.00166834,-0.000317002
600,0.00126189,6.79573e-05
610,-0.000516784,0.000327351
620,0.0015922,0.000571403
630,-0.0019273,1.18285e-05
640,-0.000308441,0.000112935
650,0.00102963,-0.000138567
660,0.000876042,0.000248719
670,-1.86623e-05,-0.000152961
680,0.00292615,0.000169854
690,-0.00187044,4.02702e-05
700,-0.00328415,2.95531e-05
710,-0.00166247,-2.45032e-05
720,-0.00279636,0.000200161
730,-0.00135405,0.000249323
740,-0.00015115,0.000662087
750,0.00374042,0.000138203
