MDTU,|Tr(Lx)|,|Tr(Ly)|,|Tr(Lz)|,|Tr(L5)|
1,0.996316,0.447309,0.466172,0.001674
2,0.996352,0.381833,0.490506,0.00305366
3,0.9963,0.427776,0.478567,0.00662009
4,0.996352,0.43261,0.450909,0.00615433
5,0.996358,0.414535,0.427508,0.00107033
6,0.996313,0.455511,0.446799,0.00513531
7,0.996311,0.46344,0.489782,0.00455125
8,0.996342,0.51246,0.46932,0.00310634
9,0.996366,0.524027,0.470332,0.00443359
10,0.99628,0.500694,0.510083,0.00436076
11,0.996327,0.530074,0.519497,0.0064556
12,0.996396,0.506234,0.55944,0.00454168
13,0.996352,0.466117,0.476462,0.00329633
14,0.996319,0.500596,0.425819,0.000549663
15,0.99631,0.521621,0.404068,0.00115906
16,0.996237,0.508258,0.364223,0.00682168
17,0.996243,0.51689,0.357105,0.00127562
18,0.996243,0.51689,0.357105,0.00127562
19,0.996317,0.488706,0.393169,0.000454697
20,0.996268,0.521001,0.419693,0.000680313
21,0.996222,0.502486,0.423542,0.00582092
22,0.996209,0.491789,0.443045,0.00660881
23,0.996153,0.478863,0.404903,0.00507287
24,0.996162,0.454238,0.438479,0.00404309
25,0.996214,0.456598,0.409084,0.00593637
26,0.996205,0.393998,0.442129,0.00192985
27,0.996236,0.407413,0.463233,0.00274296
28,0.996348,0.455661,0.4971,0.002449
29,0.996331,0.443068,0.533418,0.0046833
30,0.996345,0.495184,0.526118,0.00271188
31,0.996247,0.539036,0.519847,0.00518095
32,0.996208,0.555415,0.534546,0.00249552
33,0.996244,0.526853,0.536263,0.00150837
34,0.996299,0.437102,0.566244,0.00543779
35,0.996274,0.414334,0.552349,0.0060852
36,0.996314,0.461055,0.557032,0.00356009
37,0.996297,0.431725,0.558661,0.00371998
38,0.996261,0.457548,0.634428,0.00336486
39,0.996289,0.462317,0.586469,0.00270229
40,0.996289,0.503102,0.579938,0.00794083
41,0.996289,0.503102,0.579938,0.00794083
42,0.996254,0.508312,0.61792,0.00273073
43,0.996173,0.459776,0.56819,0.00251941
44,0.996152,0.486859,0.569602,0.00271125
45,0.996216,0.490922,0.541511,0.00323295
46,0.996216,0.490922,0.541511,0.00323295
47,0.996317,0.485277,0.525831,0.00374449
48,0.996278,0.464397,0.506252,0.00583824
49,0.996277,0.524735,0.471788,0.00422065
50,0.996381,0.524639,0.448901,0.00196182
51,0.996343,0.504202,0.477621,0.00640711
52,0.996261,0.497718,0.541505,0.00417338
53,0.996252,0.478444,0.523468,0.00647951
54,0.996323,0.506667,0.514779,0.00422022
55,0.996282,0.549386,0.542604,0.00280731
56,0.996242,0.576137,0.429146,0.00630966
57,0.996241,0.567576,0.460215,0.00323672
