MDTU,min_width,max_width
1,0.0515315,0.0398128
2,0.0619146,0.047443
3,0.0602757,0.0471241
4,0.058211,0.045803
5,0.0569795,0.043897
6,0.0557181,0.0438359
7,0.055133,0.0429983
8,0.0548843,0.0420725
9,0.0546282,0.0428486
10,0.0547812,0.0427236
11,0.0548728,0.0426739
12,0.0530193,0.0409685
13,0.0518086,0.0399556
14,0.0517915,0.0404772
15,0.0517258,0.0402656
16,0.0514063,0.0396995
17,0.0508897,0.0392551
18,0.0508897,0.0392551
19,0.0508157,0.0396044
20,0.049765,0.0381305
21,0.0518581,0.0396653
22,0.0514446,0.0385313
23,0.0528776,0.0401652
24,0.0524583,0.0403297
25,0.0528502,0.0402648
26,0.0526429,0.039798
27,0.0510454,0.0391406
28,0.0480334,0.0372399
29,0.0459038,0.0352164
30,0.0468912,0.0349646
31,0.0462668,0.035022
32,0.0459987,0.0341869
33,0.0460591,0.0346215
34,0.0455494,0.0347151
35,0.044252,0.0333548
36,0.0424615,0.0320571
37,0.0428868,0.0321274
38,0.0435566,0.0329806
39,0.0421016,0.0328198
40,0.0431508,0.0326933
41,0.0431508,0.0326933
42,0.0446236,0.0329802
43,0.0430385,0.0329078
44,0.042775,0.0326304
45,0.043397,0.0326876
46,0.043397,0.0326876
47,0.0417819,0.0322532
48,0.0427745,0.032094
49,0.0418091,0.0319694
50,0.0399838,0.030277
51,0.0400225,0.0301984
52,0.0387385,0.0291233
53,0.0384965,0.0291254
54,0.0368317,0.028475
55,0.0385175,0.0295092
56,0.0381969,0.0290371
57,0.0389437,0.0292029
58,0.0394295,0.0303068
59,0.0394295,0.0303068
60,0.0398785,0.0302315
61,0.0405984,0.0307113
62,0.0407725,0.0306401
63,0.0407725,0.0306401
64,0.0407725,0.0306401
65,0.0420356,0.031169
66,0.0412672,0.0310908
67,0.0425454,0.0318119
68,0.0428446,0.0322864
69,0.0420859,0.0322237
70,0.0416025,0.0314113
71,0.041885,0.0322246
72,0.0431518,0.0329568
73,0.0437665,0.0327892
74,0.0445642,0.0332653
75,0.0445642,0.0332653
76,0.0467613,0.0351166
77,0.0467613,0.0351166
78,0.0447418,0.0333712
