t,G,F1,F2,F3
1,0.002133,0.002424,null,null
2,0.002133,0.002424,null,null
3,0.002117,0.00229,null,null
4,0.002107,0.002285,null,null
5,0.002106,0.002289,null,null
6,0.002102,0.002289,null,null
7,0.002103,0.002289,null,null
8,0.002103,0.002289,null,null
9,0.002102,0.002289,null,null
10,0.002101,0.002293,null,null
11,0.002099,0.002293,null,null
12,0.002099,0.002297,null,null
13,0.002095,0.002299,null,null
14,0.002092,0.002299,null,null
15,0.002094,0.002303,null,null
16,0.002091,0.002308,null,null
17,0.002088,0.002312,null,null
18,0.002081,0.002311,null,null
19,0.002084,0.002312,null,null
20,0.002085,0.002315,null,null
21,0.00416,0.004625,null,null
22,0.004161,0.004631,null,null
23,0.004158,0.00463,null,null
24,0.004158,0.004641,null,null
25,0.004154,0.004638,null,null
26,0.004153,0.004642,null,null
27,0.004149,0.00465,null,null
28,0.004143,0.004653,null,null
29,0.004141,0.004652,null,null
30,0.004142,0.004659,null,null
31,0.004134,0.004658,null,null
32,0.004135,0.004659,null,null
33,0.004132,0.004656,null,null
34,0.004133,0.004668,null,null
35,0.00413,0.004669,null,null
36,0.004126,0.004669,null,null
37,0.004127,0.004671,null,null
38,0.004123,0.004671,null,null
39,0.004122,0.004675,null,null
40,0.004125,0.004677,null,null
41,0.007007,0.00795,null,null
42,0.007003,0.007954,null,null
43,0.007003,0.007956,null,null
44,0.006998,0.00797,null,null
45,0.006994,0.007969,null,null
46,0.006996,0.007965,null,null
47,0.006995,0.007981,null,null
48,0.006982,0.007976,null,null
49,0.006979,0.007984,null,null
50,0.00699,0.007978,null,null
51,0.00698,0.007984,null,null
52,0.006983,0.007985,null,null
53,0.006981,0.007983,null,null
54,0.006976,0.007982,null,null
55,0.006979,0.007986,null,null
56,0.006976,0.007982,null,null
57,0.006976,0.007991,null,null
58,0.006967,0.00799,null,null
59,0.006974,0.007992,null,null
60,0.006968,0.008,null,null
61,0.006965,0.008001,null,null
62,0.006961,0.008003,null,null
63,0.006958,0.008004,null,null
64,0.00696,0.008009,null,null
65,0.006963,0.008006,null,null
66,0.006963,0.008018,null,null
67,0.006953,0.008017,null,null
68,0.006946,0.008017,null,null
69,0.00695,0.008021,null,null
70,0.006947,0.008033,null,null
71,0.00694,0.008027,null,null
72,0.006939,0.00803,null,null
73,0.006942,0.008029,null,null
74,0.006937,0.00803,null,null
75,0.006939,0.008037,null,null
76,0.006932,0.008035,null,null
77,0.006939,0.008033,null,null
78,0.006941,0.008032,null,null
79,0.00694,0.008032,null,null
80,0.006932,0.008047,null,null
81,0.006923,0.008054,null,null
82,0.006921,0.008052,null,null
83,0.006917,0.008052,null,null
84,0.006918,0.008056,null,null
85,0.006914,0.008061,null,null
86,0.006918,0.008071,null,null
87,0.006912,0.008064,null,null
88,0.006904,0.008075,null,null
89,0.006908,0.008074,null,null
90,0.006904,0.00807,null,null
91,0.006905,0.008075,null,null
92,0.006905,0.00807,null,null
93,0.006903,0.008078,null,null
94,0.006903,0.008081,null,null
95,0.006897,0.008082,null,null
96,0.0069,0.008079,null,null
97,0.0069,0.008075,null,null
98,0.006905,0.008073,null,null
99,0.006905,0.008077,null,null
100,0.006905,0.008072,null,null
101,0.008117,0.009499,null,null
102,0.008119,0.009507,null,null
103,0.008111,0.009516,null,null
104,0.008108,0.009521,null,null
105,0.008101,0.009524,null,null
106,0.008115,0.009529,null,null
107,0.008098,0.009523,null,null
108,0.0081,0.009518,null,null
109,0.008104,0.009529,null,null
110,0.0081,0.009525,null,null
111,0.008096,0.009545,null,null
112,0.008092,0.009541,null,null
113,0.008088,0.009535,null,null
114,0.00809,0.009539,null,null
115,0.008098,0.009536,null,null
116,0.0081,0.009538,null,null
117,0.008095,0.009538,null,null
118,0.008099,0.009542,null,null
119,0.008102,0.009544,null,null
120,0.008096,0.009537,null,null
121,0.008099,0.009526,null,null
122,0.008095,0.009541,null,null
123,0.008096,0.009532,null,null
124,0.008092,0.009532,null,null
125,0.00809,0.009532,null,null
126,0.008096,0.009534,null,null
127,0.00809,0.009544,null,null
128,0.008085,0.009557,null,null
129,0.008077,0.009555,null,null
130,0.008077,0.009547,null,null
131,0.008076,0.009553,null,null
132,0.008084,0.009556,null,null
133,0.008079,0.009555,null,null
134,0.00808,0.009549,null,null
135,0.008074,0.009549,null,null
136,0.00808,0.009555,null,null
137,0.008089,0.009561,null,null
138,0.008077,0.009557,null,null
139,0.008079,0.009564,null,null
140,0.008079,0.009552,null,null
141,0.00808,0.009562,null,null
142,0.008081,0.009556,null,null
143,0.008074,0.009554,null,null
144,0.008078,0.009557,null,null
145,0.00808,0.009553,null,null
146,0.008079,0.009549,null,null
147,0.008089,0.00955,null,null
148,0.008082,0.009543,null,null
149,0.008077,0.009555,null,null
150,0.00807,0.00956,null,null
151,0.00807,0.009557,null,null
152,0.008071,0.009559,null,null
153,0.008071,0.009562,null,null
154,0.008073,0.009557,null,null
155,0.008076,0.009558,null,null
156,0.00807,0.009557,null,null
157,0.008068,0.009568,null,null
158,0.008063,0.009572,null,null
159,0.00806,0.00957,null,null
160,0.008055,0.009577,null,null
161,0.008056,0.009573,null,null
162,0.008062,0.00958,null,null
163,0.008062,0.009594,null,null
164,0.00806,0.00959,null,null
165,0.008059,0.009585,null,null
166,0.008056,0.009578,null,null
167,0.008059,0.009583,null,null
168,0.008053,0.00958,null,null
169,0.008051,0.009581,null,null
170,0.008053,0.009579,null,null
171,0.008056,0.009582,null,null
172,0.00806,0.009573,null,null
173,0.008057,0.009577,null,null
174,0.008063,0.009577,null,null
175,0.008062,0.009586,null,null
176,0.00805,0.009583,null,null
177,0.008055,0.009599,null,null
178,0.008038,0.009592,null,null
179,0.008051,0.009595,null,null
180,0.008049,0.009601,null,null
181,0.008039,0.009598,null,null
182,0.008038,0.009608,null,null
183,0.008037,0.009607,null,null
184,0.008039,0.009606,null,null
185,0.008038,0.009601,null,null
186,0.008039,0.009611,null,null
187,0.008035,0.009603,null,null
188,0.008033,0.009611,null,null
189,0.008034,0.009609,null,null
190,0.008027,0.009614,null,null
191,0.008033,0.009616,null,null
192,0.008034,0.009618,null,null
193,0.008036,0.009618,null,null
194,0.008034,0.009621,null,null
195,0.008035,0.009622,null,null
196,0.008032,0.009616,null,null
197,0.008026,0.009623,null,null
198,0.008034,0.009617,null,null
199,0.008033,0.009618,null,null
200,0.008032,0.009626,null,null
201,0.009592,0.01022,null,null
202,0.009596,0.01023,null,null
203,0.009583,0.01023,null,null
204,0.00958,0.01024,null,null
205,0.00958,0.01023,null,null
206,0.009581,0.01023,null,null
207,0.009588,0.01023,null,null
208,0.00958,0.01024,null,null
209,0.009575,0.01026,null,null
210,0.009569,0.01024,null,null
211,0.009579,0.01025,null,null
212,0.009564,0.01025,null,null
213,0.009562,0.01026,null,null
214,0.009555,0.01025,null,null
215,0.009554,0.01026,null,null
216,0.009558,0.01026,null,null
217,0.009557,0.01026,null,null
218,0.009572,0.01025,null,null
219,0.009568,0.01026,null,null
220,0.009562,0.01026,null,null
221,0.00956,0.01026,null,null
222,0.009561,0.01026,null,null
223,0.009576,0.01025,null,null
224,0.009575,0.01025,null,null
225,0.009566,0.01025,null,null
